Close-tbill,Close-msft,Close-sp500,Close-ge,Close-ford,Date
4.72,46.13,1313.04,37.99,25.38,12-Oct-99
4.84,45.38,1285.55,37.42,25.29,13-Oct-99
4.87,45.2,1283.42,37.6,25.43,14-Oct-99
4.89,43.89,1247.41,36.23,24.24,15-Oct-99
4.93,43.79,1254.13,36.82,24.95,18-Oct-99
4.99,43.02,1261.32,36.95,25.31,19-Oct-99
4.99,45.98,1289.43,38.07,25.47,20-Oct-99
4.98,46.38,1283.61,38.58,25.47,21-Oct-99
4.92,46.2,1301.65,39.32,25.83,22-Oct-99
4.9,46.07,1293.63,39.2,25.91,25-Oct-99
4.99,46.04,1281.91,39.32,25.88,26-Oct-99
4.99,45.29,1296.71,40.2,25.64,27-Oct-99
4.95,44.79,1342.44,41.63,26.4,28-Oct-99
4.96,46.13,1362.93,42.41,26.55,29-Oct-99
4.98,46.04,1354.12,40.5,26.43,1-Nov-99
4.98,46.13,1347.74,40.38,26.31,2-Nov-99
4.97,45.85,1354.93,41.12,26.01,3-Nov-99
4.94,45.73,1362.64,41.28,25.67,4-Nov-99
4.98,45.63,1370.23,41.86,25.98,5-Nov-99
5.04,44.83,1377.01,41.94,25.95,8-Nov-99
5.04,44.29,1365.28,41.75,26.16,9-Nov-99
5.05,43.42,1373.46,41.94,26.01,10-Nov-99
5.08,44.45,1396.06,42.37,25.83,12-Nov-99
5.11,43.36,1394.39,42.41,26.43,15-Nov-99
5.14,43.52,1420.07,43.7,26.43,16-Nov-99
5.09,42.36,1410.71,44.19,25.47,17-Nov-99
5.08,42.33,1424.94,43.63,24.56,18-Nov-99
5.08,42.86,1422,43.1,24.41,19-Nov-99
5.07,44.76,1420.94,43.88,24.53,22-Nov-99
5.13,44.67,1404.64,43.08,24.44,23-Nov-99
5.13,45.7,1417.08,42.84,24.95,24-Nov-99
5.13,45.41,1416.62,42.45,24.5,26-Nov-99
5.17,44.95,1407.83,41.67,24.83,29-Nov-99
5.15,45.38,1388.91,40.73,24.44,30-Nov-99
5.1,46.45,1397.72,42.1,24.5,1-Dec-99
5.09,47.25,1409.04,42.16,24.44,2-Dec-99
5.09,47.91,1433.3,42.65,25.31,3-Dec-99
5.09,47.57,1423.33,42.95,25.34,6-Dec-99
5.07,46.35,1409.17,43.82,24.26,7-Dec-99
5.06,45.73,1403.88,44.22,24.41,8-Dec-99
5.1,46.23,1408.11,44.93,24.34,9-Dec-99
5.12,46.78,1417.04,46.15,23.68,10-Dec-99
5.21,48.16,1415.22,46.58,23.65,13-Dec-99
5.21,49.19,1403.17,46.91,23.47,14-Dec-99
5.18,54.05,1413.33,45.17,23.92,15-Dec-99
5.22,56.66,1418.78,46.21,24.04,16-Dec-99
5.28,57.44,1421.03,47.54,24.22,17-Dec-99
5.38,56.19,1418.09,47.97,24.44,20-Dec-99
5.42,57.75,1433.43,49.4,24.56,21-Dec-99
5.38,58.59,1436.13,49.55,24.68,22-Dec-99
5.3,58.53,1458.34,49.43,25.55,23-Dec-99
5.28,59.37,1457.1,50.05,25.34,27-Dec-99
5.26,58.56,1457.66,49.35,25.49,28-Dec-99
5.09,58.78,1463.46,49.13,25.59,29-Dec-99
5.01,58.62,1464.47,48.64,25.92,30-Dec-99
5.17,58.19,1469.25,48.56,25.79,31-Dec-99
5.27,58.09,1455.22,47.07,25.34,3-Jan-00
5.27,56.13,1399.42,45.19,24.5,4-Jan-00
5.27,56.72,1402.11,45.11,24.59,5-Jan-00
5.24,54.82,1403.45,45.71,24.62,6-Jan-00
5.22,55.54,1441.47,47.48,26.43,7-Jan-00
5.23,55.95,1457.6,47.47,25.95,10-Jan-00
5.27,54.51,1438.56,47.54,25.25,11-Jan-00
5.28,52.74,1432.25,47.7,25.98,12-Jan-00
5.22,53.73,1449.68,48.25,25.67,13-Jan-00
5.25,55.95,1465.15,47.39,25.04,14-Jan-00
5.23,57.47,1455.14,46.45,26.25,18-Jan-00
5.35,53.33,1455.9,46.67,25.86,19-Jan-00
5.3,52.83,1445.57,45.8,25.27,20-Jan-00
5.3,51.71,1441.36,45.23,24.41,21-Jan-00
5.33,50.46,1401.53,43.35,24.74,24-Jan-00
5.4,51.24,1410.03,43.46,24.26,25-Jan-00
5.41,49.53,1404.09,44.39,23.23,26-Jan-00
5.41,49.22,1398.56,44.48,24.16,27-Jan-00
5.47,48.97,1360.16,42.05,23.95,28-Jan-00
5.53,48.78,1394.46,42.05,24.32,31-Jan-00
5.55,51.31,1409.28,42.68,24.35,1-Feb-00
5.5,50.24,1409.12,42.07,23.77,2-Feb-00
5.43,51.64,1424.97,43.7,23.83,3-Feb-00
5.49,53.11,1424.37,44.42,23.49,4-Feb-00
5.47,53.14,1424.24,42.84,23.43,7-Feb-00
5.52,54.79,1441.72,43.01,23.52,8-Feb-00
5.49,51.83,1411.71,42.07,23.06,9-Feb-00
5.5,52.83,1416.83,42.5,22.97,10-Feb-00
5.48,49.81,1387.12,41.97,22.55,11-Feb-00
5.46,49.65,1389.94,42.17,23,14-Feb-00
5.58,49.12,1402.05,43.15,22.67,15-Feb-00
5.55,48.65,1387.67,42.57,22.63,16-Feb-00
5.57,49.65,1388.26,41.11,22.42,17-Feb-00
5.57,47.38,1346.09,39.26,21.2,18-Feb-00
5.6,46.75,1352.17,40.68,21.53,22-Feb-00
5.64,46.97,1360.69,40.95,21.02,23-Feb-00
5.64,47.22,1353.43,41.11,20.77,24-Feb-00
5.62,45.51,1333.36,39.58,20.99,25-Feb-00
5.66,45.63,1348.05,40.62,20.87,28-Feb-00
5.64,44.54,1366.42,41.54,20.35,29-Feb-00
5.6,45.26,1379.19,41.23,20.33,1-Mar-00
5.59,46.54,1381.76,42.44,20.22,2-Mar-00
5.63,47.91,1409.17,43.74,20.87,3-Mar-00
5.65,45.16,1391.28,43.26,20.5,6-Mar-00
5.65,46.29,1355.62,40.9,20.1,7-Mar-00
5.67,47.63,1366.7,41.01,20.8,8-Mar-00
5.66,49.84,1401.69,40.6,20.35,9-Mar-00
5.68,50.34,1395.07,41.45,20.07,10-Mar-00
5.71,48.84,1383.62,40.74,20.8,13-Mar-00
5.71,47.41,1359.15,39.97,20.04,14-Mar-00
5.69,47.53,1392.14,42.04,21.53,15-Mar-00
5.7,47.53,1458.47,43.75,21.41,16-Mar-00
5.7,49.53,1464.47,44.03,21.81,17-Mar-00
5.73,48.53,1456.63,44.36,21.38,20-Mar-00
5.74,51.21,1493.87,47.37,22.39,21-Mar-00
5.74,51.46,1500.64,47.49,21.51,22-Mar-00
5.73,55.76,1527.35,50.36,21.75,23-Mar-00
5.72,55.67,1527.46,50.06,21.81,24-Mar-00
5.68,51.86,1523.86,49.71,21.6,27-Mar-00
5.71,51.99,1507.73,49.1,21.75,28-Mar-00
5.72,53.42,1508.52,51.3,21.9,29-Mar-00
5.71,51.52,1487.92,49.97,22.79,30-Mar-00
5.72,52.95,1498.58,48.98,22.45,31-Mar-00
5.69,45.29,1505.97,50.67,22.97,3-Apr-00
5.67,44.14,1494.73,48.47,23.98,4-Apr-00
5.7,43.05,1487.37,48.25,24.1,5-Apr-00
5.71,42.86,1501.34,49.38,24.41,6-Apr-00
5.71,44.39,1516.35,49.98,23.52,7-Apr-00
5.69,42.89,1504.46,50.18,24.96,10-Apr-00
5.67,41.8,1500.59,50.87,25.39,11-Apr-00
5.67,39.56,1467.17,49.34,26.21,12-Apr-00
5.64,39.5,1440.51,47.37,26.61,13-Apr-00
5.64,36.94,1356.56,45.87,25.54,14-Apr-00
5.64,37.81,1401.44,47.84,27.89,17-Apr-00
5.64,40.15,1441.61,49.26,27.07,18-Apr-00
5.64,39.22,1427.47,48.94,26.88,19-Apr-00
5.62,39.34,1434.54,49.89,26.95,20-Apr-00
5.6,33.2,1429.86,51.01,27.03,24-Apr-00
5.63,34.57,1477.44,52.25,26.88,25-Apr-00
5.59,33.89,1460.99,51.38,26.88,26-Apr-00
5.58,34.79,1464.92,50.83,26.95,27-Apr-00
5.65,34.76,1452.43,49.49,27,28-Apr-00
5.67,36.6,1468.25,50.16,26.66,1-May-00
5.74,34.82,1446.29,50.69,26.26,2-May-00
5.74,35.17,1415.1,49.12,26.17,3-May-00
5.72,35.11,1409.57,48.47,25.96,4-May-00
5.79,35.45,1432.63,49.73,26.08,5-May-00
5.89,34.79,1424.17,49.52,26.42,8-May-00
5.96,33.8,1412.14,49.22,26.17,9-May-00
5.93,32.99,1383.05,47.81,25.77,10-May-00
5.91,33.83,1407.81,48.1,26.11,11-May-00
5.96,34.29,1420.96,49.34,26.33,12-May-00
5.93,34.57,1452.36,50.99,25.84,15-May-00
6.01,34.64,1466.04,51.22,26.24,16-May-00
5.91,33.74,1447.8,50.64,25.84,17-May-00
5.73,32.99,1437.21,50.17,26.45,18-May-00
5.7,32.43,1406.95,48.99,26.36,19-May-00
5.7,31.99,1400.72,47.21,25.28,22-May-00
5.78,31.49,1373.86,47.21,25.34,23-May-00
5.74,32.67,1399.05,47.92,25.62,24-May-00
5.66,30.65,1381.52,47.92,25,25-May-00
5.65,30.62,1378.02,46.8,23.77,26-May-00
5.6,31.59,1422.45,48.39,24.2,30-May-00
5.49,31.18,1420.6,49.69,23.95,31-May-00
5.56,32.18,1448.81,49.46,24.42,1-Jun-00
5.7,33.05,1477.26,49.81,24.66,2-Jun-00
5.71,33.33,1467.63,48.68,24.97,5-Jun-00
5.82,34.7,1457.84,48.34,24.66,6-Jun-00
5.75,35.14,1471.36,48.51,24.39,7-Jun-00
5.75,34.29,1461.67,48.04,24.17,8-Jun-00
5.75,34.29,1456.95,47.1,24.6,9-Jun-00
5.67,33.33,1446,47.1,24.73,12-Jun-00
5.72,33.83,1469.44,48.34,24.63,13-Jun-00
5.66,35.14,1470.54,48.16,23.8,14-Jun-00
5.65,36.07,1478.73,48.99,22.69,15-Jun-00
5.64,36.16,1464.46,48.28,22.2,16-Jun-00
5.64,36.73,1486,47.45,22.01,19-Jun-00
5.62,37.35,1475.95,48.16,21.21,20-Jun-00
5.64,40.22,1479.13,46.68,21.55,21-Jun-00
5.66,39.81,1452.18,46.03,21.89,22-Jun-00
5.69,38.72,1441.48,47.1,21.92,23-Jun-00
5.65,39.62,1455.31,47.15,21.15,26-Jun-00
5.65,39.28,1450.55,46.5,21.15,27-Jun-00
5.64,39.34,1454.82,47.73,21.7,28-Jun-00
5.67,38.47,1442.39,46.98,22.21,29-Jun-00
5.7,39.87,1454.6,50.04,22.08,30-Jun-00
5.87,39.87,1469.54,49.1,22.57,3-Jul-00
5.81,39.12,1446.23,47.28,23.01,5-Jul-00
5.84,40.34,1456.67,47.52,23.78,6-Jul-00
5.85,40.87,1478.9,48.58,23.75,7-Jul-00
5.88,39.59,1475.62,49.65,24.01,10-Jul-00
5.92,39.43,1480.88,49.47,24.55,11-Jul-00
5.99,40.03,1492.92,50.89,24.81,12-Jul-00
5.98,39.84,1495.84,49.7,24.75,13-Jul-00
5.97,39.34,1509.98,48.76,24.4,14-Jul-00
5.96,38.97,1510.49,50.83,23.8,17-Jul-00
5.97,39.12,1493.74,49.47,24.11,18-Jul-00
5.98,36.44,1481.96,49.94,24.36,19-Jul-00
6,37.29,1495.57,51.42,24.33,20-Jul-00
5.94,36.04,1480.19,51.25,24.33,21-Jul-00
5.97,35.17,1464.29,51.12,24.3,24-Jul-00
6.01,34.39,1474.47,50.71,24.56,25-Jul-00
5.99,33.8,1452.42,49.35,24.27,26-Jul-00
6.02,34.57,1449.62,49.7,24.4,27-Jul-00
6,34.73,1419.89,48.23,23.94,28-Jul-00
6.02,34.79,1430.83,48.94,24.17,31-Jul-00
6.06,34.23,1438.1,49.94,24.33,1-Aug-00
6.05,34.57,1438.7,49.23,24.17,2-Aug-00
6.04,35.01,1452.56,50.06,26.54,3-Aug-00
6.04,34.45,1462.93,50.54,26.42,4-Aug-00
6.04,34.89,1479.32,49.83,26.48,7-Aug-00
6.07,36.94,1482.8,50.89,26.77,8-Aug-00
6.05,37.01,1472.87,52.96,26.77,9-Aug-00
6.06,36.19,1460.25,53.96,26.77,10-Aug-00
6.09,36.1,1471.84,53.55,26.42,11-Aug-00
6.08,35.98,1491.56,53.96,26.31,14-Aug-00
6.08,35.7,1484.43,54.2,25.8,15-Aug-00
6.08,35.39,1479.85,53.78,25.69,16-Aug-00
6.07,35.67,1496.07,53.67,24.55,17-Aug-00
6.07,35.39,1491.72,53.2,25.18,18-Aug-00
6.08,35.2,1499.48,53.55,24.72,21-Aug-00
6.08,35.51,1498.13,53.25,25.4,22-Aug-00
6.09,35.26,1505.97,54.85,24.83,23-Aug-00
6.09,35.45,1508.31,55.8,25.18,24-Aug-00
6.11,35.2,1506.45,56.09,25.06,25-Aug-00
6.13,35.54,1514.09,56.8,23.76,28-Aug-00
6.12,35.36,1509.84,56.69,22.91,29-Aug-00
6.12,34.89,1502.59,54.44,23.47,30-Aug-00
6.11,34.79,1517.68,55.51,21.95,31-Aug-00
6.08,34.98,1520.77,55.38,22.68,1-Sep-00
6.06,34.95,1507.08,54.73,24.9,5-Sep-00
6.01,34.61,1492.25,55.86,23.64,6-Sep-00
6,34.92,1502.51,55.86,23.47,7-Sep-00
5.96,34.54,1494.5,56.69,23.87,8-Sep-00
5.94,34.29,1489.26,56.51,23.59,11-Sep-00
5.91,33.95,1481.99,55.91,22.74,12-Sep-00
5.91,34.02,1484.91,55.91,22.96,13-Sep-00
5.95,32.8,1480.87,55.86,23.47,14-Sep-00
5.96,31.99,1465.81,53.73,23.47,15-Sep-00
5.95,31.4,1444.51,54.44,23.59,18-Sep-00
5.97,32.4,1459.9,53.96,23.36,19-Sep-00
5.97,32.02,1451.34,53.61,22.74,20-Sep-00
5.96,31.99,1449.05,53.25,21.43,21-Sep-00
5.97,31.52,1448.72,54.26,23.25,22-Sep-00
5.98,30.53,1439.03,54.97,23.08,25-Sep-00
5.98,31.24,1427.21,54.91,22.11,26-Sep-00
6.01,30.22,1426.57,56.27,22.46,27-Sep-00
6.05,30.56,1458.29,55.86,22.74,28-Sep-00
6.03,30.06,1436.51,54.86,23.14,29-Sep-00
6.01,29.47,1436.23,55.51,23.64,2-Oct-00
6.05,28.19,1426.46,56.04,23.25,3-Oct-00
6.04,27.63,1434.32,55.87,23.93,4-Oct-00
6.05,27.6,1436.28,56.7,23.54,5-Oct-00
6.05,27.69,1408.99,56.4,22.96,6-Oct-00
6.05,27.01,1402.03,55.51,23.47,9-Oct-00
6.04,27.19,1387.02,55.09,22.79,10-Oct-00
6.04,27.79,1364.59,53.74,21.88,11-Oct-00
6,27.1,1329.78,51.72,21.2,12-Oct-00
6,26.79,1374.17,54.09,23.02,13-Oct-00
6.04,25.11,1374.62,54.8,22.34,16-Oct-00
6.09,25.14,1349.97,52.79,22.17,17-Oct-00
6.12,25.79,1342.13,52.67,22.74,18-Oct-00
6.12,30.84,1388.76,52.79,23.25,19-Oct-00
6.12,32.49,1396.93,49.47,22.74,20-Oct-00
6.15,30.97,1395.78,47.21,22.86,23-Oct-00
6.16,30.65,1398.13,50.65,23.42,24-Oct-00
6.18,30.53,1364.9,50.24,22.79,25-Oct-00
6.16,32.12,1364.44,49.47,22.79,26-Oct-00
6.15,33.74,1379.58,49.58,23.19,27-Oct-00
6.18,34.42,1398.66,51.24,24.33,30-Oct-00
6.15,34.32,1429.4,52.01,23.98,31-Oct-00
6.17,34.7,1421.22,51.66,23.7,1-Nov-00
6.17,35.04,1428.32,50.95,23.93,2-Nov-00
6.19,34.02,1426.69,50.59,23.24,3-Nov-00
6.22,34.64,1432.19,51.72,24.27,6-Nov-00
6.22,35.14,1431.87,52.13,22.95,7-Nov-00
6.21,34.61,1409.28,51.77,22.78,8-Nov-00
6.18,35.32,1400.14,51.77,23.36,9-Nov-00
6.17,33.58,1365.98,51.13,23.01,10-Nov-00
6.17,33.11,1351.26,48.81,23.24,13-Nov-00
6.15,34.29,1382.95,50.06,23.24,14-Nov-00
6.17,34.92,1389.81,49.82,24.1,15-Nov-00
6.15,34.36,1372.32,49.94,22.95,16-Nov-00
6.15,34.42,1367.72,49.23,22.9,17-Nov-00
6.16,33.49,1342.62,47.5,21.58,20-Nov-00
6.17,33.77,1347.35,48.16,22.37,21-Nov-00
6.17,34.02,1322.36,46.08,21.86,22-Nov-00
6.17,34.86,1341.77,46.86,22.09,24-Nov-00
6.13,35.23,1348.97,46.62,22.55,27-Nov-00
6.1,33.39,1336.09,47.27,22.14,28-Nov-00
6.05,32.43,1341.93,47.15,22.44,29-Nov-00
6.01,28.6,1314.95,47.03,20.89,30-Nov-00
6.04,28.22,1315.23,48.4,22.21,1-Dec-00
5.98,28.13,1324.97,48.99,21.86,4-Dec-00
5.9,29.84,1376.54,51.37,22.72,5-Dec-00
5.9,28.25,1351.46,51.19,21.91,6-Dec-00
5.92,26.48,1343.55,50.77,22.03,7-Dec-00
5.9,27.13,1369.89,52.37,22.14,8-Dec-00
5.89,28.94,1380.2,52.49,21.91,11-Dec-00
5.89,29.1,1371.18,50.11,21.69,12-Dec-00
5.43,28.53,1359.99,50.29,21.69,13-Dec-00
5.87,27.66,1340.93,48.81,21.35,14-Dec-00
5.83,24.52,1312.15,47.27,20.66,15-Dec-00
5.78,23.83,1322.74,48.4,21.58,18-Dec-00
5.75,22.33,1305.6,47.57,21.63,19-Dec-00
5.67,20.68,1264.74,45.02,20.31,20-Dec-00
5.22,21.65,1274.86,45.43,22.21,21-Dec-00
5.12,23.15,1305.95,46.38,20.94,22-Dec-00
5.59,23.36,1315.19,46.79,22.03,26-Dec-00
5.6,23.15,1328.92,45.88,21.63,27-Dec-00
5.7,22.21,1334.22,46.12,22.26,28-Dec-00
5.73,21.62,1320.28,45.64,21.52,29-Dec-00
5.68,21.62,1283.27,41.65,22.32,2-Jan-01
5.53,23.89,1347.56,45.52,23.06,3-Jan-01
5.24,24.14,1333.34,45.75,24.73,4-Jan-01
4.97,24.49,1298.35,45.04,24.1,5-Jan-01
5.05,24.39,1295.86,43.37,23.52,8-Jan-01
5.09,25.82,1300.8,42.49,24.27,9-Jan-01
5.14,26.36,1313.27,42.55,24.1,10-Jan-01
5.16,27.41,1326.82,44.33,24.73,11-Jan-01
5.13,26.66,1318.55,43.5,24.21,12-Jan-01
5.21,26.2,1326.65,45.11,24.9,16-Jan-01
5.22,26.39,1329.47,44.45,24.67,17-Jan-01
5.14,27.66,1347.97,45.34,24.96,18-Jan-01
5.09,30.4,1342.54,44.74,24.15,19-Jan-01
5.1,29.97,1342.9,43.55,24.9,22-Jan-01
5.09,30.18,1360.4,44.45,24.79,23-Jan-01
5.13,31.37,1364.3,44.09,25.48,24-Jan-01
5.12,30.81,1357.51,43.74,25.76,25-Jan-01
5.03,31.9,1354.95,42.49,25.98,26-Jan-01
4.98,32.15,1364.17,42.25,26.25,29-Jan-01
4.88,31.59,1373.73,44.03,26.26,30-Jan-01
4.84,30.43,1366.01,43.77,26.16,31-Jan-01
4.85,31.09,1373.47,44.01,26.33,1-Feb-01
4.92,30.31,1349.47,44.06,25.99,2-Feb-01
4.95,30.87,1354.31,45.55,26.4,5-Feb-01
4.93,31.18,1352.26,45.32,26.67,6-Feb-01
4.93,32.24,1340.89,44.7,25.3,7-Feb-01
4.94,31.03,1332.53,44.88,25.99,8-Feb-01
4.91,29.47,1314.76,43.47,24.98,9-Feb-01
4.92,29.28,1330.31,45.23,25.8,12-Feb-01
4.91,29,1318.8,44.9,25.91,13-Feb-01
4.93,29.1,1315.92,44.04,25.85,14-Feb-01
4.94,29.31,1326.61,45.68,25.98,15-Feb-01
4.88,28.56,1301.53,44.74,25.61,16-Feb-01
4.91,27.85,1278.94,45.4,25.72,20-Feb-01
4.88,28.03,1255.27,45.03,25.69,21-Feb-01
4.87,27.51,1252.82,44.84,25.53,22-Feb-01
4.75,28.28,1245.86,43.96,26.31,23-Feb-01
4.7,29.68,1267.65,45.68,26.54,26-Feb-01
4.68,29.59,1257.94,45.7,26.38,27-Feb-01
4.72,29.41,1239.94,44.27,25.81,28-Feb-01
4.7,29.58,1241.23,43.71,26.18,1-Mar-01
4.71,28.25,1234.18,42.43,26.04,2-Mar-01
4.72,28.63,1241.41,43.07,26.26,5-Mar-01
4.65,29.62,1253.8,43.4,26.95,6-Mar-01
4.56,30.25,1261.89,43.93,26.99,7-Mar-01
4.55,29.53,1264.74,43.83,28.17,8-Mar-01
4.6,28.25,1233.42,41.86,27.93,9-Mar-01
4.54,25.89,1180.16,37.84,28.07,12-Mar-01
4.51,27.01,1197.66,40.44,27.69,13-Mar-01
4.42,26.91,1166.71,39.2,26.62,14-Mar-01
4.38,26.76,1173.56,39.25,26.54,15-Mar-01
4.41,27.19,1150.53,38.79,26.38,16-Mar-01
4.44,27.07,1170.81,39.27,27.66,19-Mar-01
4.38,26.26,1142.62,38.27,26.75,20-Mar-01
4.19,24.95,1122.14,37.26,26.22,21-Mar-01
4.15,26.91,1117.58,36.02,25.81,22-Mar-01
4.17,28.19,1139.83,38.21,25.89,23-Mar-01
4.15,27.94,1152.69,38.44,26.9,26-Mar-01
4.24,29.03,1182.17,40.04,26.1,27-Mar-01
4.23,27.69,1153.29,39.7,25.93,28-Mar-01
4.22,27.6,1147.95,39.56,26.44,29-Mar-01
4.18,27.26,1160.33,40,26.1,30-Mar-01
4.15,27.82,1145.87,39.94,26.55,2-Apr-01
4.04,26.6,1106.46,37.91,25.4,3-Apr-01
4,25.89,1103.25,37.84,26.51,4-Apr-01
3.99,28.28,1151.44,40.22,26.31,5-Apr-01
3.84,28,1128.43,39.34,25.8,6-Apr-01
3.83,28.48,1137.59,40.13,26.91,9-Apr-01
3.83,29.74,1168.38,41.88,26.88,10-Apr-01
3.98,29.92,1165.89,41.34,26.15,11-Apr-01
3.9,30.99,1183.5,42.71,26.91,12-Apr-01
4.03,30.3,1179.68,42.66,27.08,16-Apr-01
4,30.64,1191.81,43.43,26.8,17-Apr-01
3.8,32.61,1238.16,45.76,28.5,18-Apr-01
3.76,33.91,1253.69,46.35,28.12,19-Apr-01
3.67,34.39,1242.98,45.96,27.84,20-Apr-01
3.63,34.02,1224.36,45.1,27.9,23-Apr-01
3.69,33.67,1209.47,43.94,27.53,24-Apr-01
3.74,34.73,1228.75,45.68,26.73,25-Apr-01
3.73,34.45,1234.52,47.1,27.1,26-Apr-01
3.74,33.45,1253.05,47.72,27.48,27-Apr-01
3.83,33.77,1249.46,46.37,27.64,30-Apr-01
3.81,34.97,1266.44,46.73,26.53,1-May-01
3.79,34.77,1267.43,46.91,27.42,2-May-01
3.75,34.16,1248.58,46.34,26.91,3-May-01
3.64,35.26,1266.61,47.71,27.26,4-May-01
3.62,35.58,1263.51,47.73,26.67,7-May-01
3.59,35.91,1261.2,47.28,26.4,8-May-01
3.63,35.09,1255.54,47.23,26.33,9-May-01
3.62,34.89,1255.18,47.61,26.64,10-May-01
3.68,34.59,1245.67,46.83,26.08,11-May-01
3.61,34.25,1248.92,47.51,26.06,14-May-01
3.54,34.03,1249.44,47.92,26.21,15-May-01
3.48,34.47,1284.99,49.88,26.33,16-May-01
3.48,33.98,1288.49,49.79,25.84,17-May-01
3.51,33.94,1291.96,50.63,25.43,18-May-01
3.54,34.28,1312.83,51.02,24.98,21-May-01
3.56,35.04,1309.38,50.33,24.36,22-May-01
3.56,34.74,1289.05,49.06,24.18,23-May-01
3.6,35.75,1293.17,49.11,24.05,24-May-01
3.57,35.34,1277.89,47.72,23.19,25-May-01
3.6,35.06,1267.93,47.46,23.43,29-May-01
3.59,34.48,1248.08,46.84,23.06,30-May-01
3.54,34.48,1255.82,46.82,22.83,31-May-01
3.54,35.06,1260.67,46.82,23.05,1-Jun-01
3.59,35.28,1267.11,47.25,23.05,4-Jun-01
3.53,36.18,1283.57,46.99,22.71,5-Jun-01
3.53,36.06,1270.03,46.58,22.71,6-Jun-01
3.52,36.72,1276.96,46.73,22.63,7-Jun-01
3.53,36.48,1264.96,46,22.5,8-Jun-01
3.51,35.94,1254.39,45.29,23.28,11-Jun-01
3.47,35.92,1255.85,46.6,23.12,12-Jun-01
3.46,35.23,1241.6,45.72,23.04,13-Jun-01
3.44,34.34,1219.87,46.68,22.95,14-Jun-01
3.43,33.9,1214.36,46.64,22.58,15-Jun-01
3.4,33.33,1208.43,46.82,23.44,18-Jun-01
3.41,33.55,1212.58,46.69,23.19,19-Jun-01
3.41,34.59,1223.14,48.51,23.11,20-Jun-01
3.42,34.81,1237.04,48.97,24.28,21-Jun-01
3.36,34.3,1225.35,49.55,23.62,22-Jun-01
3.36,34.31,1218.6,48.01,23.51,25-Jun-01
3.41,34.96,1216.76,46.62,23.24,26-Jun-01
3.41,35.46,1211.07,46.11,22.75,27-Jun-01
3.55,36.25,1226.2,46.69,23.26,28-Jun-01
3.56,36.38,1224.38,46.82,23.02,29-Jun-01
3.56,35.19,1236.72,47.96,23.52,2-Jul-01
3.57,35.12,1234.45,47.3,23.48,3-Jul-01
3.56,34.15,1219.24,46.46,23.47,5-Jul-01
3.52,32.92,1190.59,44.95,22.76,6-Jul-01
3.55,32.74,1198.78,44.91,22.85,9-Jul-01
3.53,32.14,1181.52,43.86,23.2,10-Jul-01
3.49,33.14,1180.18,42.76,23.74,11-Jul-01
3.51,35.69,1208.14,45.05,23.68,12-Jul-01
3.52,35.56,1215.68,45.48,24,13-Jul-01
3.54,35.48,1202.45,44.3,23.44,16-Jul-01
3.51,35.79,1214.44,44.2,24.11,17-Jul-01
3.44,35.17,1207.71,44.24,23.76,18-Jul-01
3.45,36.17,1215.02,44.55,24.04,19-Jul-01
3.44,34.48,1210.85,44.7,24.15,20-Jul-01
3.46,33.44,1191.03,43.42,23.93,23-Jul-01
3.47,33.05,1171.65,42.18,23.65,24-Jul-01
3.46,33.63,1190.49,41.98,23.91,25-Jul-01
3.48,33.19,1202.93,41.94,23.52,26-Jul-01
3.46,32.63,1205.82,42.8,23.68,27-Jul-01
3.47,32.79,1204.52,41.79,23.59,30-Jul-01
3.44,32.99,1211.23,41.7,23.88,31-Jul-01
3.43,33.13,1215.93,41.03,23.75,1-Aug-01
3.43,33.62,1220.75,40.45,23.83,2-Aug-01
3.43,33.34,1214.35,40.98,23.67,3-Aug-01
3.43,32.96,1200.48,39.67,23.38,6-Aug-01
3.42,33.07,1204.4,41,23.48,7-Aug-01
3.4,32.33,1183.53,39.92,23.12,8-Aug-01
3.37,32.4,1183.43,40.16,23.12,9-Aug-01
3.35,32.65,1190.16,40.81,23.5,10-Aug-01
3.35,32.81,1191.29,40.48,22.52,13-Aug-01
3.35,32.24,1186.73,40.12,21.81,14-Aug-01
3.34,31.5,1178.02,40.05,21.39,15-Aug-01
3.31,32.21,1181.66,39.88,22.27,16-Aug-01
3.29,30.84,1161.97,39.11,20.59,17-Aug-01
3.34,31.25,1171.41,39.81,19.35,20-Aug-01
3.3,30.29,1157.26,38.79,19.07,21-Aug-01
3.3,30.23,1165.31,39.16,19.27,22-Aug-01
3.31,29.47,1162.09,39.34,19.05,23-Aug-01
3.33,30.93,1184.93,40.25,19.34,24-Aug-01
3.35,31.06,1179.21,40.42,19.21,27-Aug-01
3.33,30.27,1161.51,39.52,19.28,28-Aug-01
3.33,30.03,1148.56,38.93,19.15,29-Aug-01
3.28,28.38,1129.03,38.53,18.75,30-Aug-01
3.28,28.43,1133.58,39.2,18.85,31-Aug-01
3.36,27.96,1132.94,39.14,19.21,4-Sep-01
3.32,28.78,1131.74,39.97,18.95,5-Sep-01
3.27,27.92,1106.4,38.82,18.4,6-Sep-01
3.18,27.61,1085.78,38.02,17.8,7-Sep-01
3.18,28.7,1092.54,37.72,18.4,10-Sep-01
2.61,26.37,1038.77,33.69,15.7,17-Sep-01
2.45,27.07,1032.74,32.45,16.06,18-Sep-01
2.41,26.85,1016.1,31.15,15.59,19-Sep-01
