stateabb,ccode,year,irst,milex,milper,pec,tpop,upop,cinc,version
BOT,571,1984,0,22000,3,775.5083,1048,0,0.0000671,4
BOT,571,1985,0,20290,3,832.515,1088,0,0.0000681,4
BOT,571,1986,0,22590,4,919.8712,1128,0,0.0000751,4
BOT,571,1987,0,27260,4,1049.983,1169,107,0.0000927,4
BOT,571,1988,0,38100,4,1080.413,1210,114,0.0000953,4
BOT,571,1989,0,110010,6,1164.484,1245,119,0.0001258,4
BOT,571,1990,0,130940,6,1127.599,1300,129,0.0001287,4
BOT,571,1991,0,61000,7,1130.607,1348,137,0.0001274,4
BOT,571,1992,0,-9,7,1254.022,1358,157,0.0001438,4
BOT,571,1993,0,166000,7,1253.047,1381,177,0.0001603,4
BOT,571,1994,0,234000,7,1279.832,1423,196,0.0001736,4
BOT,571,1995,0,225000,7,1303.487,1456,216,0.0001728,4
BOT,571,1996,0,234000,7,1136.542,1496,236,0.0001747,4
BOT,571,1997,0,241000,8,1205.425,1533,256,0.0001874,4
BOT,571,1998,0,261000,8,1367.3,1570,275,0.0001961,4
BOT,571,1999,0,259000,8,1197.896,1597,295,0.0001947,4
BOT,571,2000,0,275000,9,1433.848,1622,315,0.0002069,4
BOT,571,2001,0,203000,9,1399.466,1681,186,0.0001845,4
BOT,571,2002,0,229000,9,1453.955,1650,191,0.0001864,4
BOT,571,2003,0,323000,9,1337.743,1673,197,0.0001942,4
BOT,571,2004,0,312000,9,1452.541,1693,202,0.0001906,4
BOT,571,2005,0,305000,9,1509.789,1708,208,0.0001914,4
BOT,571,2006,0,289000,9,1582.126,1720,213,0.0001857,4
BOT,571,2007,0,317000,9,1661.445,1736,219,0.0001868,4
SWA,572,1968,0,0,0,244,398,0,0.0000256,4
SWA,572,1969,0,0,0,248,409,0,0.0000255,4
SWA,572,1970,0,0,0,449.0145,419,0,0.0000278,4
SWA,572,1971,0,0,0,461.9185,429,0,0.0000281,4
SWA,572,1972,0,0,0,476.4295,441,0,0.0000278,4
SWA,572,1973,0,0,0,465.5569,453,0,0.0000272,4
SWA,572,1974,0,1000,1,471.9246,466,0,0.0000341,4
SWA,572,1975,0,1000,1,499.3646,479,0,0.0000347,4
SWA,572,1976,0,3000,2,512.4341,493,0,0.0000418,4
SWA,572,1977,0,5000,2,524.9147,506,0,0.0000427,4
SWA,572,1978,0,8000,2,596.3152,521,0,0.0000442,4
SWA,572,1979,0,9000,2,600.899,535,0,0.0000441,4
SWA,572,1980,0,10000,2,677.4,550,0,0.0000453,4
SWA,572,1981,0,22000,2,708.2861,566,0,0.0000485,4
SWA,572,1982,0,23000,2,728.566,587,0,0.0000489,4
SWA,572,1983,0,18000,3,661.0918,603,0,0.0000529,4
SWA,572,1984,0,9000,3,595.5169,620,0,0.0000476,4
SWA,572,1985,0,8000,3,632.3052,638,0,0.0000479,4
SWA,572,1986,0,8000,3,713.2757,668,0,0.0000488,4
SWA,572,1987,0,7000,3,669.4722,692,0,0.0000484,4
SWA,572,1988,0,8000,3,672.5219,717,0,0.0000484,4
SWA,572,1989,0,11000,4,702.2889,743,0,0.0000559,4
SWA,572,1990,0,9652,3,693.6889,769,0,0.0000496,4
SWA,572,1991,0,9652,3,664.1334,796,0,0.0000518,4
SWA,572,1992,0,-9,3,628.5001,833,0,0.0000612,4
SWA,572,1993,0,20000,3,558.0753,851,0,0.0000558,4
SWA,572,1994,0,22000,3,698.7565,879,0,0.0000578,4
SWA,572,1995,0,23000,3,658.4798,908,0,0.0000582,4
SWA,572,1996,0,24000,3,638.5336,938,0,0.000059,4
SWA,572,1997,0,23000,3,1049.746,906,0,0.0000609,4
SWA,572,1998,0,27000,3,1097.054,952,0,0.0000638,4
SWA,572,1999,0,21000,3,1128.735,980,0,0.0000629,4
SWA,572,2000,0,205000,-9,1422.649,1008,0,0.000095,4
SWA,572,2001,0,20000,-9,1342.51,1030,0,0.0000495,4
SWA,572,2002,0,-9,-9,1363.064,1056,0,0.0000564,4
SWA,572,2003,0,-9,-9,1364.994,1081,0,0.0000563,4
SWA,572,2004,0,-9,-9,1383.701,1105,0,0.0000562,4
SWA,572,2005,0,-9,-9,1435.843,1126,0,0.0000566,4
SWA,572,2006,0,-9,-9,1463.973,1146,0,0.0000568,4
SWA,572,2007,0,-9,-9,1507.943,1166,0,0.0000571,4
MAG,580,1960,0,405,1,13,5367,242,0.0004032,4
MAG,580,1961,0,810,2,14,5506,251,0.0004121,4
MAG,580,1962,0,9000,3,15,5651,261,0.0004273,4
MAG,580,1963,0,4861,6,16,5800,270,0.0004454,4
MAG,580,1964,0,8912,7,17,5949,280,0.0004572,4
MAG,580,1965,0,10533,5,19,6080,290,0.0004459,4
MAG,580,1966,0,11343,8,20,6247,301,0.0004662,4
MAG,580,1967,0,12153,9,22,6396,310,0.0004717,4
MAG,580,1968,0,12963,9,758,6547,332,0.0004934,4
MAG,580,1969,0,13774,9,767,6701,339,0.0004915,4
MAG,580,1970,0,12243,9,2278.879,6860,338,0.000509,4
MAG,580,1971,0,12774,8,2269.247,7025,347,0.0005082,4
MAG,580,1972,0,16117,8,2477.93,7195,357,0.0005047,4
MAG,580,1973,0,20368,8,2547.785,7375,367,0.0005052,4
MAG,580,1974,0,25908,11,2559.248,7568,378,0.0005236,4
MAG,580,1975,0,30188,13,2851.851,7778,388,0.0005427,4
MAG,580,1976,0,35584,17,2536.104,8006,399,0.0005652,4
MAG,580,1977,0,43684,17,2368.06,8252,409,0.0005681,4
MAG,580,1978,0,52165,20,2300.75,8514,420,0.0005878,4
MAG,580,1979,0,81891,20,2299.668,8788,431,0.0005967,4
MAG,580,1980,0,92330,20,2578.499,9072,442,0.0006056,4
MAG,580,1981,0,101330,28,2410.05,8955,453,0.0006389,4
MAG,580,1982,0,71095,28,2444.502,9671,464,0.0006511,4
MAG,580,1983,0,67845,29,2296.328,9400,476,0.0006374,4
MAG,580,1984,0,55986,28,2181.372,10320,487,0.0006388,4
MAG,580,1985,0,54341,27,2542.625,9985,499,0.0006179,4
MAG,580,1986,0,58850,26,2492.575,11035,525,0.0006398,4
MAG,580,1987,0,36660,26,2685.79,11418,552,0.0006447,4
MAG,580,1988,0,32000,21,2868.58,11816,580,0.0006216,4
MAG,580,1989,0,35000,21,2703.02,12224,610,0.0006325,4
MAG,580,1990,0,36630,21,2768.509,11197,641,0.0005894,4
MAG,580,1991,0,30400,21,2891.558,11493,674,0.0006153,4
MAG,580,1992,0,30980,21,3004.17,13504,709,0.0006814,4
MAG,580,1993,0,37000,21,3151.212,13950,745,0.0006944,4
MAG,580,1994,0,55000,21,3335.169,14406,784,0.0007089,4
MAG,580,1995,0,33000,21,3498.254,14874,824,0.000714,4
MAG,580,1996,0,38000,21,3656.042,15353,867,0.000726,4
MAG,580,1997,0,37000,21,3463.418,15845,911,0.0007332,4
MAG,580,1998,0,45000,20,3532.239,15057,958,0.0007056,4
MAG,580,1999,0,-9,20,3714.358,15497,1007,0.0008447,4
MAG,580,2000,0,-9,-9,4009.92,15942,1057,0.0008378,4
MAG,580,2001,0,-9,-9,3862.016,15529,1109,0.0008176,4
MAG,580,2002,0,293000,14,3687.138,15981,1086,0.0007147,4
MAG,580,2003,0,324000,14,4079.254,16441,1062,0.0007102,4
MAG,580,2004,0,272000,13,3953.505,17206,1039,0.0007068,4
MAG,580,2005,0,54000,13,3687.432,17730,1015,0.0006778,4
MAG,580,2006,0,54000,14,4305.625,18275,1054,0.0006973,4
MAG,580,2007,0,82000,14,4291.499,18820,1094,0.000711,4
COM,581,1975,0,0,0,0.6141751,316,0,0.0000131,4
COM,581,1976,0,-9,0,0.6141751,328,0,0.0000159,4
COM,581,1977,0,-9,-9,0.7370102,341,0,0.0000203,4
COM,581,1978,0,-9,-9,0.8598452,355,0,0.0000208,4
COM,581,1979,0,-9,1,1.351185,369,0,0.0000245,4
COM,581,1980,0,2639,1,1.47402,383,0,0.0000214,4
COM,581,1981,0,2900,1,1.47402,396,0,0.0000215,4
COM,581,1982,0,1816,1,1.47402,409,0,0.0000215,4
COM,581,1983,0,-9,1,1.596855,421,0,0.0000255,4
COM,581,1984,0,1601,1,1.71969,435,0,0.0000216,4
COM,581,1985,0,-9,1,1.965361,448,0,0.0000257,4
COM,581,1986,0,-9,1,1.965361,476,0,0.0000264,4
COM,581,1987,0,3030,1,1.965361,477,0,0.0000224,4
COM,581,1988,0,-9,1,1.965361,491,0,0.0000263,4
COM,581,1989,0,-9,1,2.21103,507,0,0.0000267,4
COM,581,1990,0,-9,1,2.21103,523,0,0.0000267,4
COM,581,1991,0,-9,1,2.21103,539,0,0.000028,4
COM,581,1992,0,-9,1,2.21103,557,0,0.0000287,4
COM,581,1993,0,-9,-9,2.21103,575,0,0.0000262,4
COM,581,1994,0,-9,-9,2.21103,593,0,0.0000266,4
COM,581,1995,0,-9,-9,2.21103,612,0,0.000027,4
COM,581,1996,0,-9,-9,2.333866,632,0,0.0000275,4
COM,581,1997,0,-9,-9,2.579536,651,0,0.0000279,4
COM,581,1998,0,-9,-9,2.948041,658,0,0.0000279,4
COM,581,1999,0,-9,-9,3.439381,676,0,0.0000283,4
COM,581,2000,0,-9,-9,3.807886,694,0,0.0000287,4
COM,581,2001,0,-9,-9,4.176391,694,0,0.0000285,4
COM,581,2002,0,-9,-9,4.422061,564,0,0.0000229,4
COM,581,2003,0,-9,-9,4.790566,576,0,0.0000231,4
COM,581,2004,0,-9,-9,6.018917,588,0,0.0000233,4
COM,581,2005,0,-9,-9,6.510257,600,0,0.0000235,4
COM,581,2006,0,-9,-9,6.878762,614,0,0.0000237,4
COM,581,2007,0,-9,-9,6.387421,628,0,0.0000239,4
MAS,590,1968,0,46,0,544,803,137,0.0000897,4
MAS,590,1969,0,43,0,609,815,137,0.0000893,4
MAS,590,1970,0,68,0,564.6951,829,139,0.0000831,4
MAS,590,1971,0,372,0,605.3406,841,141,0.0000838,4
MAS,590,1972,0,435,0,670.3285,851,133,0.0000801,4
MAS,590,1973,0,540,0,703.7516,869,140,0.0000806,4
MAS,590,1974,0,693,0,683.9335,881,141,0.0000789,4
MAS,590,1975,0,873,3,480.2032,892,142,0.0000932,4
MAS,590,1976,0,823,3,688.9285,904,142,0.0000949,4
MAS,590,1977,0,1002,1,667.7039,918,143,0.0000809,4
MAS,590,1978,0,1019,0,671.3889,933,144,0.0000735,4
MAS,590,1979,0,1094,0,695.0294,950,144,0.0000726,4
MAS,590,1980,0,1132,0,447.4303,966,145,0.0000686,4
MAS,590,1981,0,1630,0,481.4958,980,146,0.0000685,4
MAS,590,1982,0,2347,0,573.3937,993,147,0.0000692,4
MAS,590,1983,0,2108,1,490.0082,1002,148,0.000073,4
MAS,590,1984,0,3000,1,479.6542,1012,135,0.0000681,4
MAS,590,1985,0,2000,1,699.5023,1021,136,0.0000693,4
MAS,590,1986,0,3000,1,772.6927,1028,137,0.0000691,4
MAS,590,1987,0,3000,1,762.7366,1036,138,0.0000679,4
MAS,590,1988,0,4000,1,716.598,1043,138,0.0000664,4
MAS,590,1989,0,5000,1,699.577,1051,138,0.000066,4
MAS,590,1990,0,7000,1,599.0344,1059,140,0.0000641,4
MAS,590,1991,0,7000,1,585.0883,1070,142,0.0000653,4
MAS,590,1992,0,11300,1,628.675,1084,143,0.0000665,4
MAS,590,1993,0,11200,1,612.252,1097,144,0.0000654,4
MAS,590,1994,0,11000,1,629.0037,1113,145,0.0000645,4
MAS,590,1995,0,14000,1,702.592,1122,136,0.0000635,4
MAS,590,1996,0,94000,1,632.5505,1134,146,0.0000788,4
MAS,590,1997,0,87000,1,795.8743,1148,131,0.0000769,4
MAS,590,1998,0,90000,2,741.6349,1141,117,0.0000828,4
MAS,590,1999,0,91000,2,686.7083,1150,102,0.0000804,4
MAS,590,2000,0,9000,-9,898.0609,1158,187,0.0000675,4
MAS,590,2001,0,9000,-9,988.6817,1200,271,0.0000772,4
MAS,590,2002,0,10000,-9,970.4419,1210,356,0.0000845,4
MAS,590,2003,0,12000,-9,1002.405,1223,358,0.0000809,4
MAS,590,2004,0,11000,-9,1000.32,1233,360,0.000082,4
MAS,590,2005,0,10000,0,1066.854,1243,362,0.0000678,4
MAS,590,2006,0,11000,0,1183.893,1253,310,0.0000637,4
MAS,590,2007,0,27000,0,1275.495,1260,258,0.0000618,4
SEY,591,1976,0,0,0,4.053556,61,0,2.53E-06,4
SEY,591,1977,0,0,0,4.544896,62,0,2.53E-06,4
SEY,591,1978,0,-9,0,5.159071,62,0,3.00E-06,4
SEY,591,1979,0,-9,0,5.896081,63,0,3.00E-06,4
SEY,591,1980,0,5000,0,6.141751,63,0,3.78E-06,4
SEY,591,1981,0,6000,0,6.264586,64,0,3.92E-06,4
SEY,591,1982,0,6000,1,6.510256,64,0,9.85E-06,4
SEY,591,1983,0,9000,1,6.878762,64,0,0.0000104,4
SEY,591,1984,0,8000,1,6.878762,65,0,9.92E-06,4
SEY,591,1985,0,8410,1,7.615772,65,0,1.00E-05,4
SEY,591,1986,0,9710,1,8.229947,66,0,0.0000101,4
SEY,591,1987,0,12610,1,9.089792,68,0,0.0000105,4
SEY,591,1988,0,-9,1,10.19531,69,0,9.79E-06,4
SEY,591,1989,0,12400,1,11.54649,69,0,0.0000109,4
SEY,591,1990,0,-9,1,12.40634,70,0,9.80E-06,4
SEY,591,1991,0,15920,1,13.02051,70,0,0.0000119,4
SEY,591,1992,0,15230,1,13.51185,71,0,0.0000124,4
SEY,591,1993,0,13200,1,14.3717,72,0,0.0000123,4
SEY,591,1994,0,13000,1,15.47721,74,0,0.0000121,4
SEY,591,1995,0,12000,-9,15.84572,75,0,5.69E-06,4
SEY,591,1996,0,11000,-9,16.33706,76,0,5.40E-06,4
SEY,591,1997,0,10000,-9,18.30242,75,0,5.20E-06,4
SEY,591,1998,0,11000,-9,19.53077,76,0,5.47E-06,4
SEY,591,1999,0,11000,0,21.17676,77,0,4.56E-06,4
SEY,591,2000,0,11000,0,20.56258,77,0,4.49E-06,4
SEY,591,2001,0,11000,0,20.70999,81,0,4.51E-06,4
SEY,591,2002,0,12000,0,24.22307,84,0,4.68E-06,4
SEY,591,2003,0,12000,0,24.39503,83,0,4.33E-06,4
SEY,591,2004,0,16000,0,24.87409,82,0,4.70E-06,4
SEY,591,2005,0,15000,1,25.39,83,0,0.000013,4
SEY,591,2006,0,15000,0,27.87127,85,0,4.50E-06,4
SEY,591,2007,0,11000,0,32.07223,85,0,3.77E-06,4
MOR,600,1847,0,-9,10,0,1593,0,0.001754,4
MOR,600,1848,0,-9,10,0,1620,0,0.0017581,4
MOR,600,1849,0,-9,10,0,1647,0,0.0017012,4
MOR,600,1850,0,-9,10,0,1675,0,0.0016769,4
MOR,600,1851,0,-9,10,0,1702,0,0.0017603,4
MOR,600,1852,0,-9,10,0,1731,0,0.001703,4
MOR,600,1853,0,-9,10,0,1760,0,0.0016823,4
MOR,600,1854,0,-9,10,0,1789,0,0.0016357,4
MOR,600,1855,0,-9,10,0,1819,0,0.0014981,4
MOR,600,1856,0,-9,10,0,1849,0,0.0014484,4
MOR,600,1857,0,-9,10,0,1880,0,0.0016032,4
MOR,600,1858,0,-9,10,0,1911,0,0.001659,4
MOR,600,1859,0,-9,10,0,1943,100,0.0027043,4
MOR,600,1860,0,-9,10,0,1976,100,0.00188,4
MOR,600,1861,0,-9,10,0,2009,101,0.0018248,4
MOR,600,1862,0,-9,10,0,2042,102,0.001838,4
MOR,600,1863,0,-9,10,0,2076,102,0.0017856,4
MOR,600,1864,0,-9,10,0,2111,103,0.001753,4
MOR,600,1865,0,-9,10,0,2146,104,0.0017735,4
MOR,600,1866,0,-9,10,0,2182,104,0.0018672,4
MOR,600,1867,0,-9,10,0,2218,105,0.0018366,4
MOR,600,1868,0,-9,10,0,2255,106,0.0018452,4
MOR,600,1869,0,-9,10,0,2293,107,0.0018466,4
MOR,600,1870,0,-9,10,0,2331,108,0.0018494,4
MOR,600,1871,0,-9,10,0,2370,108,0.0016961,4
MOR,600,1872,0,-9,10,0,2409,109,0.0018081,4
MOR,600,1873,0,-9,9,0,2449,110,0.0017376,4
MOR,600,1874,0,-9,9,0,2490,111,0.0017401,4
MOR,600,1875,0,-9,9,0,2532,111,0.0017109,4
MOR,600,1876,0,-9,9,0,2574,112,0.0016757,4
MOR,600,1877,0,-9,9,0,2617,113,0.0016613,4
MOR,600,1878,0,-9,9,0,2661,114,0.0016115,4
MOR,600,1879,0,-9,9,0,2705,115,0.0016601,4
MOR,600,1880,0,-9,9,0,2750,116,0.0016485,4
MOR,600,1881,0,-9,9,0,2795,116,0.0016169,4
MOR,600,1882,0,-9,9,0,2840,117,0.0016154,4
MOR,600,1883,0,-9,9,0,2887,118,0.0016362,4
MOR,600,1884,0,-9,10,0,2934,119,0.0016712,4
MOR,600,1885,0,-9,10,0,2982,120,0.0016577,4
MOR,600,1886,0,-9,10,0,3030,121,0.0016444,4
MOR,600,1887,0,-9,10,0,3080,122,0.0016156,4
MOR,600,1888,0,-9,10,0,3130,122,0.0015881,4
MOR,600,1889,0,-9,10,0,3181,123,0.0015757,4
MOR,600,1890,0,-9,10,0,3233,124,0.0015645,4
MOR,600,1891,0,-9,10,0,3285,125,0.0015482,4
MOR,600,1892,0,-9,10,0,3339,126,0.0015496,4
MOR,600,1893,0,-9,10,0,3393,127,0.0015295,4
MOR,600,1894,0,-9,10,0,3449,128,0.0015236,4
MOR,600,1895,0,-9,10,0,3505,129,0.0015085,4
MOR,600,1896,0,-9,10,0,3562,130,0.0015071,4
MOR,600,1897,0,-9,10,0,3620,131,0.0014818,4
MOR,600,1898,0,-9,10,0,3679,131,0.0014415,4
MOR,600,1899,0,-9,10,0,3739,132,0.00146,4
MOR,600,1900,0,-9,10,0,3800,133,0.0014292,4
MOR,600,1901,0,-9,10,0,3850,134,0.0014217,4
MOR,600,1902,0,-9,10,0,3900,135,0.0014045,4
MOR,600,1903,0,-9,10,0,3951,136,0.0013998,4
MOR,600,1904,0,-9,10,0,4003,137,0.0013984,4
MOR,600,1905,0,-9,10,0,4055,138,0.0013287,4
MOR,600,1906,0,-9,6,0,4108,139,0.0012516,4
MOR,600,1907,0,-9,6,0,4162,140,0.0012535,4
MOR,600,1908,0,-9,6,0,4217,141,0.0012393,4
MOR,600,1909,0,-9,6,0,4272,142,0.0012264,4
MOR,600,1910,0,-9,6,0,4328,143,0.0012219,4
MOR,600,1911,0,-9,6,0,4384,144,0.0012096,4
MOR,600,1912,-9,-9,-9,-9,,,-9,4
MOR,600,1956,0,33143,20,492,10396,1478,0.0015641,4
MOR,600,1957,0,47143,24,466,10688,1582,0.0016381,4
MOR,600,1958,0,47143,27,544,10987,1707,0.0016877,4
MOR,600,1959,0,47143,27,565,11350,1822,0.0017048,4
MOR,600,1960,0,41601,27,597,11637,1957,0.001678,4
MOR,600,1961,0,48281,40,634,11932,2094,0.0018185,4
MOR,600,1962,0,53854,45,774,12235,2233,0.0018557,4
MOR,600,1963,1,74901,40,1555,12546,2375,0.0018635,4
MOR,600,1964,1,70000,45,1700,12866,2510,0.0019084,4
MOR,600,1965,1,63182,50,1745,13194,2651,0.0019748,4
MOR,600,1966,1,67945,65,2199,13531,2785,0.0020735,4
MOR,600,1967,1,70356,65,2158,13877,2919,0.0020643,4
MOR,600,1968,1,82352,70,2293,14233,3045,0.0020997,4
MOR,600,1969,1,80040,70,2389,14598,3245,0.0021167,4
MOR,600,1970,1,83538,65,3302.09,14973,3410,0.0020836,4
MOR,600,1971,1,109901,65,3562.784,15358,3447,0.0021059,4
MOR,600,1972,1,140342,65,3899.562,15754,3849,0.0021634,4
MOR,600,1973,1,186272,65,4528.373,16160,4252,0.0022495,4
MOR,600,1974,1,421887,65,5162.042,16577,4654,0.0023926,4
MOR,600,1975,1,412831,75,5087.476,17006,5056,0.0024786,4
MOR,600,1976,2,576562,90,5453.699,17446,5459,0.002686,4
MOR,600,1977,3,731447,85,5517.122,17899,5861,0.0027458,4
MOR,600,1978,4,770154,85,5786.339,18364,6264,0.0027674,4
MOR,600,1979,5,928419,98,8041.216,18841,6666,0.002935,4
MOR,600,1980,6,1118030,117,7734.405,19332,7068,0.0031104,4
MOR,600,1981,6,1102334,120,7773.528,19836,7471,0.0031249,4
MOR,600,1982,6,1229008,125,8051.159,20354,7873,0.0031968,4
MOR,600,1983,6,1097862,135,8578.072,20837,7923,0.0031945,4
MOR,600,1984,6,595671,149,8770.523,21331,7972,0.0030925,4
MOR,600,1985,6,522461,165,8772.815,21836,8022,0.0031547,4
MOR,600,1986,6,750990,185,9021.31,22354,8072,0.0032687,4
MOR,600,1987,6,860000,200,9640.793,22884,8122,0.0033514,4
MOR,600,1988,7,1136000,195,10595.72,23407,8171,0.0033382,4
MOR,600,1989,7,1210000,195,11306.1,23951,8221,0.0034059,4
MOR,600,1990,7,1500000,195,13587.13,24487,8271,0.0034196,4
MOR,600,1991,7,983000,195,13411.51,25020,8321,0.0034608,4
MOR,600,1992,7,1140000,195,14507.04,25547,8370,0.0035651,4
MOR,600,1993,7,1193000,195,14857.58,26069,8420,0.0035743,4
MOR,600,1994,7,1252000,195,13697.81,26590,9023,0.0036006,4
MOR,600,1995,5,1464000,195,14129.44,26386,9626,0.0036531,4
MOR,600,1996,5,1431000,195,13977.13,26848,10230,0.0036768,4
MOR,600,1997,5,1386000,195,14002.04,27310,10833,0.0036957,4
MOR,600,1998,5,1696000,195,15361.87,27377,11436,0.0038259,4
MOR,600,1999,5,1761000,195,16849.23,27867,12039,0.0038531,4
MOR,600,2000,5,1429000,198,16544.46,28351,12642,0.0038074,4
MOR,600,2001,5,1315000,198,26978,29170,13246,0.0039829,4
MOR,600,2002,5,1545000,196,27054.53,29631,13849,0.0040125,4
MOR,600,2003,5,1826000,196,23700.68,30088,14452,0.0039255,4
MOR,600,2004,5,1990000,198,27658.82,30540,15696,0.0041426,4
MOR,600,2005,205,2054000,200,29231.79,30172,16940,0.0042748,4
MOR,600,2006,314,2161000,201,30098.8,30506,18183,0.0043405,4
MOR,600,2007,512,2409000,201,31208.14,30841,19427,0.0044709,4
ALG,615,1962,6,65000,45,942,10920,1201,0.001473,4
ALG,615,1963,10,79400,70,974,11205,1296,0.0016852,4
ALG,615,1964,20,99251,65,3284,11675,1398,0.0017614,4
ALG,615,1965,23,99251,60,4436,11923,1507,0.0017894,4
ALG,615,1966,21,99251,75,4497,12661,1625,0.0018812,4
ALG,615,1967,23,99251,75,5240,13078,1754,0.0018977,4
ALG,615,1968,28,99251,75,5461,13495,1891,0.001899,4
ALG,615,1969,30,99251,80,6320,13912,2040,0.0019625,4
ALG,615,1970,31,99251,80,15745.12,13746,2190,0.0020855,4
ALG,615,1971,28,99470,80,20854.19,14177,2343,0.0022052,4
ALG,615,1972,29,111512,80,22636.57,14612,2481,0.0022162,4
ALG,615,1973,28,137657,80,34486.62,15065,2625,0.0024094,4
ALG,615,1974,99,260237,80,31344.5,15533,2763,0.0024108,4
ALG,615,1975,126,309322,80,33062.77,16018,2808,0.0024512,4
ALG,615,1976,206,385839,85,35634.75,16521,2947,0.0025558,4
ALG,615,1977,285,464711,75,40520.96,17058,3082,0.0026042,4
ALG,615,1978,211,601562,76,73277.71,17626,3351,0.0031028,4
ALG,615,1979,450,727349,88,67890.09,18104,3620,0.0031651,4
ALG,615,1980,370,890060,101,75650.63,18666,3889,0.003393,4
ALG,615,1981,557,811620,101,116041.4,19246,4158,0.0040048,4
ALG,615,1982,851,848032,120,149710.2,19857,4427,0.0047025,4
ALG,615,1983,893,935023,130,155576.8,20516,4695,0.0048527,4
ALG,615,1984,1130,930440,170,157872,21256,4964,0.0046233,4
ALG,615,1985,1215,953300,170,151752.4,21850,5233,0.004574,4
ALG,615,1986,1123,1160000,180,165258.3,22520,5502,0.0047345,4
ALG,615,1987,1380,1200000,170,184925.5,23021,5771,0.004878,4
ALG,615,1988,1301,1050000,126,192089,23719,6040,0.0045544,4
ALG,615,1989,943,854000,126,187962.5,24324,6309,0.0044367,4
ALG,615,1990,836,904000,126,198340,25022,6578,0.0044635,4
ALG,615,1991,840,660000,126,194391.5,25643,6847,0.0045142,4
ALG,615,1992,842,1900000,126,189253.2,26271,7116,0.004762,4
ALG,615,1993,865,1119000,126,201485.8,26894,7384,0.0046816,4
ALG,615,1994,807,1306000,126,203675.6,27496,7653,0.0047015,4
ALG,615,1995,827,1427000,120,211346.6,28060,7922,0.004696,4
ALG,615,1996,651,1840000,119,218794,28566,8191,0.0047258,4
ALG,615,1997,399,2114000,124,209515.1,29050,8460,0.0046643,4
ALG,615,1998,600,3125000,120,216631.9,30081,8729,0.0049828,4
ALG,615,1999,758,3086000,120,251990.3,30774,8978,0.0052253,4
ALG,615,2000,842,2989000,124,274169,31471,9213,0.0053109,4
ALG,615,2001,947,3149000,124,285140.6,30872,9454,0.0054161,4
ALG,615,2002,1091,2098000,136,281244.3,31332,9702,0.0052345,4
ALG,615,2003,1051,2206000,127,279764,31848,9956,0.0049525,4
ALG,615,2004,1014,2805000,132,286323.6,32364,10217,0.0050545,4
ALG,615,2005,1007,2877000,137,299360.7,32906,10471,0.0051597,4
ALG,615,2006,1158,3096000,138,296874.9,33481,10730,0.0051217,4
ALG,615,2007,1278,4270000,138,306255.5,34096,10996,0.0052899,4
TUN,616,1825,0,-9,9,0,792,105,0.0042524,4
TUN,616,1826,0,-9,9,0,800,105,0.0042748,4
TUN,616,1827,0,-9,9,0,808,105,0.0040861,4
TUN,616,1828,0,-9,9,0,815,105,0.0040305,4
TUN,616,1829,0,-9,9,0,823,104,0.0039241,4
TUN,616,1830,0,-9,9,0,831,104,0.0037577,4
TUN,616,1831,0,-9,9,0,839,104,0.0036357,4
TUN,616,1832,0,-9,9,0,847,105,0.0036792,4
TUN,616,1833,0,-9,9,0,855,105,0.003617,4
TUN,616,1834,0,-9,9,0,864,105,0.0036229,4
TUN,616,1835,0,-9,9,0,872,105,0.0036153,4
TUN,616,1836,0,-9,9,0,880,106,0.0034506,4
TUN,616,1837,0,-9,9,0,889,106,0.0035383,4
TUN,616,1838,0,-9,9,0,897,106,0.0034642,4
TUN,616,1839,0,-9,9,0,906,106,0.0033661,4
TUN,616,1840,0,-9,9,0,914,106,0.0032943,4
TUN,616,1841,0,-9,10,0,923,107,0.0033049,4
TUN,616,1842,0,-9,10,0,932,107,0.003239,4
TUN,616,1843,0,-9,11,0,941,107,0.0032527,4
TUN,616,1844,0,-9,11,0,950,106,0.0032147,4
TUN,616,1845,0,-9,12,0,959,106,0.0033217,4
TUN,616,1846,0,-9,12,0,968,106,0.0032132,4
TUN,616,1847,0,-9,13,0,976,106,0.0032402,4
TUN,616,1848,0,-9,13,0,985,106,0.0032027,4
TUN,616,1849,0,-9,14,0,995,106,0.003159,4
TUN,616,1850,0,-9,14,0,1004,106,0.0030763,4
TUN,616,1851,0,-9,15,0,1013,106,0.0032243,4
TUN,616,1852,0,-9,15,0,1022,106,0.0030592,4
TUN,616,1853,0,-9,15,0,1032,106,0.0029716,4
TUN,616,1854,0,-9,16,0,1041,106,0.0029126,4
TUN,616,1855,0,-9,16,0,1051,106,0.0026346,4
TUN,616,1856,0,-9,17,0,1060,106,0.002547,4
TUN,616,1857,0,-9,17,0,1070,107,0.0027689,4
TUN,616,1858,0,-9,18,0,1080,107,0.0028775,4
TUN,616,1859,0,-9,18,0,1090,107,0.0028171,4
TUN,616,1860,0,-9,18,0,1100,107,0.0020877,4
TUN,616,1861,0,-9,19,0,1118,107,0.0020495,4
TUN,616,1862,0,-9,19,0,1137,107,0.002034,4
TUN,616,1863,0,-9,20,0,1155,107,0.0019787,4
TUN,616,1864,0,-9,20,0,1174,107,0.0019026,4
TUN,616,1865,0,-9,21,0,1194,107,0.0019734,4
TUN,616,1866,0,-9,21,0,1213,108,0.0021701,4
