stateabb,ccode,year,version
"COM",581,1979,2011
"MAS",590,1979,2011
"SEY",591,1979,2011
"MOR",600,1979,2011
"ALG",615,1979,2011
"TUN",616,1979,2011
"LIB",620,1979,2011
"SUD",625,1979,2011
"IRN",630,1979,2011
"TUR",640,1979,2011
"IRQ",645,1979,2011
"EGY",651,1979,2011
"SYR",652,1979,2011
"LEB",660,1979,2011
"JOR",663,1979,2011
"ISR",666,1979,2011
"SAU",670,1979,2011
"YAR",678,1979,2011
"YPR",680,1979,2011
"KUW",690,1979,2011
"BAH",692,1979,2011
"QAT",694,1979,2011
"UAE",696,1979,2011
"OMA",698,1979,2011
"AFG",700,1979,2011
"CHN",710,1979,2011
"MON",712,1979,2011
"TAW",713,1979,2011
"PRK",731,1979,2011
"ROK",732,1979,2011
"JPN",740,1979,2011
"IND",750,1979,2011
"BHU",760,1979,2011
"PAK",770,1979,2011
"BNG",771,1979,2011
"MYA",775,1979,2011
"SRI",780,1979,2011
"MAD",781,1979,2011
"NEP",790,1979,2011
"THI",800,1979,2011
"CAM",811,1979,2011
"LAO",812,1979,2011
"DRV",816,1979,2011
"MAL",820,1979,2011
"SIN",830,1979,2011
"PHI",840,1979,2011
"INS",850,1979,2011
"AUL",900,1979,2011
"PNG",910,1979,2011
"NEW",920,1979,2011
"SOL",940,1979,2011
"FIJ",950,1979,2011
"WSM",990,1979,2011
"USA",2,1980,2011
"CAN",20,1980,2011
"BHM",31,1980,2011
"CUB",40,1980,2011
"HAI",41,1980,2011
"DOM",42,1980,2011
"JAM",51,1980,2011
"TRI",52,1980,2011
"BAR",53,1980,2011
"DMA",54,1980,2011
"GRN",55,1980,2011
"SLU",56,1980,2011
"SVG",57,1980,2011
"MEX",70,1980,2011
"GUA",90,1980,2011
"HON",91,1980,2011
"SAL",92,1980,2011
"NIC",93,1980,2011
"COS",94,1980,2011
"PAN",95,1980,2011
"COL",100,1980,2011
"VEN",101,1980,2011
"GUY",110,1980,2011
"SUR",115,1980,2011
"ECU",130,1980,2011
"PER",135,1980,2011
"BRA",140,1980,2011
"BOL",145,1980,2011
"PAR",150,1980,2011
"CHL",155,1980,2011
"ARG",160,1980,2011
"URU",165,1980,2011
"UKG",200,1980,2011
"IRE",205,1980,2011
"NTH",210,1980,2011
"BEL",211,1980,2011
"LUX",212,1980,2011
"FRN",220,1980,2011
"SWZ",225,1980,2011
"SPN",230,1980,2011
"POR",235,1980,2011
"GFR",260,1980,2011
"GDR",265,1980,2011
"POL",290,1980,2011
"AUS",305,1980,2011
"HUN",310,1980,2011
"CZE",315,1980,2011
"ITA",325,1980,2011
"MLT",338,1980,2011
"ALB",339,1980,2011
"YUG",345,1980,2011
"GRC",350,1980,2011
"CYP",352,1980,2011
"BUL",355,1980,2011
"ROM",360,1980,2011
"RUS",365,1980,2011
"FIN",375,1980,2011
"SWD",380,1980,2011
"NOR",385,1980,2011
"DEN",390,1980,2011
"ICE",395,1980,2011
"CAP",402,1980,2011
"STP",403,1980,2011
"GNB",404,1980,2011
"EQG",411,1980,2011
"GAM",420,1980,2011
"MLI",432,1980,2011
"SEN",433,1980,2011
"BEN",434,1980,2011
"MAA",435,1980,2011
"NIR",436,1980,2011
"CDI",437,1980,2011
"GUI",438,1980,2011
"BFO",439,1980,2011
"LBR",450,1980,2011
"SIE",451,1980,2011
"GHA",452,1980,2011
"TOG",461,1980,2011
"CAO",471,1980,2011
"NIG",475,1980,2011
"GAB",481,1980,2011
"CEN",482,1980,2011
"CHA",483,1980,2011
"CON",484,1980,2011
"DRC",490,1980,2011
"UGA",500,1980,2011
"KEN",501,1980,2011
"TAZ",510,1980,2011
"BUI",516,1980,2011
"RWA",517,1980,2011
"SOM",520,1980,2011
"DJI",522,1980,2011
"ETH",530,1980,2011
"ANG",540,1980,2011
"MZM",541,1980,2011
"ZAM",551,1980,2011
"ZIM",552,1980,2011
"MAW",553,1980,2011
"SAF",560,1980,2011
"LES",570,1980,2011
"BOT",571,1980,2011
"SWA",572,1980,2011
"MAG",580,1980,2011
"COM",581,1980,2011
"MAS",590,1980,2011
"SEY",591,1980,2011
"MOR",600,1980,2011
"ALG",615,1980,2011
"TUN",616,1980,2011
"LIB",620,1980,2011
"SUD",625,1980,2011
"IRN",630,1980,2011
"TUR",640,1980,2011
"IRQ",645,1980,2011
"EGY",651,1980,2011
"SYR",652,1980,2011
"LEB",660,1980,2011
"JOR",663,1980,2011
"ISR",666,1980,2011
"SAU",670,1980,2011
"YAR",678,1980,2011
"YPR",680,1980,2011
"KUW",690,1980,2011
"BAH",692,1980,2011
"QAT",694,1980,2011
"UAE",696,1980,2011
"OMA",698,1980,2011
"AFG",700,1980,2011
"CHN",710,1980,2011
"MON",712,1980,2011
"TAW",713,1980,2011
"PRK",731,1980,2011
"ROK",732,1980,2011
"JPN",740,1980,2011
"IND",750,1980,2011
"BHU",760,1980,2011
"PAK",770,1980,2011
"BNG",771,1980,2011
"MYA",775,1980,2011
"SRI",780,1980,2011
"MAD",781,1980,2011
"NEP",790,1980,2011
"THI",800,1980,2011
"CAM",811,1980,2011
"LAO",812,1980,2011
"DRV",816,1980,2011
"MAL",820,1980,2011
"SIN",830,1980,2011
"PHI",840,1980,2011
"INS",850,1980,2011
"AUL",900,1980,2011
"PNG",910,1980,2011
"NEW",920,1980,2011
"SOL",940,1980,2011
"FIJ",950,1980,2011
"WSM",990,1980,2011
"USA",2,1981,2011
"CAN",20,1981,2011
"BHM",31,1981,2011
"CUB",40,1981,2011
"HAI",41,1981,2011
"DOM",42,1981,2011
"JAM",51,1981,2011
"TRI",52,1981,2011
"BAR",53,1981,2011
"DMA",54,1981,2011
"GRN",55,1981,2011
"SLU",56,1981,2011
"SVG",57,1981,2011
"AAB",58,1981,2011
"MEX",70,1981,2011
"BLZ",80,1981,2011
"GUA",90,1981,2011
"HON",91,1981,2011
"SAL",92,1981,2011
"NIC",93,1981,2011
"COS",94,1981,2011
"PAN",95,1981,2011
"COL",100,1981,2011
"VEN",101,1981,2011
"GUY",110,1981,2011
"SUR",115,1981,2011
"ECU",130,1981,2011
"PER",135,1981,2011
"BRA",140,1981,2011
"BOL",145,1981,2011
"PAR",150,1981,2011
"CHL",155,1981,2011
"ARG",160,1981,2011
"URU",165,1981,2011
"UKG",200,1981,2011
"IRE",205,1981,2011
"NTH",210,1981,2011
"BEL",211,1981,2011
"LUX",212,1981,2011
"FRN",220,1981,2011
"SWZ",225,1981,2011
"SPN",230,1981,2011
"POR",235,1981,2011
"GFR",260,1981,2011
"GDR",265,1981,2011
"POL",290,1981,2011
"AUS",305,1981,2011
"HUN",310,1981,2011
"CZE",315,1981,2011
"ITA",325,1981,2011
"MLT",338,1981,2011
"ALB",339,1981,2011
"YUG",345,1981,2011
"GRC",350,1981,2011
"CYP",352,1981,2011
"BUL",355,1981,2011
"ROM",360,1981,2011
"RUS",365,1981,2011
"FIN",375,1981,2011
"SWD",380,1981,2011
"NOR",385,1981,2011
"DEN",390,1981,2011
"ICE",395,1981,2011
"CAP",402,1981,2011
"STP",403,1981,2011
"GNB",404,1981,2011
"EQG",411,1981,2011
"GAM",420,1981,2011
"MLI",432,1981,2011
"SEN",433,1981,2011
"BEN",434,1981,2011
"MAA",435,1981,2011
"NIR",436,1981,2011
"CDI",437,1981,2011
"GUI",438,1981,2011
"BFO",439,1981,2011
"LBR",450,1981,2011
"SIE",451,1981,2011
"GHA",452,1981,2011
"TOG",461,1981,2011
"CAO",471,1981,2011
"NIG",475,1981,2011
"GAB",481,1981,2011
"CEN",482,1981,2011
"CHA",483,1981,2011
"CON",484,1981,2011
"DRC",490,1981,2011
"UGA",500,1981,2011
"KEN",501,1981,2011
"TAZ",510,1981,2011
"BUI",516,1981,2011
"RWA",517,1981,2011
"SOM",520,1981,2011
"DJI",522,1981,2011
"ETH",530,1981,2011
"ANG",540,1981,2011
"MZM",541,1981,2011
"ZAM",551,1981,2011
"ZIM",552,1981,2011
"MAW",553,1981,2011
"SAF",560,1981,2011
"LES",570,1981,2011
"BOT",571,1981,2011
"SWA",572,1981,2011
"MAG",580,1981,2011
"COM",581,1981,2011
"MAS",590,1981,2011
"SEY",591,1981,2011
"MOR",600,1981,2011
"ALG",615,1981,2011
"TUN",616,1981,2011
"LIB",620,1981,2011
"SUD",625,1981,2011
"IRN",630,1981,2011
"TUR",640,1981,2011
"IRQ",645,1981,2011
"EGY",651,1981,2011
"SYR",652,1981,2011
"LEB",660,1981,2011
"JOR",663,1981,2011
"ISR",666,1981,2011
"SAU",670,1981,2011
"YAR",678,1981,2011
"YPR",680,1981,2011
"KUW",690,1981,2011
"BAH",692,1981,2011
"QAT",694,1981,2011
"UAE",696,1981,2011
"OMA",698,1981,2011
"AFG",700,1981,2011
"CHN",710,1981,2011
"MON",712,1981,2011
"TAW",713,1981,2011
"PRK",731,1981,2011
"ROK",732,1981,2011
"JPN",740,1981,2011
"IND",750,1981,2011
"BHU",760,1981,2011
"PAK",770,1981,2011
"BNG",771,1981,2011
"MYA",775,1981,2011
"SRI",780,1981,2011
"MAD",781,1981,2011
"NEP",790,1981,2011
"THI",800,1981,2011
"CAM",811,1981,2011
"LAO",812,1981,2011
"DRV",816,1981,2011
"MAL",820,1981,2011
"SIN",830,1981,2011
"PHI",840,1981,2011
"INS",850,1981,2011
"AUL",900,1981,2011
"PNG",910,1981,2011
"NEW",920,1981,2011
"VAN",935,1981,2011
"SOL",940,1981,2011
"FIJ",950,1981,2011
"WSM",990,1981,2011
"USA",2,1982,2011
"CAN",20,1982,2011
"BHM",31,1982,2011
"CUB",40,1982,2011
"HAI",41,1982,2011
"DOM",42,1982,2011
"JAM",51,1982,2011
"TRI",52,1982,2011
"BAR",53,1982,2011
"DMA",54,1982,2011
"GRN",55,1982,2011
"SLU",56,1982,2011
"SVG",57,1982,2011
"AAB",58,1982,2011
"MEX",70,1982,2011
"BLZ",80,1982,2011
"GUA",90,1982,2011
"HON",91,1982,2011
"SAL",92,1982,2011
"NIC",93,1982,2011
"COS",94,1982,2011
"PAN",95,1982,2011
"COL",100,1982,2011
"VEN",101,1982,2011
"GUY",110,1982,2011
"SUR",115,1982,2011
"ECU",130,1982,2011
"PER",135,1982,2011
"BRA",140,1982,2011
"BOL",145,1982,2011
"PAR",150,1982,2011
"CHL",155,1982,2011
"ARG",160,1982,2011
"URU",165,1982,2011
"UKG",200,1982,2011
"IRE",205,1982,2011
"NTH",210,1982,2011
"BEL",211,1982,2011
"LUX",212,1982,2011
"FRN",220,1982,2011
"SWZ",225,1982,2011
"SPN",230,1982,2011
"POR",235,1982,2011
"GFR",260,1982,2011
"GDR",265,1982,2011
"POL",290,1982,2011
"AUS",305,1982,2011
"HUN",310,1982,2011
"CZE",315,1982,2011
"ITA",325,1982,2011
"MLT",338,1982,2011
"ALB",339,1982,2011
"YUG",345,1982,2011
"GRC",350,1982,2011
"CYP",352,1982,2011
"BUL",355,1982,2011
"ROM",360,1982,2011
"RUS",365,1982,2011
"FIN",375,1982,2011
"SWD",380,1982,2011
"NOR",385,1982,2011
"DEN",390,1982,2011
"ICE",395,1982,2011
"CAP",402,1982,2011
"STP",403,1982,2011
"GNB",404,1982,2011
"EQG",411,1982,2011
"GAM",420,1982,2011
"MLI",432,1982,2011
"SEN",433,1982,2011
"BEN",434,1982,2011
"MAA",435,1982,2011
"NIR",436,1982,2011
"CDI",437,1982,2011
"GUI",438,1982,2011
"BFO",439,1982,2011
"LBR",450,1982,2011
"SIE",451,1982,2011
"GHA",452,1982,2011
"TOG",461,1982,2011
"CAO",471,1982,2011
"NIG",475,1982,2011
"GAB",481,1982,2011
"CEN",482,1982,2011
"CHA",483,1982,2011
"CON",484,1982,2011
"DRC",490,1982,2011
"UGA",500,1982,2011
"KEN",501,1982,2011
"TAZ",510,1982,2011
"BUI",516,1982,2011
"RWA",517,1982,2011
"SOM",520,1982,2011
"DJI",522,1982,2011
"ETH",530,1982,2011
"ANG",540,1982,2011
"MZM",541,1982,2011
"ZAM",551,1982,2011
"ZIM",552,1982,2011
"MAW",553,1982,2011
"SAF",560,1982,2011
"LES",570,1982,2011
"BOT",571,1982,2011
"SWA",572,1982,2011
"MAG",580,1982,2011
"COM",581,1982,2011
"MAS",590,1982,2011
"SEY",591,1982,2011
"MOR",600,1982,2011
"ALG",615,1982,2011
"TUN",616,1982,2011
"LIB",620,1982,2011
"SUD",625,1982,2011
"IRN",630,1982,2011
"TUR",640,1982,2011
"IRQ",645,1982,2011
"EGY",651,1982,2011
"SYR",652,1982,2011
"LEB",660,1982,2011
"JOR",663,1982,2011
"ISR",666,1982,2011
"SAU",670,1982,2011
"YAR",678,1982,2011
"YPR",680,1982,2011
"KUW",690,1982,2011
"BAH",692,1982,2011
"QAT",694,1982,2011
"UAE",696,1982,2011
"OMA",698,1982,2011
"AFG",700,1982,2011
"CHN",710,1982,2011
"MON",712,1982,2011
"TAW",713,1982,2011
"PRK",731,1982,2011
"ROK",732,1982,2011
"JPN",740,1982,2011
"IND",750,1982,2011
"BHU",760,1982,2011
"PAK",770,1982,2011
"BNG",771,1982,2011
"MYA",775,1982,2011
"SRI",780,1982,2011
"MAD",781,1982,2011
"NEP",790,1982,2011
"THI",800,1982,2011
"CAM",811,1982,2011
"LAO",812,1982,2011
"DRV",816,1982,2011
"MAL",820,1982,2011
"SIN",830,1982,2011
"PHI",840,1982,2011
"INS",850,1982,2011
"AUL",900,1982,2011
"PNG",910,1982,2011
"NEW",920,1982,2011
"VAN",935,1982,2011
"SOL",940,1982,2011
"FIJ",950,1982,2011
"WSM",990,1982,2011
"USA",2,1983,2011
"CAN",20,1983,2011
"BHM",31,1983,2011
"CUB",40,1983,2011
"HAI",41,1983,2011
"DOM",42,1983,2011
"JAM",51,1983,2011
"TRI",52,1983,2011
"BAR",53,1983,2011
"DMA",54,1983,2011
"GRN",55,1983,2011
"SLU",56,1983,2011
"SVG",57,1983,2011
"AAB",58,1983,2011
"SKN",60,1983,2011
"MEX",70,1983,2011
"BLZ",80,1983,2011
"GUA",90,1983,2011
"HON",91,1983,2011
"SAL",92,1983,2011
"NIC",93,1983,2011
"COS",94,1983,2011
"PAN",95,1983,2011
"COL",100,1983,2011
"VEN",101,1983,2011
"GUY",110,1983,2011
"SUR",115,1983,2011
"ECU",130,1983,2011
"PER",135,1983,2011
"BRA",140,1983,2011
"BOL",145,1983,2011
"PAR",150,1983,2011
"CHL",155,1983,2011
"ARG",160,1983,2011
"URU",165,1983,2011
"UKG",200,1983,2011
"IRE",205,1983,2011
"NTH",210,1983,2011
"BEL",211,1983,2011
"LUX",212,1983,2011
"FRN",220,1983,2011
"SWZ",225,1983,2011
"SPN",230,1983,2011
"POR",235,1983,2011
"GFR",260,1983,2011
"GDR",265,1983,2011
"POL",290,1983,2011
"AUS",305,1983,2011
"HUN",310,1983,2011
"CZE",315,1983,2011
"ITA",325,1983,2011
"MLT",338,1983,2011
"ALB",339,1983,2011
"YUG",345,1983,2011
"GRC",350,1983,2011
"CYP",352,1983,2011
"BUL",355,1983,2011
"ROM",360,1983,2011
"RUS",365,1983,2011
"FIN",375,1983,2011
"SWD",380,1983,2011
"NOR",385,1983,2011
"DEN",390,1983,2011
"ICE",395,1983,2011
"CAP",402,1983,2011
"STP",403,1983,2011
"GNB",404,1983,2011
"EQG",411,1983,2011
"GAM",420,1983,2011
"MLI",432,1983,2011
"SEN",433,1983,2011
"BEN",434,1983,2011
"MAA",435,1983,2011
"NIR",436,1983,2011
"CDI",437,1983,2011
"GUI",438,1983,2011
"BFO",439,1983,2011
"LBR",450,1983,2011
"SIE",451,1983,2011
"GHA",452,1983,2011
"TOG",461,1983,2011
"CAO",471,1983,2011
"NIG",475,1983,2011
"GAB",481,1983,2011
"CEN",482,1983,2011
"CHA",483,1983,2011
"CON",484,1983,2011
"DRC",490,1983,2011
"UGA",500,1983,2011
"KEN",501,1983,2011
"TAZ",510,1983,2011
"BUI",516,1983,2011
"RWA",517,1983,2011
"SOM",520,1983,2011
"DJI",522,1983,2011
"ETH",530,1983,2011
"ANG",540,1983,2011
"MZM",541,1983,2011
"ZAM",551,1983,2011
"ZIM",552,1983,2011
"MAW",553,1983,2011
"SAF",560,1983,2011
"LES",570,1983,2011
"BOT",571,1983,2011
"SWA",572,1983,2011
"MAG",580,1983,2011
"COM",581,1983,2011
"MAS",590,1983,2011
"SEY",591,1983,2011
"MOR",600,1983,2011
"ALG",615,1983,2011
"TUN",616,1983,2011
"LIB",620,1983,2011
"SUD",625,1983,2011
"IRN",630,1983,2011
"TUR",640,1983,2011
"IRQ",645,1983,2011
"EGY",651,1983,2011
"SYR",652,1983,2011
"LEB",660,1983,2011
"JOR",663,1983,2011
"ISR",666,1983,2011
"SAU",670,1983,2011
"YAR",678,1983,2011
"YPR",680,1983,2011
"KUW",690,1983,2011
"BAH",692,1983,2011
"QAT",694,1983,2011
"UAE",696,1983,2011
"OMA",698,1983,2011
"AFG",700,1983,2011
"CHN",710,1983,2011
"MON",712,1983,2011
"TAW",713,1983,2011
"PRK",731,1983,2011
"ROK",732,1983,2011
"JPN",740,1983,2011
"IND",750,1983,2011
"BHU",760,1983,2011
"PAK",770,1983,2011
"BNG",771,1983,2011
"MYA",775,1983,2011
"SRI",780,1983,2011
"MAD",781,1983,2011
"NEP",790,1983,2011
"THI",800,1983,2011
"CAM",811,1983,2011
"LAO",812,1983,2011
"DRV",816,1983,2011
"MAL",820,1983,2011
"SIN",830,1983,2011
"PHI",840,1983,2011
"INS",850,1983,2011
"AUL",900,1983,2011
"PNG",910,1983,2011
"NEW",920,1983,2011
"VAN",935,1983,2011
"SOL",940,1983,2011
"FIJ",950,1983,2011
"WSM",990,1983,2011
"USA",2,1984,2011
"CAN",20,1984,2011
"BHM",31,1984,2011
"CUB",40,1984,2011
"HAI",41,1984,2011
"DOM",42,1984,2011
"JAM",51,1984,2011
"TRI",52,1984,2011
"BAR",53,1984,2011
"DMA",54,1984,2011
"GRN",55,1984,2011
"SLU",56,1984,2011
"SVG",57,1984,2011
"AAB",58,1984,2011
"SKN",60,1984,2011
"MEX",70,1984,2011
"BLZ",80,1984,2011
"GUA",90,1984,2011
"HON",91,1984,2011
"SAL",92,1984,2011
"NIC",93,1984,2011
"COS",94,1984,2011
"PAN",95,1984,2011
"COL",100,1984,2011
"VEN",101,1984,2011
"GUY",110,1984,2011
"SUR",115,1984,2011
"ECU",130,1984,2011
"PER",135,1984,2011
"BRA",140,1984,2011
"BOL",145,1984,2011
"PAR",150,1984,2011
"CHL",155,1984,2011
"ARG",160,1984,2011
"URU",165,1984,2011
"UKG",200,1984,2011
"IRE",205,1984,2011
"NTH",210,1984,2011
"BEL",211,1984,2011
"LUX",212,1984,2011
"FRN",220,1984,2011
"SWZ",225,1984,2011
"SPN",230,1984,2011
"POR",235,1984,2011
"GFR",260,1984,2011
"GDR",265,1984,2011
"POL",290,1984,2011
"AUS",305,1984,2011
"HUN",310,1984,2011
"CZE",315,1984,2011
"ITA",325,1984,2011
"MLT",338,1984,2011
"ALB",339,1984,2011
"YUG",345,1984,2011
"GRC",350,1984,2011
"CYP",352,1984,2011
"BUL",355,1984,2011
"ROM",360,1984,2011
"RUS",365,1984,2011
"FIN",375,1984,2011
"SWD",380,1984,2011
"NOR",385,1984,2011
"DEN",390,1984,2011
"ICE",395,1984,2011
"CAP",402,1984,2011
"STP",403,1984,2011
"GNB",404,1984,2011
"EQG",411,1984,2011
"GAM",420,1984,2011
"MLI",432,1984,2011
"SEN",433,1984,2011
"BEN",434,1984,2011
"MAA",435,1984,2011
"NIR",436,1984,2011
"CDI",437,1984,2011
"GUI",438,1984,2011
"BFO",439,1984,2011
"LBR",450,1984,2011
"SIE",451,1984,2011
"GHA",452,1984,2011
"TOG",461,1984,2011
"CAO",471,1984,2011
"NIG",475,1984,2011
"GAB",481,1984,2011
"CEN",482,1984,2011
"CHA",483,1984,2011
"CON",484,1984,2011
"DRC",490,1984,2011
"UGA",500,1984,2011
"KEN",501,1984,2011
"TAZ",510,1984,2011
"BUI",516,1984,2011
"RWA",517,1984,2011
"SOM",520,1984,2011
"DJI",522,1984,2011
"ETH",530,1984,2011
"ANG",540,1984,2011
"MZM",541,1984,2011
"ZAM",551,1984,2011
"ZIM",552,1984,2011
"MAW",553,1984,2011
"SAF",560,1984,2011
"LES",570,1984,2011
"BOT",571,1984,2011
"SWA",572,1984,2011
"MAG",580,1984,2011
"COM",581,1984,2011
"MAS",590,1984,2011
"SEY",591,1984,2011
"MOR",600,1984,2011
"ALG",615,1984,2011
"TUN",616,1984,2011
"LIB",620,1984,2011
"SUD",625,1984,2011
"IRN",630,1984,2011
"TUR",640,1984,2011
"IRQ",645,1984,2011
"EGY",651,1984,2011
"SYR",652,1984,2011
"LEB",660,1984,2011
"JOR",663,1984,2011
"ISR",666,1984,2011
"SAU",670,1984,2011
"YAR",678,1984,2011
"YPR",680,1984,2011
"KUW",690,1984,2011
"BAH",692,1984,2011
"QAT",694,1984,2011
"UAE",696,1984,2011
"OMA",698,1984,2011
"AFG",700,1984,2011
"CHN",710,1984,2011
"MON",712,1984,2011
"TAW",713,1984,2011
"PRK",731,1984,2011
"ROK",732,1984,2011
"JPN",740,1984,2011
"IND",750,1984,2011
"BHU",760,1984,2011
"PAK",770,1984,2011
"BNG",771,1984,2011
"MYA",775,1984,2011
"SRI",780,1984,2011
"MAD",781,1984,2011
"NEP",790,1984,2011
"THI",800,1984,2011
"CAM",811,1984,2011
"LAO",812,1984,2011
"DRV",816,1984,2011
"MAL",820,1984,2011
"SIN",830,1984,2011
"BRU",835,1984,2011
"PHI",840,1984,2011
"INS",850,1984,2011
"AUL",900,1984,2011
"PNG",910,1984,2011
"NEW",920,1984,2011
"VAN",935,1984,2011
"SOL",940,1984,2011
"FIJ",950,1984,2011
"WSM",990,1984,2011
"USA",2,1985,2011
"CAN",20,1985,2011
"BHM",31,1985,2011
"CUB",40,1985,2011
"HAI",41,1985,2011
"DOM",42,1985,2011
"JAM",51,1985,2011
"TRI",52,1985,2011
"BAR",53,1985,2011
"DMA",54,1985,2011
"GRN",55,1985,2011
"SLU",56,1985,2011
"SVG",57,1985,2011
"AAB",58,1985,2011
"SKN",60,1985,2011
"MEX",70,1985,2011
"BLZ",80,1985,2011
"GUA",90,1985,2011
"HON",91,1985,2011
"SAL",92,1985,2011
"NIC",93,1985,2011
"COS",94,1985,2011
"PAN",95,1985,2011
"COL",100,1985,2011
"VEN",101,1985,2011
"GUY",110,1985,2011
"SUR",115,1985,2011
"ECU",130,1985,2011
"PER",135,1985,2011
"BRA",140,1985,2011
"BOL",145,1985,2011
"PAR",150,1985,2011
"CHL",155,1985,2011
"ARG",160,1985,2011
"URU",165,1985,2011
"UKG",200,1985,2011
"IRE",205,1985,2011
"NTH",210,1985,2011
"BEL",211,1985,2011
"LUX",212,1985,2011
"FRN",220,1985,2011
"SWZ",225,1985,2011
"SPN",230,1985,2011
"POR",235,1985,2011
"GFR",260,1985,2011
"GDR",265,1985,2011
"POL",290,1985,2011
"AUS",305,1985,2011
"HUN",310,1985,2011
"CZE",315,1985,2011
"ITA",325,1985,2011
"MLT",338,1985,2011
"ALB",339,1985,2011
"YUG",345,1985,2011
"GRC",350,1985,2011
"CYP",352,1985,2011
"BUL",355,1985,2011
"ROM",360,1985,2011
"RUS",365,1985,2011
"FIN",375,1985,2011
"SWD",380,1985,2011
"NOR",385,1985,2011
"DEN",390,1985,2011
"ICE",395,1985,2011
"CAP",402,1985,2011
"STP",403,1985,2011
"GNB",404,1985,2011
"EQG",411,1985,2011
"GAM",420,1985,2011
"MLI",432,1985,2011
"SEN",433,1985,2011
"BEN",434,1985,2011
"MAA",435,1985,2011
"NIR",436,1985,2011
"CDI",437,1985,2011
"GUI",438,1985,2011
"BFO",439,1985,2011
"LBR",450,1985,2011
"SIE",451,1985,2011
"GHA",452,1985,2011
"TOG",461,1985,2011
"CAO",471,1985,2011
"NIG",475,1985,2011
"GAB",481,1985,2011
"CEN",482,1985,2011
"CHA",483,1985,2011
"CON",484,1985,2011
"DRC",490,1985,2011
"UGA",500,1985,2011
"KEN",501,1985,2011
"TAZ",510,1985,2011
"BUI",516,1985,2011
"RWA",517,1985,2011
"SOM",520,1985,2011
"DJI",522,1985,2011
"ETH",530,1985,2011
"ANG",540,1985,2011
"MZM",541,1985,2011
"ZAM",551,1985,2011
"ZIM",552,1985,2011
"MAW",553,1985,2011
"SAF",560,1985,2011
"LES",570,1985,2011
"BOT",571,1985,2011
"SWA",572,1985,2011
"MAG",580,1985,2011
"COM",581,1985,2011
"MAS",590,1985,2011
"SEY",591,1985,2011
"MOR",600,1985,2011
"ALG",615,1985,2011
"TUN",616,1985,2011
"LIB",620,1985,2011
"SUD",625,1985,2011
"IRN",630,1985,2011
"TUR",640,1985,2011
"IRQ",645,1985,2011
"EGY",651,1985,2011
"SYR",652,1985,2011
"LEB",660,1985,2011
"JOR",663,1985,2011
"ISR",666,1985,2011
"SAU",670,1985,2011
"YAR",678,1985,2011
"YPR",680,1985,2011
"KUW",690,1985,2011
"BAH",692,1985,2011
"QAT",694,1985,2011
"UAE",696,1985,2011
"OMA",698,1985,2011
"AFG",700,1985,2011
"CHN",710,1985,2011
"MON",712,1985,2011
"TAW",713,1985,2011
"PRK",731,1985,2011
"ROK",732,1985,2011
"JPN",740,1985,2011
"IND",750,1985,2011
"BHU",760,1985,2011
"PAK",770,1985,2011
"BNG",771,1985,2011
"MYA",775,1985,2011
"SRI",780,1985,2011
"MAD",781,1985,2011
"NEP",790,1985,2011
"THI",800,1985,2011
"CAM",811,1985,2011
"LAO",812,1985,2011
"DRV",816,1985,2011
"MAL",820,1985,2011
"SIN",830,1985,2011
"BRU",835,1985,2011
"PHI",840,1985,2011
"INS",850,1985,2011
"AUL",900,1985,2011
"PNG",910,1985,2011
"NEW",920,1985,2011
"VAN",935,1985,2011
"SOL",940,1985,2011
"FIJ",950,1985,2011
"WSM",990,1985,2011
"USA",2,1986,2011
"CAN",20,1986,2011
"BHM",31,1986,2011
"CUB",40,1986,2011
"HAI",41,1986,2011
"DOM",42,1986,2011
"JAM",51,1986,2011
"TRI",52,1986,2011
"BAR",53,1986,2011
"DMA",54,1986,2011
"GRN",55,1986,2011
"SLU",56,1986,2011
"SVG",57,1986,2011
"AAB",58,1986,2011
"SKN",60,1986,2011
"MEX",70,1986,2011
"BLZ",80,1986,2011
"GUA",90,1986,2011
"HON",91,1986,2011
"SAL",92,1986,2011
"NIC",93,1986,2011
"COS",94,1986,2011
"PAN",95,1986,2011
"COL",100,1986,2011
"VEN",101,1986,2011
"GUY",110,1986,2011
"SUR",115,1986,2011
"ECU",130,1986,2011
"PER",135,1986,2011
"BRA",140,1986,2011
"BOL",145,1986,2011
"PAR",150,1986,2011
"CHL",155,1986,2011
"ARG",160,1986,2011
"URU",165,1986,2011
"UKG",200,1986,2011
"IRE",205,1986,2011
"NTH",210,1986,2011
"BEL",211,1986,2011
"LUX",212,1986,2011
"FRN",220,1986,2011
"SWZ",225,1986,2011
"SPN",230,1986,2011
"POR",235,1986,2011
"GFR",260,1986,2011
"GDR",265,1986,2011
"POL",290,1986,2011
"AUS",305,1986,2011
"HUN",310,1986,2011
"CZE",315,1986,2011
"ITA",325,1986,2011
"MLT",338,1986,2011
"ALB",339,1986,2011
"YUG",345,1986,2011
"GRC",350,1986,2011
"CYP",352,1986,2011
"BUL",355,1986,2011
"ROM",360,1986,2011
"RUS",365,1986,2011
"FIN",375,1986,2011
"SWD",380,1986,2011
"NOR",385,1986,2011
"DEN",390,1986,2011
"ICE",395,1986,2011
"CAP",402,1986,2011
"STP",403,1986,2011
"GNB",404,1986,2011
"EQG",411,1986,2011
"GAM",420,1986,2011
"MLI",432,1986,2011
"SEN",433,1986,2011
