month day year HongKong  Singapore  Brazil  Argentina  UK  Germany  Canada  France  Japan  SP500
9    28    90	607.15	568.22	6944.1	763481	4444.3	638.46	698.80	1477.39	11.921	550.22
10    31    90	659.57	611.79	4120.1	682421	4291.4	545.11	660.76	1367.79	10.469	544.89
11    30    90	658.57	591.76	4301.1	721907	4495.3	609.34	652.98	1492.75	11.933	558.64
12    31    90	666.00	624.17	4137.0	682096	4638.4	612.66	670.43	1453.37	10.388	579.50
1    31    91	717.63	648.79	5994.9	699261	4672.4	580.48	698.88	1374.65	11.216	584.96
2    28    91	787.50	731.40	7266.7	824459	4853.9	595.00	703.64	1419.60	11.274	652.35
3    29    91	838.22	737.57	6506.7	1206646	4825.6	588.82	739.29	1439.55	12.153	649.04
4    30    91	823.10	751.85	6798.9	1236719	4958.5	541.43	746.54	1427.38	12.076	682.17
5    31    91	845.24	751.66	9876.2	1256854	4967.0	573.00	751.20	1409.13	12.036	662.83
6    28    91	847.04	733.64	9679.9	1157418	4756.8	590.41	780.88	1412.37	11.973	669.53
7    31    91	927.93	738.25	10649.4	1212604	4822.0	574.63	752.67	1372.63	11.359	687.72
8    30    91	926.99	705.41	10316.9	2371830	4989.3	550.40	779.01	1336.09	11.566	675.56
9    30    91	919.30	698.15	9891.0	2712949	5423.5	600.10	787.60	1515.64	11.167	697.37
10    31    91	934.62	718.19	9076.4	3384679	5435.6	584.67	767.88	1535.89	12.223	708.07
11    29    91	962.08	736.29	7331.4	2761535	5686.2	607.73	795.61	1607.65	12.585	686.26
12    31    91	996.61	779.13	11445.1	3451380	5574.6	616.66	765.74	1563.11	11.727	693.75
1    31    92	1088.39	801.79	15728.2	3452673	5637.4	598.97	782.18	1547.63	11.696	761.48
2    28    92	1175.58	795.48	15552.6	3106184	5762.5	624.52	782.83	1603.49	11.117	744.13
3    31    92	1175.94	765.87	17300.6	3443345	5662.6	641.51	776.92	1674.59	10.125	748.73
4    30    92	1274.77	786.14	17612.1	3874317	5557.4	632.42	748.79	1668.67	9.297	762.01
5    29    92	1456.17	806.57	17220.5	4193444	6275.7	663.58	734.83	1850.83	9.025	764.54
6    30    92	1477.56	797.59	11695.7	3160005	6536.4	694.24	741.37	1887.65	9.499	743.20
7    31    92	1408.66	798.52	13066.4	2667125	6418.6	721.39	745.85	1894.16	8.671	766.99
8    31    92	1348.49	769.96	12869.9	2184590	6163.3	663.55	749.83	1766.68	8.537	773.74
9    30    92	1344.64	789.32	14123.4	2007573	5360.1	610.30	728.17	1647.31	9.852	784.51
10    30    92	1502.85	804.54	12164.0	1844704	5509.7	597.41	688.96	1729.06	9.752	771.66
11    30    92	1399.79	834.37	10643.7	1695201	5389.0	570.30	690.04	1638.29	9.282	789.81
12    31    92	1315.87	828.00	12068.2	2095301	5768.0	593.06	679.90	1669.69	9.642	824.71
1    29    93	1369.37	839.68	11920.6	2117042	5848.7	574.17	687.84	1708.74	9.334	815.20
2    26    93	1516.07	858.62	14636.4	2000253	5334.5	581.07	686.48	1616.05	9.810	815.52
3    31    93	1519.84	856.85	14821.9	2169095	5479.0	626.01	719.12	1794.56	9.946	847.31
4    30    93	1630.52	920.31	14291.9	2089340	5622.6	644.25	737.98	1895.64	11.536	844.08
5    31    93	1776.10	952.61	16129.8	2044635	5514.4	615.99	767.48	1801.47	13.193	846.31
6    30    93	1695.10	909.02	17919.7	2190881	5382.2	595.75	771.82	1711.14	13.230	840.94
7    30    93	1689.22	928.81	18357.0	2210760	5463.1	602.88	770.33	1738.00	12.968	847.32
8    31    93	1804.10	1046.03	19353.0	2478300	5549.9	649.51	744.03	1818.10	14.221	869.21
9    30    93	1829.91	1087.06	20934.1	2644192	6074.1	729.34	775.26	2034.25	14.527	875.71
10    29    93	2268.39	1151.85	19449.0	2928270	5747.7	708.58	735.93	1901.34	13.613	891.86
11    30    93	2230.90	1135.34	20905.0	2785288	5923.1	735.73	797.96	1924.40	13.713	887.08
12    31    93	2853.12	1391.20	21448.3	3324564	6054.7	737.57	782.31	1919.68	11.328	896.20
1    31    94	2746.14	1357.63	28907.8	3710554	6458.8	775.57	827.19	2042.40	11.885	913.60
2    28    94	2458.69	1353.66	29792.3	3477502	6518.3	768.02	863.95	2159.37	14.337	902.92
3    31    94	2193.80	1223.46	30556.2	3052750	6298.9	747.19	819.31	2100.46	14.091	911.34
4    29    94	2203.14	1343.38	24077.6	3063200	5785.2	754.21	790.79	1951.85	13.673	858.23
5    31    94	2355.40	1353.11	23953.4	3402657	6036.7	815.73	788.46	2091.56	13.967	887.44
6    30    94	2164.51	1325.47	24491.8	2907717	5758.9	774.40	793.39	2009.77	14.801	893.32
7    29    94	2337.30	1359.37	28806.5	3140776	5742.8	787.66	744.00	1954.85	15.302	886.52
8    31    94	2469.93	1427.28	39139.7	3374608	6043.4	834.57	782.09	2160.17	15.066	907.96
9    30    94	2364.79	1488.03	42404.8	3304213	6477.5	852.50	835.17	2153.08	15.127	924.06
10    31    94	2382.54	1559.45	39380.5	3095681	6157.2	815.87	834.32	2027.00	14.820	925.13
11    30    94	2093.17	1472.75	37774.0	2892540	6060.0	808.78	822.89	1976.72	14.710	909.97
12    30    94	2028.58	1484.18	35694.4	2543163	6039.7	788.29	776.13	2006.88	14.027	905.07
1    31    95	1790.24	1366.44	32583.4	2430341	6095.0	829.23	790.01	1969.43	14.375	925.30
2    28    95	2064.80	1420.23	27640.7	1957060	5950.7	817.91	761.73	1938.34	13.728	957.25
3    31    95	2117.53	1452.99	24196.8	2317342	6054.4	920.96	786.38	2017.15	13.946	986.27
4    28    95	2057.84	1473.36	28947.7	2388377	6446.0	861.35	855.07	2194.13	14.985	1007.38
5    31    95	2328.87	1569.01	28836.7	2559242	6427.9	852.91	853.12	2135.54	14.277	1038.16
6    30    95	2291.28	1492.64	28026.5	2414482	6740.6	905.50	878.02	2272.61	13.848	1092.49
7    31    95	2337.75	1523.53	29134.6	2539644	6829.6	919.26	910.67	2218.27	12.756	1106.38
8    31    95	2260.55	1449.29	30667.5	2482962	6873.6	917.85	926.93	2191.87	12.929	1125.27
9    29    95	2395.79	1442.17	32235.8	2413188	6943.6	913.61	906.59	2137.98	12.841	1178.01
10    31    95	2400.96	1438.62	29239.1	2281367	7205.3	943.84	922.86	2104.13	13.503	1193.44
11    30    95	2407.55	1471.71	29202.5	2619308	7230.3	929.25	902.78	2178.48	13.007	1214.82
12    29    95	2486.44	1579.99	28704.5	2866191	7413.1	935.42	928.49	2167.06	13.761	1241.25
1    31    96	2806.81	1664.19	33675.4	3205676	7312.3	927.08	951.44	2172.17	14.188	1243.61
2    29    96	2775.52	1681.84	32340.2	2755726	7709.4	1030.74	994.77	2396.70	14.690	1319.48
3    29    96	2778.09	1656.28	31940.1	2853660	7552.8	1004.55	1002.22	2358.64	13.894	1329.42
4    30    96	2784.61	1667.53	32617.2	3152688	7433.0	985.94	1013.32	2398.95	14.520	1318.51
5    31    96	2868.09	1584.83	35136.6	3234283	7728.6	973.89	1048.79	2482.83	15.098	1369.58
6    28    96	2801.70	1529.11	36857.7	3293138	7732.6	987.82	1075.51	2461.17	14.576	1357.99
7    31    96	2674.05	1412.45	36626.6	2845876	7728.1	1026.57	1042.86	2550.65	14.857	1312.81
8    30    96	2761.59	1444.58	37162.3	2805387	7721.1	996.64	1012.53	2384.87	13.846	1372.58
9    30    96	2950.06	1442.14	37895.7	3057857	8100.2	1006.01	1055.84	2335.34	13.299	1409.15
10    31    96	3074.17	1393.39	38908.3	3038568	8603.6	1025.80	1111.21	2487.51	13.699	1469.08
11    29    96	3325.95	1445.91	38930.7	3250040	9071.8	1054.75	1186.33	2579.47	13.195	1536.54
12    31    96	3308.74	1471.48	40901.2	3446386	9144.4	1073.42	1256.16	2679.02	13.139	1546.61
1    31    97	3237.65	1502.86	45667.0	3754149	9244.4	1045.58	1259.26	2613.69	12.147	1612.27
2    28    97	3232.39	1486.89	50337.8	3789043	9219.5	1052.70	1283.92	2698.09	10.690	1690.57
3    31    97	3018.01	1373.36	49863.9	3706858	9230.8	1138.73	1272.45	2821.93	10.995	1637.35
4    30    97	3067.38	1300.82	53862.1	3901874	9548.7	1183.94	1203.05	2820.73	10.629	1599.53
5    30    97	3454.92	1385.15	57252.5	4205117	9857.1	1191.30	1270.41	2822.54	12.243	1741.91
6    30    97	3631.83	1361.80	63037.5	4292296	10117.7	1210.89	1342.33	2730.73	12.738	1880.21
7    31    97	3858.74	1326.60	64838.5	4611047	10328.7	1244.46	1380.35	2899.40	13.255	1919.10
8    29    97	3352.91	1212.44	54962.8	4483800	10521.6	1404.41	1454.66	3043.72	12.997	1944.24
9    30    97	3565.30	1258.96	60939.0	4649982	10542.3	1286.12	1388.32	2865.54	11.704	1998.62
10    31    97	2536.21	1018.17	46237.1	3781553	11717.2	1361.21	1467.03	3110.08	11.734	1987.72
11    28    97	2502.31	1110.99	47600.0	4093567	11018.2	1259.66	1394.71	2880.66	10.003	1991.52
12    31    97	2538.34	1029.36	52090.6	4294015	10835.2	1308.66	1351.86	2953.09	9.835	1998.86
1    30    98	2184.68	844.94	47687.9	3908228	11408.4	1338.28	1388.60	3002.95	9.457	2032.63
2    27    98	2617.42	1063.30	51310.9	4166897	12001.0	1411.55	1405.43	3184.59	10.238	2176.83
3    31    98	2563.27	1053.46	56122.1	4354114	13138.4	1488.47	1493.03	3428.03	9.944	2309.62
4    30    98	2292.14	985.78	53885.3	4300121	13549.7	1637.08	1590.34	3922.05	9.689	2382.28
5    29    98	1979.43	813.87	45518.4	3780912	13288.7	1669.02	1586.13	3983.47	9.253	2357.14
6    30    98	1874.54	710.42	43782.3	3587983	13614.7	1793.33	1571.76	4170.42	9.319	2341.30
7    31    98	1735.67	703.58	48070.2	3848705	13294.4	1886.78	1506.93	4303.59	9.082	2527.16
8    31    98	1619.64	564.57	29975.5	2641968	12950.6	1891.02	1393.07	4256.40	9.045	2341.28
9    30    98	1885.71	639.17	31250.8	3029883	12470.9	1668.34	1134.64	3978.11	8.493	2177.89
10    30    98	2512.34	790.64	32537.0	3447801	11933.7	1621.18	1121.09	3662.44	9.228	2271.14
11    30    98	2508.05	907.97	38262.8	3569034	12738.6	1623.08	1252.26	3885.95	8.904	2467.27
12    31    98	2464.34	896.81	31451.3	3250378	13649.8	1759.68	1290.17	4255.11	10.090	2545.94
1    29    99	2300.25	900.66	22850.1	3092783	14274.8	1755.23	1321.81	4311.47	9.786	2686.03
2    26    99	2323.17	889.66	23793.2	3138136	14448.2	1764.21	1442.92	4386.69	9.586	2661.70
3    31    99	2627.96	988.60	33232.0	3402566	14870.3	1649.40	1337.20	4177.08	9.847	2793.53
4    30    99	3214.18	1223.58	37365.6	4410301	14744.0	1585.43	1428.44	4203.07	11.105	2775.34
5    31    99	2956.74	1242.02	35812.0	4235027	14615.8	1730.67	1531.04	4421.06	11.054	2896.19
6    30    99	3239.57	1438.35	36920.0	4056362	13726.3	1607.51	1512.97	4270.31	10.982	2896.30
7    30    99	3135.34	1458.16	33980.3	3861608	13779.7	1681.77	1550.73	4359.55	12.102	3039.05
8    31    99	3164.07	1453.57	32296.1	4027335	13774.4	1666.00	1589.76	4412.15	13.496	2860.71
9    30    99	3037.60	1429.55	34339.0	4156502	13866.5	1681.99	1570.27	4537.51	13.354	2889.17
10    29    99	3196.60	1503.98	35126.0	4148150	13517.0	1708.28	1573.18	4719.02	13.917	2731.79
11    30    99	3611.60	1596.36	41859.3	4131288	14036.8	1740.24	1712.84	4811.46	14.161	3083.22
12    31    99	3931.06	1788.19	52931.4	4365065	14884.4	1831.55	1766.90	5089.41	14.856	3083.90
1    31    00	3632.56	1550.30	49707.1	4574487	15956.1	2156.45	2030.79	5699.65	15.445	3162.86
2    29    00	3846.12	1410.93	52463.1	5193648	14186.6	2080.61	2035.62	5320.15	14.750	2927.23
3    31    00	3949.47	1412.86	54278.7	4647685	14117.4	2296.40	2125.74	5792.83	15.398	3187.66
4    28    00	3579.93	1498.09	47316.9	4225986	15007.0	2208.26	2314.95	5723.01	15.791	3110.22
5    31    00	3171.30	1218.28	46698.7	3973180	14282.2	2010.96	2248.93	5517.28	15.053	3068.53
6    30    00	3418.12	1382.90	52597.0	4214244	13961.2	2060.22	2275.17	5990.29	14.379	3243.94
7    31    00	3650.21	1383.62	51976.2	4038876	13930.4	1913.39	2517.33	5790.22	14.788	3238.16
8    31    00	3683.34	1431.17	53295.4	3917770	14031.7	1939.62	2601.52	5795.57	13.511	3262.52
9    29    00	3382.04	1309.92	49893.8	3758003	13936.9	1812.01	2784.45	5536.93	14.185	3195.84
10    31    00	3155.73	1308.89	45991.4	3488820	13649.9	1702.26	2512.49	5138.33	13.475	3043.01
11    30    00	3045.13	1284.73	40848.4	3157470	13308.9	1813.63	2256.52	5304.77	12.785	2999.68
12    29    00	3351.57	1292.44	46613.2	3270764	13394.2	1710.23	2118.28	5147.77	12.042	2866.29
1    31    01	3449.27	1296.37	52804.2	4268224	13377.6	1847.80	2197.25	5313.58	11.347	2950.50
2    28    01	3370.60	1266.10	47371.4	3458085	12933.6	1780.47	1960.48	5038.48	10.852	2863.06
3    30    01	3015.53	1052.66	42001.1	3536469	11680.2	1523.23	1793.96	4434.35	10.108	2578.01
4    30    01	3014.50	1064.91	44148.6	3463325	12214.6	1640.15	1878.05	4759.04	11.182	2763.85
5    31    01	2980.36	1020.69	41864.3	3516560	12559.9	1616.68	1918.95	4871.22	11.210	2851.06
6    29    01	2821.12	1037.82	41250.4	3285217	11934.9	1529.46	1783.25	4451.06	10.403	2678.58
7    31    01	2815.05	1025.10	38301.4	2612708	11683.7	1529.27	1763.49	4273.16	9.869	2686.90
8    31    01	2621.40	1035.44	35036.4	2642681	11672.6	1470.67	1739.78	4403.07	9.905	2572.31
9    28    01	2216.62	823.84	29190.5	2017432	10321.1	1159.07	1519.71	3686.82	8.992	2252.14
10    31    01	2293.59	831.09	30804.7	1811183	10873.8	1250.48	1561.96	3903.21	8.858	2382.31
11    30    01	2595.54	894.42	33892.3	1748107	11637.1	1387.34	1680.31	4148.01	8.673	2557.41
12    31    01	2727.71	989.76	38693.0	2673136	11317.3	1374.51	1696.74	4112.22	8.024	2557.02
1    31    02	2679.44	1110.60	36237.6	2072384	11275.5	1396.45	1668.91	4040.69	7.834	2511.02
