Date      hour minute second  PRICE  SIZE
20100607     9 31 00    10.8700      1400
20100607     9 31 01    10.8600       100
20100607     9 31 01    10.8600       100
20100607     9 31 01    10.8600       100
20100607     9 31 01    10.8600       100
20100607     9 31 01    10.8600       100
20100607     9 31 01    10.8600       100
20100607     9 31 02    10.8700       100
20100607     9 31 02    10.8700       100
20100607     9 31 02    10.8700       100
20100607     9 31 02    10.8700       100
20100607     9 31 03    10.8700       100
20100607     9 31 05    10.8696      1000
20100607     9 31 07    10.8700      2600
20100607     9 31 09    10.8700      1000
20100607     9 31 11    10.8600       100
20100607     9 31 11    10.8600       100
20100607     9 31 11    10.8600       100
20100607     9 31 11    10.8600       300
20100607     9 31 11    10.8600       100
20100607     9 31 11    10.8600       100
20100607     9 31 11    10.8600       100
20100607     9 31 12    10.8700      1100
20100607     9 31 15    10.8601      1000
20100607     9 31 15    10.8699       200
20100607     9 31 18    10.8700      1000
20100607     9 31 18    10.8700       220
20100607     9 31 25    10.8600       200
20100607     9 31 26    10.8600       100
20100607     9 31 26    10.8600       800
20100607     9 31 26    10.8600       100
20100607     9 31 26    10.8600       600
20100607     9 31 26    10.8600       100
20100607     9 31 26    10.8600       100
20100607     9 31 26    10.8600       700
20100607     9 31 26    10.8600       100
20100607     9 31 26    10.8600       800
20100607     9 31 26    10.8600       800
20100607     9 31 26    10.8600       800
20100607     9 31 26    10.8600       100
20100607     9 31 26    10.8600       100
20100607     9 31 26    10.8700     10000
20100607     9 31 28    10.8601      3000
20100607     9 31 32    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       200
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700      6800
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       600
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8700       100
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       200
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8700       300
20100607     9 31 33    10.8800       200
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       200
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       200
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       200
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       100
20100607     9 31 33    10.8800       300
20100607     9 31 36    10.8900       300
20100607     9 31 37    10.8900       100
20100607     9 31 37    10.8900       100
20100607     9 31 39    10.8900       100
20100607     9 31 45    10.8884       100
20100607     9 31 45    10.8895       100
20100607     9 31 45    10.8895       100
20100607     9 31 45    10.8890       500
20100607     9 31 45    10.8900       200
20100607     9 31 45    10.8880      1000
20100607     9 31 46    10.8900       100
20100607     9 31 46    10.8900       200
20100607     9 31 46    10.8900       100
20100607     9 31 46    10.8800       100
20100607     9 31 46    10.8800       100
20100607     9 31 47    10.8800       100
20100607     9 31 47    10.8800       100
20100607     9 31 47    10.8800       199
20100607     9 31 47    10.8800       100
20100607     9 31 47    10.8800       400
20100607     9 31 47    10.8800       100
20100607     9 31 47    10.8800       100
20100607     9 31 47    10.8800       100
20100607     9 31 47    10.8800       100
20100607     9 31 47    10.8800       100
20100607     9 31 47    10.8800       100
20100607     9 31 47    10.8800       100
20100607     9 31 48    10.8800       200
20100607     9 31 48    10.8800       200
20100607     9 31 53    10.8900       100
20100607     9 31 53    10.8900       100
20100607     9 31 53    10.8900       100
20100607     9 31 54    10.8900       300
20100607     9 31 54    10.8899       100
20100607     9 31 54    10.8899       200
20100607     9 31 55    10.8850       100
20100607     9 31 56    10.8800       100
20100607     9 31 58    10.8899      5000
20100607     9 31 58    10.8800       100
20100607     9 31 58    10.8800       100
20100607     9 31 58    10.8800       100
20100607     9 31 58    10.8800       200
20100607     9 31 58    10.8800       100
20100607     9 31 59    10.8800       200
20100607     9 31 59    10.8800       192
20100607     9 31 59    10.8800       100
20100607     9 31 59    10.8800       100
20100607     9 31 59    10.8800       500
20100607     9 31 59    10.8800       100
20100607     9 31 59    10.8800       100
20100607     9 31 59    10.8800       100
20100607     9 31 59    10.8800       200
20100607     9 31 59    10.8800       200
20100607     9 31 59    10.8800       100
20100607     9 31 59    10.8800       100
20100607     9 31 59    10.8800       200
20100607     9 32 00    10.8800       100
20100607     9 32 01    10.8850       100
20100607     9 32 01    10.8800       100
20100607     9 32 02    10.8900       100
20100607     9 32 02    10.8900       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       300
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       200
20100607     9 32 02    10.8800       200
20100607     9 32 02    10.8800       200
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       300
20100607     9 32 02    10.8800       200
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       200
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       100
20100607     9 32 02    10.8800       200
20100607     9 32 02    10.8800       100
20100607     9 32 03    10.8800       200
20100607     9 32 10    10.8800       100
20100607     9 32 10    10.8784       500
20100607     9 32 10    10.8800       200
20100607     9 32 10    10.8800       200
20100607     9 32 10    10.8800       400
20100607     9 32 12    10.8800       100
20100607     9 32 13    10.8700       100
20100607     9 32 17    10.8701      1400
20100607     9 32 17    10.8739      4600
20100607     9 32 21    10.8800       100
20100607     9 32 21    10.8800       100
20100607     9 32 21    10.8700       500
20100607     9 32 21    10.8700       500
20100607     9 32 21    10.8700      6700
20100607     9 32 22    10.8723      1000
20100607     9 32 22    10.8800       300
20100607     9 32 22    10.8799      1300
20100607     9 32 27    10.8700      1500
20100607     9 32 27    10.8799      2000
20100607     9 32 28    10.8700      8400
20100607     9 32 29    10.8700       200
20100607     9 32 29    10.8700       100
20100607     9 32 29    10.8700       100
20100607     9 32 29    10.8700       500
20100607     9 32 29    10.8700       100
20100607     9 32 29    10.8750       600
20100607     9 32 29    10.8700       900
20100607     9 32 30    10.8750       200
20100607     9 32 30    10.8700       200
20100607     9 32 30    10.8700       100
20100607     9 32 30    10.8700       100
20100607     9 32 30    10.8700       300
20100607     9 32 30    10.8700       300
20100607     9 32 32    10.8775       100
20100607     9 32 35    10.8700       100
20100607     9 32 35    10.8700      1000
20100607     9 32 35    10.8700      1000
20100607     9 32 35    10.8700      1000
20100607     9 32 35    10.8700      7010
20100607     9 32 35    10.8600       100
20100607     9 32 36    10.8600       100
20100607     9 32 37    10.8600       100
20100607     9 32 38    10.8600       100
20100607     9 32 39    10.8600       100
20100607     9 32 40    10.8600       100
20100607     9 32 41    10.8600       100
20100607     9 32 42    10.8600       100
20100607     9 32 47    10.8600       410
20100607     9 32 47    10.8600       400
20100607     9 32 50    10.8601      1900
20100607     9 32 51    10.8700       100
20100607     9 32 51    10.8700       100
20100607     9 32 51    10.8700       100
20100607     9 32 51    10.8700       100
20100607     9 32 51    10.8700       200
20100607     9 32 51    10.8700       100
20100607     9 32 57    10.8600       128
20100607     9 32 57    10.8600       200
20100607     9 32 57    10.8700       100
20100607     9 32 57    10.8700       100
20100607     9 32 57    10.8700       100
20100607     9 32 57    10.8700       100
20100607     9 32 57    10.8700       300
20100607     9 32 57    10.8600       100
20100607     9 32 58    10.8600       100
20100607     9 32 59    10.8600       100
20100607     9 32 59    10.8700       804
20100607     9 32 59    10.8700       100
20100607     9 33 00    10.8600       200
20100607     9 33 00    10.8700       100
20100607     9 33 01    10.8600       100
20100607     9 33 02    10.8700       100
20100607     9 33 02    10.8600       100
20100607     9 33 03    10.8600       100
20100607     9 33 03    10.8600       200
20100607     9 33 04    10.8600       100
20100607     9 33 05    10.8600       100
20100607     9 33 05    10.8600       100
20100607     9 33 06    10.8700      2300
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       200
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       200
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       300
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8700       100
20100607     9 33 06    10.8796       500
20100607     9 33 07    10.8700       100
20100607     9 33 08    10.8700       100
20100607     9 33 08    10.8800       100
20100607     9 33 08    10.8800       100
20100607     9 33 08    10.8800       200
20100607     9 33 09    10.8700       100
20100607     9 33 10    10.8700       100
20100607     9 33 10    10.8700       100
20100607     9 33 10    10.8700       100
20100607     9 33 10    10.8700       200
20100607     9 33 10    10.8700       400
20100607     9 33 10    10.8700       100
20100607     9 33 10    10.8700       100
20100607     9 33 10    10.8700       100
20100607     9 33 11    10.8700       100
20100607     9 33 11    10.8700       100
20100607     9 33 11    10.8700       100
20100607     9 33 11    10.8700       900
20100607     9 33 11    10.8700       200
20100607     9 33 11    10.8700       600
20100607     9 33 12    10.8700       100
20100607     9 33 12    10.8800       100
20100607     9 33 12    10.8800       199
20100607     9 33 12    10.8800       100
20100607     9 33 12    10.8800       100
20100607     9 33 12    10.8800       200
20100607     9 33 12    10.8750       100
20100607     9 33 13    10.8796      1000
20100607     9 33 13    10.8700       100
20100607     9 33 13    10.8700       100
20100607     9 33 13    10.8750       600
20100607     9 33 14    10.8781       185
20100607     9 33 14    10.8700       100
20100607     9 33 17    10.8700       100
20100607     9 33 17    10.8700       100
20100607     9 33 17    10.8700       100
20100607     9 33 17    10.8799       200
20100607     9 33 17    10.8700       100
20100607     9 33 17    10.8800       138
20100607     9 33 19    10.8799      1000
20100607     9 33 22    10.8800       200
20100607     9 33 22    10.8800       200
20100607     9 33 22    10.8792       100
20100607     9 33 22    10.8792       100
20100607     9 33 22    10.8700       300
20100607     9 33 25    10.8700       200
20100607     9 33 31    10.8700       100
20100607     9 33 31    10.8700       300
20100607     9 33 31    10.8700       100
20100607     9 33 31    10.8700       100
20100607     9 33 31    10.8700       100
20100607     9 33 31    10.8700       100
20100607     9 33 31    10.8700       400
20100607     9 33 32    10.8800       100
20100607     9 33 33    10.8700      1000
20100607     9 33 33    10.8800       300
20100607     9 33 33    10.8700       100
20100607     9 33 34    10.8702       500
20100607     9 33 35    10.8700       100
20100607     9 33 35    10.8700       100
20100607     9 33 35    10.8800       500
20100607     9 33 35    10.8800       100
20100607     9 33 35    10.8800       100
20100607     9 33 35    10.8800       100
20100607     9 33 35    10.8800       100
20100607     9 33 35    10.8800       100
20100607     9 33 36    10.8700       100
20100607     9 33 36    10.8700       248
20100607     9 33 36    10.8700       200
20100607     9 33 36    10.8700       100
20100607     9 33 36    10.8700       100
20100607     9 33 36    10.8700       100
20100607     9 33 36    10.8700       100
20100607     9 33 36    10.8700       100
20100607     9 33 36    10.8700       200
20100607     9 33 36    10.8700       500
20100607     9 33 36    10.8700       200
20100607     9 33 37    10.8600       100
20100607     9 33 38    10.8700       200
20100607     9 33 38    10.8677       600
20100607     9 33 38    10.8700       100
20100607     9 33 38    10.8700       100
20100607     9 33 38    10.8700       100
20100607     9 33 38    10.8700       100
20100607     9 33 38    10.8700       100
20100607     9 33 38    10.8700       100
20100607     9 33 38    10.8700       200
20100607     9 33 38    10.8700       200
20100607     9 33 38    10.8700       100
20100607     9 33 38    10.8700       200
20100607     9 33 38    10.8700       400
20100607     9 33 38    10.8700       700
20100607     9 33 38    10.8700       100
20100607     9 33 38    10.8700       100
20100607     9 33 38    10.8800       100
20100607     9 33 38    10.8750       100
20100607     9 33 38    10.8800       100
20100607     9 33 38    10.8800       100
20100607     9 33 38    10.8800       100
20100607     9 33 38    10.8800       100
20100607     9 33 38    10.8800       100
20100607     9 33 38    10.8800       100
20100607     9 33 38    10.8800       100
20100607     9 33 38    10.8800       200
20100607     9 33 38    10.8900       100
20100607     9 33 38    10.8800       100
20100607     9 33 38    10.8900       100
20100607     9 33 38    10.8900       100
20100607     9 33 38    10.8900       200
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8900       500
20100607     9 33 39    10.8900       200
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8900       200
20100607     9 33 39    10.8800       100
20100607     9 33 39    10.8850       300
20100607     9 33 39    10.8800       100
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8900       200
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8900       200
20100607     9 33 39    10.8900       200
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8900       100
20100607     9 33 39    10.8800       100
20100607     9 33 39    10.8824       225
20100607     9 33 40    10.8800       200
20100607     9 33 40    10.8800       100
20100607     9 33 40    10.8800       100
20100607     9 33 40    10.8800       100
20100607     9 33 40    10.8800       100
20100607     9 33 40    10.8800       100
20100607     9 33 40    10.8850       100
20100607     9 33 40    10.8800       200
20100607     9 33 40    10.8800       100
20100607     9 33 40    10.8800       100
20100607     9 33 40    10.8800       100
20100607     9 33 40    10.8800       100
20100607     9 33 40    10.8800       400
20100607     9 33 40    10.8700       100
20100607     9 33 40    10.8700       200
20100607     9 33 40    10.8700       100
20100607     9 33 40    10.8700       100
20100607     9 33 40    10.8700       100
20100607     9 33 40    10.8700       200
20100607     9 33 41    10.8700       100
20100607     9 33 41    10.8700       100
20100607     9 33 41    10.8700       100
20100607     9 33 41    10.8700       200
20100607     9 33 41    10.8700       100
20100607     9 33 41    10.8700       200
20100607     9 33 41    10.8700       200
20100607     9 33 41    10.8700       100
20100607     9 33 41    10.8700       100
20100607     9 33 41    10.8635       100
20100607     9 33 43    10.8699      1000
20100607     9 33 44    10.8600       200
20100607     9 33 47    10.8700       100
20100607     9 33 50    10.8600      1000
20100607     9 33 51    10.8600       600
20100607     9 33 51    10.8600       100
20100607     9 33 51    10.8600       200
20100607     9 33 51    10.8600       100
20100607     9 33 51    10.8600      1000
20100607     9 33 51    10.8600       300
20100607     9 33 51    10.8600       100
20100607     9 33 51    10.8600       200
20100607     9 33 51    10.8600       200
20100607     9 33 51    10.8600       900
20100607     9 33 51    10.8600      1100
20100607     9 33 51    10.8600       900
20100607     9 33 51    10.8600       100
20100607     9 33 52    10.8500       500
20100607     9 33 52    10.8519       101
20100607     9 33 52    10.8500       101
20100607     9 33 52    10.8600      2339
20100607     9 33 52    10.8600      1000
20100607     9 33 53    10.8600       100
20100607     9 33 53    10.8500       436
20100607     9 33 53    10.8600       100
20100607     9 33 53    10.8600       100
20100607     9 33 53    10.8500       100
20100607     9 33 53    10.8500       200
20100607     9 33 53    10.8500       600
20100607     9 33 53    10.8500       100
20100607     9 33 53    10.8500       200
20100607     9 33 53    10.8500       500
20100607     9 33 53    10.8600       100
20100607     9 33 53    10.8500       100
20100607     9 33 53    10.8500       100
20100607     9 33 53    10.8500       500
20100607     9 33 54    10.8500      8400
20100607     9 33 54    10.8500       100
20100607     9 33 54    10.8500       100
20100607     9 33 54    10.8500       100
20100607     9 33 54    10.8500       100
20100607     9 33 54    10.8500       100
20100607     9 33 54    10.8400      3900
20100607     9 33 54    10.8300       200
20100607     9 33 54    10.8500       300
20100607     9 33 54    10.8500       100
20100607     9 33 54    10.8500       100
20100607     9 33 54    10.8500       100
20100607     9 33 54    10.8300      1100
20100607     9 33 54    10.8400       100
20100607     9 33 54    10.8500       100
20100607     9 33 54    10.8500       184
20100607     9 33 54    10.8500       116
20100607     9 33 54    10.8400       100
20100607     9 33 54    10.8400       100
20100607     9 33 54    10.8400       104
20100607     9 33 54    10.8500       460
20100607     9 33 55    10.8400       233
20100607     9 33 55    10.8400       100
20100607     9 33 57    10.8400       100
20100607     9 34 01    10.8475       100
20100607     9 34 02    10.8400       200
20100607     9 34 02    10.8400       700
20100607     9 34 02    10.8400       300
20100607     9 34 02    10.8400       900
20100607     9 34 02    10.8400       100
20100607     9 34 02    10.8400       100
20100607     9 34 02    10.8400       100
20100607     9 34 02    10.8400       100
20100607     9 34 02    10.8400       100
20100607     9 34 02    10.8400       200
20100607     9 34 02    10.8300       200
20100607     9 34 02    10.8400       100
20100607     9 34 03    10.8400       100
20100607     9 34 03    10.8400       100
20100607     9 34 03    10.8400       100
20100607     9 34 03    10.8400       100
20100607     9 34 03    10.8400       200
20100607     9 34 03    10.8400       100
20100607     9 34 03    10.8400       100
20100607     9 34 03    10.8400       100
20100607     9 34 03    10.8400       100
20100607     9 34 03    10.8400       100
20100607     9 34 03    10.8400       200
20100607     9 34 05    10.8400      1800
20100607     9 34 08    10.8401      5000
20100607     9 34 09    10.8400       100
20100607     9 34 09    10.8400       200
20100607     9 34 09    10.8400       100
20100607     9 34 09    10.8300       100
20100607     9 34 09    10.8300       100
20100607     9 34 09    10.8400       100
20100607     9 34 09    10.8400       100
20100607     9 34 09    10.8400       700
20100607     9 34 09    10.8400       200
20100607     9 34 09    10.8400       100
20100607     9 34 09    10.8400       100
20100607     9 34 09    10.8400       100
20100607     9 34 09    10.8300       100
20100607     9 34 09    10.8400       900
20100607     9 34 09    10.8400       100
20100607     9 34 09    10.8300       200
20100607     9 34 09    10.8400       100
20100607     9 34 09    10.8400       200
20100607     9 34 09    10.8400       100
20100607     9 34 09    10.8400       200
20100607     9 34 09    10.8350       100
20100607     9 34 09    10.8400       200
20100607     9 34 09    10.8300       100
20100607     9 34 10    10.8384      1000
20100607     9 34 10    10.8400       100
20100607     9 34 10    10.8400       200
20100607     9 34 10    10.8400       100
20100607     9 34 10    10.8400       200
20100607     9 34 10    10.8400       100
20100607     9 34 10    10.8400       100
20100607     9 34 10    10.8400       100
20100607     9 34 10    10.8400       200
20100607     9 34 10    10.8500       100
20100607     9 34 10    10.8500       700
20100607     9 34 10    10.8500       100
20100607     9 34 10    10.8500       600
20100607     9 34 10    10.8500       200
20100607     9 34 11    10.8500       100
20100607     9 34 12    10.8500       100
20100607     9 34 13    10.8500       100
20100607     9 34 13    10.8400       100
20100607     9 34 13    10.8400       100
20100607     9 34 13    10.8400       200
20100607     9 34 13    10.8400       300
20100607     9 34 13    10.8400       100
20100607     9 34 13    10.8400       100
20100607     9 34 13    10.8400       400
20100607     9 34 13    10.8400       100
20100607     9 34 13    10.8400       200
20100607     9 34 13    10.8400       100
20100607     9 34 13    10.8400       100
20100607     9 34 13    10.8500       100
20100607     9 34 14    10.8400       100
20100607     9 34 17    10.8300       700
20100607     9 34 20    10.8300       200
20100607     9 34 24    10.8400       100
20100607     9 34 24    10.8300       100
20100607     9 34 24    10.8300       100
20100607     9 34 24    10.8300       100
20100607     9 34 24    10.8300       100
20100607     9 34 24    10.8300       400
20100607     9 34 27    10.8392       100
20100607     9 34 27    10.8390       100
20100607     9 34 27    10.8390       200
20100607     9 34 27    10.8400       100
20100607     9 34 27    10.8300       100
20100607     9 34 29    10.8300       200
20100607     9 34 29    10.8350       240
20100607     9 34 29    10.8301      2560
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       500
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       400
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       400
20100607     9 34 31    10.8300       200
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       300
20100607     9 34 31    10.8300       200
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       200
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       200
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       400
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8300       100
20100607     9 34 31    10.8200       100
20100607     9 34 33    10.8299      1000
20100607     9 34 33    10.8300       100
20100607     9 34 33    10.8300       100
20100607     9 34 34    10.8300       100
20100607     9 34 35    10.8200       100
20100607     9 34 37    10.8400       100
20100607     9 34 37    10.8400       200
20100607     9 34 37    10.8400       100
