Mon Day Year    World   US
 03 10  2000 	28.8	29.11	
 03 17  2000 	27.35	27.89	
 03 24  2000 	25.12	25.08	
 03 31  2000 	24.37	24.29	
 04 07  2000 	23.39	23.26	
 04 14  2000 	21.93	22.05	
 04 21  2000 	22.74	23	
 04 28  2000 	23.28	23.32	
 05 05  2000 	24.29	24.4	
 05 12  2000 	26.2	25.77	
 05 19  2000 	27.37	26.96	
 05 26  2000 	27.65	26.93	
 06 02  2000 	27.72	27.14	
 06 09  2000 	27.69	27.02	
 06 16  2000 	28.98	28.56	
 06 23  2000 	28.51	28.37	
 06 30  2000 	29.27	28.78	
 07 07  2000 	28.7	27.58	
 07 14  2000 	28.14	27.03	
 07 21  2000 	26.94	26.32	
 07 28  2000 	25.06	24.74	
 08 04  2000 	25.21	24.78	
 08 11  2000 	26.84	26.68	
 08 18  2000 	27.93	27.88	
 08 25  2000 	28.43	28.36	
 09 01  2000 	30.59	29.81	
 09 08  2000 	32.32	31.5	
 09 15  2000 	30.63	30.08	
 09 22  2000 	31.39	30.94	
 09 29  2000 	28.28	27.93	
 10 06  2000 	28.33	27.49	
 10 13  2000 	30.64	30.13	
 10 20  2000 	29.71	29.03	
 10 27  2000 	30.46	29.73	
 11 03  2000 	29.37	28.49	
 11 10  2000 	30.27	29.09	
 11 17  2000 	31.06	30.26	
 11 24  2000 	30.68	30.39	
 12 01  2000 	29.66	29.2	
 12 08  2000 	25.45	24.7	
 12 15  2000 	23.3	22.84	
 12 22  2000 	21.7	21.07	
 12 29  2000 	20.95	20.38	
 01 05  2001 	22.1	21.77	
 01 12  2001 	23.18	22.91	
 01 19  2001 	23.73	23.59	
 01 26  2001 	24.78	24.37	
 02 02  2001 	24.76	23.74	
 02 09  2001 	26.88	25.67	
 02 16  2001 	25.4	24.18	
 02 23  2001 	24.47	23.36	
 03 02  2001 	23.44	22.5	
 03 09  2001 	24.2	23.42	
 03 16  2001 	23.03	22.01	
 03 23  2001 	22.41	21.17	
 03 30  2001 	22.69	21.78	
 04 06  2001 	22.76	21.82	
 04 13  2001 	24.1	22.86	
 04 20  2001 	24.78	23.23	
 04 27  2001 	24.48	22.89	
 05 04  2001 	25.38	23.97	
 05 11  2001 	25.44	23.96	
 05 18  2001 	25.89	24.46	
 05 25  2001 	26.61	24.96	
 06 01  2001 	26.55	24.67	
 06 08  2001 	26.45	24.28	
 06 15  2001 	26.12	24.5	
 06 22  2001 	24.64	23.38	
 06 29  2001 	24.16	22.91	
 07 06  2001 	23.73	22.58	
 07 13  2001 	23.52	22.64	
 07 20  2001 	22.42	21.38	
 07 27  2001 	23.23	22.28	
 08 03  2001 	23.61	22.48	
 08 10  2001 	24.24	23.19	
 08 17  2001 	24.37	23.32	
 08 24  2001 	24.09	23.08	
 08 31  2001 	24.66	23.57	
 09 07  2001 	24.9	23.89	
 09 14  2001 	24.9	23.89	
 09 21  2001 	24.73	23.7	
 09 28  2001 	20.86	19.61	
 10 05  2001 	20.09	19.13	
 10 12  2001 	19.67	18.96	
 10 19  2001 	19.16	18.02	
 10 26  2001 	18.92	17.66	
 11 02  2001 	18.31	17.03	
 11 09  2001 	17.7	16.36	
 11 16  2001 	17.06	15.62	
 11 23  2001 	16.61	14.87	
 11 30  2001 	17.24	15.76	
 12 07  2001 	17.35	15.96	
 12 14  2001 	16.7	15.16	
 12 21  2001 	17.18	15.59	
 12 28  2001 	18.24	16.75	
 01 04  2002 	18.68	17.06	
 01 11  2002 	19.08	17.6	
 01 18  2002 	17.26	15.71	
 01 25  2002 	17.1	15.67	
 02 01  2002 	17.77	16.53	
 02 08  2002 	18.14	16.97	
 02 15  2002 	18.92	18	
 02 22  2002 	18.36	17.54	
 03 01  2002 	19.16	18.62	
 03 08  2002 	20.46	20.02	
 03 15  2002 	21.94	21.62	
 03 22  2002 	22.87	22.53	
 03 29  2002 	23.38	23.12	
 04 05  2002 	24.83	24	
 04 12  2002 	23.39	22.86	
 04 19  2002 	22.94	22.1	
 04 26  2002 	24.32	23.34	
 05 03  2002 	24.5	24.16	
 05 10  2002 	24.28	23.91	
 05 17  2002 	24.46	24.69	
 05 24  2002 	24.04	24.98	
 05 31  2002 	22.83	22.01	
 06 07  2002 	22.31	21.66	
 06 14  2002 	22.14	21.33	
 06 21  2002 	23.38	22.92	
 06 28  2002 	24.06	23.66	
 07 05  2002 	24.14	23.73	
 07 12  2002 	24.4	23.94	
 07 19  2002 	25.19	24.9	
 07 26  2002 	24.5	24.3	
 08 02  2002 	24.51	24.28	
 08 09  2002 	24.29	23.95	
 08 16  2002 	25.25	24.95	
 08 23  2002 	26.23	25.87	
 08 30  2002 	26.13	25.74	
 09 06  2002 	26.07	25.54	
 09 13  2002 	26.79	26.29	
 09 20  2002 	26.73	26.39	
 09 27  2002 	27.56	27.24	
 10 04  2002 	27.44	27.08	
 10 11  2002 	26.85	26.35	
 10 18  2002 	26.81	26.24	
 10 25  2002 	25.82	25.11	
 11 01  2002 	24.53	23.61	
 11 08  2002 	23.43	22.56	
 11 15  2002 	22.1	21.46	
 11 22  2002 	22.52	21.92	
 11 29  2002 	23.3	22.66	
 12 06  2002 	24.27	23.48	
 12 13  2002 	24.85	24.04	
 12 20  2002 	27.26	26.34	
 12 27  2002 	28.95	28.23	
 01 03  2003 	29.03	28.52	
 01 10  2003 	28.77	28.44	
 01 17  2003 	29.61	29.21	
 01 24  2003 	30.02	29.71	
 01 31  2003 	29.73	29.31	
 02 07  2003 	30	29.46	
 02 14  2003 	30.99	30.65	
 02 21  2003 	31.22	30.79	
 02 28  2003 	31.81	31.35	
 03 07  2003 	31.71	31.14	
 03 14  2003 	31.68	30.87	
 03 21  2003 	27.18	26.51	
 03 28  2003 	24.21	23.45	
 04 04  2003 	25.01	24.38	
 04 11  2003 	23.31	22.69	
 04 18  2003 	23.19	22.7	
 04 25  2003 	23.59	23.11	
 05 02  2003 	22.04	21.53	
 05 09  2003 	22.33	21.83	
 05 16  2003 	24.07	23.53	
 05 23  2003 	24.92	24.95	
 05 30  2003 	24.89	24.48	
 06 06  2003 	25.72	25.5	
 06 13  2003 	26.34	26.13	
 06 20  2003 	25.13	25.07	
 06 27  2003 	25.51	24.95	
 07 04  2003 	26.52	26.28	
 07 11  2003 	26.66	26.14	
 07 18  2003 	27.47	26.9	
 07 25  2003 	26.91	26.72	
 08 01  2003 	26.66	26.48	
 08 08  2003 	28.39	28.2	
 08 15  2003 	28.32	27.91	
 08 22  2003 	27.77	27.3	
 08 29  2003 	28.34	27.84	
 09 05  2003 	27.05	26.49	
 09 12  2003 	25.6	25.09	
 09 19  2003 	24.65	24.09	
 09 26  2003 	24.65	23.86	
 10 03  2003 	26.29	25.39	
 10 10  2003 	27.59	26.69	
 10 17  2003 	29.29	28.34	
 10 24  2003 	27.64	26.69	
 10 31  2003 	26.96	26.23	
 11 07  2003 	26.28	25.71	
 11 14  2003 	27.44	27.03	
 11 21  2003 	28.24	27.94	
 11 28  2003 	27.28	26.76	
 12 05  2003 	27.23	26.62	
 12 12  2003 	28.1	27.46	
 12 19  2003 	28.15	26.84	
 12 26  2003 	28.13	27.77	
 01 02  2004 	28	27.63	
 01 09  2004 	28.98	28.57	
 01 16  2004 	29.86	29.49	
 01 23  2004 	29.66	29.28	
 01 30  2004 	28.74	28.49	
 02 06  2004 	27.56	27.23	
 02 13  2004 	27.49	27.1	
 02 20  2004 	28.87	28.51	
 02 27  2004 	29.45	29.02	
 03 05  2004 	30.88	30.42	
 03 12  2004 	31.15	30.74	
 03 19  2004 	31.46	31.08	
 03 26  2004 	31.51	31.09	
 04 02  2004 	30.07	29.82	
 04 09  2004 	29.55	29.95	
 04 16  2004 	31.21	31.05	
 04 23  2004 	31.24	31.11	
 04 30  2004 	31.75	31.71	
 05 07  2004 	33.63	33.4	
 05 14  2004 	35.01	34.61	
 05 21  2004 	36.15	35.56	
 05 28  2004 	35.49	34.98	
 06 04  2004 	35.29	34.83	
 06 11  2004 	32.93	32.78	
 06 18  2004 	32.6	32.44	
 06 25  2004 	32.79	32.43	
 07 02  2004 	31.61	31.15	
 07 09  2004 	34.12	33.57	
 07 16  2004 	34.94	34.3	
 07 23  2004 	35.9	35.14	
 07 30  2004 	36.84	36.08	
 08 06  2004 	38.27	37.51	
 08 13  2004 	39.03	38.16	
 08 20  2004 	40.68	39.84	
 08 27  2004 	39.29	38.58	
 09 03  2004 	37.05	36.31	
 09 10  2004 	37.16	36.68	
 09 17  2004 	37.48	37.01	
 09 24  2004 	39.8	39.55	
 10 01  2004 	41.62	41.2	
 10 08  2004 	42.26	42.02	
 10 15  2004 	44.31	44.22	
 10 22  2004 	44.27	44.44	
 10 29  2004 	44.98	46	
 11 05  2004 	40.84	41.7	
 11 12  2004 	38.16	39.3	
 11 19  2004 	35.77	36.74	
 11 26  2004 	37.71	38.81	
 12 03  2004 	36.83	35.8	
 12 10  2004 	32.25	30.3	
 12 17  2004 	33.21	31.45	
 12 24  2004 	36.16	34.2	
 12 31  2004 	33.05	32.07	
 01 07  2005 	35.16	33.79	
 01 14  2005 	38.26	36.96	
 01 21  2005 	39.49	38.16	
 01 28  2005 	42.76	39.14	
 02 04  2005 	41.54	37.92	
 02 11  2005 	40.4	36.58	
 02 18  2005 	42.05	38.08	
 02 25  2005 	44.35	40.57	
 03 04  2005 	45.07	43.38	
 03 11  2005 	46.96	45.46	
 03 18  2005 	48.06	46.42	
 03 25  2005 	48.75	46.97	
 04 01  2005 	46.84	45.32	
 04 08  2005 	49.48	47.69	
 04 15  2005 	46.18	44.23	
 04 22  2005 	46	43.96	
 04 29  2005 	47.59	45.9	
 05 06  2005 	45.2	43.36	
 05 13  2005 	45.12	43.62	
 05 20  2005 	42.93	41.17	
 05 27  2005 	43.67	41.76	
 06 03  2005 	46.65	44.79	
 06 10  2005 	48.74	46.89	
 06 17  2005 	49.5	47.77	
 06 24  2005 	52.55	51.22	
 07 01  2005 	52.55	50.89	
 07 08  2005 	53.56	52.01	
 07 15  2005 	53.93	52.57	
 07 22  2005 	52.24	50.59	
 07 29  2005 	53.18	51.73	
 08 05  2005 	55.05	53.65	
 08 12  2005 	57.74	56.28	
 08 19  2005 	58.99	57.56	
 08 26  2005 	58.74	57.66	
 09 02  2005 	60.75	59.84	
 09 09  2005 	59.18	58.09	
 09 16  2005 	56.93	55.86	
 09 23  2005 	58.2	58.11	
 09 30  2005 	58.12	57.79	
 10 07  2005 	55.99	55.47	
 10 14  2005 	54.5	54.14	
 10 21  2005 	53.96	53.64	
 10 28  2005 	53.32	51.84	
 11 04  2005 	53.39	51.74	
 11 11  2005 	52.16	50.31	
 11 18  2005 	49.46	47.86	
 11 25  2005 	49.41	48.17	
 12 02  2005 	49.42	48.08	
 12 09  2005 	51.88	50.11	
 12 16  2005 	53.75	51.58	
 12 23  2005 	51.66	49.37	
 12 30  2005 	51.73	49.56	
 01 06  2006 	55.12	53.28	
 01 13  2006 	56.75	55.05	
 01 20  2006 	58.02	56.45	
 01 27  2006 	59.67	57.7	
 02 03  2006 	59.84	57.57	
 02 10  2006 	57.05	54.7	
 02 17  2006 	53.9	51.35	
 02 24  2006 	54.17	51.43	
 03 03  2006 	55.98	52.96	
 03 10  2006 	56.23	53.61	
 03 17  2006 	56.49	53.8	
 03 24  2006 	56.63	54.18	
 03 31  2006 	58.8	56.68	
 04 07  2006 	61.27	58.82	
 04 14  2006 	62.99	60.99	
 04 21  2006 	66.02	64	
 04 28  2006 	66.85	64.89	
 05 05  2006 	66.94	65.54	
 05 12  2006 	65.37	64.68	
 05 19  2006 	64.1	63.38	
 05 26  2006 	63.49	62.83	
 06 02  2006 	64.67	63.84	
 06 09  2006 	64.21	62.97	
 06 16  2006 	62.66	61.46	
 06 23  2006 	62.26	60.89	
 06 30  2006 	65.11	63.44	
 07 07  2006 	67.74	66.54	
 07 14  2006 	68.47	67.24	
 07 21  2006 	69.39	67.98	
 07 28  2006 	68.08	66.57	
 08 04  2006 	69.79	68.13	
 08 11  2006 	71.45	69.52	
 08 18  2006 	67.86	66.15	
 08 25  2006 	66.45	64.86	
 09 01  2006 	64.49	63.18	
 09 08  2006 	62.02	60.49	
 09 15  2006 	58.89	57.28	
 09 22  2006 	56.38	54.46	
 09 29  2006 	54.93	53.26	
 10 06  2006 	54.92	52.75	
 10 13  2006 	53.72	51.78	
 10 20  2006 	53.86	51.87	
 10 27  2006 	53.58	51.61	
 11 03  2006 	53.32	50.65	
 11 10  2006 	54.36	51.71	
 11 17  2006 	54.34	51.5	
 11 24  2006 	53.53	50.42	
 12 01  2006 	56.13	53.54	
 12 08  2006 	58.21	55.55	
 12 15  2006 	56.94	54.79	
 12 22  2006 	57.22	55.09	
 12 29  2006 	55.95	54	
 01 05  2007 	54.63	51.57	
 01 12  2007 	50.12	47.72	
 01 19  2007 	48.2	45.29	
 01 26  2007 	50.14	46.94	
 02 02  2007 	52.11	49.35	
 02 09  2007 	54.38	52.15	
 02 16  2007 	53.65	51.62	
 02 23  2007 	54.46	52.31	
 03 02  2007 	57.83	55.18	
 03 09  2007 	58.04	55.53	
 03 16  2007 	58.03	54.39	
 03 23  2007 	57.78	54.02	
 03 30  2007 	61.81	58.08	
 04 06  2007 	64.93	60.53	
 04 13  2007 	63.54	59.21	
 04 20  2007 	62.97	58.66	
 04 27  2007 	63.25	59.19	
 05 04  2007 	63.4	59.76	
 05 11  2007 	61.55	58.06	
 05 18  2007 	63.92	60.29	
 05 25  2007 	66.75	63.11	
 06 01  2007 	65.37	62.1	
 06 08  2007 	66.79	64.1	
 06 15  2007 	66.18	63.45	
 06 22  2007 	68.29	65.69	
 06 29  2007 	67.84	65.51	
 07 06  2007 	69.91	67.65	
 07 13  2007 	73.44	70.63	
 07 20  2007 	74.43	71.71	
 07 27  2007 	73.69	71.36	
 08 03  2007 	73.81	72.19	
 08 10  2007 	69.87	68.09	
 08 17  2007 	68.15	66.29	
 08 24  2007 	67.1	65.16	
 08 31  2007 	68.46	66.47	
 09 07  2007 	71.42	68.93	
 09 14  2007 	73.23	70.24	
 09 21  2007 	74.97	72.62	
 09 28  2007 	75.91	73.5	
 10 05  2007 	75.57	73.65	
 10 12  2007 	75.66	73.39	
 10 19  2007 	80.12	77.84	
 10 26  2007 	81.27	79.47	
 11 02  2007 	86.02	83.69	
 11 09  2007 	89.64	86.88	
 11 16  2007 	87.79	85.21	
 11 23  2007 	90.54	87.93	
 11 30  2007 	90.32	87.22	
 12 07  2007 	85.91	81.95	
 12 14  2007 	86.79	82.44	
 12 21  2007 	88.02	83.41	
 12 28  2007 	89.76	85.52	
 01 04  2008 	92.93	88.41	
 01 11  2008 	92.82	89.6	
 01 18  2008 	88.18	85.36	
 01 25  2008 	85.53	82.66	
 02 01  2008 	88.71	85.36	
 02 08  2008 	86.8	83.21	
 02 15  2008 	89.91	85.5	
 02 22  2008 	93.51	89.61	
 02 29  2008 	95.15	91.74	
 03 07  2008 	98.01	95.15	
 03 14  2008 	102.56	99.76	
 03 21  2008 	102.03	99.67	
 03 28  2008 	99.32	96.65	
 04 04  2008 	98.39	95.56	
 04 11  2008 	103.22	101.22	
 04 18  2008 	107.28	105.27	
 04 25  2008 	111.03	109.25	
 05 02  2008 	110.21	108.98	
 05 09  2008 	115.11	112.96	
 05 16  2008 	119.91	116.32	
 05 23  2008 	123.35	120.16	
 05 30  2008 	126.06	121.92	
 06 06  2008 	121.36	117.82	
 06 13  2008 	129.7	125.28	
 06 20  2008 	129.78	125.93	
 06 27  2008 	131.41	128.02	
 07 04  2008 	137.11	133.6	
 07 11  2008 	135.55	133.32	
 07 18  2008 	136.32	134.44	
 07 25  2008 	125.11	122.59	
 08 01  2008 	121.29	119.05	
 08 08  2008 	117.03	115.62	
 08 15  2008 	110.45	108.11	
 08 22  2008 	109.26	108.15	
 08 29  2008 	111.83	110.04	
 09 05  2008 	106.41	105.26	
 09 12  2008 	98.53	96.46	
 09 19  2008 	90.3	88.73	
 09 26  2008 	98.82	97.9	
 10 03  2008 	93.38	91.7	
 10 10  2008 	82	80.91	
 10 17  2008 	70.6	69.28	
 10 24  2008 	64.48	62.81	
 10 31  2008 	59.3	57.53	
 11 07  2008 	58.66	56.26	
 11 14  2008 	52.19	50.23	
 11 21  2008 	47.04	44.57	
 11 28  2008 	45.72	43.61	
 12 05  2008 	43.12	41.07	
 12 12  2008 	38.73	36.58	
 12 19  2008 	40.99	37.8	
 12 26  2008 	35.99	31.84	
 01 02  2009 	34.57	31.76	
 01 09  2009 	43.12	39.84	
 01 16  2009 	40.98	38.24	
 01 23  2009 	41.05	38.21	
 01 30  2009 	42.07	40.6	
 02 06  2009 	41.77	39.42	
 02 13  2009 	43.04	40.48	
 02 20  2009 	39.87	37.2	
 02 27  2009 	40.22	38.6	
 03 06  2009 	42.85	41.31	
 03 13  2009 	42.91	42.39	
 03 20  2009 	44.9	44.51	
 03 27  2009 	50.1	49.47	
 04 03  2009 	48.09	47.51	
 04 10  2009 	50.27	48.85	
 04 17  2009 	50.68	49.06	
 04 24  2009 	48.38	46.67	
 05 01  2009 	48.91	47.82	
 05 08  2009 	52.92	52.2	
 05 15  2009 	55.87	55.21	
 05 22  2009 	56.93	56.12	
 05 29  2009 	59.94	59.36	
 06 05  2009 	65.62	63.7	
 06 12  2009 	68.24	65.98	
 06 19  2009 	69.25	67.56	
 06 26  2009 	67.68	65.92	
 07 03  2009 	68.47	66.87	
 07 10  2009 	62.5	60.87	
 07 17  2009 	59.99	58.06	
 07 24  2009 	64.63	62.44	
 07 31  2009 	67.5	65.42	
 08 07  2009 	71.52	68.87	
 08 14  2009 	71.99	69.73	
 08 21  2009 	70.58	68.52	
 08 28  2009 	71.6	70.03	
 09 04  2009 	68.07	65.78	
 09 11  2009 	67.82	67.23	
 09 18  2009 	68.02	67.65	
 09 25  2009 	67.55	66.8	
 10 02  2009 	65	64.13	
 10 09  2009 	67.24	66.32	
 10 16  2009 	70.94	69.62	
 10 23  2009 	76.11	74.8	
 10 30  2009 	76.49	75.64	
 11 06  2009 	76.34	75.31	
 11 13  2009 	76.17	74.45	
 11 20  2009 	76.5	74.36	
 11 27  2009 	75.75	73.34	
 12 04  2009 	76.18	73.52	
 12 11  2009 	73.89	71.78	
 12 18  2009 	70.6	68.51	
 12 25  2009 	71.75	69.94	
 01 01  2010 	75.55	74.01	
 01 08  2010 	78.89	77.97	
 01 15  2010 	78.65	77.9	
 01 22  2010 	75.26	74.29	
 01 29  2010 	71.99	71.29	
 02 05  2010 	72.28	70.76	
 02 12  2010 	70.42	70.13	
 02 19  2010 	73.46	72.87	
 02 26  2010 	75.98	75.51	
 03 05  2010 	76.45	75.78	
 03 12  2010 	78.17	77.34	
 03 19  2010 	77.92	77.26	
 03 26  2010 	77.6	76.76	
 04 02  2010 	78.62	77.77	
 04 09  2010 	82.57	81.52	
 04 16  2010 	83.03	81.64	
 04 23  2010 	82.24	80.29	
 04 30  2010 	83.56	81.27	
 05 07  2010 	81.71	79.9	
 05 14  2010 	76.56	73.88	
 05 21  2010 	71.17	68.48	
 05 28  2010 	67.91	65.45	
 06 04  2010 	70.97	68.26	
 06 11  2010 	70.68	69.07	
 06 18  2010 	73.85	71.77	
 06 25  2010 	75.09	72.96	
 07 02  2010 	73.54	72.44	
 07 09  2010 	71.72	71.58	
 07 16  2010 	73.49	71.62	
 07 23  2010 	73.8	72.01	
 07 30  2010 	74.69	73.15	
 08 06  2010 	78.68	76.75	
 08 13  2010 	77.28	75.9	
 08 20  2010 	73.81	72.28	
 08 27  2010 	71.28	69.39	
 09 03  2010 	73.45	71.02
 09 10  2010    74.42   71.72
 09 17  2010    76.11   72.97
 09 24  2010    75.14   71.11	
			
