date       logaapl   logbnd
20010329 0.01610757 0.0006358627
20010330 -0.02062831 0.002363275
20010402 -0.021989 -0.001057492
20010403 -0.06456945 0.001480176
20010404 -0.0372461 0.0009855685
20010405 0.06789787 -0.002007361
20010406 -0.01350681 0.004853013
20010409 -0.002430952 -0.001263735
20010410 0.07048456 -0.00694386
20010411 -0.01094872 -0.0009554648
20010412 0.02804309 -0.00198462
20010416 -0.04469511 -0.005014503
20010417 -0.049724 0.003843148
20010418 0.1107871 0.004217546
20010419 0.1209469 -0.005176949
20010420 -0.0267948 0.0003909791
20010423 -0.03205842 0.004290711
20010424 -0.009113401 -0.0003539071
20010425 0.02830948 -0.00145233
20010426 -0.001214737 0.003538574
20010427 0.05936076 -0.005170532
20010430 -0.02747295 0.001525607
20010501 0.0171147 0.002160249
20010502 0.02513447 0.0008840014
20010503 -0.0632604 0.003915556
20010504 0.03116043 0.001231462
20010507 -0.03116048 -3.51636e-05
20010508 -0.01574836 -0.0004572393
20010509 -0.02430601 0.002213906
20010510 -0.04172553 -0.004573769
20010511 -0.006543361 -0.009175189
20010514 0.01907295 0.003233317
20010515 -0.004734189 -0.001810791
20010516 0.03893029 0.001775316
20010517 -0.02309464 0.001205417
20010518 -0.0008493606 0.0009916068
20010521 0.001274188 0.0008137992
20010522 -0.002550249 0.0001414627
20010523 -0.01155551 0.0002475116
20010524 -0.001291834 -0.003932062
20010525 -0.01914816 0.0002839094
20010529 -0.05834759 0.0003902439
20010530 -0.08198476 0.0003191772
20010531 0.008558273 0.006467939
20010601 0.04604163 0.001443383
20010604 -0.01107106 0.001968089
20010605 0.01346198 0.003084907
20010606 -0.01007963 0.0006298331
20010607 0.04388578 -0.001925737
20010608 -0.0158215 -0.001859226
20010611 -0.06191477 0.003050119
20010612 0.01338305 0.002307693
20010613 0.007847131 0.0001396892
20010614 -0.02924654 0.002232377
20010615 0.02777955 -0.0009411765
20010618 -0.005396535 0.0003486872
20010619 -0.006909818 -0.0008021624
20010620 0.07074174 0.001324965
20010621 0.03714163 0.0011144
20010622 -0.01027966 0.003543885
20010625 0.07484584 -0.0005550737
20010626 -0.01005438 -0.003023618
20010627 -0.01741374 -0.0005570643
20010628 0.008532495 -0.004677636
20010629 -0.01239551 -0.003048729
20010702 0.02757334 0.002173609
20010703 -0.002513155 -0.0009810449
20010705 -0.02764359 -0.002140615
20010706 -0.05131645 0.003121659
20010709 0.02995969 0.001889302
20010710 -0.07119852 0.002583259
20010711 0.06412437 -0.000209205
20010712 0.07765062 0.001776849
20010713 0.01991537 3.480864e-05
20010716 -0.03647209 0.002884901
20010717 0.04648179 0
20010718 -0.1883956 0.004812779
20010719 -0.04074179 -0.0006910612
20010720 0.001001498 -0.0001728399
20010723 -0.0222681 0.002141107
20010724 -0.02329933 0.0008965209
20010725 -0.03301712 -0.002864788
20010726 0.006475985 0.0008637518
20010727 0.01970752 0.002896754
20010730 -0.001583253 0.001995253
20010731 -0.007423486 0.002265629
20010801 0.01426674 -0.001612876
20010802 0.03909955 -0.002406988
20010803 -0.01627675 -0.0007921338
20010806 -0.01915632 0.0007232775
20010807 0.006253407 3.442874e-05
20010808 -0.01834932 0.005116682
20010809 0.007904676 -0.001199555
20010810 -0.001576242 0.001850139
20010813 0.003673245 0.001539172
20010814 -0.01903808 -0.0004102143
20010815 -0.01560411 -0.001026273
20010816 0.01132364 0.002222261
20010817 -0.03159284 0.004055695
20010820 0.002763179 -0.002213257
20010821 -0.01109937 0.000817773
20010822 0.01605345 -0.000476953
20010823 -0.02221084 0.001634321
20010824 0.04178761 -0.001566171
20010827 0.01867258 -0.0001022268
20010828 -0.02786875 0.004047005
20010829 -0.03146796 0.002745346
20010830 0 0.0006090546
20010831 0.03958699 -0.001658852
20010904 -0.01630419 -0.005708476
20010905 0.01630436 0.001191956
20010906 -0.04577591 0.005126214
20010907 -0.02514449 0.003245439
20010910 0.005194485 -0.001013069
20010917 -0.02211985 -0.005828154
20010918 -0.04268727 -0.005383868
20010919 0.0444522 0.004975982
20010920 -0.08200321 0.005424845
20010921 0.003183926 0.001250317
20010924 0.04475537 -0.001115072
20010925 -0.05690797 0.001148843
20010926 -0.0254173 0.003943316
20010927 0.02348408 0.002251156
20010928 0 0.00174368
20011001 0.001932132 0.001171921
20011002 -0.03203984 0.002206178
20011003 -0.00466185 0.0003338452
20011004 0.05834438 0.0003337338
20011005 0.01624041 0.0009671987
20011008 0.003711105 0.0005332267
20011009 -0.01242284 -0.003404202
20011010 0.04997993 0.0004345138
20011011 0.05325352 -0.003380813
20011012 0.01510534 0.001172863
20011015 -0.001111618 0.002174532
20011016 0.001111382 0.001569413
20011017 -0.05830201 0.0009004653
20011018 0.05774707 0.0003666239
20011019 0.01652963 -0.002602604
20011022 0.03858974 0.0004008418
20011023 -0.04737152 0.0002337502
20011024 0.04368477 0.002933922
20011025 0.01258547 0.003821174
20011026 -0.02747089 0.001226323
20011029 -0.0573156 0.002580305
20011030 -0.00170345 0.002969025
20011031 -0.002275587 0.005682487
20011101 0.05700018 0.002453507
20011102 -0.001076579 -0.005767104
20011105 0.0265689 0.003641079
20011106 0.02588117 0.00219137
20011107 0.001021478 0.003489722
20011108 -0.04596122 -0.004339534
20011109 0 -0.001046915
20011112 0.002135718 0.0005235945
20011113 0.03253205 -0.002719129
20011114 0.01231387 -0.005790442
20011115 -0.008192467 -0.010048
20011116 -0.02498863 -0.006319084
20011119 0.05287325 0.006618999
20011120 -0.02378053 -0.004307401
20011121 0.007650659 -0.00362052
20011123 0.00809713 -0.002387318
20011126 0.07428803 0.0002692787
20011127 -0.01746564 0.003024399
20011128 -0.02263526 0.004085192
20011129 -0.005372406 0.009346329
20011130 0.04219226 0.000728067
20011203 -0.01180642 0.001652729
20011204 0.06216038 0.002210383
20011205 0.05894227 -0.01083456
20011206 -0.04212075 -0.004540909
20011207 -0.0105919 -0.005335136
20011210 0 0.002218041
20011211 -0.03429956 0.002481058
20011212 -0.01340444 0.004310424
20011213 -0.02306496 -0.008774042
20011214 -0.02947825 -0.001750606
20011217 0.01121686 -0.001618669
20011218 0.01873735 0.00441145
20011219 0.0286205 0.003789725
20011220 -0.04493565 -0.0006697027
20011221 0.0158389 -0.0008377595
20011224 0.01699772 -0.00144259
20011226 0.006067555 -0.002150972
20011227 0.02663122 0.00376117
20011228 0.01618039 0.0005696574
20011231 -0.02391264 0.005245673
20020102 0.06196678 -0.005781812
20020103 0.01194537 0.001272861
20020104 0.004654153 0.0001338912
20020107 -0.03391569 0.005474162
20020108 -0.01274487 -0.001032456
20020109 -0.04338674 0.001365279
20020110 -0.01959065 0.005111535
20020111 -0.008515151 0.004920831
20020114 0.00473975 6.5887e-05
20020115 0.02567262 0.001448417
20020116 -0.04332095 -0.0006581112
20020117 0.07863464 -0.004056935
20020118 -0.01388597 0.002640527
20020122 -0.01591294 -0.0003626593
20020123 0.05353603 -0.00475971
20020124 0.008220122 -0.001226648
20020125 0.001721517 -0.001128518
20020128 0.0008596304 0.0003320494
20020129 -0.00863215 0.005132717
20020130 0.04326349 -0.001024438
20020131 0.02581588 -0.002350255
20020201 -0.01261929 0.002548615
20020204 0.03778603 0.003926037
20020205 0.003937239 -9.878657e-05
20020206 -0.03112747 -0.0009224789
20020207 -0.01511161 -0.0009233307
20020208 -0.01117319 0.002207979
20020211 0.03877254 -0.0004609661
20020212 -0.01086784 -0.002803293
20020213 0.01206789 -0.001785006
20020214 -0.01652885 0.002181242
20020215 -0.02886769 0.003657757
20020219 -0.05504348 3.289203e-05
20020220 0.0222956 0.0002959796
20020221 -0.07307727 0.0005916965
20020222 0.05607216 0.002133772
20020225 0.04598051 -0.0004920049
20020226 -0.005897355 -0.00299003
20020227 -0.07498543 0.004530837
20020228 -0.01191065 -0.001770492
20020301 0.07755809 -0.004407032
20020304 0.03519435 -0.0006924181
20020305 -0.03178896 0.0002308593
20020306 0.02268963 -0.0001978761
20020307 0.01279677 -0.00774787
20020308 0.01141955 -0.00483133
20020311 0.01609085 0.001068234
20020312 -0.01365987 0.0004669936
20020313 -0.009347553 0.002431511
20020314 -0.002453006 -0.005705055
20020315 0.02106164 0.00147108
20020318 -0.008452623 0.002202571
20020319 0.004436146 -0.0004001067
20020320 0.00281304 -0.004311288
20020321 -0.02642919 -0.0002679798
20020322 -0.007444643 -0.0010391
20020325 -0.03119969 3.353623e-05
20020326 0.004699938 0.003849184
20020327 0.0004259093 0.0005677549
20020328 0.008485893 -0.002842003
20020401 0.03283111 -0.0001004537
20020402 -0.01607247 0.005410112
20020403 -0.01338417 0.004154555
20020404 0.04728522 -3.316805e-05
20020405 -0.006446736 0.004170534
20020408 -0.007302599 -0.00112367
20020409 -0.01890763 0.002015097
20020410 0.02297015 -0.001122668
20020411 0.008077291 0.0006605456
20020412 0.008012812 0.002374358
20020415 -0.00239687 0.002072949
20020416 0.02917038 -0.003886186
20020417 0.01427266 -0.001816531
20020418 -0.02717594 0.000826105
20020419 -0.01706681 0.002111724
20020422 -0.01817823 0.001317567
20020423 -0.01148065 0.0008554883
20020424 -0.01999253 0.003742372
20020425 0.01461665 0.0006551148
20020426 -0.04711257 0.001766669
20020429 0.04045649 -0.001504743
20020430 0.01285502 9.820449e-05
20020501 -0.01202096 0.001962067
20020502 -0.01216672 -0.001503907
20020503 -0.007627012 0.003299093
20020506 -0.03726583 -0.0002935373
20020507 -0.007978746 0.0009781227
20020508 0.08117161 -0.006932663
20020509 -0.007413412 0.002850825
20020510 -0.03662768 0.003005851
20020513 0.02623971 -0.003922471
20020514 0.06743245 -0.003707779
20020515 -0.01296974 0.001740759
20020516 -0.002772841 0.004551043
20020517 -0.007964634 -0.003075415
20020520 -0.0108547 0.003532648
20020521 -0.05312444 0.002739013
20020522 0.03600208 0.002471707
20020523 0.03475112 -0.001690508
20020524 -0.04176619 0
20020528 -0.007063891 0.0008131007
20020529 0 0.001851401
20020530 0.009132174 3.245015e-05
20020531 -0.03789919 -0.0003894713
20020603 -0.01687966 0.001719022
20020604 -0.005690158 0.001424871
20020605 -0.002637475 -0.001230451
20020606 -0.02495685 0.002200791
20020607 -0.03489791 -0.002233191
20020610 0.003731031 0.00142464
20020611 -0.04865047 0.003294789
20020612 -0.01824951 0.002287041
20020613 -0.02775873 0.002121301
20020614 0.02825601 0.005730675
20020617 0.02165483 -0.002685166
20020618 -0.01916957 0.0007679263
20020619 -0.1629567 0.00618585
20020620 -0.0005841706 -0.004939226
20020621 -0.01531264 0.003571432
20020624 0.02462041 -0.003475603
20020625 -0.007556478 0.0001596959
20020626 -0.03502839 0.005319246
20020627 0.03035072 -0.005702559
20020628 0.03795742 -0.002078837
20020701 -0.03795735 0.001503591
20020702 -0.007058855 0.003446519
20020703 0.03537583 -0.004758036
20020705 0.06560608 -0.00539206
20020708 -0.039733 0.002250226
20020709 -0.0270136 0.005092492
20020710 -0.01205234 0.005479815
20020711 0.05503917 0.0001588487
20020712 -0.04470034 0.001777383
20020715 0.04086743 -0.001142241
20020716 -0.02050479 -0.004932938
20020717 -0.1333714 0.0008929141
20020718 -0.04180894 0.004484384
20020719 -0.002003005 0.002503765
20020722 -0.002677582 0.005272226
20020723 -0.0306252 0.002138836
20020724 0.04921769 -0.006335419
20020725 -0.0568487 0.001295562
20020726 -0.001393971 0.001041552
20020729 0.04633 -0.008108495
20020730 0.02693108 -0.002037439
20020731 -0.01107915 0.007018018
20020801 -0.03060767 0.002717736
20020802 -0.02393313 0.01120346
20020805 -0.03235172 0.002493456
20020806 0.05222236 -0.006809334
20020807 0.01961634 0.004378291
20020808 0.01767193 -0.004002257
20020809 -0.01980279 0.007397846
20020812 -0.0006672225 0.002422813
20020813 -0.02704648 0.005260239
20020814 0.03898318 0.002804446
20020815 0.02859232 -0.005864395
20020816 0.01273062 -0.006272728
20020819 0.0106956 0.001369693
20020820 -0.00438962 0.007438205
20020821 0.01311265 -0.0005559502
20020822 -0.009348562 -0.00504856
20020823 -0.01514206 0.003873872
20020826 -0.01279653 0.001823267
20020827 -0.04477354 -0.003804815
20020828 -0.01015236 0.003619549
20020829 0 0.003083282
20020830 0.00339523 0.001599557
20020903 -0.04862108 0.009178587
20020904 0.03014601 0.001643236
20020905 -0.02093563 0.002308137
20020906 0.01400546 -0.008346582
20020909 -0.0006952416 3.058899e-05
20020910 -0.002787883 0.002383063
20020911 -0.002794902 -0.004587866
20020912 -0.01055248 0.005685828
20020913 0.002119752 0.003529702
20020916 0.02302195 0.001911785
20020917 0.02047887 6.063178e-05
20020918 0.0147556 0.0009090359
20020919 -0.02973164 0.003537365
20020920 0.01969478 -0.0004528097
20020923 -0.001345905 0.004759332
20020924 -0.01424194 0.000330504
20020925 0.01961535 -0.00593563
20020926 -0.01552489 -0.0004231653
20020927 0.001360075 0.000604467
20020930 -0.01505882 0.004642198
20021001 0.0006897621 -0.005125742
20021002 -0.02371089 0.0001511327
20021003 0.009132174 3.022381e-05
20021004 -0.01906152 -0.0006046498
20021007 -0.01870587 0.00256724
20021008 -0.005972802 -0.001297898
20021009 -0.00652323 0.003708118
20021010 0.03752505 -0.010071
20021011 0.02731648 -0.003593183
20021014 0.01776035 0.0004879685
20021015 0.02606241 -0.01085234
20021016 -0.04038251 -0.001388011
20021017 -0.0313947 -0.004795727
20021018 0.01616957 -0.0001240656
20021021 0.0152255 -0.003106654
20021022 0.00956907 -0.001183064
20021023 0.01217064 0.0002803258
20021024 -0.01285122 0.006920872
20021025 0.04849869 0.002779667
20021028 0.0122467 0.004584976
20021029 -0.01094973 0.007676466
20021030 0.03437631 -0.0002742356
20021031 0.0056162 0.004712472
20021101 0.0178851 -0.003068186
20021104 0.03188231 -0.002680967
20021105 0.0005918248 -0.001526485
20021106 0.01875796 0.002745997
20021107 -0.07348294 0.008918068
20021108 -0.01005034 0.002985212
20021111 -0.0438777 0.0004816231
20021112 0.03117109 0.003814678
20021113 -0.003202121 0.001018788
20021114 0.04453541 -0.009327584
20021115 -0.02170588 0.001721613
20021118 -0.01898814 0.00183915
20021119 -0.02458064 0.002316731
20021120 0.01688367 -0.005031419
20021121 0.05145423 -0.003479527
20021122 -0.02101426 -0.001182768
20021125 -0.002501125 0.0003640777
20021126 -0.03569557 0.005837446
20021127 0.01991733 -0.008480017
20021129 -0.01409385 0.001398092
20021202 -0.02086109 -9.112032e-05
20021203 -0.001318869 -0.0003341789
20021204 -0.0126122 0.001487757
20021205 -0.02297389 0.004027075
20021206 0.02163722 0.001479581
20021209 -0.01346829 0.002651722
20021210 0.0353015 0.0008121889
20021211 0.01364942 0.003362054
20021212 -0.019557 -0.0002997243
20021213 -0.02668592 -0.003122469
20021216 0.004048793 -0.002860801
20021217 0.01536929 0.00078377
20021218 -0.03440513 0.004419797
20021219 -0.02572302 0.005415365
20021220 -0.004233951 0.0002685084
20021223 0.02445063 -0.0001193282
20021224 -0.009012491 0.002235037
20021226 0.002782126 0.001279172
20021227 -0.02389421 0.005366554
20021230 0.0007107474 0.001625032
20021231 0.01831034 -0.0008269589
20030102 0.03227162 -0.01117164
20030103 0.006734274 0.0001792543
20030106 0 -0.0005079707
20030107 -0.003361644 0.003758842
20030108 -0.02040885 0.003151294
20030109 0.008895319 -0.009363979
20030110 0.002721294 0.0008385745
20030113 -0.006132767 0.002899636
20030114 -0.001367935 0.002682885
20030115 -0.01239652 0.000862954
20030116 0.01308107 0.000475794
20030117 -0.03621595 0.002998236
20030121 -0.005690158 -0.0006226558
20030122 -0.01003619 0.002902416
20030123 0.02067773 -0.001390924
20030124 -0.02645794 0.003370391
20030127 0.02363156 -0.003311163
20030128 0.0313504 -0.0005924346
20030129 0.02372239 -0.002789154
20030130 -0.0417151 0.003796084
20030131 0.002789107 0.000562255
20030203 0.02067578 0.0009462417
20030204 -0.004101399 0.003923251
20030205 -0.01032714 -0.003775482
20030206 -0.001384959 0.005569732
20030207 -0.01959473 0.0009105997
20030210 0.01403505 -0.003087647
20030211 0 0.0009714312
20030212 0.002783124 0.001029276
20030213 0.01037004 0.002524587
20030214 0.008901266 -0.004319153
20030218 0.04008572 0.001529997
20030219 -0.02789034 0.003463258
20030220 -0.005401562 0.001873372
20030221 0.015452 -0.002225021
20030224 -0.01748498 0.002838957
20030225 0.01881783 0.002335358
20030226 -0.03523451 0.002359007
20030227 0.02452479 0.001046664
20030228 0.0100434 0.003625767
20030303 -0.0242763 0.001591182
20030304 -0.006161946 0.001242254
20030305 0.004112532 0.001269548
20030306 -0.004112445 -0.0008654263
20030307 -0.002062125 0.002075766
20030310 -0.01107308 0.001352693
20030311 -0.009790774 -0.001035942
20030312 -0.0007032472 -8.637692e-05
20030313 0.03455794 -0.007920719
20030314 0.004067716 0.002319111
20030317 0.01544215 -0.004876359
20030318 -0.0006662219 -0.004666364
20030319 -0.003338567 -0.002546504
20030320 -0.002679587 -0.001877439
20030321 0.006017856 -0.004443602
20030324 -0.0429075 0.007170596
20030325 0.0124482 0.0003513292
20030326 -0.009668591 0.001550229
20030327 0.005536644 0.0009348252
20030328 0.005505815 0.003148599
20030331 -0.02995727 0.00461747
20030401 0.001413001 0.0003476246
20030402 0.03060001 -0.005081533
20030403 -0.00963527 0.0006693343
20030404 -0.003463993 0.0003199581
20030407 0.005536644 -0.003379267
20030408 -0.002764819 0.00448379
20030409 -0.01815684 0.002321331
20030410 0.01260522 -0.001537279
20030411 -0.08492628 -0.001859493
20030414 0.02838141 -0.001862957
20030415 -0.0140898 0.002502548
20030416 -0.01126521 0.002815146
20030417 -0.009104319 8.694014e-05
20030421 0.00152284 0.0004345874
20030422 0.02776885 0.0002317027
20030423 0.005167625 -0.0001448079
20030424 -0.01036251 0.006697098
20030425 -0.006718519 0.001322561
20030428 0.03749037 -0.0001149359
20030429 0.01432688 -0.001696841
20030430 0.01131573 0.004795484
20030501 0.009796854 0.0004296086
20030502 0.006247444 -0.002810118
20030505 0.1075037 0.00203669
20030506 0.08400286 0.003975352
20030507 0.008534478 0.005919366
20030508 0.01963595 8.511966e-05
20030509 0.01652963 -0.0004540553
20030512 0.01410801 0.002579696
20030513 0.005909504 0.00110355
20030514 -0.006447742 0.005133858
20030515 0.009657219 -0.001943252
20030516 0.003730035 0.003938896
20030519 -0.03794489 0.00117865
20030520 -0.01727536 0.004142299
20030521 0.003367324 -0.002152974
20030522 0.02161373 0.003102164
20030523 0.00437641 0.0009761676
20030527 0.03011011 -0.003099133
20030528 -0.03229594 -0.0009791991
20030529 -0.009895802 0.004189833
20030530 -0.008321528 -0.0006691948
20030602 -0.02825031 -0.003688597
20030603 -0.008055357 0.005360745
20030604 0.01661422 0.002169621
20030605 0.002270421 -0.002058243
20030606 -0.02817111 -0.0006127281
20030609 -0.02121444 0.00486362
20030610 0.02296234 0.005695028
20030611 0.01559378 -0.0002205619
20030612 0.01817189 0.001763134
20030613 -0.01989255 0.003297522
20030616 0.04764189 -0.003242474
20030617 -0.004388616 -0.003998847
20030618 0.04986292 -0.004847588
20030619 0.001045453 0.001110094
20030620 0.003130096 -0.002749734
20030623 -0.007318717 0.004800165
20030624 -0.01479897 0.002018611
20030625 0.01637224 -0.00554018
20030626 0.0104225 -0.00867642
20030627 -0.02946074 -0.001177526
20030630 0.01746558 0.002577538
20030701 0.001572763 -0.001119852
20030702 0.009384824 0.001259746
20030703 -0.007291519 -0.00524538
20030707 0.03795356 -0.00219607
20030708 0.02632348 -0.0007330965
20030709 -0.02531781 0.001268481
20030710 -0.01570874 0.00143567
20030711 0.01369578 0.002668803
20030714 0.002515833 -0.00396363
20030715 -0.01468023 -0.01016329
20030716 0.01317187 -0.001224287
20030717 0.05053816 5.697681e-05
20030718 -0.001963927 -0.0008835056
20030721 -0.01200882 -0.009770431
20030722 0.009176764 0.002214586
20030723 -0.0004811157 0.002324348
20030724 -0.01355952 -0.002784118
20030725 0.04899871 -0.0004312266
20030728 -0.02586565 -0.00565185
20030729 -0.01294644 -0.005509496
20030730 -0.02146371 0.003164422
20030731 0.0386898 -0.009494203
20030801 -0.01674237 0.002834394
20030804 0.02289099 0.002651787
20030805 -0.03991824 -0.005720305
20030806 -0.03749524 0.007581095
20030807 0.01516739 0.003016419
20030808 -0.0146579 0.0008394969
20030811 0.001017482 -0.00362356
20030812 0.002032932 0.0005806527
20030813 0.02407291 -0.01094374
20030814 -0.01046052 -0.002085568
20030815 -0.0131055 0.002789566
20030818 0.03146378 0.003191103
20030819 -0.0009834835 0.005596377
20030820 0.03339319 -0.001949347
20030821 0.03139207 -0.003588573
20030822 -0.03759803 0.003122495
20030825 -0.0009584592 -0.003093267
20030826 0.009066772 0.002189622
20030827 0.02022215 -0.002423465
20030828 0.03251946 0.006468931
20030829 0.01875011 -0.001162487
20030902 0.01055906 -0.005686556
20030903 0.004366453 2.924447e-05
20030904 -0.005242719 0.004347896
20030905 -0.01456049 0.008350779
20030908 0.01061051 -0.001734004
20030909 -0.01640483 0.001098552
20030910 -0.00853028 0.005129842
20030911 0.01698789 -0.002763387
20030912 0.02365402 0.003654102
20030915 -0.03928984 0.002409571
20030916 0.006731294 -0.002495734
20030917 -0.01079101 0.004813763
20030918 0.03378094 0.0003429551
20030919 -0.01319872 0.00134211
20030922 -0.02239184 -0.002743251
20030923 0.01572668 0.001915353
20030924 -0.05075344 0.00367747
20030925 -0.04264136 0.001279663
20030926 0.0126457 0.004225458
20030929 0.02905673 -0.002039603
20030930 -0.02760761 0.007289403
20031001 0.003372307 0.0004784487
20031002 -0.01063839 -0.003410423
20031003 0.05301741 -0.0100164
20031006 0.02728729 0.003387855
20031007 0.04087607 -0.004729084
20031008 -0.006914853 0.0006280331
20031009 0.01677058 -0.002628949
20031010 0.009760214 0.002999874
20031013 0.02790112 0.0004278197
20031014 0.008180449 -0.003914235
20031015 0.01093796 -0.00197722
20031016 -0.06534418 -0.003304079
20031017 -0.0217396 0.004536718
20031020 0.0204485 0.001517212
20031021 -0.001724486 0.0008291993
20031022 -0.01828516 0.003509326
20031023 0.01005429 -0.001681798
20031024 -0.01710954 0.005888143
20031027 0 -0.002726422
20031028 0.04836817 0.004398356
20031029 -0.001265801 -0.004398356
20031030 -0.02565325 -0.002904992
20031031 -0.008699733 0.002421412
20031103 0.01129497 -0.002849329
20031104 -0.01042111 0.002934684
20031105 0.005224329 -0.002677912
20031106 0.003900384 -0.00340044
20031107 -0.02718314 -0.001518212
20031110 -0.02702901 -0.0008890801
20031111 -0.0165746 0.0001434535
20031112 0.03601944 0.003207977
20031113 0.004021901 0.007464422
20031114 -0.04376277 0.003428591
20031117 -0.01549645 0.002740076
20031118 -0.03466909 0.001015028
20031119 0.0004848824 -0.003500554
20031120 -0.002201421 0.00375415
20031121 -0.004673906 0.000647787
20031124 0.04200434 -0.003977831
20031125 -0.02247263 0.002174252
20031126 0.001932132 -0.002570078
20031128 0.009128211 -0.004052088
20031201 0.03754527 -0.002644113
20031202 -0.007860815 0.001536142
20031203 -0.0239618 -0.001650025
20031204 0.005689782 0.002275184
20031205 -0.01428555 0.008232595
20031208 0.009546289 -0.00321707
20031209 -0.0289171 -0.003369247
20031210 -0.003428872 0.001841752
20031211 0.03991855 0.003504115
20031212 -0.01520197 0.0003384572
20031215 -0.03507396 -0.0008463579
20031216 -0.002482078 0.002367999
20031217 -0.01200072 0.002306222
20031218 0.008015788 0.002328943
20031219 -0.01711157 0.0008404539
20031222 0.00758516 -0.001260946
20031223 -0.002017033 -0.004918849
20031224 0.02983837 0.003965079
20031226 0.01796565 0.002802614
20031229 0.01764933 -0.00330792
20031230 0.006128184 -0.002305185
20031231 0.004220083 0.001153257
20040102 -0.004220895 -0.005864458
20040105 0.04097206 0.0006501675
20040106 -0.003614525 0.005354841
20040107 0.02238263 0.001909523
20040108 0.03351794 0.0001683124
20040109 -0.01553098 0.008351887
20040112 0.03124573 0.0008897292
20040113 0.01630141 0.002581291
20040114 0.003311511 0.002076844
20040115 -0.05740138 0.0002765869
20040116 -0.005705244 -0.001716073
20040120 0.0004399032 -0.001053244
20040121 -0.005292983 0.0009701338
20040122 -0.01920117 0.003153355
20040123 0.01698789 -0.004789268
20040126 0.01975067 -0.003029337
20040127 0.002604605 0.00272404
20040128 -0.02412877 -0.005762582
20040129 0.007079878 0.000334971
20040130 -0.005305047 0.002981874
20040202 -0.01069499 -0.0003896465
20040203 -0.002691619 0.002585525
20040204 -0.02134009 -0.001278026
20040205 0.02850193 -0.002533092
20040206 0.01285206 0.004449519
20040209 -0.001894794 0.001857371
20040210 0.01371452 -0.001968368
20040211 0.03506111 0.003960511
20040212 -0.002945333 -0.002047537
20040213 -0.03124611 0.002185733
20040217 0.006932912 0.0002487047
20040218 0.004308704 0
20040219 -0.03455418 0.0001381425
20040220 -0.003119862 -0.00273878
20040223 -0.009419222 0.003180708
20040224 0.007631804 0.0006901216
20040225 0.01992517 0.0008826613
20040226 0.01003251 -0.001186256
20040227 0.03748267 0.003554555
20040301 0.004172284 0.0004399956
20040302 -0.008781444 -0.002642882
20040303 0.004609361 -0.0007169843
20040304 0.05054006 0.001984237
20040305 0.06090505 0.009998851
20040308 -0.02806414 0.002966675
20040309 0.04143749 0.002605582
20040310 0.02117619 -0.0008949032
20040311 -0.01933268 -0.0006784905
20040312 0.01498811 -0.0007061188
20040315 -0.04110954 -0.0001901941
20040316 -0.02410726 0.0039865
20040317 0.0142283 -0.0004872899
20040318 -0.02005476 -0.002792957
20040319 0.00737474 -0.001657767
20040322 0 0.003583844
20040323 -0.02228855 0.0001354995
20040324 0.008269711 0
20040325 0.05233245 -0.0008675144
20040326 0.006307069 -0.004430619
20040329 0.03166823 -0.001635858
20040330 0.0003579359 -0.0004639801
20040331 -0.03202641 0.003787419
20040401 0.002585654 -0.003132451
20040402 0.0142835 -0.01215929
20040405 0.02938209 -0.003541002
20040406 -0.01745343 0.002269897
20040407 -0.01886177 0.000387029
