tstamp	tyear	pow
200201250825   24.35069  18021
200201250830   24.35417  18227
200201250835   24.35764  17770
200201250840   24.36111  18113
200201250845   24.36458  17686
200201250850   24.36806  18105
200201250855   24.37153  17313
200201250900   24.37500  17000
200201250905   24.37847  16695
200201250910   24.38194  17884
200201250915   24.38542  17732
200201250920   24.38889  16505
200201250925   24.39236  16109
200201250930   24.39583  17000
200201250935   24.39931  17031
200201250940   24.40278  16116
200201250945   24.40625  14524
200201250950   24.40972  15423
200201250955   24.41319  17480
200201251000   24.41667  16413
200201251005   24.42014  15781
200201251010   24.42361  16231
200201251015   24.42708  14806
200201251020   24.43056  13518
200201251025   24.43403  12032
200201251030   24.43750  10180
200201251035   24.44097  12596
200201251040   24.44444  14036
200201251045   24.44792  14143
200201251050   24.45139  14669
200201251055   24.45486  15705
200201251100   24.45833  16368
200201251105   24.46181  13594
200201251110   24.46528  11026
200201251115   24.46875  12558
200201251120   24.47222  11293
200201251125   24.47569  10836
200201251130   24.47917  12078
200201251135   24.48264  11986
200201251140   24.48611  13449
200201251145   24.48958  12245
200201251150   24.49306  13221
200201251155   24.49653  10592
200201251200   24.50000  12786
200201251205   24.50347   9921
200201251210   24.50694  10066
200201251215   24.51042   9845
200201251220   24.51389  14181
200201251225   24.51736  14600
200201251230   24.52083  14935
200201251235   24.52431  14653
200201251240   24.52778  14966
200201251245   24.53125  13655
200201251250   24.53472  12101
200201251255   24.53819  11285
200201251300   24.54167  11049
200201251305   24.54514  13244
200201251310   24.54861  14966
200201251315   24.55208  15293
200201251320   24.55556  12733
200201251325   24.55903  10775
200201251330   24.56250  10135
200201251335   24.56597  12337
200201251340   24.56944  13068
200201251345   24.57292  15583
200201251350   24.57639  15705
200201251355   24.57986  16612
200201251400   24.58333  15331
200201251405   24.58681  12451
200201251410   24.59028  10935
200201251415   24.59375  11811
200201251420   24.59722  10119
200201251425   24.60069   9167
200201251430   24.60417   9228
200201251435   24.60764   9609
200201251440   24.61111  12238
200201251445   24.61458  10584
200201251450   24.61806   8839
200201251455   24.62153  10584
200201251500   24.62500   9426
200201251505   24.62847   9014
200201251510   24.63194   9205
200201251515   24.63542   8527
200201251520   24.63889   8336
200201251525   24.64236   8001
200201251530   24.64583   6492
200201251535   24.64931   7148
200201251540   24.65278   6668
200201251545   24.65625   6241
200201251550   24.65972   6355
200201251555   24.66319   6218
200201251600   24.66667   5540
200201251605   24.67014   4435
200201251610   24.67361   4084
200201251615   24.67708   4069
200201251620   24.68056   3536
200201251625   24.68403   2858
200201251630   24.68750   2446
200201251635   24.69097   2560
200201251640   24.69444   2103
200201251645   24.69792   1951
200201251650   24.70139   1760
200201251655   24.70486   1676
200201251700   24.70833   1349
200201251705   24.71181   1021
200201251710   24.71528    747
200201251715   24.71875    511
200201251720   24.72222    213
200201251725   24.72569      0
200201251730   24.72917      8
200201251735   24.73264     23
200201251740   24.73611     23
200201251745   24.73958     15
200201251750   24.74306     15
200201251755   24.74653     15
200201251800   24.75000     15
200201251805   24.75347     15
200201251810   24.75694     23
200201251815   24.76042     23
200201251820   24.76389     15
200201251825   24.76736     15
200201251830   24.77083     15
200201251835   24.77431     15
200201251840   24.77778     15
200201251845   24.78125     15
200201251850   24.78472     15
200201251855   24.78819     15
200201251900   24.79167     15
200201251905   24.79514     15
200201251910   24.79861     15
200201251915   24.80208      8
200201251920   24.80556      8
200201251925   24.80903     15
200201251930   24.81250     15
200201251935   24.81597     15
200201251940   24.81944     15
200201251945   24.82292     15
200201251950   24.82639     15
200201251955   24.82986     15
200201252000   24.83333     15
200201252005   24.83681     15
200201252010   24.84028     15
200201252015   24.84375     15
200201252020   24.84722     15
200201252025   24.85069     15
200201252030   24.85417     15
200201252035   24.85764     23
200201252040   24.86111     23
200201252045   24.86458     23
200201252050   24.86806     23
200201252055   24.87153     23
200201252100   24.87500     23
200201252105   24.87847     91
200201252110   24.88194    663
200201252115   24.88542   1745
200201252120   24.88889   2416
200201252125   24.89236   2263
200201252130   24.89583   2469
200201252135   24.89931   1890
200201252140   24.90278   1638
200201252145   24.90625    876
200201252150   24.90972   1074
200201252155   24.91319   1745
200201252200   24.91667   1250
200201252205   24.92014   2042
200201252210   24.92361   2111
200201252215   24.92708   1623
200201252220   24.93056   1128
200201252225   24.93403    495
200201252230   24.93750    251
200201252235   24.94097    282
200201252240   24.94444    480
200201252245   24.94792    450
200201252250   24.95139    907
200201252255   24.95486   1219
200201252300   24.95833   1135
200201252305   24.96181   1478
200201252310   24.96528   1974
200201252315   24.96875   2042
200201252320   24.97222   1791
200201252325   24.97569   1219
200201252330   24.97917    549
200201252335   24.98264    229
200201252340   24.98611    389
200201252345   24.98958    602
200201252350   24.99306   1112
200201252355   24.99653   1052
200201260000   25.00000    960
200201260005   25.00347   1311
200201260010   25.00694   1554
200201260015   25.01042   1936
200201260020   25.01389   2179
200201260025   25.01736   1852
200201260030   25.02083   1661
200201260035   25.02431   1280
200201260040   25.02778   1669
200201260045   25.03125   2210
200201260050   25.03472   2538
200201260055   25.03819   2278
200201260100   25.04167   2385
200201260105   25.04514   2301
200201260110   25.04861   2598
200201260115   25.05208   3444
200201260120   25.05556   3696
200201260125   25.05903   4000
200201260130   25.06250   4397
200201260135   25.06597   4496
200201260140   25.06944   4648
200201260145   25.07292   5288
200201260150   25.07639   5822
200201260155   25.07986   6363
200201260200   25.08333   6828
200201260205   25.08681   7536
200201260210   25.09028   7963
200201260215   25.09375   8260
200201260220   25.09722   8443
200201260225   25.10069   8580
200201260230   25.10417   8931
200201260235   25.10764   9563
200201260240   25.11111  10668
200201260245   25.11458  10836
200201260250   25.11806  10523
200201260255   25.12153  11011
200201260300   25.12500  11742
200201260305   25.12847  12108
200201260310   25.13194  12596
200201260315   25.13542  12405
200201260320   25.13889  13190
200201260325   25.14236  13853
200201260330   25.14583  13716
200201260335   25.14931  13495
200201260340   25.15278  14082
200201260345   25.15625  15575
200201260350   25.15972  15522
200201260355   25.16319  14288
200201260400   25.16667  14402
200201260405   25.17014  14547
200201260410   25.17361  13807
200201260415   25.17708  13000
200201260420   25.18056  11994
200201260425   25.18403  12710
200201260430   25.18750  13632
200201260435   25.19097  12855
200201260440   25.19444  13350
200201260445   25.19792  13434
200201260450   25.20139  12855
200201260455   25.20486  11971
200201260500   25.20833  11720
200201260505   25.21181  11773
200201260510   25.21528  11826
200201260515   25.21875  12017
200201260520   25.22222  13106
200201260525   25.22569  13343
200201260530   25.22917  12931
200201260535   25.23264  12421
200201260540   25.23611  11072
200201260545   25.23958  12101
200201260550   25.24306  12878
200201260555   25.24653  12672
200201260600   25.25000   9708
200201260605   25.25347   7643
200201260610   25.25694   5486
200201260615   25.26042   5334
200201260620   25.26389   4564
200201260625   25.26736   4145
200201260630   25.27083   2850
200201260635   25.27431   1936
200201260640   25.27778   1128
200201260645   25.28125    732
200201260650   25.28472    960
200201260655   25.28819    922
200201260700   25.29167    785
200201260705   25.29514    922
200201260710   25.29861   1349
200201260715   25.30208   2019
200201260720   25.30556   2576
200201260725   25.30903   4359
200201260730   25.31250   6370
200201260735   25.31597   7125
200201260740   25.31944  11438
200201260745   25.32292  15240
200201260750   25.32639  14905
200201260755   25.32986  15629
200201260800   25.33333  15545
200201260805   25.33681  17008
200201260810   25.34028  17061
200201260815   25.34375  16947
200201260820   25.34722  16909
200201260825   25.35069  16673
200201260830   25.35417  16238
200201260835   25.35764  16551
200201260840   25.36111  16528
200201260845   25.36458  16109
200201260850   25.36806  16413
200201260855   25.37153  16977
200201260900   25.37500  17671
200201260905   25.37847  17892
200201260910   25.38194  17694
200201260915   25.38542  17686
200201260920   25.38889  17587
200201260925   25.39236  16055
200201260930   25.39583  13518
200201260935   25.39931  12375
200201260940   25.40278  11415
200201260945   25.40625  11026
200201260950   25.40972  10234
200201260955   25.41319   9251
200201261000   25.41667   8092
200201261005   25.42014   7978
200201261010   25.42361   7597
200201261015   25.42708   7437
200201261020   25.43056   6911
200201261025   25.43403   5784
200201261030   25.43750   5380
200201261035   25.44097   5806
200201261040   25.44444   6134
200201261045   25.44792   5860
200201261050   25.45139   5418
200201261055   25.45486   5044
200201261100   25.45833   4336
200201261105   25.46181   3825
200201261110   25.46528   3604
200201261115   25.46875   3147
200201261120   25.47222   2515
200201261125   25.47569   2057
200201261130   25.47917   1753
200201261135   25.48264   1356
200201261140   25.48611    823
200201261145   25.48958    442
200201261150   25.49306     69
200201261155   25.49653     69
200201261200   25.50000      0
200201261205   25.50347     15
200201261210   25.50694     15
200201261215   25.51042     15
200201261220   25.51389     15
200201261225   25.51736     15
200201261230   25.52083     15
200201261235   25.52431      8
200201261240   25.52778      8
200201261245   25.53125     15
200201261250   25.53472     15
200201261255   25.53819     15
200201261300   25.54167     15
200201261305   25.54514     15
200201261310   25.54861     23
200201261315   25.55208     15
200201261320   25.55556     15
200201261325   25.55903     15
200201261330   25.56250     15
200201261335   25.56597     15
200201261340   25.56944     15
200201261345   25.57292     15
200201261350   25.57639      8
200201261355   25.57986     15
200201261400   25.58333     15
200201261405   25.58681     15
200201261410   25.59028     15
200201261415   25.59375     15
200201261420   25.59722     15
200201261425   25.60069     15
200201261430   25.60417     15
200201261435   25.60764     15
200201261440   25.61111     15
200201261445   25.61458     15
200201261450   25.61806     15
200201261455   25.62153     15
200201261500   25.62500     15
200201261505   25.62847     15
200201261510   25.63194     15
200201261515   25.63542     23
200201261520   25.63889     15
