    date      Mkt-RF     SMB     HML      RF
19920508   -0.02   -0.20    0.27   0.014
19920511    0.52   -0.12   -0.08   0.014
19920512   -0.47    0.12    0.57   0.014
19920513   -0.04   -0.17    0.58   0.014
19920514   -0.77    0.00    0.20   0.014
19920515   -0.59    0.35   -0.10   0.014
19920518    0.50   -0.40   -0.13   0.014
19920519    0.68   -0.64    0.01   0.014
19920520   -0.07    0.31    0.04   0.014
19920521   -0.61    0.47    0.16   0.014
19920522    0.29    0.03   -0.01   0.014
19920526   -0.65    0.04   -0.05   0.014
19920527    0.17   -0.15    0.10   0.014
19920528    0.83   -0.60   -0.52   0.014
19920529    0.01    0.62    0.05   0.014
19920601    0.43   -0.23   -0.02   0.015
19920602   -0.58    0.87    0.40   0.015
19920603    0.16   -0.15    0.28   0.015
19920604   -0.30    0.15    0.68   0.015
19920605   -0.08   -0.17    0.22   0.015
19920608   -0.14   -0.30    0.54   0.015
19920609   -0.82   -0.25    0.59   0.015
19920610   -0.72   -0.09    0.42   0.015
19920611    0.22   -0.75   -0.08   0.015
19920612    0.24    0.08   -0.13   0.015
19920615   -0.03   -0.43    0.22   0.015
19920616   -0.47   -0.24    0.56   0.015
19920617   -1.53   -0.26    0.13   0.015
19920618   -0.44   -0.51   -0.03   0.015
19920619    0.61   -0.23   -0.28   0.015
19920622   -0.28   -0.68   -0.33   0.015
19920623    0.28    0.03   -0.10   0.015
19920624   -0.13   -0.26    0.43   0.015
19920625   -0.17    0.00    0.13   0.015
19920626    0.06   -0.09    0.18   0.015
19920629    1.30   -0.33   -0.52   0.015
19920630    0.15    0.81    0.04   0.015
19920701    0.99   -0.32   -0.52   0.014
19920702   -0.26   -0.17    0.52   0.014
19920706    0.39   -0.63   -0.33   0.014
19920707   -1.01    0.29    0.99   0.014
19920708    0.14   -0.52    0.01   0.014
19920709    0.93   -0.08   -0.15   0.014
19920710    0.19    0.34   -0.15   0.014
19920713    0.15    0.22   -0.11   0.014
19920714    0.62    0.10   -0.08   0.014
19920715   -0.08    0.47   -0.31   0.014
19920716    0.08    0.05   -0.57   0.014
19920717   -0.51   -0.01    0.14   0.014
19920720   -0.49   -0.35    0.37   0.014
19920721    0.11    0.29   -0.45   0.014
19920722   -0.65    0.24    0.27   0.014
19920723    0.23   -0.04    0.08   0.014
19920724   -0.05    0.05    0.21   0.014
19920727    0.03    0.06   -0.08   0.014
19920728    1.27   -0.60   -0.12   0.014
19920729    1.01   -0.21   -0.33   0.014
19920730    0.36    0.07    0.23   0.014
19920731    0.17    0.40   -0.20   0.014
19920803    0.22    0.09   -0.37   0.012
19920804   -0.11    0.22   -0.10   0.012
19920805   -0.51    0.17    0.07   0.012
19920806   -0.36    0.11   -0.23   0.012
19920807   -0.23    0.22   -0.13   0.012
19920810    0.00   -0.36    0.16   0.012
19920811   -0.13    0.01    0.15   0.012
19920812   -0.33    0.18   -0.05   0.012
19920813    0.03   -0.12   -0.14   0.012
19920814    0.47   -0.17    0.04   0.012
19920817    0.18   -0.12   -0.06   0.012
19920818    0.07   -0.23   -0.08   0.012
19920819   -0.62    0.23   -0.13   0.012
19920820   -0.05   -0.24   -0.06   0.012
19920821   -0.72    0.29    0.18   0.012
19920824   -1.11   -0.02   -0.26   0.012
19920825    0.04   -0.43   -0.06   0.012
19920826    0.47   -0.22   -0.22   0.012
19920827    0.21    0.34   -0.02   0.012
19920828    0.23   -0.04    0.10   0.012
19920831   -0.11    0.05    0.19   0.012
19920901    0.42   -0.22   -0.39   0.012
19920902    0.52    0.16   -0.21   0.012
19920903    0.13    0.47   -0.47   0.012
19920904   -0.20    0.04   -0.13   0.012
19920908   -0.57    0.21   -0.27   0.012
19920909    0.38   -0.20   -0.27   0.012
19920910    0.79   -0.16   -0.17   0.012
19920911    0.01    0.36   -0.57   0.012
19920914    1.36   -0.47   -0.39   0.012
19920915   -1.09    0.51    0.26   0.012
19920916   -0.10   -0.08    0.08   0.012
19920917    0.02    0.04   -0.17   0.012
19920918    0.50   -0.30    0.27   0.012
19920921   -0.15   -0.08    0.25   0.012
19920922   -1.02    0.66    0.33   0.012
19920923   -0.05   -0.02   -0.01   0.012
19920924    0.33   -0.01    0.06   0.012
19920925   -1.03   -0.09    1.02   0.012
19920928    0.29   -0.62    0.34   0.012
19920929    0.08   -0.11    0.13   0.012
19920930    0.35    0.48    0.09   0.012
19921001   -0.44   -0.31    0.20   0.010
19921002   -1.24    0.41    0.30   0.010
19921005   -0.80   -0.85    0.21   0.010
19921006    0.15    0.52   -0.20   0.010
19921007   -0.55    0.76   -0.30   0.010
19921008    0.78   -0.16   -0.58   0.010
19921009   -1.02    0.62    0.19   0.010
19921012    0.90   -0.68    0.20   0.010
19921013    0.44   -0.08   -0.26   0.010
19921014    0.01    0.24   -0.19   0.010
19921015    0.08    0.14   -0.30   0.010
19921016    0.42   -0.05   -0.30   0.010
19921019    0.88    0.22   -0.91   0.010
19921020    0.17    0.33    0.22   0.010
19921021    0.13    0.29   -0.01   0.010
19921022   -0.16   -0.04    0.14   0.010
19921023   -0.12    0.39    0.24   0.010
19921026    0.79   -0.67    0.32   0.010
19921027    0.06   -0.01   -0.17   0.010
19921028    0.47    0.09   -0.27   0.010
19921029    0.27    0.09   -0.44   0.010
19921030   -0.32    0.76   -0.07   0.010
19921102    0.78   -0.46   -0.12   0.011
19921103   -0.48    0.47    0.25   0.011
19921104   -0.48    0.43    0.26   0.011
19921105    0.44    0.28   -0.37   0.011
19921106   -0.01    0.41   -0.31   0.011
19921109    0.31    0.42   -0.59   0.011
19921110    0.14    0.56   -0.57   0.011
19921111    0.84    0.39   -0.79   0.011
19921112    0.08   -0.23    0.16   0.011
19921113   -0.03    0.42    0.02   0.011
19921116   -0.34    0.17   -0.01   0.011
19921117   -0.41   -0.16    0.53   0.011
19921118    0.78    0.02   -0.39   0.011
19921119    0.24    0.18   -0.33   0.011
19921120    0.66   -0.08   -0.09   0.011
19921123   -0.29    0.23    0.20   0.011
19921124    0.57    0.05   -0.21   0.011
19921125    0.38    0.01    0.32   0.011
19921127    0.23   -0.01    0.04   0.011
19921130    0.35    0.18    0.50   0.011
19921201   -0.05    0.14    0.03   0.013
19921202   -0.19    0.39    0.18   0.013
19921203    0.07    0.31   -0.01   0.013
19921204    0.49    0.07   -0.15   0.013
19921207    0.62   -0.07   -0.27   0.013
19921208    0.31   -0.16    0.13   0.013
19921209   -0.30   -0.12    0.20   0.013
19921210   -0.31   -0.31    0.36   0.013
19921211   -0.17    0.10    0.16   0.013
19921214   -0.17    0.04    0.18   0.013
19921215   -0.20   -0.35    0.25   0.013
19921216   -0.34   -0.26    0.49   0.013
19921217    0.87   -0.05   -0.50   0.013
19921218    1.05   -0.60   -0.18   0.013
19921221   -0.08   -0.10    0.13   0.013
19921222   -0.05   -0.13    0.60   0.013
19921223   -0.13    0.33    0.46   0.013
19921224    0.19    0.28   -0.01   0.013
19921228   -0.09   -0.23    0.11   0.013
19921229   -0.04    0.42    0.13   0.013
19921230    0.20    0.40    0.09   0.013
19921231   -0.15    1.44   -0.01   0.013
19930104   -0.27   -0.30    0.53   0.011
19930105   -0.16    0.37    0.23   0.011
19930106    0.13    0.41    0.49   0.011
19930107   -0.75    0.65    0.17   0.011
19930108   -0.40    0.03   -0.19   0.011
19930111    0.40    0.00    0.29   0.011
19930112    0.00   -0.29    0.19   0.011
19930113    0.48    0.01   -0.09   0.011
19930114    0.72    0.19   -0.19   0.011
19930115    0.36    0.15    0.31   0.011
19930118    0.01   -0.05    0.91   0.011
19930119   -0.24    0.26    1.31   0.011
19930120   -0.24    0.61    0.13   0.011
19930121    0.39   -0.19   -0.06   0.011
19930122    0.26    0.21    0.31   0.011
19930125    0.74    0.04    0.11   0.011
19930126    0.06    0.39    0.23   0.011
19930127   -0.54   -0.57    0.67   0.011
19930128   -0.01   -0.27    0.17   0.011
19930129    0.10    0.27    0.06   0.011
19930201    0.81   -0.54    0.22   0.012
19930202    0.15    0.13    0.24   0.012
19930203    0.92   -0.12    0.26   0.012
19930204    0.55   -0.44    0.68   0.012
19930205   -0.29   -0.45    0.68   0.012
19930208   -0.19    0.03    0.39   0.012
19930209   -0.64   -0.04    0.19   0.012
19930210    0.22   -0.24    0.02   0.012
19930211    0.28    0.17    0.30   0.012
19930212   -0.58    0.17    0.35   0.012
19930216   -2.60   -0.63    0.88   0.012
19930217   -0.41   -0.77    0.62   0.012
19930218   -0.15    0.71   -0.01   0.012
19930219    0.42   -0.12    1.49   0.012
19930222   -0.13   -1.22    2.10   0.012
19930223   -0.04   -0.02   -0.48   0.012
19930224    1.37   -0.63   -1.11   0.012
19930225    0.39    0.16    0.00   0.012
19930226    0.31    0.51   -0.40   0.012
19930301   -0.14    0.22    0.05   0.011
19930302    1.14   -0.58   -0.42   0.011
19930303    0.48    0.19   -0.01   0.011
19930304   -0.37    0.38    0.32   0.011
19930305   -0.14    0.44   -0.01   0.011
19930308    1.52   -0.98   -0.21   0.011
19930309    0.09    0.16    0.43   0.011
19930310    0.47    0.01   -0.28   0.011
19930311   -0.35    0.72   -0.09   0.011
19930312   -0.72    0.46   -0.16   0.011
19930315    0.31    0.02   -0.13   0.011
19930316   -0.05   -0.12    0.37   0.011
19930317   -0.69    0.14    0.61   0.011
19930318    0.63   -0.72    0.41   0.011
19930319   -0.45   -0.07    0.70   0.011
19930322   -0.42   -0.46    0.71   0.011
19930323   -0.07   -0.15    0.12   0.011
19930324   -0.16   -0.01   -0.07   0.011
19930325    0.64   -0.05   -0.22   0.011
19930326   -0.38    0.59    0.21   0.011
19930329    0.41   -0.40   -0.18   0.011
19930330    0.37   -0.12   -0.64   0.011
19930331    0.15    0.57   -0.28   0.011
19930401   -0.34    0.13    0.32   0.011
19930402   -1.92    0.38    0.81   0.011
19930405    0.10   -0.62    0.40   0.011
19930406   -0.42   -0.45    1.09   0.011
19930407    0.30   -0.25    0.34   0.011
19930408   -0.22    0.03    0.77   0.011
19930412    1.21   -0.99   -0.12   0.011
19930413    0.33    0.14    0.53   0.011
19930414   -0.04    0.05    0.46   0.011
19930415   -0.17   -0.16    0.37   0.011
19930416    0.02   -0.32    0.92   0.011
19930419   -0.34    0.09   -0.41   0.011
19930420   -0.50    0.20   -0.70   0.011
19930421   -0.17    0.60   -0.80   0.011
19930422   -0.69    0.91   -0.27   0.011
19930423   -0.53    0.21   -0.20   0.011
19930426   -0.97   -0.27   -0.16   0.011
19930427    0.82   -0.93   -0.67   0.011
19930428    0.15    0.20    0.21   0.011
19930429    0.21    0.11   -0.06   0.011
19930430    0.38    0.35   -0.06   0.011
19930503    0.52   -0.23   -0.56   0.011
19930504    0.55    0.55   -0.40   0.011
19930505    0.30    0.62   -0.66   0.011
19930506   -0.28    0.40   -0.06   0.011
19930507   -0.13    0.21   -0.27   0.011
19930510    0.18   -0.13    0.00   0.011
19930511    0.30   -0.20    0.35   0.011
19930512    0.02    0.05    0.43   0.011
19930513   -1.07    0.76    0.13   0.011
19930514   -0.03    0.29   -1.13   0.011
19930517    0.10   -0.18   -0.56   0.011
19930518    0.07    0.20   -0.44   0.011
19930519    1.35   -0.96   -0.76   0.011
19930520    0.65   -0.12   -0.33   0.011
19930521   -0.76    0.85    0.13   0.011
19930524    0.28   -0.36    0.14   0.011
19930525    0.28   -0.07    0.13   0.011
19930526    0.96   -0.40    0.11   0.011
19930527   -0.15    0.39    0.45   0.011
19930528   -0.39    0.14   -0.01   0.011
19930601    0.69   -0.53    0.16   0.011
19930602    0.05    0.32    0.06   0.011
19930603   -0.19    0.28    0.43   0.011
19930604   -0.54    0.37    0.27   0.011
19930607   -0.65    0.11    0.26   0.011
19930608   -0.74   -0.16    0.13   0.011
19930609    0.26   -0.12    0.08   0.011
19930610   -0.11   -0.23   -0.14   0.011
19930611    0.33   -0.17   -0.35   0.011
19930614    0.13   -0.02   -0.11   0.011
19930615   -0.13    0.51    0.20   0.011
19930616    0.14   -0.28   -0.05   0.011
19930617    0.21   -0.26    0.32   0.011
19930618   -0.87    0.48    0.66   0.011
19930621    0.37   -0.79    0.41   0.011
19930622   -0.08   -0.20    0.63   0.011
19930623   -0.42    0.29   -0.01   0.011
19930624    0.66   -0.54   -0.07   0.011
19930625    0.34    0.23   -0.38   0.011
19930628    0.95   -0.47    0.11   0.011
19930629   -0.21    0.48   -0.34   0.011
19930630    0.12    0.36    0.25   0.011
19930701   -0.17    0.51    0.47   0.011
19930702   -0.45    0.64   -0.24   0.011
19930706   -0.74    0.56    0.63   0.011
19930707    0.11   -0.49    0.43   0.011
19930708    0.93   -0.71   -0.11   0.011
19930709    0.06    0.26    0.03   0.011
19930712    0.18    0.16   -0.15   0.011
19930713   -0.05    0.37   -0.18   0.011
19930714    0.37    0.14   -0.13   0.011
19930715   -0.21    0.05    0.42   0.011
19930716   -0.69    0.24    0.89   0.011
19930719   -0.15   -0.52    0.52   0.011
19930720    0.24   -0.27   -0.30   0.011
19930721   -0.09   -0.04    0.33   0.011
19930722   -0.56    0.05    0.31   0.011
19930723    0.44   -0.24   -0.44   0.011
19930726    0.53   -0.11    0.04   0.011
19930727   -0.20    0.05    0.09   0.011
19930728   -0.05    0.40    0.01   0.011
19930729    0.54   -0.48    0.10   0.011
19930730   -0.36    0.39    0.48   0.011
19930802    0.40   -0.27    0.01   0.011
19930803   -0.03    0.24   -0.06   0.011
19930804    0.00    0.23   -0.02   0.011
19930805   -0.12   -0.06   -0.32   0.011
19930806    0.15    0.15   -0.31   0.011
19930809    0.47   -0.45    0.11   0.011
19930810   -0.14    0.30    0.48   0.011
19930811    0.13   -0.01    0.26   0.011
19930812   -0.30    0.11    0.27   0.011
19930813    0.17   -0.01   -0.12   0.011
19930816    0.50   -0.32   -0.08   0.011
19930817    0.30    0.05   -0.58   0.011
19930818    0.56    0.16   -0.77   0.011
19930819    0.03   -0.09    0.04   0.011
19930820    0.00    0.33    0.06   0.011
19930823   -0.12    0.00    0.16   0.011
19930824    0.87   -0.33   -0.05   0.011
19930825    0.05   -0.01    0.62   0.011
19930826    0.05   -0.28    0.38   0.011
19930827   -0.07    0.29   -0.28   0.011
19930830    0.29   -0.03   -0.16   0.011
19930831    0.44    0.23    0.04   0.011
19930901    0.03    0.26   -0.10   0.012
19930902   -0.19    0.62   -0.45   0.012
19930903    0.05    0.22    0.10   0.012
19930907   -0.78   -0.32    0.58   0.012
19930908   -0.68   -0.73    0.42   0.012
19930909    0.38    0.21   -0.19   0.012
19930910    0.82   -0.02   -0.26   0.012
19930913   -0.02   -0.13    0.47   0.012
19930914   -0.53   -0.09    0.13   0.012
19930915    0.34   -0.06   -0.19   0.012
19930916   -0.24    0.49   -0.02   0.012
19930917   -0.09    0.25    0.26   0.012
19930920   -0.57    0.58    0.15   0.012
19930921   -0.59   -0.31   -0.18   0.012
19930922    0.82    0.23   -0.54   0.012
19930923    0.45    0.16   -0.83   0.012
19930924    0.07    0.27   -0.03   0.012
19930927    0.75   -0.22   -0.32   0.012
19930928    0.06    0.22    0.30   0.012
19930929   -0.18    0.54    0.14   0.012
19930930   -0.09    0.92    0.13   0.012
19931001    0.32   -0.42    0.39   0.010
19931004    0.06    0.21    0.03   0.010
19931005   -0.04   -0.02    0.01   0.010
19931006   -0.01    0.48   -0.13   0.010
19931007   -0.30    0.25   -0.08   0.010
19931008    0.16   -0.10   -0.12   0.010
19931011    0.20    0.28   -0.50   0.010
19931012    0.24    0.34   -0.49   0.010
19931013    0.20    0.37   -0.46   0.010
19931014    0.87   -0.50   -0.65   0.010
19931015    0.47    0.02   -0.49   0.010
19931018   -0.27    0.16   -0.26   0.010
19931019   -0.77   -0.55    1.01   0.010
19931020   -0.11   -0.25    0.27   0.010
19931021   -0.07    0.14   -0.16   0.010
19931022   -0.24    0.50    0.14   0.010
19931025    0.01   -0.08   -0.08   0.010
19931026   -0.14   -0.18    0.16   0.010
19931027    0.23    0.23   -0.09   0.010
19931028    0.51   -0.21    0.10   0.010
19931029    0.25    0.76   -0.19   0.010
19931101    0.26   -0.29   -0.24   0.012
19931102   -0.09    0.40   -0.26   0.012
19931103   -1.20    0.46   -0.56   0.012
19931104   -1.31   -0.08    0.26   0.012
19931105    0.40   -0.64   -0.32   0.012
19931108    0.27    0.19   -0.12   0.012
19931109    0.18    0.39   -0.39   0.012
19931110    0.63   -0.20   -0.24   0.012
19931111   -0.08    0.34   -0.07   0.012
19931112    0.43   -0.26    0.15   0.012
19931115   -0.44   -0.02    0.18   0.012
19931116    0.34   -0.93    0.02   0.012
19931117   -0.54   -0.12    0.51   0.012
19931118   -0.40   -0.31    0.41   0.012
19931119   -0.30    0.03    0.03   0.012
19931122   -1.07   -0.62    0.69   0.012
19931123    0.52   -0.20   -0.12   0.012
19931124    0.47    0.08    0.03   0.012
19931126    0.23   -0.13   -0.10   0.012
19931129   -0.23    0.00    0.12   0.012
19931130   -0.08    0.40   -0.39   0.012
19931201    0.34    0.60   -0.11   0.010
19931202    0.23   -0.18   -0.08   0.010
19931203    0.40   -0.01   -0.18   0.010
19931206    0.28   -0.30    0.04   0.010
19931207    0.05   -0.07    0.14   0.010
19931208   -0.03    0.17    0.21   0.010
19931209   -0.42    0.14    0.37   0.010
19931210   -0.07   -0.21    0.32   0.010
19931213    0.17   -0.56    0.17   0.010
19931214   -0.64   -0.24    0.19   0.010
19931215   -0.21    0.12   -0.24   0.010
19931216    0.22    0.01   -0.09   0.010
19931217    0.62   -0.03    0.23   0.010
19931220   -0.07   -0.04    0.07   0.010
19931221   -0.25   -0.41    0.30   0.010
19931222    0.30   -0.40    0.12   0.010
19931223    0.16    0.24   -0.32   0.010
19931227    0.57   -0.33   -0.01   0.010
19931228    0.23    0.17    0.06   0.010
19931229    0.12    0.81   -0.18   0.010
19931230   -0.22    0.41   -0.24   0.010
19931231   -0.07    1.32   -0.22   0.010
19940103   -0.39   -0.17    0.36   0.012
19940104    0.27   -0.08    0.25   0.012
19940105    0.23    0.29   -0.11   0.012
19940106   -0.07    0.26   -0.12   0.012
