"","ccode","year","cap","milper","milex","energy","irst","upop","tpop","majpow","riskTeur","riskTmid","riskTafr","riskTasi","riskTame","riskTglo"
"245",273,1826,0.00167100003454834,8,NA,NA,0,0,631,0,-0.879000008106232,NA,NA,NA,NA,NA
"246",275,1826,0.00174199999310076,8,NA,NA,0,0,703,0,-0.876999974250793,NA,NA,NA,NA,NA
"247",300,1826,0.0896430015563965,273,4635,173,90,682,32465,1,0.43299999833107,0.34400001168251,NA,NA,NA,NA
"248",325,1826,0.012427999638021,27,1046,NA,10,0,4124,0,0.565999984741211,NA,NA,NA,NA,NA
"249",327,1826,0.00833600014448166,9,NA,NA,0,145,2539,0,0.699999988079071,NA,NA,NA,NA,NA
"250",329,1826,0.0276759993284941,33,NA,NA,0,501,7378,0,0.470999985933304,NA,NA,NA,NA,NA
"251",337,1826,0.00201299996115267,3,147,NA,0,0,1272,0,0.907999992370605,NA,NA,NA,NA,NA
"252",365,1826,0.18172299861908,578,7376,NA,170,722,55684,1,0.38400000333786,0.358999997377396,NA,NA,NA,NA
"253",380,1826,0.0213799998164177,NA,NA,NA,70,0,3850,0,0.407999992370605,NA,NA,NA,NA,NA
"254",390,1826,0.00725999986752868,41,NA,NA,0,0,1911,0,0.589999973773956,NA,NA,NA,NA,NA
"255",616,1826,0.00552699994295835,9,NA,NA,0,105,992,0,NA,1,NA,NA,NA,NA
"256",640,1826,0.080655999481678,190,NA,NA,0,881,27866,0,0.412000000476837,0.476999998092651,NA,NA,NA,NA
"257",2,1827,0.0360700003802776,11,1663,556,130,175,11797,0,NA,NA,NA,NA,NA,NA
"258",140,1827,0.00710800010710955,18,NA,NA,0,0,4983,0,NA,NA,NA,NA,NA,NA
"259",200,1827,0.336618006229401,155,10941,22104,700,2577,22872,1,-0.958000004291534,-0.893999993801117,NA,NA,NA,NA
"260",210,1827,0.0341189987957478,29,1439,NA,80,382,6207,0,0.428000003099442,NA,NA,NA,NA,NA
"261",220,1827,0.137884005904198,237,10014,2228,220,996,31800,1,-0.955999970436096,-0.882000029087067,NA,NA,NA,NA
"262",225,1827,0.00199700007215142,0,NA,NA,0,0,2045,0,0.564999997615814,NA,NA,NA,NA,NA
"263",230,1827,0.0355410017073154,92,NA,NA,20,301,12029,0,0.412999987602234,0.550999999046326,NA,NA,NA,NA
"264",235,1827,0.0123110003769398,26,NA,NA,0,202,3000,0,0.509999990463257,NA,NA,NA,NA,NA
"265",245,1827,0.00934599991887808,NA,635,NA,10,0,4045,0,-0.0869999974966049,NA,NA,NA,NA,NA
"266",255,1827,0.0507000014185905,130,3072,1510,50,231,12567,1,0.156000003218651,0.356000006198883,NA,NA,NA,NA
"267",267,1827,0.0026310000102967,12,NA,NA,0,0,1164,0,-0.486999988555908,NA,NA,NA,NA,NA
"268",269,1827,0.00294500007294118,13,NA,NA,0,0,1358,0,-0.477999985218048,NA,NA,NA,NA,NA
"269",271,1827,0.00251500005833805,6,153,NA,0,0,1516,0,-0.388000011444092,NA,NA,NA,NA,NA
"270",273,1827,0.00161999999545515,8,NA,NA,0,0,639,0,-0.551999986171722,NA,NA,NA,NA,NA
"271",275,1827,0.0016890000551939,8,NA,NA,0,0,710,0,-0.551999986171722,NA,NA,NA,NA,NA
"272",300,1827,0.0874280035495758,273,4722,180,90,685,32777,1,0.493000000715256,0.370999991893768,NA,NA,NA,NA
"273",325,1827,0.0148590002208948,27,1067,NA,10,104,4163,0,0.501999974250793,NA,NA,NA,NA,NA
"274",327,1827,0.0081599997356534,10,NA,NA,0,145,2565,0,0.646000027656555,NA,NA,NA,NA,NA
"275",329,1827,0.0268610008060932,34,NA,NA,0,505,7443,0,0.425000011920929,NA,NA,NA,NA,NA
"276",337,1827,0.00203300011344254,3,152,NA,0,0,1288,0,0.723999977111816,NA,NA,NA,NA,NA
"277",365,1827,0.193014994263649,675,7880,NA,190,820,56148,1,-0.957000017166138,-0.887000024318695,NA,NA,NA,NA
"278",380,1827,0.0199340004473925,NA,NA,NA,70,0,3895,0,0.428999990224838,NA,NA,NA,NA,NA
"279",390,1827,0.0100570004433393,41,NA,NA,0,101,1926,0,0.513999998569489,NA,NA,NA,NA,NA
"280",616,1827,0.00528299994766712,9,NA,NA,0,105,992,0,NA,1,NA,NA,NA,NA
"281",640,1827,0.0782729983329773,191,NA,NA,0,891,28050,0,0.398000001907349,0.476999998092651,NA,NA,NA,NA
"282",2,1828,0.0363989993929863,11,1622,613,130,183,12143,0,NA,NA,NA,NA,NA,NA
"283",140,1828,0.00711899995803833,18,NA,NA,0,0,5067,0,NA,NA,NA,NA,NA,NA
"284",200,1828,0.330857992172241,155,9459,22166,710,2642,23190,1,-0.961000025272369,-0.908999979496002,NA,NA,NA,NA
"285",210,1828,0.0335280001163483,29,1346,NA,80,386,6280,0,0.379999995231628,NA,NA,NA,NA,NA
"286",220,1828,0.146830007433891,247,12073,2353,220,1010,32000,1,-0.958999991416931,-0.892000019550323,NA,NA,NA,NA
"287",225,1828,0.00198900001123548,0,NA,NA,0,0,2059,0,0.540000021457672,NA,NA,NA,NA,NA
"288",230,1828,0.0353979989886284,91,NA,NA,20,310,12120,0,0.363999992609024,0.358999997377396,NA,NA,NA,NA
"289",235,1828,0.0142350001260638,42,NA,NA,0,205,3024,0,0.398999989032745,NA,NA,NA,NA,NA
"290",245,1828,0.0127579998224974,54,631,NA,10,0,4074,0,-0.133000001311302,NA,NA,NA,NA,NA
"291",255,1828,0.0505339987576008,130,3073,1519,50,237,12726,1,0.0270000007003546,0.24099999666214,NA,NA,NA,NA
"292",267,1828,0.00261499988846481,12,NA,NA,0,0,1172,0,-0.472000002861023,NA,NA,NA,NA,NA
"293",269,1828,0.00294800009578466,13,NA,NA,0,0,1389,0,-0.46399998664856,NA,NA,NA,NA,NA
"294",271,1828,0.00240699993446469,5,153,NA,0,0,1535,0,-0.428000003099442,NA,NA,NA,NA,NA
"295",273,1828,0.00161299994215369,8,NA,NA,0,0,646,0,-0.560000002384186,NA,NA,NA,NA,NA
"296",275,1828,0.00168200000189245,8,NA,NA,0,0,718,0,-0.555999994277954,NA,NA,NA,NA,NA
"297",300,1828,0.0876460000872612,273,4932,172,90,688,33092,1,0.453999996185303,0.34799998998642,NA,NA,NA,NA
"298",325,1828,0.0154010001569986,31,1082,NA,10,112,4201,0,0.477999985218048,NA,NA,NA,NA,NA
"299",327,1828,0.00794699974358082,9,NA,NA,0,145,2592,0,0.619000017642975,NA,NA,NA,NA,NA
"300",329,1828,0.0262880008667707,31,NA,NA,0,509,7508,0,0.425000011920929,NA,NA,NA,NA,NA
"301",337,1828,0.00202200002968311,3,151,NA,0,0,1305,0,0.742999970912933,NA,NA,NA,NA,NA
"302",350,1828,0.00134499999694526,5,NA,NA,0,0,753,0,0.620000004768372,0.703000009059906,NA,NA,NA,NA
"303",365,1828,0.184312000870705,624,7587,NA,180,833,56615,1,-0.958999991416931,-0.898999989032745,NA,NA,NA,NA
"304",380,1828,0.0205039996653795,45,NA,NA,70,0,3930,0,0.38400000333786,NA,NA,NA,NA,NA
"305",390,1828,0.0100480001419783,41,NA,NA,0,104,1941,0,0.488999992609024,NA,NA,NA,NA,NA
"306",616,1828,0.00520800007507205,9,NA,NA,0,105,993,0,NA,0.648000001907349,NA,NA,NA,NA
"307",640,1828,0.0696249976754189,129,NA,NA,0,900,27743,0,0.354000002145767,0.381000012159348,NA,NA,NA,NA
"308",2,1829,0.0376599989831448,11,1678,686,140,193,12499,0,NA,NA,NA,NA,NA,NA
"309",140,1829,0.00705600017681718,18,NA,NA,0,0,5152,0,NA,NA,NA,NA,NA,NA
"310",200,1829,0.325717985630035,148,9559,22227,700,2709,23504,1,-0.959999978542328,-0.906000018119812,NA,NA,NA,NA
"311",210,1829,0.0324979983270168,29,1292,NA,80,390,6344,0,0.377999991178513,NA,NA,NA,NA,NA
"312",220,1829,0.139761999249458,265,11110,2290,220,1023,32280,1,-0.958999991416931,-0.888999998569489,NA,NA,NA,NA
"313",225,1829,0.00198199995793402,0,NA,NA,0,0,2073,0,0.538999974727631,NA,NA,NA,NA,NA
"314",230,1829,0.0404499992728233,87,2898,NA,20,319,12212,0,0.375,0.361000001430511,NA,NA,NA,NA
"315",235,1829,0.0139619996771216,42,NA,NA,0,207,3049,0,0.397000014781952,NA,NA,NA,NA,NA
"316",245,1829,0.00898599997162819,NA,630,NA,10,0,4104,0,-0.136999994516373,NA,NA,NA,NA,NA
"317",255,1829,0.0501680001616478,130,3084,1511,60,240,12829,1,0.0379999987781048,0.239999994635582,NA,NA,NA,NA
"318",267,1829,0.00254900008440018,12,NA,NA,0,0,1180,0,-0.469999998807907,NA,NA,NA,NA,NA
"319",269,1829,0.00289699994027615,13,NA,NA,0,0,1421,0,-0.462000012397766,NA,NA,NA,NA,NA
"320",271,1829,0.00232700002379715,5,152,NA,0,0,1540,0,-0.425999999046326,NA,NA,NA,NA,NA
"321",273,1829,0.00157199997920543,8,NA,NA,0,0,654,0,-0.568000018596649,NA,NA,NA,NA,NA
"322",275,1829,0.0016390000237152,8,NA,NA,0,0,724,0,-0.568000018596649,NA,NA,NA,NA,NA
"323",300,1829,0.0873410031199455,273,5253,179,100,691,33410,1,0.453000009059906,0.342000007629395,NA,NA,NA,NA
"324",325,1829,0.0152219999581575,31,1109,NA,10,122,4240,0,0.474999994039536,NA,NA,NA,NA,NA
"325",327,1829,0.00782600045204163,9,NA,NA,0,145,2620,0,0.569999992847443,NA,NA,NA,NA,NA
"326",329,1829,0.0261739995330572,33,NA,NA,0,512,7574,0,0.421000003814697,NA,NA,NA,NA,NA
"327",337,1829,0.0019620000384748,3,150,NA,0,0,1322,0,0.683000028133392,NA,NA,NA,NA,NA
"328",350,1829,0.00130100001115352,5,NA,NA,0,0,742,0,0.609000027179718,0.703999996185303,NA,NA,NA,NA
"329",365,1829,0.199248999357224,803,8079,NA,190,847,57087,1,-0.958999991416931,-0.898999989032745,NA,NA,NA,NA
"330",380,1829,0.014763000421226,NA,NA,4,70,0,3963,0,0.381000012159348,NA,NA,NA,NA,NA
"331",390,1829,0.00983399990946054,41,NA,NA,0,106,1956,0,0.486999988555908,NA,NA,NA,NA,NA
"332",616,1829,0.00506799994036555,9,NA,NA,0,104,994,0,NA,0.647000014781952,NA,NA,NA,NA
"333",640,1829,0.0687839984893799,129,NA,NA,0,910,28040,0,0.349999994039536,0.379999995231628,NA,NA,NA,NA
"334",2,1830,0.0392230004072189,11,1687,799,170,203,12866,0,NA,NA,NA,NA,0.166999995708466,NA
"335",140,1830,0.00686899991706014,18,NA,NA,0,0,5239,0,NA,NA,NA,NA,0.565999984741211,NA
"336",200,1830,0.299059003591537,140,8491,22288,690,2778,23814,1,-0.961000025272369,-0.907999992370605,NA,NA,-0.865000009536743,NA
"337",210,1830,0.0374040007591248,30,2563,NA,90,393,6427,0,0.389999985694885,NA,NA,NA,0.335999995470047,NA
"338",211,1830,0.0408239997923374,62,2964,2000,90,191,3780,0,0.389999985694885,NA,NA,NA,NA,NA
"339",220,1830,0.14292299747467,259,12618,2494,270,1037,32370,1,-0.961000025272369,-0.902999997138977,NA,NA,-0.818000018596649,NA
"340",225,1830,0.00194900005590171,0,NA,NA,0,0,2087,0,0.541999995708466,NA,NA,NA,NA,NA
"341",230,1830,0.0309219993650913,83,1123,NA,20,328,12304,0,0.377999991178513,0.361000001430511,NA,NA,0.337999999523163,NA
"342",235,1830,0.0133790001273155,42,NA,NA,0,209,3073,0,0.398999989032745,NA,NA,NA,0.505999982357025,NA
"343",245,1830,0.0116370003670454,54,629,NA,10,0,4134,0,-0.177000001072884,NA,NA,NA,NA,NA
"344",255,1830,0.0478210002183914,130,3096,1594,60,244,12933,1,-0.0109999999403954,0.250999987125397,NA,NA,NA,NA
"345",267,1830,0.00242700008675456,12,NA,NA,0,0,1188,0,-0.486999988555908,NA,NA,NA,NA,NA
"346",269,1830,0.0031530000269413,13,218,NA,0,0,1454,0,-0.407000005245209,NA,NA,NA,NA,NA
"347",271,1830,0.00223800004459918,5,152,NA,0,0,1545,0,-0.456000000238419,NA,NA,NA,NA,NA
"348",273,1830,0.00149699999019504,8,NA,NA,0,0,662,0,-0.575999975204468,NA,NA,NA,NA,NA
"349",275,1830,0.00156000000424683,8,NA,NA,0,0,730,0,-0.575999975204468,NA,NA,NA,NA,NA
"350",300,1830,0.0798979997634888,273,4567,214,90,693,33731,1,0.458999991416931,0.344999998807907,NA,NA,NA,NA
"351",325,1830,0.0147810000926256,31,1124,NA,10,131,4280,0,0.437000006437302,NA,NA,NA,NA,NA
"352",327,1830,0.00757900020107627,9,NA,NA,0,146,2647,0,0.566999971866608,NA,NA,NA,NA,NA
"353",329,1830,0.0253170002251863,33,NA,NA,0,516,7641,0,0.400999993085861,NA,NA,NA,NA,NA
"354",337,1830,0.00189099996350706,3,148,NA,0,0,1339,0,0.675000011920929,NA,NA,NA,NA,NA
"355",350,1830,0.00123299995902926,5,NA,NA,0,0,732,0,0.602999985218048,0.704999983310699,NA,NA,NA,NA
"356",365,1830,0.189596995711327,826,7780,NA,190,861,57562,1,-0.961000025272369,-0.907000005245209,NA,NA,NA,NA
"357",380,1830,0.014653000049293,42,NA,3,70,0,4000,0,0.389999985694885,NA,NA,NA,NA,NA
"358",390,1830,0.00939199980348349,41,NA,NA,0,108,1972,0,0.493999987840652,NA,NA,NA,NA,NA
"359",616,1830,0.00485200015828013,9,NA,NA,0,104,995,0,NA,0.649999976158142,NA,NA,NA,NA
"360",640,1830,0.0664789974689484,129,NA,NA,0,919,28255,0,0.363000005483627,0.377000004053116,NA,NA,NA,NA
"361",2,1831,0.0417950004339218,10,1835,864,190,222,13234,0,NA,NA,NA,NA,0.123999997973442,NA
"362",70,1831,0.011828999966383,25,NA,NA,0,128,6379,0,NA,NA,NA,NA,0.282999992370605,NA
"363",100,1831,0.00181899999734014,3,NA,NA,0,0,1675,0,NA,NA,NA,NA,0.46000000834465,NA
"364",140,1831,0.00661600008606911,18,NA,NA,0,0,5327,0,NA,NA,NA,NA,0.342999994754791,NA
"365",200,1831,0.30205500125885,150,8903,23302,700,2849,24134,1,0.351999998092651,0.0670000016689301,NA,NA,-0.00300000002607703,NA
"366",210,1831,0.0247799996286631,80,3431,NA,0,203,2707,0,0.421000003814697,NA,NA,NA,0.245000004768372,NA
"367",211,1831,0.037066001445055,54,2906,1838,90,194,3847,0,0.416999995708466,NA,NA,NA,NA,NA
"368",220,1831,0.152263998985291,373,18174,2301,230,1052,32570,1,0.36599999666214,0.319000005722046,NA,NA,0.160999998450279,NA
"369",225,1831,0.00191300001461059,0,NA,NA,0,0,2102,0,0.609000027179718,NA,NA,NA,NA,NA
"370",230,1831,0.0310369990766048,130,542,NA,20,337,12397,0,0.368000000715256,0.347000002861023,NA,NA,0.256000012159348,NA
"371",235,1831,0.0129549996927381,43,NA,NA,0,212,3098,0,0.425999999046326,NA,NA,NA,0.300000011920929,NA
"372",245,1831,0.0106539996340871,54,627,NA,10,0,4156,0,-0.560000002384186,NA,NA,NA,NA,NA
"373",255,1831,0.0447370000183582,131,3135,1538,60,249,13039,1,-0.372000008821487,-0.101999998092651,NA,NA,NA,NA
"374",267,1831,0.00217100000008941,11,NA,NA,0,0,1197,0,-0.816999971866608,NA,NA,NA,NA,NA
"375",269,1831,0.00283599994145334,13,209,NA,0,0,1488,0,-0.749000012874603,NA,NA,NA,NA,NA
"376",271,1831,0.0020630001090467,5,155,NA,0,0,1550,0,-0.771000027656555,NA,NA,NA,NA,NA
"377",273,1831,0.00139600003603846,8,NA,NA,0,0,670,0,-0.870999991893768,NA,NA,NA,NA,NA
"378",275,1831,0.00145700003486127,8,NA,NA,0,0,737,0,-0.869000017642975,NA,NA,NA,NA,NA
"379",300,1831,0.0847299993038177,273,7634,197,100,696,34056,1,0.384999990463257,0.224000006914139,NA,NA,NA,NA
"380",325,1831,0.0150699997320771,31,1468,NA,10,142,4320,0,0.474999994039536,NA,NA,NA,NA,NA
"381",327,1831,0.00741600012406707,9,NA,NA,0,147,2675,0,0.648000001907349,NA,NA,NA,NA,NA
"382",329,1831,0.0245539993047714,31,NA,NA,0,520,7708,0,0.469999998807907,NA,NA,NA,NA,NA
"383",337,1831,0.0017369999550283,3,147,NA,0,0,1357,0,0.776000022888184,NA,NA,NA,NA,NA
"384",350,1831,0.00114800001028925,5,NA,NA,0,0,722,0,0.689999997615814,0.742999970912933,NA,NA,NA,NA
"385",365,1831,0.179469004273415,851,8058,NA,190,875,58042,1,0.324999988079071,0.129999995231628,NA,NA,NA,NA
"386",380,1831,0.0160109996795654,45,NA,2,80,0,4032,0,0.381999999284744,NA,NA,NA,NA,NA
"387",390,1831,0.00893200002610683,41,NA,NA,0,111,1987,0,0.501999974250793,NA,NA,NA,NA,NA
"388",616,1831,0.00468999985605478,9,NA,NA,0,104,996,0,NA,0.671000003814697,NA,NA,NA,NA
"389",640,1831,0.0645610019564629,129,NA,NA,0,929,28562,0,0.367000013589859,0.351999998092651,NA,NA,NA,NA
"390",2,1832,0.0447270013391972,11,1896,1154,200,244,13614,0,NA,NA,NA,NA,0.118000000715256,NA
"391",70,1832,0.0120630003511906,25,NA,NA,0,130,6447,0,NA,NA,NA,NA,0.284999996423721,NA
"392",100,1832,0.00185500003863126,3,NA,NA,0,0,1698,0,NA,NA,NA,NA,0.460999995470047,NA
"393",140,1832,0.00887699984014034,17,996,NA,0,0,5417,0,NA,NA,NA,NA,0.328000009059906,NA
"394",200,1832,0.302982985973358,145,9332,24316,710,2926,24372,1,0.312999993562698,0.0560000017285347,NA,NA,-0.0780000016093254,NA
"395",210,1832,0.0229380000382662,38,3763,NA,0,204,2738,0,0.46900001168251,NA,NA,NA,0.246999993920326,NA
"396",211,1832,0.036726001650095,46,2847,1969,90,195,3894,0,0.432000011205673,NA,NA,NA,NA,NA
"397",220,1832,0.143950998783112,311,15838,2518,230,1078,32730,1,0.367000013589859,0.180999994277954,NA,NA,0.122000001370907,NA
"398",225,1832,0.00190699996892363,0,NA,NA,0,0,2116,0,0.647000014781952,NA,NA,NA,NA,NA
"399",230,1832,0.0293170008808374,89,758,NA,20,347,12491,0,0.372999995946884,0.354999989271164,NA,NA,0.26800000667572,NA
"400",235,1832,0.0144999995827675,54,NA,NA,0,214,3123,0,0.425000011920929,NA,NA,NA,0.305000007152557,NA
"401",245,1832,0.00797499995678663,NA,622,NA,10,0,4178,0,-0.555000007152557,NA,NA,NA,NA,NA
"402",255,1832,0.0469070002436638,132,3162,1661,70,254,13154,1,-0.354999989271164,-0.0900000035762787,NA,NA,NA,NA
"403",267,1832,0.00227700010873377,11,NA,NA,0,0,1205,0,-0.818000018596649,NA,NA,NA,NA,NA
"404",269,1832,0.00300200004130602,14,197,NA,0,0,1522,0,-0.75,NA,NA,NA,NA,NA
"405",271,1832,0.00209200009703636,5,153,NA,0,0,1555,0,-0.776000022888184,NA,NA,NA,NA,NA
"406",273,1832,0.00147699995432049,8,NA,NA,0,0,678,0,-0.871999979019165,NA,NA,NA,NA,NA
"407",275,1832,0.00153699994552881,8,NA,NA,0,0,744,0,-0.869000017642975,NA,NA,NA,NA,NA
"408",300,1832,0.0837099999189377,252,7231,214,100,699,34383,1,0.349000006914139,0.204999998211861,NA,NA,NA,NA
"409",325,1832,0.0150129999965429,31,1327,NA,10,153,4360,0,0.535000026226044,NA,NA,NA,NA,NA
"410",327,1832,0.00766499992460012,11,NA,NA,0,148,2703,0,0.690999984741211,NA,NA,NA,NA,NA
"411",329,1832,0.0248770006000996,33,NA,NA,0,524,7776,0,0.462999999523163,NA,NA,NA,NA,NA
"412",337,1832,0.00176400004420429,3,146,NA,0,0,1375,0,0.788999974727631,NA,NA,NA,NA,NA
"413",350,1832,0.00150899996515363,8,NA,NA,0,0,713,0,0.688000023365021,0.739000022411346,NA,NA,NA,NA
"414",365,1832,0.187953993678093,875,8662,NA,170,890,58524,1,0.342999994754791,0.119999997317791,NA,NA,NA,NA
"415",380,1832,0.0206589996814728,NA,NA,NA,80,0,4062,0,0.395999997854233,NA,NA,NA,NA,NA
"416",390,1832,0.00932700000703335,41,NA,NA,0,113,2003,0,0.565999984741211,NA,NA,NA,NA,NA
"417",616,1832,0.00473800022155046,9,NA,NA,0,105,997,0,NA,0.685000002384186,NA,NA,NA,NA
"418",640,1832,0.0655990019440651,129,NA,NA,0,939,28868,0,0.349000006914139,0.379999995231628,NA,NA,NA,NA
"419",2,1833,0.0495710000395775,12,2445,1348,220,268,14004,0,NA,NA,NA,NA,0.105999998748302,NA
"420",70,1833,0.0119620002806187,25,NA,NA,0,132,6517,0,NA,NA,NA,NA,0.277999997138977,NA
"421",100,1833,0.00185000000055879,3,NA,NA,0,0,1720,0,NA,NA,NA,NA,0.448000013828278,NA
"422",140,1833,0.00930500030517578,15,1087,NA,0,0,5508,0,NA,NA,NA,NA,0.324000000953674,NA
"423",200,1833,0.298842996358871,144,8184,25331,710,3006,24602,1,0.254000008106232,0.158999994397163,NA,NA,-0.0509999990463257,NA
"424",210,1833,0.0209279991686344,38,3012,NA,0,205,2750,0,0.449999988079071,NA,NA,NA,0.266000002622604,NA
"425",211,1833,0.0342289991676807,38,1978,1967,100,198,3963,0,0.404000014066696,NA,NA,NA,NA,NA
"426",220,1833,0.141451999545097,299,14117,2734,240,1106,32890,1,0.333999991416931,0.284000009298325,NA,NA,0.104999996721745,NA
"427",225,1833,0.00190100003965199,0,NA,NA,0,0,2131,0,0.605000019073486,NA,NA,NA,NA,NA
"428",230,1833,0.0311120003461838,100,1003,NA,20,357,12585,0,0.386000007390976,0.337000012397766,NA,NA,0.202999994158745,NA
"429",235,1833,0.0142689999192953,54,NA,NA,0,217,3148,0,0.444000005722046,NA,NA,NA,0.310999989509583,NA
"430",245,1833,0.00808400008827448,NA,611,NA,10,0,4201,0,-0.519999980926514,NA,NA,NA,NA,NA
"431",255,1833,0.0477409996092319,134,3162,1832,70,259,13271,1,-0.495000004768372,-0.597000002861023,NA,NA,NA,NA
"432",267,1833,0.00223700003698468,11,NA,NA,0,0,1213,0,-0.75900000333786,NA,NA,NA,NA,NA
"433",269,1833,0.00299900001846254,14,188,NA,0,0,1558,0,-0.685000002384186,NA,NA,NA,NA,NA
"434",271,1833,0.00224500009790063,5,188,NA,0,0,1560,0,-0.698000013828278,NA,NA,NA,NA,NA
"435",273,1833,0.00145400001201779,8,NA,NA,0,0,688,0,-0.814999997615814,NA,NA,NA,NA,NA
"436",275,1833,0.00140599999576807,7,NA,NA,0,0,752,0,-0.818000018596649,NA,NA,NA,NA,NA
"437",300,1833,0.0828929990530014,253,6829,176,100,702,34714,1,0.114000000059605,-0.416999995708466,NA,NA,NA,NA
"438",325,1833,0.0151300001889467,31,1238,NA,10,166,4401,0,0.501999974250793,NA,NA,NA,NA,NA
"439",327,1833,0.00780500005930662,13,NA,NA,0,150,2732,0,0.63400000333786,NA,NA,NA,NA,NA
"440",329,1833,0.0246590003371239,34,NA,NA,0,528,7845,0,0.467000007629395,NA,NA,NA,NA,NA
"441",337,1833,0.00179100001696497,3,144,NA,0,0,1393,0,0.717000007629395,NA,NA,NA,NA,NA
"442",350,1833,0.00158699997700751,9,NA,NA,0,0,719,0,0.657000005245209,0.717999994754791,NA,NA,NA,NA
"443",365,1833,0.189504995942116,900,8671,NA,170,905,59012,1,-0.0160000007599592,-0.0549999997019768,NA,NA,NA,NA
"444",380,1833,0.0206829998642206,52,NA,NA,80,0,4104,0,0.40599998831749,NA,NA,NA,NA,NA
"445",390,1833,0.00920199975371361,41,NA,NA,0,116,2019,0,0.526000022888184,NA,NA,NA,NA,NA
"446",616,1833,0.00463700015097857,9,NA,NA,0,105,998,0,NA,0.685999989509583,NA,NA,NA,NA
"447",640,1833,0.0649020001292229,129,NA,NA,0,949,29177,0,-0.167999997735023,-0.356000006198883,NA,NA,NA,NA
"448",2,1834,0.0476979985833168,12,2073,1291,240,295,14405,0,NA,NA,NA,NA,0.119999997317791,NA
"449",70,1834,0.012190000154078,25,NA,NA,0,134,6587,0,NA,NA,NA,NA,0.296999990940094,NA
"450",100,1834,0.00188500003423542,3,NA,NA,0,0,1743,0,NA,NA,NA,NA,0.497999995946884,NA
"451",140,1834,0.00884700007736683,14,906,NA,0,0,5600,0,NA,NA,NA,NA,0.375,NA
"452",200,1834,0.304313987493515,137,7919,26345,870,3087,24862,1,-0.41100001335144,-0.426999986171722,NA,NA,-1,NA
"453",210,1834,0.0193060003221035,32,2542,NA,0,206,2771,0,0.398999989032745,NA,NA,NA,0.340999990701675,NA
"454",211,1834,0.0307560004293919,30,1669,1813,100,201,4008,0,0.333000004291534,NA,NA,NA,NA,NA
"455",220,1834,0.13910199701786,267,12501,3214,270,1134,33070,1,-0.504000008106232,-0.611000001430511,NA,NA,-1,NA
"456",225,1834,0.00189499999396503,0,NA,NA,0,0,2145,0,0.532000005245209,NA,NA,NA,NA,NA
"457",230,1834,0.0333070009946823,110,1147,NA,20,367,12681,0,-0.574999988079071,-0.629999995231628,NA,NA,-1,NA
"458",235,1834,0.014724999666214,54,NA,NA,0,219,3174,0,-0.558000028133392,NA,NA,NA,-0.999000012874603,NA
"459",245,1834,0.00808400008827448,NA,623,NA,10,0,4224,0,-0.254999995231628,NA,NA,NA,NA,NA
"460",255,1834,0.0494920015335083,134,3371,1848,80,265,13389,1,-0.0829999968409538,-0.218999996781349,NA,NA,NA,NA
"461",267,1834,0.0023439999204129,11,NA,NA,0,0,1222,0,-0.518999993801117,NA,NA,NA,NA,NA
"462",269,1834,0.00322400010190904,15,184,NA,0,0,1576,0,-0.444999992847443,NA,NA,NA,NA,NA
"463",271,1834,0.00332999997772276,5,191,NA,10,0,1565,0,-0.425000011920929,NA,NA,NA,NA,NA
"464",273,1834,0.00166700000409037,8,110,NA,0,0,700,0,-0.521000027656555,NA,NA,NA,NA,NA
"465",275,1834,0.00147699995432049,7,NA,NA,0,0,761,0,-0.602999985218048,NA,NA,NA,NA,NA
"466",300,1834,0.0858590006828308,255,6963,237,110,705,35048,1,0.247999995946884,-0.0719999969005585,NA,NA,NA,NA
"467",325,1834,0.0160039998590946,31,1325,NA,10,179,4449,0,0.405000001192093,NA,NA,NA,NA,NA
"468",327,1834,0.00809399969875813,15,NA,NA,0,151,2749,0,0.546000003814697,NA,NA,NA,NA,NA
"469",329,1834,0.0247659999877214,34,NA,NA,0,532,7892,0,0.35699999332428,NA,NA,NA,NA,NA
"470",337,1834,0.00183900003321469,3,143,NA,0,0,1407,0,0.609000027179718,NA,NA,NA,NA,NA
"471",350,1834,0.00190399994608015,11,NA,NA,0,0,725,0,0.578000009059906,0.677999973297119,NA,NA,NA,NA
"472",365,1834,0.186802998185158,784,8648,NA,190,920,59503,1,0.0869999974966049,0.225999996066093,NA,NA,NA,NA
"473",380,1834,0.0182850006967783,NA,NA,NA,80,0,4146,0,0.331999987363815,NA,NA,NA,NA,NA
"474",390,1834,0.00961500033736229,41,NA,NA,0,119,2035,0,0.467999994754791,NA,NA,NA,NA,NA
"475",616,1834,0.00465800007805228,9,NA,NA,0,105,1000,0,NA,0.66100001335144,NA,NA,NA,NA
"476",640,1834,0.0659070014953613,129,NA,NA,0,959,29486,0,-0.0469999983906746,-0.137999996542931,NA,NA,NA,NA
"477",2,1835,0.048735998570919,13,2001,1650,260,324,14819,0,NA,NA,NA,NA,0.123000003397465,NA
"478",70,1835,0.0123070003464818,25,NA,NA,0,136,6657,0,NA,NA,NA,NA,0.291999995708466,NA
"479",100,1835,0.00190699996892363,3,NA,NA,0,0,1766,0,NA,NA,NA,NA,0.490000009536743,NA
"480",140,1835,0.00870199967175722,12,906,NA,0,0,5694,0,NA,NA,NA,NA,0.372999995946884,NA
"481",200,1835,0.304286003112793,136,7147,27359,1020,3171,25134,1,-0.425999999046326,-0.46000000834465,NA,NA,-1,NA
