"","ccode","year","cap","milper","milex","energy","irst","upop","tpop","majpow","riskTeur","riskTmid","riskTafr","riskTasi","riskTame","riskTglo"
"5010",101,1939,0.000971000001300126,2,12515,2550,0,337,3611,0,NA,NA,NA,NA,-0.866999983787537,NA
"5011",130,1939,0.000774000014644116,8,1914,NA,0,322,2560,0,NA,NA,NA,NA,-0.954999983310699,NA
"5012",135,1939,0.00142300000879914,15,7373,628,0,478,6917,0,NA,NA,NA,NA,0.00700000021606684,NA
"5013",140,1939,0.00967399962246418,93,63495,4097,114,4148,40289,0,NA,NA,NA,NA,1.14199995994568,NA
"5014",145,1939,0.000800999987404794,10,2961,NA,0,287,2688,0,NA,NA,NA,NA,-0.788999974727631,NA
"5015",150,1939,0.000320999999530613,3,1714,NA,0,130,1086,0,NA,NA,NA,NA,-1.07500004768372,NA
"5016",155,1939,0.00195499998517334,24,17336,NA,0,869,4988,0,NA,NA,NA,NA,0.935000002384186,NA
"5017",160,1939,0.00687600020319223,61,58984,7601,18,4620,13948,0,NA,NA,NA,NA,1.11500000953674,NA
"5018",165,1939,0.000967000029049814,9,3571,NA,0,583,2035,0,NA,NA,NA,NA,-0.162000000476837,NA
"5019",200,1939,0.0991370007395744,394,7895671,197012,13433,18429,47834,1,0.180999994277954,0.578000009059906,NA,0.294999986886978,-0.19200000166893,NA
"5020",205,1939,0.00126399996224791,7,10942,4648,0,482,2939,0,0.528999984264374,NA,NA,NA,NA,NA
"5021",210,1939,0.00541900005191565,47,114233,15242,83,2284,8721,0,0.358000010251999,NA,NA,0.370000004768372,-0.0900000035762787,NA
"5022",211,1939,0.0096859997138381,85,63255,29016,3104,948,8351,0,0.287000000476837,NA,NA,NA,NA,NA
"5023",212,1939,0.00231599994003773,0,975,1065,1762,0,298,0,0.527999997138977,NA,NA,NA,NA,NA
"5024",220,1939,0.0397580005228519,581,1023651,75621,7950,6397,41814,1,-0.425000011920929,-0.382999986410141,NA,-0.547999978065491,-0.0520000010728836,NA
"5025",225,1939,0.00199400004930794,0,41256,8146,21,738,4236,0,0.446999996900558,NA,NA,NA,NA,NA
"5026",230,1939,0.01609200052917,539,82463,9118,589,4611,25567,0,0.150999993085861,NA,NA,0.221000000834465,-0.28999999165535,NA
"5027",235,1939,0.00243799993768334,40,28533,1739,0,967,7612,0,0.0740000009536743,NA,NA,-0.0419999994337559,-0.532999992370605,NA
"5028",255,1939,0.180584996938705,2750,1.2e+07,254938,24513,23627,79375,1,-0.204999998211861,-0.310000002384186,NA,-0.397000014781952,NA,NA
"5029",290,1939,0.0184419993311167,275,968472,29641,504,3914,30171,0,-0.523999989032745,NA,NA,NA,NA,NA
"5030",310,1939,0.00426399987190962,33,57861,6423,733,1338,9142,0,-0.10700000077486,NA,NA,NA,NA,NA
"5031",315,1939,0.0118530001491308,163,268742,24961,2421,1636,14764,0,-0.458000004291534,NA,NA,NA,NA,NA
"5032",325,1939,0.0279929991811514,581,669412,26123,2283,8196,43976,1,-0.112999998033047,-0.416999995708466,NA,NA,NA,NA
"5033",339,1939,0.000287000002572313,9,6984,32,0,0,1078,0,0.128000006079674,NA,NA,NA,NA,NA
"5034",345,1939,0.00550899980589747,146,98514,3997,217,759,15403,0,-0.358999997377396,NA,NA,NA,NA,NA
"5035",350,1939,0.00322899990715086,98,49784,1261,18,844,7145,0,-0.187999993562698,0.0979999974370003,NA,NA,NA,NA
"5036",355,1939,0.00182200002018362,48,18955,1024,0,322,6348,0,-0.197999998927116,NA,NA,NA,NA,NA
"5037",360,1939,0.00655299983918667,151,82164,8067,251,1097,18941,0,-0.312999993562698,NA,NA,NA,NA,NA
"5038",365,1939,0.139249995350838,1789,5984123,179548,17564,35124,170466,1,-0.0410000011324883,-0.108000002801418,NA,-0.0260000005364418,NA,NA
"5039",366,1939,0.000530000019352883,15,5123,327,0,175,1141,0,-0.0179999992251396,NA,NA,NA,NA,NA
"5040",367,1939,0.00126100005581975,29,8432,825,NA,391,1990,0,-0.187999993562698,NA,NA,NA,NA,NA
"5041",368,1939,0.000860999978613108,27,11230,504,0,111,2577,0,0.133000001311302,NA,NA,NA,NA,NA
"5042",375,1939,0.0019610000308603,37,68491,3604,79,304,3862,0,0.0160000007599592,NA,NA,NA,NA,NA
"5043",380,1939,0.00568100018426776,NA,98741,15124,1151,993,6271,0,0.377999991178513,NA,NA,NA,NA,NA
"5044",385,1939,0.00201299996115267,4,68421,10824,65,281,2991,0,0.527999997138977,NA,NA,NA,NA,NA
"5045",390,1939,0.00193200004287064,12,29364,6502,33,743,3821,0,0.118000000715256,NA,NA,NA,NA,NA
"5046",450,1939,9.30000023799948e-05,1,NA,NA,0,0,438,0,NA,NA,NA,NA,NA,NA
"5047",560,1939,0.00423200009390712,5,8322,16890,368,1344,10170,0,NA,NA,NA,NA,NA,NA
"5048",630,1939,0.00366599997505546,32,23543,NA,0,1248,14135,0,NA,-0.0710000023245811,NA,NA,NA,NA
"5049",640,1939,0.00538899982348084,148,59371,1912,0,1132,17517,0,-0.248999997973442,-0.0219999998807907,NA,NA,NA,NA
"5050",645,1939,0.00124300003517419,19,6945,NA,0,381,4033,0,NA,0.328000009059906,NA,NA,NA,NA
"5051",651,1939,0.00481599988415837,25,11914,NA,0,2390,16588,0,NA,0.275000005960464,NA,NA,NA,NA
"5052",670,1939,0.00076299998909235,4,NA,NA,0,134,3223,0,NA,0.804000020027161,NA,NA,NA,NA
"5053",678,1939,0.00085200002649799,18,NA,NA,0,0,2802,0,NA,0.75,NA,NA,NA,NA
"5054",700,1939,0.00382700003683567,103,NA,NA,0,130,8714,0,NA,NA,NA,-0.127000004053116,NA,NA
"5055",710,1939,0.0979589968919754,1488,173755,41439,62,19770,521310,0,NA,NA,NA,-0.0130000002682209,NA,NA
"5056",712,1939,0.000151000000187196,2,NA,NA,0,0,657,0,NA,NA,NA,-0.248999997973442,NA,NA
"5057",740,1939,0.0647170022130013,957,1699970,NA,6696,20540,71380,1,-0.300999999046326,NA,NA,-0.19200000166893,NA,NA
"5058",790,1939,0.00164899998344481,20,NA,NA,0,0,7420,0,NA,NA,NA,0.797999978065491,NA,NA
"5059",800,1939,0.00375399994663894,31,10943,NA,0,1321,15023,0,NA,NA,NA,0.342999994754791,NA,NA
"5060",900,1939,0.00676100002601743,8,67076,17085,1202,3336,6968,0,NA,NA,NA,0.282999992370605,NA,NA
"5061",920,1939,0.000587999995332211,1,7080,NA,0,352,1627,0,NA,NA,NA,0.432000011205673,NA,NA
"5062",2,1940,0.199122995138168,458,1657000,821107,60765,37988,132394,1,NA,NA,NA,NA,NA,NA
"5063",20,1940,0.0137900002300739,21,730100,60812,2045,2617,11682,0,NA,NA,NA,NA,NA,NA
"5064",40,1940,0.00178900000173599,19,17416,NA,0,1042,4566,0,NA,NA,NA,NA,NA,NA
"5065",41,1940,0.000790000020060688,NA,NA,NA,0,120,2751,0,NA,NA,NA,NA,NA,NA
"5066",42,1940,0.000433000008342788,3,NA,NA,0,107,1674,0,NA,NA,NA,NA,NA,NA
"5067",70,1940,0.00572100002318621,NA,18146,9197,147,2002,19815,0,NA,NA,NA,NA,NA,NA
"5068",90,1940,0.000768000027164817,NA,NA,NA,0,186,2201,0,NA,NA,NA,NA,NA,NA
"5069",91,1940,0.000195999993593432,NA,1040,NA,0,0,1146,0,NA,NA,NA,NA,NA,NA
"5070",92,1940,0.000361999991582707,NA,NA,NA,0,0,1633,0,NA,NA,NA,NA,NA,NA
"5071",93,1940,0.000182999996468425,NA,NA,NA,0,0,825,0,NA,NA,NA,NA,NA,NA
"5072",94,1940,0.000136000002385117,NA,NA,NA,0,0,614,0,NA,NA,NA,NA,NA,NA
"5073",95,1940,8.29999989946373e-05,0,43,NA,0,0,620,0,NA,NA,NA,NA,NA,NA
"5074",100,1940,0.00242900010198355,NA,8514,2045,0,1068,9093,0,NA,NA,NA,NA,NA,NA
"5075",101,1940,0.00119900004938245,2,11599,5192,0,355,3710,0,NA,NA,NA,NA,NA,NA
"5076",130,1940,0.00108199997339398,NA,NA,NA,0,334,2613,0,NA,NA,NA,NA,NA,NA
"5077",135,1940,0.00152000004891306,NA,7212,791,0,521,7033,0,NA,NA,NA,NA,NA,NA
"5078",140,1940,0.00935200043022633,103,74888,4299,141,4275,41114,0,NA,NA,NA,NA,NA,NA
"5079",145,1940,0.000890999974217266,10,NA,NA,0,290,2716,0,NA,NA,NA,NA,NA,NA
"5080",150,1940,0.000371000001905486,3,NA,NA,0,135,1111,0,NA,NA,NA,NA,NA,NA
"5081",155,1940,0.0019849999807775,NA,31007,NA,0,875,5063,0,NA,NA,NA,NA,NA,NA
"5082",160,1940,0.00730499997735023,NA,69908,7158,24,4797,14169,0,NA,NA,NA,NA,NA,NA
"5083",165,1940,0.00135399994906038,NA,NA,NA,0,597,2055,0,NA,NA,NA,NA,NA,NA
"5084",200,1940,0.0937530025839806,1020,9948329,197545,13183,18502,48026,1,NA,NA,NA,NA,NA,NA
"5085",205,1940,0.00118699995800853,8,17684,4162,0,488,2940,0,NA,NA,NA,NA,NA,NA
"5086",210,1940,0.00533800013363361,64,168422,15211,96,2418,8943,0,NA,NA,NA,NA,NA,NA
"5087",211,1940,0.00806299969553947,82,289421,28741,1894,921,8355,0,NA,NA,NA,NA,NA,NA
"5088",212,1940,0.00165999995078892,NA,1168,1049,1042,0,295,0,NA,NA,NA,NA,NA,NA
"5089",220,1940,0.0777190029621124,5000,5707762,71149,4413,6422,41726,1,NA,NA,NA,NA,NA,NA
"5090",225,1940,0.0068660001270473,650,48633,8329,40,744,4268,0,NA,NA,NA,NA,NA,NA
"5091",230,1940,0.0126299997791648,531,87621,9764,804,4832,25944,0,NA,NA,NA,NA,NA,NA
"5092",235,1940,0.00212799990549684,37,31024,1743,0,973,7742,0,NA,NA,NA,NA,NA,NA
"5093",255,1940,0.17382900416851,3300,21200000,256146,22306,25219,84961,1,NA,NA,NA,NA,NA,NA
"5094",310,1940,0.00522000016644597,NA,NA,6204,750,1341,9129,0,NA,NA,NA,NA,NA,NA
"5095",325,1940,0.0303949993103743,1634,606523,25276,2258,8304,44047,1,NA,NA,NA,NA,NA,NA
"5096",345,1940,0.00446399999782443,149,121456,3762,258,774,15429,0,NA,NA,NA,NA,NA,NA
"5097",350,1940,0.00255100009962916,105,62145,1004,15,865,7189,0,NA,NA,NA,NA,NA,NA
"5098",355,1940,0.00240499991923571,163,34517,1106,0,331,6492,0,NA,NA,NA,NA,NA,NA
"5099",360,1940,0.0119650000706315,815,NA,7921,261,1101,18104,0,NA,NA,NA,NA,NA,NA
"5100",365,1940,0.134802997112274,4200,6145214,181462,18317,33978,170297,1,NA,NA,NA,NA,NA,NA
"5101",366,1940,0.000468999991426244,18,4832,329,0,214,1144,0,NA,NA,NA,NA,NA,NA
"5102",367,1940,0.00104799994733185,34,7984,831,NA,392,2001,0,NA,NA,NA,NA,NA,NA
"5103",368,1940,0.000699999975040555,33,9841,513,0,113,2604,0,NA,NA,NA,NA,NA,NA
"5104",375,1940,0.00362200010567904,300,89744,3519,80,310,3851,0,NA,NA,NA,NA,NA,NA
"5105",380,1940,0.00531300017610192,100,105623,15391,1145,1007,6244,0,NA,NA,NA,NA,NA,NA
"5106",385,1940,0.00194099999498576,4,89338,10795,63,307,3014,0,NA,NA,NA,NA,NA,NA
"5107",390,1940,0.00184399995487183,13,35986,6011,39,806,3894,0,NA,NA,NA,NA,NA,NA
"5108",450,1940,0.000132000001030974,5,NA,NA,0,0,458,0,NA,NA,NA,NA,NA,NA
"5109",560,1940,0.00517100002616644,NA,28826,17493,363,1402,10353,0,NA,NA,NA,NA,NA,NA
"5110",630,1940,0.00426900014281273,120,24250,NA,0,1320,14289,0,NA,NA,NA,NA,NA,NA
"5111",640,1940,0.00402799993753433,NA,79176,2131,38,1169,17821,0,NA,NA,NA,NA,NA,NA
"5112",645,1940,0.00117299996782094,NA,6851,NA,0,400,4135,0,NA,NA,NA,NA,NA,NA
"5113",651,1940,0.00505399983376265,50,14354,NA,0,2549,16877,0,NA,NA,NA,NA,NA,NA
"5114",670,1940,0.000752000021748245,4,NA,NA,0,142,3288,0,NA,NA,NA,NA,NA,NA
"5115",678,1940,0.000675000017508864,18,NA,NA,0,0,2843,0,NA,NA,NA,NA,NA,NA
"5116",700,1940,0.00231099990196526,60,NA,NA,0,143,8875,0,NA,NA,NA,NA,NA,NA
"5117",710,1940,0.0941239967942238,2036,217589,48328,45,20552,525760,0,NA,NA,NA,NA,NA,NA
"5118",712,1940,0.000146999998833053,NA,NA,NA,0,0,664,0,NA,NA,NA,NA,NA,NA
"5119",740,1940,0.0544809997081757,957,1863181,NA,6856,20980,71933,1,NA,NA,NA,NA,NA,NA
"5120",790,1940,0.00147500005550683,20,NA,NA,0,0,7518,0,NA,NA,NA,NA,NA,NA
"5121",800,1940,0.00414399988949299,NA,10514,NA,0,1372,15296,0,NA,NA,NA,NA,NA,NA
"5122",900,1940,0.00755599979311228,82,179418,15876,1326,3374,7039,0,NA,NA,NA,NA,NA,NA
"5123",920,1940,0.000584999972488731,1,9836,NA,0,353,1636,0,NA,NA,NA,NA,NA,NA
"5124",2,1941,0.239190995693207,1801,6301000,916071,75150,38183,133894,1,NA,NA,NA,NA,NA,NA
"5125",20,1941,0.0167590007185936,280,1038380,67095,2460,2645,11810,0,NA,NA,NA,NA,NA,NA
"5126",40,1941,0.00225499994121492,19,NA,NA,0,1088,4653,0,NA,NA,NA,NA,NA,NA
"5127",41,1941,0.000623000029008836,NA,1509,NA,0,121,2786,0,NA,NA,NA,NA,NA,NA
"5128",42,1941,0.000459000002592802,3,NA,NA,0,117,1715,0,NA,NA,NA,NA,NA,NA
"5129",70,1941,0.00592300016433001,NA,22633,8448,142,2140,20332,0,NA,NA,NA,NA,NA,NA
"5130",90,1941,0.000813000020571053,NA,NA,NA,0,193,2252,0,NA,NA,NA,NA,NA,NA
"5131",91,1941,0.000265999988187104,NA,NA,NA,0,0,1171,0,NA,NA,NA,NA,NA,NA
"5132",92,1941,0.000376000010874122,NA,NA,NA,0,0,1654,0,NA,NA,NA,NA,NA,NA
"5133",93,1941,0.000192000006791204,NA,NA,NA,0,0,844,0,NA,NA,NA,NA,NA,NA
"5134",94,1941,0.000144000005093403,NA,NA,NA,0,0,633,0,NA,NA,NA,NA,NA,NA
"5135",95,1941,0.000108000000182074,0,NA,NA,0,0,636,0,NA,NA,NA,NA,NA,NA
"5136",100,1941,0.00256199995055795,NA,8571,1894,0,1143,9296,0,NA,NA,NA,NA,NA,NA
"5137",101,1941,0.00139899994246662,2,10649,7276,0,373,3803,0,NA,NA,NA,NA,NA,NA
"5138",130,1941,0.000864000001456589,NA,1667,NA,0,346,2659,0,NA,NA,NA,NA,NA,NA
"5139",135,1941,0.00153000000864267,32,7953,631,0,545,7164,0,NA,NA,NA,NA,NA,NA
"5140",140,1941,0.0107490001246333,NA,77959,4012,155,4413,42069,0,NA,NA,NA,NA,NA,NA
"5141",145,1941,0.000740999996196479,10,3342,NA,0,294,2744,0,NA,NA,NA,NA,NA,NA
"5142",150,1941,0.000387999985832721,3,NA,NA,0,140,1137,0,NA,NA,NA,NA,NA,NA
"5143",155,1941,0.00205600005574524,NA,36175,NA,0,881,5149,0,NA,NA,NA,NA,NA,NA
"5144",160,1941,0.007598000112921,NA,77783,6526,45,4961,14401,0,NA,NA,NA,NA,NA,NA
"5145",165,1941,0.00142500002402812,NA,NA,NA,0,612,2075,0,NA,NA,NA,NA,NA,NA
"5146",200,1941,0.0977500006556511,2300,11280839,197968,12510,18579,48250,1,NA,NA,NA,NA,NA,NA
"5147",205,1941,0.00116200000047684,8,19463,3891,0,490,2942,0,NA,NA,NA,NA,NA,NA
"5148",220,1941,0.013689000159502,373,605022,65413,942,2381,8000,0,NA,NA,NA,NA,NA,NA
"5149",225,1941,0.0055650002323091,525,55174,8441,74,749,4301,0,NA,NA,NA,NA,NA,NA
"5150",230,1941,0.0122370002791286,522,90007,9938,689,4972,26132,0,NA,NA,NA,NA,NA,NA
"5151",235,1941,0.00215100008063018,36,36211,1748,1,980,7863,0,NA,NA,NA,NA,NA,NA
"5152",255,1941,0.208704993128777,7100,28900000,261813,25950,25412,85936,1,NA,NA,NA,NA,NA,NA
"5153",310,1941,0.00458199996501207,NA,110555,6167,782,1357,9114,0,NA,NA,NA,NA,NA,NA
"5154",325,1941,0.0211050007492304,NA,541238,24981,2063,8432,44214,1,NA,NA,NA,NA,NA,NA
"5155",345,1941,0.00442400015890598,150,179324,3573,211,796,15437,0,NA,NA,NA,NA,NA,NA
"5156",350,1941,0.00459099980071187,414,79821,821,14,883,7206,0,NA,NA,NA,NA,NA,NA
"5157",355,1941,0.00168700003996491,NA,NA,1198,0,336,6674,0,NA,NA,NA,NA,NA,NA
"5158",360,1941,0.00570400012657046,NA,NA,7643,210,1103,17948,0,NA,NA,NA,NA,NA,NA
"5159",365,1941,0.126161992549896,4207,6884227,192006,15584,32546,170051,1,NA,NA,NA,NA,NA,NA
"5160",375,1941,0.00156300002709031,NA,93832,3394,62,312,3838,0,NA,NA,NA,NA,NA,NA
"5161",380,1941,0.00547999981790781,NA,148721,15416,1156,1028,6216,0,NA,NA,NA,NA,NA,NA
"5162",450,1941,0.000105999999505002,5,76,NA,0,0,479,0,NA,NA,NA,NA,NA,NA
"5163",530,1941,0.00333099998533726,NA,NA,NA,0,177,13437,0,NA,NA,NA,NA,NA,NA
"5164",560,1941,0.00546800019219518,120,112840,18679,339,1470,10536,0,NA,NA,NA,NA,NA,NA
"5165",630,1941,0.00535500003024936,124,NA,NA,0,1407,14450,0,NA,NA,NA,NA,NA,NA
"5166",640,1941,0.00695599988102913,513,108253,2183,33,1209,18011,0,NA,NA,NA,NA,NA,NA
"5167",645,1941,0.00161599996499717,NA,NA,NA,0,419,4239,0,NA,NA,NA,NA,NA,NA
"5168",651,1941,0.00615799985826015,NA,17798,NA,0,2700,17190,0,NA,NA,NA,NA,NA,NA
"5169",670,1941,0.000785999989602715,4,NA,NA,0,150,3344,0,NA,NA,NA,NA,NA,NA
"5170",678,1941,0.000673000002279878,18,NA,NA,0,0,2885,0,NA,NA,NA,NA,NA,NA
"5171",700,1941,0.00263000000268221,90,NA,NA,0,156,9038,0,NA,NA,NA,NA,NA,NA
"5172",710,1941,0.100179001688957,2584,244000,59087,63,21403,530248,0,NA,NA,NA,NA,NA,NA
"5173",712,1941,0.000153999993926845,NA,NA,NA,0,0,676,0,NA,NA,NA,NA,NA,NA
"5174",740,1941,0.07345200330019,3075,2929917,NA,6844,21290,72218,1,NA,NA,NA,NA,NA,NA
"5175",790,1941,0.00150000001303852,20,NA,NA,0,0,7616,0,NA,NA,NA,NA,NA,NA
"5176",800,1941,0.00441600009799004,NA,21856,NA,0,1423,15621,0,NA,NA,NA,NA,NA,NA
"5177",900,1941,0.0111349998041987,400,550072,17799,1700,3414,7110,0,NA,NA,NA,NA,NA,NA
"5178",920,1941,0.00175599998328835,100,120750,NA,0,354,1629,0,NA,NA,NA,NA,NA,NA
"5179",2,1942,0.278941005468369,3859,26001000,954285,78047,38377,135361,1,NA,NA,NA,NA,NA,NA
"5180",20,1942,0.0189779996871948,400,2321324,73119,2821,2690,11962,0,NA,NA,NA,NA,NA,NA
"5181",40,1942,0.00184200005605817,20,15794,NA,0,1116,4704,0,NA,NA,NA,NA,NA,NA
"5182",41,1942,0.000534999999217689,5,1509,NA,0,122,2822,0,NA,NA,NA,NA,NA,NA
"5183",42,1942,0.000390000001061708,4,2113,NA,0,128,1757,0,NA,NA,NA,NA,NA,NA
"5184",70,1942,0.00539600010961294,52,24691,8548,174,2287,20866,0,NA,NA,NA,NA,NA,NA
"5185",90,1942,0.000631999981123954,NA,1900,NA,0,199,2300,0,NA,NA,NA,NA,NA,NA
"5186",91,1942,0.000207999997655861,NA,1184,NA,0,0,1195,0,NA,NA,NA,NA,NA,NA
"5187",92,1942,0.000292000011540949,NA,1465,NA,0,0,1675,0,NA,NA,NA,NA,NA,NA
"5188",93,1942,0.000197999994270504,NA,NA,NA,0,0,863,0,NA,NA,NA,NA,NA,NA
"5189",94,1942,0.000114000002213288,NA,953,NA,0,0,647,0,NA,NA,NA,NA,NA,NA
"5190",95,1942,0.000112000001536217,0,NA,NA,0,0,651,0,NA,NA,NA,NA,NA,NA
"5191",100,1942,0.00267599988728762,NA,9142,2007,0,1231,9503,0,NA,NA,NA,NA,NA,NA
"5192",101,1942,0.00128500000573695,2,10372,5924,0,391,3914,0,NA,NA,NA,NA,NA,NA
"5193",130,1942,0.000882000022102147,NA,1667,NA,0,357,2690,0,NA,NA,NA,NA,NA,NA
"5194",135,1942,0.00151800003368407,32,10076,672,0,571,7300,0,NA,NA,NA,NA,NA,NA
"5195",140,1942,0.009723000228405,105,127278,3479,160,4580,43069,0,NA,NA,NA,NA,NA,NA
"5196",145,1942,0.000731999985873699,10,6086,NA,0,297,2772,0,NA,NA,NA,NA,NA,NA
"5197",150,1942,0.000392999994801357,3,NA,NA,0,146,1164,0,NA,NA,NA,NA,NA,NA
"5198",155,1942,0.00204099994152784,NA,41300,NA,0,886,5244,0,NA,NA,NA,NA,NA,NA
"5199",160,1942,0.00772099988535047,NA,98297,6510,53,5120,14637,0,NA,NA,NA,NA,NA,NA
"5200",165,1942,0.00112200004514307,NA,12565,NA,0,627,2094,0,NA,NA,NA,NA,NA,NA
"5201",200,1942,0.0926970019936562,3390,13478623,198127,13150,18601,48464,1,NA,NA,NA,NA,NA,NA
"5202",205,1942,0.00109399994835258,9,24987,3347,0,492,2944,0,NA,NA,NA,NA,NA,NA
"5203",220,1942,0.0119310002774,NA,742009,60008,678,2381,8000,0,NA,NA,NA,NA,NA,NA
"5204",225,1942,0.00471600005403161,525,60984,8694,82,753,4333,0,NA,NA,NA,NA,NA,NA
"5205",230,1942,0.0112610002979636,508,93374,10008,644,5011,26495,0,NA,NA,NA,NA,NA,NA
"5206",235,1942,0.00227100006304681,NA,39436,1751,1,987,7917,0,NA,NA,NA,NA,NA,NA
"5207",255,1942,0.182285994291306,7028,36900000,266101,25865,25412,85936,1,NA,NA,NA,NA,NA,NA
"5208",310,1942,0.0063379998318851,350,NA,6054,784,1362,9107,0,NA,NA,NA,NA,NA,NA
"5209",325,1942,0.036116998642683,3750,493476,24701,1934,8574,44452,1,NA,NA,NA,NA,NA,NA
"5210",355,1942,0.00171700003556907,NA,NA,1287,0,342,6721,0,NA,NA,NA,NA,NA,NA
"5211",360,1942,0.00554799987003207,NA,NA,7284,198,1106,17466,0,NA,NA,NA,NA,NA,NA
"5212",365,1942,0.115861997008324,4932,7324156,193976,15147,31963,169974,1,NA,NA,NA,NA,NA,NA
"5213",375,1942,0.00147100002504885,NA,99871,3208,84,314,3831,0,NA,NA,NA,NA,NA,NA
"5214",380,1942,0.00662099989131093,400,187429,15527,1228,1083,6204,0,NA,NA,NA,NA,NA,NA
"5215",450,1942,0.000125000005937181,5,NA,NA,0,0,505,0,NA,NA,NA,NA,NA,NA
"5216",530,1942,0.00342700001783669,NA,NA,NA,0,192,13658,0,NA,NA,NA,NA,NA,NA
"5217",560,1942,0.00607699993997812,NA,290160,20408,346,1548,10716,0,NA,NA,NA,NA,NA,NA
"5218",630,1942,0.00473800022155046,65,NA,NA,0,1480,14643,0,NA,NA,NA,NA,NA,NA
"5219",640,1942,0.00708900019526482,513,NA,1901,50,1252,18203,0,NA,NA,NA,NA,NA,NA
"5220",645,1942,0.00167799997143447,NA,NA,NA,0,440,4346,0,NA,NA,NA,NA,NA,NA
"5221",651,1942,0.00638800021260977,NA,20085,NA,0,2861,17499,0,NA,NA,NA,NA,NA,NA
"5222",670,1942,0.0007999999797903,4,NA,NA,0,159,3401,0,NA,NA,NA,NA,NA,NA
"5223",678,1942,0.000641999999061227,18,NA,NA,0,0,2929,0,NA,NA,NA,NA,NA,NA
"5224",700,1942,0.00247199996374547,90,NA,NA,0,170,9199,0,NA,NA,NA,NA,NA,NA
"5225",710,1942,0.100083999335766,3132,61724,58854,96,22583,534774,0,NA,NA,NA,NA,NA,NA
"5226",712,1942,0.00015700000221841,NA,NA,NA,0,0,684,0,NA,NA,NA,NA,NA,NA
"5227",740,1942,0.0676919966936111,3075,4414273,NA,7044,21480,72880,1,NA,NA,NA,NA,NA,NA
"5228",790,1942,0.00147899996954948,20,NA,NA,0,0,7711,0,NA,NA,NA,NA,NA,NA
"5229",800,1942,0.00592700019478798,NA,NA,NA,0,1471,15915,0,NA,NA,NA,NA,NA,NA
"5230",900,1942,0.0107620004564524,NA,1032686,19291,1793,3465,7181,0,NA,NA,NA,NA,NA,NA
"5231",920,1942,0.00198199995793402,154,224434,NA,0,356,1639,0,NA,NA,NA,NA,NA,NA
"5232",2,1943,0.33619299530983,9045,72109000,1039107,80592,38554,137250,1,NA,NA,NA,NA,NA,NA
"5233",20,1943,0.0203520003706217,740,3841192,78020,2725,2738,12108,0,NA,NA,NA,NA,NA,NA
"5234",40,1943,0.00228899996727705,20,NA,NA,0,1148,4779,0,NA,NA,NA,NA,NA,NA
"5235",41,1943,0.000667000014800578,5,NA,NA,0,124,2857,0,NA,NA,NA,NA,NA,NA
"5236",42,1943,0.00039999998989515,4,2355,NA,0,139,1800,0,NA,NA,NA,NA,NA,NA
"5237",70,1943,0.00563099980354309,80,30246,8600,167,2445,21418,0,NA,NA,NA,NA,NA,NA
"5238",90,1943,0.000857000006362796,NA,NA,NA,0,208,2339,0,NA,NA,NA,NA,NA,NA
"5239",91,1943,0.000209999998332933,NA,1208,NA,0,0,1213,0,NA,NA,NA,NA,NA,NA
"5240",92,1943,0.000292999990051612,NA,1350,NA,0,0,1697,0,NA,NA,NA,NA,NA,NA
"5241",93,1943,0.000201000002562068,NA,NA,NA,0,0,880,0,NA,NA,NA,NA,NA,NA
"5242",94,1943,9.69999964581802e-05,1,1239,NA,0,0,661,0,NA,NA,NA,NA,NA,NA
"5243",95,1943,9.69999964581802e-05,0,4140,NA,0,0,669,0,NA,NA,NA,NA,NA,NA
"5244",100,1943,0.00232700002379715,11,8914,1505,0,1329,9714,0,NA,NA,NA,NA,NA,NA
"5245",101,1943,0.00126599997747689,2,10172,5548,0,411,4028,0,NA,NA,NA,NA,NA,NA
"5246",130,1943,0.000898999976925552,NA,2510,NA,0,367,2726,0,NA,NA,NA,NA,NA,NA
"5247",135,1943,0.00153500004671514,32,12953,794,0,598,7439,0,NA,NA,NA,NA,NA,NA
"5248",140,1943,0.0111570004373789,NA,109019,3754,186,4673,44093,0,NA,NA,NA,NA,NA,NA
"5249",145,1943,0.000838999985717237,NA,5347,NA,0,301,2800,0,NA,NA,NA,NA,NA,NA
"5250",150,1943,0.000400999997509643,3,NA,NA,0,152,1191,0,NA,NA,NA,NA,NA,NA
"5251",155,1943,0.00205300003290176,NA,61951,NA,0,891,5341,0,NA,NA,NA,NA,NA,NA
"5252",160,1943,0.00782600045204163,NA,58374,6814,73,5286,14871,0,NA,NA,NA,NA,NA,NA
"5253",165,1943,0.00148199999239296,NA,NA,NA,0,643,2111,0,NA,NA,NA,NA,NA,NA
"5254",200,1943,0.0855830013751984,4145,15376590,198476,13240,18643,48671,1,NA,NA,NA,NA,NA,NA
"5255",205,1943,0.00104400003328919,10,28391,2958,0,495,2947,0,NA,NA,NA,NA,NA,NA
"5256",225,1943,0.00433999998494983,525,69114,8832,92,798,4366,0,NA,NA,NA,NA,NA,NA
"5257",230,1943,0.0112380003556609,497,98408,11452,676,5436,26609,0,NA,NA,NA,NA,NA,NA
"5258",235,1943,0.00225599994882941,NA,41230,1754,1,996,7998,0,NA,NA,NA,NA,NA,NA
"5259",255,1943,0.162155002355576,6957,44800000,271270,29098,25412,86733,1,NA,NA,NA,NA,NA,NA
