"EXPONSAL"	"HIGHTECH"	"LOWTECH"	"MEDTECH"	"RD"	"RDINTENS"	"SALES"	"WORKERS"
0.5077	0	1	0	0	0	1010000	17
0	0	0	1	0	0	2960000	26
9.999999999999999e-005	0	0	1	0	0	4480000	29
0	0	1	0	0	0	973000	10
7.9563	0	1	0	0	0	529000	16
0	0	1	0	0	0	2580000	12
0	0	0	1	0	0	737000	10
0	0	1	0	0	0	1590000	14
10.0031	0	0	1	37902570	1.1591	32700000	67
11.5631	0	0	1	9662400.000000002	0.9900000000000001	9760000	62
74.919	0	0	1	458215050	7.4265	61700000	283
28.5103	0	1	0	0	0	1030000	10
4.050100000000001	0	1	0	1332528	0.6532	2040000	10
0	0	0	1	7681800	0.186	41300000	104
0	0	1	0	0	0	2780000	30
0	0	1	0	0	0	1320000	22
0	0	1	0	0	0	2040000	16
0	0	1	0	0	0	7690000	33
0.0042	0	1	0	600850	0.0305	19700000	115
15.97	0	0	1	7827750	0.3675	21300000	105
14.4711	0	0	1	24426822	4.7523	5140000	26
1.6676	0	0	1	0	0	1120000	20
40	0	1	0	0	0	21400000	57
17.6702	0	0	1	502753520.0000001	5.382800000000001	93400000	272
3.6295	0	1	0	0	0	3230000	28
0	0	1	0	0	0	1510000	29
14.6361	0	1	0	0	0	525000	12
0	0	1	0	0	0	3540000	45
30.3399	0	0	1	2501250	0.0345	72500000	267
0	0	0	1	0	0	75500000	227
0	0	1	0	0	0	603000	14
10.686	0	0	1	0	0	65500000	127
27.2047	0	1	0	0	0	10900000	105
0	0	1	0	0	0	2160000	13
12	0	0	1	0	0	340000000	371
1.0007	0	0	1	7990640	0.6008	13300000	64
10	0	0	1	0	0	33800000	57
5.6336	1	0	0	0	0	320000	10
0	0	0	1	0	0	7500000	49
0	0	0	1	0	0	343000	13
0	0	0	1	0	0	1430000	13
20	0	1	0	0	0	2790000	30
0	0	1	0	0	0	11200000	91
30	0	1	0	0	0	2490000	23
0	0	1	0	0	0	7490000	72
0	0	0	1	0	0	725000	16
0	0	1	0	0	0	1020000	27
0	0	1	0	0	0	936000	25
0	0	1	0	0	0	1600000	23
0	0	1	0	0	0	4320000	41
0	0	0	1	0	0	806000	30
2.1917	0	1	0	0	0	5910000	46
25	0	0	1	900420	0.0698	12900000	94
0	0	1	0	0	0	802000	14
3	0	0	1	0	0	6550000	40
0	0	0	1	0	0	326000	10
2.4425	0	0	1	8994860	0.1367	65800000	216
17.1649	0	1	0	7478600	0.613	12200000	166
35.22660000000001	0	0	1	0	0	13600000	239
2.0939	0	1	0	5999820	0.2166	27700000	200
44.835	0	1	0	39656231.99999999	4.7894	8279999.999999999	74
18.2669	0	0	1	3292710	1.3385	2460000	22
5.5108	0	1	0	800276	0.3391	2360000	23
0	0	1	0	76119460	6.2393	12200000	154
0	0	1	0	0	0	2440000	27
52	0	1	0	0	0	46400000	308
4.5466	0	1	0	0	0	4340000	25
0	0	0	1	8185319.999999999	0.1287	63600000	73
43.0265	0	1	0	0	0	23200000	103
34.4885	0	0	1	1500460	0.2587	5800000	27
0	0	1	0	0	0	1540000	15
37.4157	0	1	0	0	0	3320000	28
5.8316	0	1	0	0	0	3440000	28
0	1	0	0	0	0	1460000	12
7.958	0	1	0	0	0	615000	11
0	0	0	1	0	0	1550000	22
18.3318	0	1	0	0	0	10200000	140
15	1	0	0	6302103	0.9651	6530000	38
0	0	1	0	0	0	2610000	24
0.3156	0	1	0	0	0	33300000	158
0	0	1	0	0	0	634000	16
0.2023	0	0	1	0	0	49400000.00000001	110
3.3386	0	0	1	0	0	3460000	35
0	0	1	0	0	0	858000	17
0	0	1	0	0	0	5470000	44
27	0	0	1	5794152	0.7644	7580000	113
3.5852	1	0	0	1498530	0.3585	4180000	24
95.9816	0	0	1	7590275	1.9715	3850000	23
0	0	0	1	114861600	0.7224	159000000	229
0	1	0	0	0	0	1000000	14
0	0	1	0	0	0	734000	12
17.4088	0	0	1	0	0	3450000	31
0	0	1	0	0	0	620000	16
0	0	1	0	0	0	991000	12
0	0	1	0	0	0	938000.0000000001	22
0	0	0	1	4118307.1	5.4403	757000	10
28.2665	1	0	0	146038500	0.9545	153000000	677
0	0	1	0	2530220	2.387	1060000	20
0	0	1	0	0	0	1510000	25
86.7209	1	0	0	0	0	22400000	101
3.8287	0	0	1	11524500	2.4625	4680000	45
0	0	1	0	0	0	947000.0000000001	11
52.0973	0	1	0	8784700	0.1642	53500000	224
0	0	1	0	0	0	8770000	104
0	0	1	0	0	0	2000000	11
0	0	0	1	6825624	2.1877	3120000	24
0	0	1	0	0	0	1680000	18
2.8923	0	0	1	0	0	19400000	50
9.9872	0	1	0	0	0	1020000	11
56.1371	0	0	1	1501000	0.079	19000000	90
100	0	0	1	0	0	5120000	52
37.5394	0	0	1	2396360	0.0862	27800000	112
17.0995	0	0	1	5870480	0.3812	15400000	90
