OBS	ABSBRAKE	AIRCOND	ALFAR	ANY04	ANY05	ASSISTED	AUDI	AUSTIN	AUTOM	BMW	CHRYSLER	CID	CITROEN	CLIMCON	DAEWOO	DIESEL	ELECWIN	FIAT	FORD	FUELCONS	FUELEFF	HEIGHT	HONDA	HP	HPWEIGHT	HYUNDAI	KIA	LANCIA	LENGTH	MAXSPEED	MAZDA	MERCEDES	MINIVAN	MITSUBIS	NDOORS	NISSAN	OBSID	OPEL	PEUGEOT	PRICE	RENAULT	ROVER	SAAB	SEAT	SKODA	TALBOT	TOYOTA	VOLKS	VOLUME	VOLVO	WEIGHT	WIDTH
ALFAR	1	0	1	1	0	1	0	0	0	0	0	1970	0	1	0	0	1	0	0	8.6	5.212121212	139	0	165	12.84046693	0	0	0	443	220	0	0	0	0	1	0	-0.99999956	0	0	4492422	0	0	0	0	0	0	0	0	10.775975	0	1285	175
ALFAR	1	0	1	0	1	1	0	0	0	0	0	1970	0	1	0	0	1	0	0	8.6	5.212121212	139	0	165	12.84046693	0	0	0	443	220	0	0	0	0	1	0	-0.999999549	0	0	4592783	0	0	0	0	0	0	0	0	10.775975	0	1285	175
ALFAR	1	0	1	1	0	1	0	0	0	0	0	1598	0	1	0	0	1	0	0	8.2	6.833333333	144	0	120	10	0	0	0	417	195	0	0	0	0	0	0	-0.999999502	0	0	3273645	0	0	0	0	0	0	0	0	10.388304	0	1200	173
ALFAR	1	0	1	0	1	1	0	0	0	0	0	1598	0	1	0	0	1	0	0	8.2	6.833333333	144	0	120	10	0	0	0	417	195	0	0	0	0	0	0	-0.999999491	0	0	3378443	0	0	0	0	0	0	0	0	10.388304	0	1200	173
ALFAR	1	0	1	1	0	1	0	0	1	0	0	2492	0	1	0	0	1	0	0	11.9	6.197916667	143	0	192	14.1697417	0	0	0	444	227	0	0	0	0	1	0	-0.999999468	0	0	5788902	0	0	0	0	0	0	0	0	11.047608	0	1355	174
ALFAR	1	0	1	0	1	1	0	0	1	0	0	2492	0	1	0	0	1	0	0	11.9	6.197916667	143	0	192	14.1697417	0	0	0	444	227	0	0	0	0	1	0	-0.999999456	0	0	5806705	0	0	0	0	0	0	0	0	11.047608	0	1355	174
AUDI	1	0	0	1	0	1	1	0	0	0	0	1595	0	1	0	0	1	0	0	7	6.862745098	142	0	102	8.46473029	0	0	0	420	185	0	0	0	0	0	0	-0.999998993	0	0	3630543	0	0	0	0	0	0	0	0	10.55628	0	1205	177
AUDI	1	0	0	0	1	1	1	0	0	0	0	1595	0	1	0	0	1	0	0	7	6.862745098	142	0	102	8.46473029	0	0	0	420	185	0	0	0	0	0	0	-0.999998981	0	0	3630545	0	0	0	0	0	0	0	0	10.55628	0	1205	177
AUDI	1	0	0	1	0	1	1	0	0	0	0	1781	0	1	0	0	1	0	0	8.2	5.030674847	143	0	163	11.8115942	0	0	0	455	228	0	0	0	0	1	0	-0.999998866	0	0	4969980	0	0	0	0	0	0	0	0	11.516505	0	1380	177
AUDI	1	0	0	0	1	1	1	0	0	0	0	1781	0	1	0	0	1	0	0	8.2	5.030674847	143	0	163	11.8115942	0	0	0	459	228	0	0	0	0	1	0	-0.999998854	0	0	5041495	0	0	0	0	0	0	0	0	11.617749	0	1380	177
AUDI	1	0	0	1	0	1	1	0	0	0	0	2976	0	1	0	0	1	0	0	9.7	4.409090909	145	0	220	14.86486486	0	0	0	480	243	0	0	0	0	1	0	-0.999998738	0	0	6999859	0	0	0	0	0	0	0	0	12.5976	0	1480	181
AUDI	1	0	0	0	1	1	1	0	0	0	0	3123	0	1	0	0	1	0	0	9.7	3.803921569	145	0	255	16.55844156	0	0	0	492	250	0	0	0	0	1	0	-0.999998727	0	0	7593857	0	0	0	0	0	0	0	0	12.91254	0	1540	181
AUDI	1	0	0	1	0	1	1	0	0	0	0	2976	0	1	0	0	1	0	0	9.7	4.409090909	145	0	220	14.86486486	0	0	0	480	243	0	0	0	0	1	0	-0.999998692	0	0	7369236	0	0	0	0	0	0	0	0	12.5976	0	1480	181
AUDI	1	0	0	0	1	1	1	0	0	0	0	3123	0	1	0	0	1	0	0	9.7	3.803921569	145	0	255	16.55844156	0	0	0	492	250	0	0	0	0	1	0	-0.999998681	0	0	8001503	0	0	0	0	0	0	0	0	12.91254	0	1540	181
BMW	1	0	0	1	0	1	0	0	0	1	0	1796	0	1	0	0	1	0	0	7.1	6.120689655	142	0	116	8.854961832	0	0	0	447	200	0	0	0	0	1	0	-0.999998275	0	0	4276120	0	0	0	0	0	0	0	0	11.044476	0	1310	174
BMW	1	0	0	0	1	1	0	0	0	1	0	1796	0	1	0	0	1	0	0	7.1	6.120689655	142	0	116	8.854961832	0	0	0	447	200	0	0	0	0	1	0	-0.999998264	0	0	4342675	0	0	0	0	0	0	0	0	11.044476	0	1310	174
BMW	1	0	0	1	0	1	0	0	0	1	0	1995	0	1	0	0	1	0	0	7.4	5.174825175	142	0	143	10.83333333	0	0	0	447	218	0	0	0	0	1	0	-0.999998067	0	0	4658808	0	0	0	0	0	0	0	0	11.044476	0	1320	174
BMW	1	0	0	0	1	1	0	0	0	1	0	1995	0	1	0	0	1	0	0	7.4	5.174825175	142	0	143	10.83333333	0	0	0	447	218	0	0	0	0	1	0	-0.999998056	0	0	4742001	0	0	0	0	0	0	0	0	11.044476	0	1320	174
BMW	1	0	0	1	0	1	0	0	0	1	0	2171	0	1	0	0	1	0	0	8.9	5.235294118	142	0	170	12.23021583	0	0	0	447	226	0	0	0	0	1	0	-0.999997789	0	0	5499978	0	0	0	0	0	0	0	0	11.044476	0	1390	174
BMW	1	0	0	0	1	1	0	0	0	1	0	2171	0	1	0	0	1	0	0	8.9	5.235294118	142	0	170	12.23021583	0	0	0	447	226	0	0	0	0	1	0	-0.999997778	0	0	5540654	0	0	0	0	0	0	0	0	11.044476	0	1390	174
BMW	1	0	0	1	0	1	0	0	0	1	0	2979	0	1	0	0	1	0	0	9.1	3.939393939	142	0	231	16.15384615	0	0	0	447	250	0	0	0	0	1	0	-0.999997685	0	0	6538970	0	0	0	0	0	0	0	0	11.044476	0	1430	174
BMW	1	0	0	0	1	1	0	0	0	1	0	2979	0	1	0	0	1	0	0	9.1	3.939393939	142	0	231	16.15384615	0	0	0	447	250	0	0	0	0	1	0	-0.999997674	0	0	6605524	0	0	0	0	0	0	0	0	11.044476	0	1430	174
BMW	1	0	0	1	0	1	0	0	0	1	0	2979	0	1	0	0	1	0	0	9.5	4.112554113	147	0	231	14.7133758	0	0	0	484	250	0	0	0	0	1	0	-0.999997488	0	0	7736949	0	0	0	0	0	0	0	0	13.16238	0	1570	185
BMW	1	0	0	0	1	1	0	0	0	1	0	2979	0	1	0	0	1	0	0	9.5	4.112554113	147	0	231	14.7133758	0	0	0	484	250	0	0	0	0	1	0	-0.999997477	0	0	7886696	0	0	0	0	0	0	0	0	13.16238	0	1570	185
CHRYSLER	1	1	0	1	0	1	0	0	0	0	1	2429	0	0	0	0	1	0	0	9.8	6.533333333	175	0	150	8.156606852	0	0	0	480	175	0	0	1	0	1	0	-0.999997338	0	0	4650489	0	0	0	0	0	0	0	0	16.8	0	1839	200
CHRYSLER	1	1	0	0	1	1	0	0	0	0	1	2429	0	0	0	0	1	0	0	9.8	6.533333333	175	0	150	8.156606852	0	0	0	480	175	0	0	1	0	1	0	-0.999997326	0	0	4749488	0	0	0	0	0	0	0	0	16.8	0	1839	200
CHRYSLER	1	1	0	1	0	1	0	0	0	0	1	2500	0	0	0	1	1	0	0	7.7	5.5	175	0	140	7.612833061	0	0	0	480	185	0	0	1	0	1	0	-0.999997199	0	0	5157800	0	0	0	0	0	0	0	0	16.8	0	1839	200
CHRYSLER	1	1	0	0	1	1	0	0	0	0	1	2500	0	0	0	1	1	0	0	7.7	5.5	175	0	140	7.612833061	0	0	0	480	185	0	0	1	0	1	0	-0.999997188	0	0	5157800	0	0	0	0	0	0	0	0	16.8	0	1839	200
CITROEN	0	0	0	1	0	1	0	0	0	0	0	1124	1	0	0	0	1	0	0	5.9	9.672131148	146	0	61	6.545064378	0	0	0	367	158	0	0	0	0	0	0	-0.999996319	0	0	1730414	0	0	0	0	0	0	0	0	8.894612	0	932	166
CITROEN	0	0	0	0	1	1	0	0	0	0	0	1124	1	0	0	0	1	0	0	5.9	9.672131148	146	0	61	6.545064378	0	0	0	367	158	0	0	0	0	0	0	-0.999996308	0	0	1565692	0	0	0	0	0	0	0	0	8.894612	0	932	166
CITROEN	1	0	0	1	0	1	0	0	0	0	0	1124	1	0	0	0	1	0	0	6	9.836065574	152	0	61	6.237218814	0	0	0	385	157	0	0	0	0	0	0	-0.999996285	0	0	1875170	0	0	0	0	0	0	0	0	9.77284	0	978	167
CITROEN	1	0	0	0	1	1	0	0	0	0	0	1360	1	0	0	0	1	0	0	6	8	152	0	75	7.462686567	0	0	0	385	168	0	0	0	0	0	0	-0.999996273	0	0	1946716	0	0	0	0	0	0	0	0	9.77284	0	1005	167
CITROEN	1	0	0	1	0	1	0	0	1	0	0	1587	1	1	0	0	1	0	0	6.2	5.636363636	152	0	110	10.3480715	0	0	0	385	192	0	0	0	0	0	0	-0.999996262	0	0	2789461	0	0	0	0	0	0	0	0	9.77284	0	1063	167
CITROEN	1	0	0	0	1	1	0	0	1	0	0	1587	1	1	0	0	1	0	0	6.2	5.636363636	152	0	110	10.3480715	0	0	0	385	192	0	0	0	0	0	0	-0.99999625	0	0	2405942	0	0	0	0	0	0	0	0	9.77284	0	1063	167
CITROEN	1	0	0	1	0	1	0	0	0	0	0	1997	1	1	0	0	1	0	0	8.3	6.014492754	148	0	138	10.47040971	0	0	0	462	208	0	0	0	0	1	0	-0.999996204	0	0	3773468	0	0	0	0	0	0	0	0	12.102552	0	1318	177
CITROEN	1	0	0	0	1	1	0	0	0	0	0	1997	1	1	0	0	1	0	0	8.3	6.014492754	148	0	138	10.47040971	0	0	0	462	208	0	0	0	0	1	0	-0.999996192	0	0	3337703	0	0	0	0	0	0	0	0	12.102552	0	1318	177
CITROEN	1	1	0	1	0	1	0	0	0	0	0	1997	1	0	0	1	1	0	0	5.44	6.044444444	141	0	90	7.5	0	0	0	419	180	0	0	0	0	1	0	-0.999995938	0	0	2929226	0	0	0	0	0	0	0	0	10.102509	0	1200	171
CITROEN	1	0	0	0	1	1	0	0	0	0	0	1997	1	0	0	1	1	0	0	5.5	6.111111111	164	0	90	6.923076923	0	0	0	428	175	0	0	0	0	1	0	-0.999995926	0	0	3074148	0	0	0	0	0	0	0	0	12.2836	0	1300	175
CITROEN	1	1	0	1	0	1	0	0	0	0	0	1587	1	0	0	0	1	0	0	7.5	7.894736842	164	0	95	7.661290323	0	0	0	428	171	0	0	0	0	1	0	-0.999995845	0	0	2915748	0	0	0	0	0	0	0	0	12.2836	0	1240	175
CITROEN	1	0	0	0	1	1	0	0	0	0	0	1587	1	1	0	0	1	0	0	7.5	7.894736842	164	0	95	7.661290323	0	0	0	428	171	0	0	0	0	1	0	-0.999995833	0	0	2499783	0	0	0	0	0	0	0	0	12.2836	0	1240	175
DAEWOO	1	0	0	1	0	1	0	0	0	0	0	1598	0	1	1	0	1	0	0	7.8	7.155963303	143	0	109	8.685258964	0	0	0	450	187	0	0	0	0	1	0	-0.999995648	0	0	2445874	0	0	0	0	0	0	0	0	10.9395	0	1255	170
DAEWOO	1	0	0	1	0	1	0	0	0	0	0	1399	0	0	1	0	1	0	0	7.5	9.036144578	150	0	83	8.341708543	0	0	0	388	170	0	0	0	0	1	0	-0.999995625	0	0	1683327	0	0	0	0	0	0	0	0	9.7194	0	995	167
DAEWOO	0	0	0	1	0	1	0	0	0	0	0	800	0	0	1	0	1	0	0	6.1	11.96078431	148	0	51	3.984375	0	0	0	349	144	0	0	0	0	0	0	-0.999995486	0	0	1181341	0	0	0	0	0	0	0	0	7.696148	0	1280	149
FIAT	1	0	0	1	0	1	0	0	0	0	0	1242	0	0	0	0	1	1	0	5.7	9.5	148	0	60	6.976744186	0	0	0	380	155	0	0	0	0	0	0	-0.999995081	0	0	1806952	0	0	0	0	0	0	0	0	9.33584	0	860	166
FIAT	1	0	0	0	1	1	0	0	0	0	0	1242	0	0	0	0	1	1	0	5.7	9.5	148	0	60	6.976744186	0	0	0	380	155	0	0	0	0	0	0	-0.999995069	0	0	1842725	0	0	0	0	0	0	0	0	9.33584	0	860	166
FIAT	1	0	0	1	0	1	0	0	0	0	0	1596	0	1	0	0	1	1	0	7.3	7.087378641	148	0	103	8.619246862	0	0	0	418	185	0	0	0	0	0	0	-0.999995035	0	0	2735386	0	0	0	0	0	0	0	0	11.011792	0	1195	178
FIAT	1	0	0	0	1	1	0	0	0	0	0	1596	0	1	0	0	1	1	0	7.3	7.087378641	148	0	103	8.619246862	0	0	0	418	185	0	0	0	0	0	0	-0.999995023	0	0	2830226	0	0	0	0	0	0	0	0	11.011792	0	1195	178
FORD	1	0	0	1	0	1	0	0	0	0	0	1388	0	0	0	0	1	0	1	6.4	8	143	0	80	7.729468599	0	0	0	392	168	0	0	0	0	0	0	-0.999993981	0	0	1965351	0	0	0	0	0	0	0	0	9.417408	0	1035	168
FORD	1	0	0	0	1	1	0	0	0	0	0	1338	0	0	0	0	1	0	1	6.4	8	143	0	80	7.729468599	0	0	0	392	168	0	0	0	0	0	0	-0.99999397	0	0	2039892	0	0	0	0	0	0	0	0	9.417408	0	1035	168
FORD	1	0	0	1	0	1	0	0	0	0	0	1753	0	0	0	1	1	0	1	5	5.555555556	143	0	90	8.249312557	0	0	0	436	184	0	0	0	0	1	0	-0.99999375	0	0	2858012	0	0	0	0	0	0	0	0	10.59916	0	1091	170
FORD	1	0	0	0	1	1	0	0	0	0	0	1560	0	0	0	1	1	0	1	5.5	5.04587156	143	0	109	9.990834097	0	0	0	434	184	0	0	0	0	1	0	-0.999993738	0	0	3054015	0	0	0	0	0	0	0	0	10.55054	0	1091	170
FORD	1	0	0	1	0	1	0	0	0	0	0	1596	0	0	0	0	1	0	1	6.9	6.9	143	0	100	9.345794393	0	0	0	415	185	0	0	0	0	0	0	-0.999993669	0	0	2670828	0	0	0	0	0	0	0	0	10.08865	0	1070	170
FORD	1	1	0	0	1	1	0	0	0	0	0	1596	0	0	0	0	1	0	1	6.9	6.9	143	0	100	9.345794393	0	0	0	415	185	0	0	0	0	0	0	-0.999993657	0	0	2641378	0	0	0	0	0	0	0	0	10.08865	0	1070	170
FORD	1	0	0	1	0	1	0	0	0	0	0	1388	0	0	0	0	1	0	1	6.5	8.125	153	0	80	7.476635514	0	0	0	402	163	0	0	0	0	0	0	-0.999993634	0	0	2194964	0	0	0	0	0	0	0	0	10.579032	0	1070	172
FORD	1	0	0	0	1	1	0	0	0	0	0	1388	0	0	0	0	1	0	1	6.5	8.125	153	0	80	7.476635514	0	0	0	402	163	0	0	0	0	1	0	-0.999993623	0	0	2241219	0	0	0	0	0	0	0	0	10.579032	0	1070	172
FORD	0	0	0	1	0	0	0	0	0	0	0	1299	0	0	0	0	0	0	1	6.5	9.285714286	139	0	70	8.03673938	0	0	0	362	167	0	0	0	0	0	0	-0.99999353	0	0	1627588	0	0	0	0	0	0	0	0	8.252152	0	871	164
FORD	1	1	0	1	0	1	0	0	0	0	0	1998	0	0	0	1	1	0	1	5.6	4.869565217	143	0	115	8.309248555	0	0	0	473	195	0	0	0	0	1	0	-0.999993391	0	0	3593938	0	0	0	0	0	0	0	0	12.242659	0	1384	181
FORD	1	1	0	0	1	1	0	0	0	0	0	1998	0	0	0	1	1	0	1	5.6	4.869565217	143	0	115	8.309248555	0	0	0	473	195	0	0	0	0	1	0	-0.99999338	0	0	3698761	0	0	0	0	0	0	0	0	12.242659	0	1384	181
FORD	1	0	0	1	0	1	0	0	0	0	0	1999	0	1	0	0	1	0	1	8	5.517241379	143	0	145	11.14527287	0	0	0	473	215	0	0	0	0	1	0	-0.999993241	0	0	3910071	0	0	0	0	0	0	0	0	12.242659	0	1301	181
FORD	1	0	0	0	1	1	0	0	0	0	0	1999	0	1	0	0	1	0	1	8	5.517241379	143	0	145	11.14527287	0	0	0	473	215	0	0	0	0	1	0	-0.999993229	0	0	4014894	0	0	0	0	0	0	0	0	12.242659	0	1301	181
FORD	1	0	0	1	0	1	0	0	1	0	0	1998	0	1	0	1	1	0	1	5.8	4.461538462	143	0	130	9.723261032	0	0	0	473	208	0	0	0	0	1	0	-0.999993206	0	0	4946656	0	0	0	0	0	0	0	0	12.242659	0	1337	181
FORD	1	0	0	0	1	1	0	0	1	0	0	1998	0	1	0	1	1	0	1	5.8	4.461538462	143	0	130	9.723261032	0	0	0	473	208	0	0	0	0	1	0	-0.999993194	0	0	5043160	0	0	0	0	0	0	0	0	12.242659	0	1337	181
HONDA	1	0	0	1	0	1	0	0	0	0	0	1998	0	1	0	0	1	0	0	7.7	4.967741935	145	1	155	11.57580284	0	0	0	467	217	0	0	0	0	1	0	-0.99999265	0	0	3544022	0	0	0	0	0	0	0	0	11.91784	0	1339	176
HONDA	1	0	0	0	1	1	0	0	0	0	0	1998	0	1	0	0	1	0	0	7.7	4.967741935	145	1	155	11.57580284	0	0	0	467	217	0	0	0	0	1	0	-0.999992639	0	0	3643853	0	0	0	0	0	0	0	0	11.91784	0	1339	176
HONDA	1	0	0	1	0	1	0	0	0	0	0	1590	0	1	0	0	1	0	0	6.6	6	144	1	110	9.532062392	0	0	0	414	187	0	0	0	0	0	0	-0.999992488	0	0	2728730	0	0	0	0	0	0	0	0	10.13472	0	1154	170
HONDA	1	0	0	0	1	1	0	0	0	0	0	1590	0	1	0	0	1	0	0	6.6	6	144	1	110	9.532062392	0	0	0	414	187	0	0	0	0	0	0	-0.999992477	0	0	2778646	0	0	0	0	0	0	0	0	10.13472	0	1154	170
HYUNDAI	1	0	0	1	0	1	0	0	0	0	0	1341	0	0	0	0	1	0	0	6.2	7.294117647	140	0	85	8.585858586	1	0	0	422	174	0	0	0	0	1	0	-0.999992326	0	0	1772011	0	0	0	0	0	0	0	0	9.92544	0	990	168
HYUNDAI	1	0	0	0	1	1	0	0	0	0	0	1341	0	0	0	0	1	0	0	6.2	7.294117647	140	0	85	8.585858586	1	0	0	422	174	0	0	0	0	1	0	-0.999992315	0	0	1880162	0	0	0	0	0	0	0	0	9.92544	0	990	168
HYUNDAI	0	0	0	1	0	1	0	0	0	0	0	1086	0	0	0	0	1	0	0	5.9	10	157	0	59	6.674208145	1	0	0	357	146	0	0	0	0	0	0	-0.999992234	0	0	1414281	0	0	0	0	0	0	0	0	8.575497	0	884	153
HYUNDAI	0	0	0	0	1	1	0	0	0	0	0	1086	0	0	0	0	1	0	0	5.9	10	157	0	59	6.674208145	1	0	0	357	146	0	0	0	0	0	0	-0.999992222	0	0	1430920	0	0	0	0	0	0	0	0	8.575497	0	884	153
HYUNDAI	0	0	0	1	0	1	0	0	0	0	0	1341	0	0	0	0	1	0	0	6.2	7.56097561	149	0	82	8.224674022	1	0	0	381	165	0	0	0	0	0	0	-0.999992199	0	0	1697137	0	0	0	0	0	0	0	0	9.480423	0	997	167
HYUNDAI	0	0	0	0	1	1	0	0	0	0	0	1341	0	0	0	0	1	0	0	6.2	7.56097561	149	0	82	8.224674022	1	0	0	381	165	0	0	0	0	0	0	-0.999992188	0	0	1796969	0	0	0	0	0	0	0	0	9.480423	0	997	167
HYUNDAI	1	0	0	1	0	1	0	0	0	0	0	1975	0	1	0	0	1	0	0	7.6	5.314685315	143	0	143	11.45833333	1	0	0	453	208	0	0	0	0	1	0	-0.999992072	0	0	3078141	0	0	0	0	0	0	0	0	11.206767	0	1248	173
HYUNDAI	1	0	0	0	1	1	0	0	0	0	0	1975	0	1	0	0	1	0	0	7.6	5.314685315	143	0	143	11.45833333	1	0	0	453	208	0	0	0	0	1	0	-0.99999206	0	0	3078141	0	0	0	0	0	0	0	0	11.206767	0	1248	173
HYUNDAI	0	0	0	1	0	1	0	0	0	0	0	1599	0	0	0	0	1	0	0	7.8	7.572815534	164	0	103	8.253205128	1	0	0	403	170	0	0	0	0	0	0	-0.999992025	0	0	2196295	0	0	0	0	0	0	0	0	11.500008	0	1248	174
HYUNDAI	0	0	0	0	1	1	0	0	0	0	0	1599	0	0	0	0	1	0	0	7.8	7.572815534	164	0	103	8.253205128	1	0	0	403	170	0	0	0	0	0	0	-0.999992014	0	0	2312765	0	0	0	0	0	0	0	0	11.500008	0	1248	174
KIA	1	0	0	1	0	1	0	0	0	0	0	1323	0	0	0	0	1	0	0	6.6	8.148148148	142	0	81	7.818532819	0	1	0	424	165	0	0	0	0	1	0	-0.999991968	0	0	1835903	0	0	0	0	0	0	0	0	10.114944	0	1036	168
KIA	1	0	0	0	1	1	0	0	0	0	0	1323	0	0	0	0	1	0	0	6.6	8.148148148	142	0	81	7.818532819	0	1	0	424	165	0	0	0	0	1	0	-0.999991956	0	0	1869347	0	0	0	0	0	0	0	0	10.114944	0	1036	168
KIA	1	0	0	1	0	1	0	0	0	0	0	2497	0	1	0	0	1	0	0	11	7.333333333	181	0	150	7.537688442	0	1	0	493	185	0	0	1	0	1	0	-0.99999191	0	0	4136855	0	0	0	0	0	0	0	0	16.95427	0	1990	190
KIA	1	0	0	0	1	1	0	0	0	0	0	2497	0	1	0	0	1	0	0	11	7.333333333	181	0	150	7.537688442	0	1	0	493	185	0	0	1	0	1	0	-0.999991898	0	0	4220048	0	0	0	0	0	0	0	0	16.95427	0	1990	190
LANCIA	1	1	0	1	0	1	0	0	0	0	0	1242	0	0	0	0	1	0	0	6	10	143	0	60	6.976744186	0	0	1	372	160	0	0	0	0	1	0	-0.9999914	0	0	2006615	0	0	0	0	0	0	0	0	8.990124	0	860	169
LANCIA	1	1	0	0	1	1	0	0	0	0	0	1242	0	0	0	0	1	0	0	6	10	143	0	60	6.976744186	0	0	1	372	160	0	0	0	0	1	0	-0.999991389	0	0	2038229	0	0	0	0	0	0	0	0	8.990124	0	860	169
MAZDA	1	0	0	1	0	1	0	0	0	0	0	1242	0	0	0	0	1	0	0	6.3	8.4	155	0	75	6.666666667	0	0	0	393	163	1	0	0	0	0	0	-0.99999125	0	0	2018262	0	0	0	0	0	0	0	0	10.23372	0	1125	168
MAZDA	1	0	0	0	1	1	0	0	0	0	0	1242	0	0	0	0	1	0	0	6.3	8.4	155	0	75	6.666666667	0	0	0	393	163	1	0	0	0	0	0	-0.999991238	0	0	2193799	0	0	0	0	0	0	0	0	10.23372	0	1125	168
MAZDA	1	0	0	1	0	1	0	0	0	0	0	1598	0	1	0	0	1	0	0	7.2	6.857142857	147	0	105	8.333333333	0	0	0	442	182	1	0	0	0	1	0	-0.999991227	0	0	2687134	0	0	0	0	0	0	0	0	11.435424	0	1260	176
MAZDA	1	0	0	0	1	1	0	0	0	0	0	1598	0	1	0	0	1	0	0	7.2	6.857142857	147	0	105	8.333333333	0	0	0	442	182	1	0	0	0	1	0	-0.999991215	0	0	2803604	0	0	0	0	0	0	0	0	11.435424	0	1260	176
MAZDA	1	0	0	1	0	1	0	0	0	0	0	1798	0	1	0	0	1	0	0	8.3	6.916666667	144	0	120	8.921933086	0	0	0	468	197	1	0	0	0	1	0	-0.999991192	0	0	3555669	0	0	0	0	0	0	0	0	11.995776	0	1345	178
MAZDA	1	0	0	0	1	1	0	0	0	0	0	1798	0	1	0	0	1	0	0	8.3	6.916666667	144	0	120	8.921933086	0	0	0	468	197	1	0	0	0	1	0	-0.999991181	0	0	3610576	0	0	0	0	0	0	0	0	11.995776	0	1345	178
MERCEDES	1	0	0	1	0	1	0	0	0	0	0	1796	0	1	0	0	1	0	0	7.9	5.524475524	143	0	143	9.62962963	0	0	0	453	223	0	1	0	0	1	0	-0.999990822	0	0	5207882	0	0	0	0	0	0	0	0	11.206767	0	1485	173
MERCEDES	1	0	0	0	1	1	0	0	0	0	0	1796	0	1	0	0	1	0	0	7.9	5.524475524	143	0	143	9.62962963	0	0	0	453	223	0	1	0	0	1	0	-0.99999081	0	0	5307713	0	0	0	0	0	0	0	0	11.206767	0	1485	173
MERCEDES	1	0	0	1	0	1	0	0	0	0	0	2148	0	1	0	1	1	0	0	6.1	4.066666667	143	0	150	9.868421053	0	0	0	453	220	0	1	0	0	1	0	-0.999990359	0	0	5773594	0	0	0	0	0	0	0	0	11.206767	0	1520	173
MERCEDES	1	0	0	0	1	1	0	0	0	0	0	2148	0	1	0	1	1	0	0	6.1	4.066666667	143	0	150	9.74025974	0	0	0	453	224	0	1	0	0	1	0	-0.999990347	0	0	5865107	0	0	0	0	0	0	0	0	11.206767	0	1540	173
MERCEDES	1	1	0	1	0	1	0	0	0	0	0	1598	0	0	0	0	1	0	0	7.2	7.058823529	158	0	102	9.147982063	0	0	0	361	182	0	1	0	0	0	0	-0.999990174	0	0	3269485	0	0	0	0	0	0	0	0	9.810536	0	1115	172
MERCEDES	1	1	0	0	1	1	0	0	0	0	0	1991	0	0	0	1	1	0	0	4.9	5.975609756	158	0	82	6.307692308	0	0	0	384	170	0	1	0	0	0	0	-0.999990162	0	0	3311081	0	0	0	0	0	0	0	0	10.435584	0	1300	172
MERCEDES	1	1	0	1	0	1	0	0	0	0	0	1689	0	0	0	1	1	0	0	4.9	5.444444444	158	0	90	7.75862069	0	0	0	361	180	0	1	0	0	0	0	-0.999990093	0	0	3514072	0	0	0	0	0	0	0	0	9.810536	0	1160	172
MERCEDES	1	1	0	0	1	1	0	0	0	0	0	1699	0	0	0	0	1	0	0	6.6	5.689655172	158	0	116	9.58677686	0	0	0	384	188	0	1	0	0	0	0	-0.999990081	0	0	3477467	0	0	0	0	0	0	0	0	10.435584	0	1210	172
MERCEDES	1	0	0	1	0	1	0	0	1	0	0	3199	0	1	0	0	1	0	0	9.9	4.419642857	143	0	224	13.61702128	0	0	0	482	240	0	1	0	0	1	0	-0.999990012	0	0	8469047	0	0	0	0	0	0	0	0	12.544532	0	1645	182
MERCEDES	1	1	0	1	0	1	0	0	0	0	0	1397	0	0	0	0	1	0	0	7.1	8.658536585	158	0	82	7.42081448	0	0	0	366	170	0	1	0	0	0	0	-0.999989931	0	0	3019906	0	0	0	0	0	0	0	0	9.946416	0	1105	172
MERCEDES	1	1	0	0	1	1	0	0	0	0	0	1498	0	0	0	0	1	0	0	6.2	6.526315789	158	0	95	7.949790795	0	0	0	384	175	0	1	0	0	0	0	-0.999989919	0	0	3019906	0	0	0	0	0	0	0	0	10.435584	0	1195	172
MERCEDES	1	0	0	1	0	1	0	0	0	0	0	2658	0	1	0	1	1	0	0	6.5	3.672316384	145	0	177	10.63063063	0	0	0	482	230	0	1	0	0	1	0	-0.999989861	0	0	7304345	0	0	0	0	0	0	0	0	12.71998	0	1665	182
