AGE	CAREPROV	CARESELF	CHILDU15	CHILDUP3	CHILDUP5	CHRONDIS	CIVILSTAT	CLOTHPRV	EDUC	EMPLOYEE	FEMALE	FLEXSCHED	FOODPROV	FULLTIME	GOODHLTH	HELPOTHF	HHINC	HHSIZE	HOBBIES	HOMEMNT	HOUSWIFE	HOUSWORK	LABFORCE	LEISURE	MEDTIME	NORESDOM	PAIDWORK	PERSINC	PRIVEMPL	PUBEMPL	REGION	RESDMSTC	RETIRED	SATURDAY	SLEEP	SOCLIFE	SPANIARD	SPORT	STUDY	SUNDAY	TOTALWRK	UNEMPLYD	UNPAIDWK	VOLWORK	WEEKDOMH	WEEKWRKH	WORKDAY	WORKNOPR
26	0	120	0	0	0	0	2	0	9	1	1	0	70	1	1	0	2492,99	2	0	20	0	90	1	350	0	0	610	769,759	1	0	12	0	0	0	390	70	1	160	0	0	700	0	90	0	0	50	1	0
25	82,89473684	150	1	0	1	0	1	106,5789474	8	0	0	0	213,1578947	0	1	0	769,76	3	0	47,36842105	0	450	1	570	190	0	0	0	0	0	1	0	0	0	420	230	1	0	0	0	450	1	450	0	0	0	1	0
67	37,5	110	0	0	0	0	1	37,5	6,5	0	1	0	37,5	0	1	0	760,95	2	0	37,5	0	150	0	720	110	0	0	0	0	0	9	0	1	0	570	420	1	80	0	0	150	0	150	0	0	0	1	0
64	49,52380952	60	0	0	0	0	4	49,52380952	15	0	0	0	61,9047619	0	1	0	769,76	1	0	99,04761905	0	260	1	440	150	0	300	769,759	0	0	7	0	0	1	440	230	1	0	0	0	560	0	260	0	0	0	0	0
39	10	180	2	0	0	0	1	0	12	0	1	0	10	0	1	0	1248,25	4	0	10	0	30	1	270	40	0	700	1124,66	0	0	3	0	0	0	440	50	1	0	0	0	730	0	30	0	0	0	1	0
65	0	150	0	0	0	1	1	0	6,5	0	0	0	0	0	0	0	760,95	2	0	0	0	0	0	690	350	0	0	0	0	0	9	0	1	0	750	190	1	0	0	0	0	0	0	0	0	0	1	0
12	0	500	3	0	0	0	2	0	6,5	0	1	0	0	0	1	0	769,76	6	0	0	0	0	0	680	180	0	0	0	0	0	15	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	1	0
41	0	70	1	0	0	0	1	0	8	1	1	0	0	1	1	0	1894,42	4	0	10	0	10	1	920	220	0	0	1124,66	0	1	5	0	0	1	510	310	1	320	0	0	10	0	10	0	0	0	0	0
79	0	160	0	0	0	0	1	0	2,5	0	1	0	56,25	0	1	0	760,95	2	0	243,75	0	300	0	680	60	0	0	0	0	0	8	0	1	0	460	310	1	150	0	0	300	0	300	0	0	0	1	0
70	0	150	0	0	0	1	1	100	6,5	0	0	0	190	0	0	0	760,95	2	0	150	0	440	0	300	150	0	0	0	0	0	12	0	1	0	700	0	1	0	0	0	440	0	440	0	0	0	1	0
27	0	90	0	0	0	0	2	0	17	0	1	0	0	0	1	0	1882,14	6	120	0	0	0	0	900	200	0	0	0	0	0	6	0	0	0	540	130	1	0	360	0	0	0	0	0	0	0	1	0
20	0	150	0	0	0	0	2	0	12	0	0	0	66,66666667	0	1	0	2249,32	5	0	13,33333333	0	80	0	980	60	0	0	0	0	0	12	0	0	0	380	30	1	90	650	0	80	0	80	0	0	0	1	0
46	0	180	0	0	0	1	1	0	8	1	0	0	10	0	1	0	2730,65	4	0	80	0	90	1	480	300	0	280	342,621	1	0	12	0	0	1	590	0	1	0	0	0	370	0	90	0	0	0	0	0
31	0	140	0	0	0	1	4	0	9	1	1	1	0	1	1	0	2730,65	5	190	150	0	150	1	530	0	0	460	769,759	0	1	12	0	0	0	300	200	1	0	0	0	610	0	150	0	0	37,5	1	0
76	0	270	0	0	0	1	1	0	17	0	1	0	0	0	1	0	1740,81	2	210	0	0	0	0	700	130	1	0	0	0	0	18	0	1	0	740	0	1	90	0	0	0	0	0	0	25	0	1	0
48	0	230	0	0	0	0	1	0	2,5	0	1	0	0	0	0	0	1740,81	4	0	60	0	60	1	800	310	0	0	0	0	0	10	0	0	0	580	0	1	260	0	0	60	1	60	0	0	0	1	0
59	0	140	0	0	0	0	1	0	2,5	1	1	0	10	1	1	0	769,76	2	0	10	0	20	1	330	140	0	580	769,759	1	0	10	0	0	0	510	50	1	0	0	0	600	0	20	0	0	40	1	0
60	70	70	0	0	0	0	1	110	8	0	0	0	240	0	1	0	760,95	4	0	40	1	460	0	500	140	0	0	0	0	0	12	0	0	0	480	50	1	240	0	1	460	0	460	0	0	0	0	0
41	10	300	1	0	0	0	1	10	6,5	1	0	0	150	0	1	0	1248,25	4	40	110	0	280	1	630	180	0	0	342,621	1	0	7	0	0	0	530	110	1	0	0	0	280	0	280	0	0	20	1	0
45	0	170	0	0	0	1	2	160	8	1	0	0	124,4444444	1	1	0	2235,26	3	0	35,55555556	0	320	1	280	70	0	450	769,759	1	0	15	0	0	0	390	40	1	0	0	0	770	0	320	0	0	40	1	0
85	0	120	0	0	0	0	3	0	2,5	0	1	0	30	0	1	0	313,4	1	0	0	0	30	0	700	340	1	0	0	0	0	10	0	1	0	710	240	1	0	0	0	30	0	30	0	5	0	1	0
16	0	130	0	0	0	0	2	0	8	0	1	0	0	0	1	0	1740,81	5	0	0	0	0	0	960	150	0	0	0	0	0	5	0	0	0	480	0	1	0	680	0	0	0	0	0	0	0	1	0
64	0	170	0	0	0	1	1	91,55172414	6,5	0	0	0	244,137931	0	0	0	1112,38	2	0	254,3103448	0	589,9999999	1	320,0000001	150	0	0	769,759	0	0	12	0	0	0	530	0	1	0	0	0	589,9999999	0	589,9999999	0	0	0	1	0
33	496,5517241	130	2	2	2	0	4	12,4137931	8	0	0	0	12,4137931	0	1	0	760,95	5	0	198,6206897	0	720	1	430	170	0	0	0	0	0	13	0	0	0	290	0	1	130	0	0	720	1	720	0	0	0	1	0
49	0	320	2	1	1	0	2	96,77419355	9	1	0	0	503,2258065	1	1	0	769,76	5	0	0	0	600	1	480	0	1	0	769,759	0	1	13	0	0	1	360	160	1	0	0	0	600	0	600	0	50	35	0	0
36	231	140	2	0	0	0	1	0	8	0	0	0	286	0	1	0	1740,81	4	0	143	1	660	0	350	180	0	0	0	0	0	3	0	0	0	430	0	1	30	0	0	660	0	660	0	0	0	1	0
66	175	140	0	0	0	0	2	0	6,5	0	0	0	128,3333333	0	0	0	2235,26	3	0	256,6666667	0	560	0	330	190	0	0	0	0	0	12	0	1	0	550	0	1	0	0	0	560	0	560	0	0	0	1	0
59	0	130	0	0	0	0	1	150	6,5	0	0	0	130	0	1	100	3601,12	3	0	140	1	420	0	480	230	0	0	0	0	0	9	0	0	0	540	20	1	0	0	1	420	0	520	100	0	0	0	0
62	0	190	0	0	0	0	1	0	12	1	1	0	0	1	1	0	3232,29	3	0	120	0	120	1	730	310	1	0	3232,29	1	0	9	0	0	1	590	230	1	0	0	0	120	0	120	0	3	40	0	0
68	0	380	0	0	0	0	3	0	8	0	0	0	0	0	1	0	0	2	0	0	0	0	0	830	400	0	0	0	0	0	12	0	1	0	610	50	1	0	0	0	0	0	0	0	0	0	1	0
37	10,71428571	90	2	0	1	0	1	96,42857143	8	0	0	0	342,8571429	0	1	0	1248,25	5	0	150	1	600	0	360	0	0	0	0	0	0	1	0	0	0	480	160	1	110	0	0	600	0	600	0	0	0	1	0
35	0	190	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1248,25	4	40	0	0	0	0	890	190	0	0	0	0	0	10	0	0	0	550	0	1	60	410	0	0	0	0	0	0	0	1	0
71	0	200	0	0	0	0	2	0	8	0	0	0	168	0	1	50	1248,25	1	0	72	0	240	0	610	110	0	0	0	0	0	7	0	1	0	540	300	1	0	0	0	290	0	290	50	0	0	1	0
46	0	100	0	0	0	0	1	42	8	1	0	1	42	1	1	0	2309,28	5	0	126	0	210	1	180	70	0	510	769,759	1	0	8	0	0	1	540	10	1	0	0	0	720	0	210	0	0	40	0	0
22	280	270	0	0	0	0	2	0	15	1	1	0	93,33333333	1	1	0	2141,66	3	0	46,66666667	0	420	1	510	0	0	0	1371,9	0	1	14	0	0	0	510	240	1	0	0	0	420	0	420	0	0	40	1	0
73	20	100	0	0	0	0	1	0	6,5	0	0	0	350	0	1	0	769,76	3	0	80	0	450	0	280	70	0	0	0	0	0	9	0	1	0	710	110	1	0	0	1	450	0	450	0	0	0	0	0
29	90	190	1	1	1	0	1	0	8	0	0	0	0	0	1	0	2086,55	3	30	310	1	400	0	910	0	0	0	0	0	0	8	0	0	1	130	690	1	0	0	0	400	0	400	0	0	0	0	0
74	0	220	0	0	0	0	1	0	12	0	1	0	0	0	1	0	1248,25	3	0	110	0	110	0	700	330	0	0	0	0	0	15	0	1	0	630	80	1	70	0	1	110	0	110	0	0	0	0	0
36	60	80	1	0	1	0	1	0	8	1	1	0	30	1	1	0	1894,42	3	0	10	0	100	1	230	90	1	690	1124,66	1	0	5	0	0	0	420	60	1	0	0	0	790	0	100	0	8	40	1	0
62	0	250	0	0	0	0	1	0	2,5	0	0	0	350	0	1	0	760,95	2	0	0	0	350	0	630	230	0	0	0	0	0	10	0	1	0	460	0	1	150	0	1	350	0	350	0	0	0	0	0
58	0	150	0	0	0	1	1	156,9230769	6,5	0	0	0	183,0769231	0	0	0	760,95	3	0	0	1	340	0	560	260	0	0	0	0	0	8	0	0	0	540	150	1	0	0	0	340	0	340	0	0	0	1	0
56	0	100	0	0	0	1	1	0	8	0	1	0	0	0	0	0	313,4	2	90	140	0	140	0	910	720	0	0	0	0	0	1	0	1	1	390	0	1	0	0	0	140	0	140	0	0	0	0	0
48	0	160	1	0	0	0	1	0	8	1	0	0	440	0	1	0	3019,08	4	0	0	0	440	1	530	240	0	0	1124,66	1	0	10	0	0	1	470	0	1	130	0	0	440	0	440	0	0	20	0	0
45	20	210	0	0	0	0	1	0	9	1	1	1	0	1	1	0	1371,9	4	0	300	0	320	1	540	30	0	0	1371,9	0	1	11	0	0	0	580	230	1	70	0	0	320	0	320	0	0	0	1	0
94	0	100	0	0	0	1	3	86,8	2,5	0	0	0	186	0	1	0	313,4	1	0	37,2	0	310	0	420	320	0	0	0	0	0	12	0	1	0	710	0	1	0	0	0	310	0	310	0	0	0	1	0
94	0	140	0	0	0	0	1	0	6,5	0	1	0	0	0	1	0	313,4	2	0	0	0	0	0	690	340	0	0	0	0	0	8	0	1	0	750	180	1	30	0	0	0	0	0	0	0	0	1	0
15	0	150	2	0	0	0	2	0	8	0	0	0	40	0	1	0	3601,12	6	0	0	0	40	0	960	390	0	0	0	0	0	15	0	0	1	440	200	1	220	0	0	40	0	40	0	0	0	0	0
46	36,81818182	110	1	0	0	0	1	0	12	0	0	0	233,1818182	0	1	0	2963,97	4	0	0	0	270	1	170	60	1	520	1839,309	0	0	9	0	0	0	480	0	1	0	0	0	790	0	270	0	4	0	1	0
67	0	320	0	0	0	0	1	0	17	1	1	0	90	1	1	0	4142,61	4	0	360	0	450	1	500	60	1	30	2419,38	0	1	11	0	0	0	460	90	1	30	0	1	480	0	450	0	20	30	0	0
78	0	230	0	0	0	1	3	0	0	0	0	0	34,73684211	0	0	0	313,4	1	0	185,2631579	0	220	0	710	60	0	0	0	0	0	1	0	1	0	510	420	1	0	0	0	220	0	220	0	0	0	1	0
18	0	150	2	2	2	0	2	0	9	0	1	0	10	0	1	0	769,76	6	70	10	0	20	1	830	270	0	0	0	0	0	13	0	0	0	590	100	0	240	0	0	20	1	20	0	0	0	1	0
35	126,3157895	120	1	1	1	0	1	63,15789474	9	1	1	0	147,3684211	1	1	0	2235,26	3	0	63,15789474	0	400,0000001	1	509,9999999	120	0	0	1371,9	1	0	10	0	0	1	530	240	1	30	0	0	400,0000001	0	400,0000001	0	0	40	0	0
38	0	200	1	0	0	0	1	0	2,5	0	1	0	0	0	1	0	313,4	4	0	0	0	0	1	530	60	0	310	0	0	0	8	0	0	0	600	270	1	0	0	0	310	1	0	0	0	0	1	0
55	0	130	0	0	0	0	2	0	8	0	1	0	65,90909091	0	1	0	760,95	1	0	224,0909091	0	290	1	660	270	0	0	0	0	0	1	0	0	1	490	110	1	150	0	0	290	1	290	0	0	0	0	0
43	11,34615385	80	1	0	0	1	1	90,76923077	8	0	0	0	158,8461538	0	1	0	3601,12	5	0	329,0384615	1	589,9999999	0	450,0000001	0	1	0	0	0	0	1	0	0	0	400	250	1	120	0	0	589,9999999	0	589,9999999	0	30	0	1	0
67	0	140	0	0	0	0	1	0	6,5	0	1	0	0	0	1	0	2235,26	3	0	0	0	0	0	930	570	0	0	0	0	0	17	0	1	1	510	0	1	220	0	0	0	0	0	0	0	0	0	0
62	0	70	0	0	0	1	1	0	15	0	1	0	137,1428571	0	0	0	1248,25	2	0	262,8571429	0	400	0	560	320	0	0	0	0	0	5	0	0	0	480	0	1	170	0	0	400	0	400	0	0	0	1	0
25	0	160	0	0	0	0	2	0	9	0	1	0	0	0	1	0	3220,71	5	100	0	0	0	0	990	0	0	0	0	0	0	4	0	0	0	450	40	1	0	690	0	0	0	0	0	0	0	1	0
37	445,0746269	110	3	1	1	0	5	42,3880597	12	0	0	0	116,5671642	0	1	0	1740,81	5	0	105,9701493	1	710,0000001	0	229,9999999	70	0	0	0	0	0	9	0	0	0	500	50	1	0	0	0	710,0000001	0	710,0000001	0	0	0	1	0
61	300	140	0	0	0	0	1	30	8	0	0	0	70	0	0	0	1740,81	5	0	0	1	400	0	430	290	0	0	0	0	0	3	0	0	0	610	0	1	0	0	1	400	0	400	0	0	0	0	0
65	0	160	0	0	0	0	2	0	2,5	0	0	0	183,3333333	0	1	0	313,4	1	0	366,6666667	0	550	0	160	0	0	0	0	0	0	12	0	1	0	730	0	1	0	0	0	550	0	550	0	0	0	1	0
62	0	150	0	0	0	0	1	0	6,5	0	0	0	361,1111111	0	1	0	1248,25	3	0	288,8888889	1	650	0	360	140	0	0	0	0	0	13	0	0	0	430	70	1	0	0	0	650	0	650	0	0	0	1	0
84	0	300	0	0	0	1	2	0	8	0	0	0	0	0	1	0	2730,65	3	0	50	0	50	0	860	560	0	0	0	0	0	6	0	1	0	530	0	1	0	0	0	50	0	50	0	0	0	1	0
38	0	220	2	0	0	0	1	90	12	0	0	0	100	0	1	0	1740,81	4	0	0	0	190	1	620	170	0	0	0	0	0	16	0	0	0	630	0	1	230	0	1	190	1	190	0	0	0	0	0
33	90	280	1	1	1	0	2	90	11	1	0	1	0	1	1	0	1248,25	3	0	0	0	180	1	340	60	0	440	769,759	0	1	3	0	0	1	480	0	1	0	0	0	620	0	180	0	0	40	0	0
44	0	90	0	0	0	0	1	0	8	1	0	0	138,1818182	1	1	0	1894,42	4	0	51,81818182	0	190	1	210	120	0	620	769,759	1	0	13	0	0	0	420	0	1	0	0	0	810	0	190	0	0	0	1	0
70	0	140	0	0	0	1	3	10	2,5	0	0	0	170	0	1	0	0	4	0	80	0	260	0	510	100	0	0	0	0	0	16	0	1	0	670	270	1	0	0	1	260	0	260	0	0	0	0	0
13	10	150	2	0	0	0	2	0	6,5	0	0	0	30	0	1	0	760,95	4	140	80	0	120	0	780	40	0	0	0	0	0	10	0	0	0	540	60	1	0	390	0	120	0	120	0	0	0	1	0
64	0	120	0	0	0	0	1	105,3658537	8	0	0	0	222,4390244	0	1	0	760,95	4	0	152,195122	1	480,0000001	0	369,9999999	130	0	0	0	0	0	2	0	0	0	590	0	1	120	0	0	480,0000001	0	480,0000001	0	0	0	1	0
68	154,2857143	130	0	0	0	0	1	0	2,5	0	1	0	25,71428571	0	1	0	1248,25	4	0	0	0	180	0	690	250	0	0	0	0	0	9	0	1	0	570	120	1	190	0	0	180	0	180	0	0	0	1	0
65	0	150	0	0	0	0	1	0	6,5	0	1	0	10	0	1	0	1248,25	3	110	270	0	280	0	560	240	0	0	0	0	0	9	0	1	0	600	60	1	0	0	0	280	0	280	0	0	0	1	0
71	0	120	0	0	0	0	3	108,1818182	0	0	0	0	30,90909091	0	1	0	313,4	1	0	200,9090909	0	340	0	450	120	0	0	0	0	0	1	0	1	0	650	150	1	60	0	0	340	0	340	0	0	0	1	0
39	0	100	0	0	0	0	2	0	11	1	1	0	0	1	1	0	1248,25	2	0	10	0	10	1	560	0	0	530	1124,66	1	0	16	0	0	0	340	370	1	90	0	0	540	0	10	0	0	40	1	0
54	7,5	330	1	0	0	1	1	7,5	8	0	1	0	7,5	0	0	0	1740,81	4	0	7,5	0	30	0	660	10	1	0	0	0	0	15	0	1	0	750	320	1	0	0	0	30	0	30	0	3	0	1	0
61	0	200	0	0	0	0	1	0	15	1	1	0	0	1	1	0	3601,12	6	150	30	0	30	1	620	140	1	0	1723,23	0	1	1	0	0	0	790	40	1	0	90	1	30	0	30	0	5	40	0	0
28	0	110	0	0	0	1	2	0	6,5	1	1	1	30	1	1	0	2235,26	4	0	0	0	30	1	230	120	0	630	342,621	1	0	9	0	0	1	550	0	1	0	0	0	660	0	30	0	0	40	0	0
41	96,75	200	2	0	0	0	1	64,5	12	0	0	0	129	0	1	0	1740,81	4	0	139,75	0	430	1	280	70	0	330	769,759	0	0	10	0	0	0	400	10	1	0	0	0	760	0	430	0	0	0	1	0
62	0	160	0	0	0	1	1	116,3461538	6,5	0	0	0	179,8076923	0	0	0	1248,25	3	0	253,8461538	0	549,9999999	0	420,0000001	0	0	0	0	0	0	12	0	1	0	470	230	1	30	0	0	549,9999999	0	549,9999999	0	0	0	1	0
73	0	160	0	0	0	0	3	30	2,5	0	0	0	130	0	1	0	313,4	1	0	70	0	230	0	600	110	0	0	0	0	0	18	0	1	0	610	190	1	140	0	0	230	0	230	0	0	0	1	0
82	38,33333333	100	0	0	0	0	3	242,7777778	0	0	0	0	89,44444444	0	1	0	313,4	1	0	89,44444444	0	460	0	430	0	0	0	0	0	0	1	0	1	0	550	220	1	110	0	0	460	0	460	0	0	0	1	0
33	0	160	0	0	0	0	1	58	15	1	0	0	220,4	1	1	0	2730,65	2	0	11,6	0	290	1	570	150	0	0	1723,23	0	1	9	0	0	0	580	210	1	50	0	0	290	0	290	0	0	37,5	1	0
57	0	170	0	0	0	0	2	0	2,5	0	1	0	0	0	1	0	1248,25	2	0	180	0	180	1	630	300	0	0	769,759	0	0	10	0	0	0	630	160	1	0	0	1	180	0	180	0	0	0	0	0
19	0	130	0	0	0	0	2	0	12	0	1	0	0	0	1	0	3601,12	4	150	0	0	0	0	1050	0	1	0	0	0	0	7	0	0	0	390	400	1	200	170	0	0	0	0	0	20	0	1	0
81	0	100	0	0	0	0	3	377,4509804	6,5	0	0	0	107,8431373	0	1	0	760,95	2	0	64,70588235	0	550	0	350	120	0	0	0	0	0	9	0	1	0	540	130	1	0	0	0	550	0	550	0	0	0	1	0
31	0	160	0	0	0	0	2	0	11	1	1	0	110	1	1	0	3601,12	5	0	0	0	110	1	760	500	0	0	1124,66	1	0	16	0	0	0	570	50	1	50	0	0	110	0	110	0	0	40	1	0
14	0	160	2	0	0	0	2	0	8	0	0	0	20	0	1	0	1371,9	4	0	0	0	20	0	700	240	0	0	0	0	0	9	0	0	0	720	0	1	120	180	1	20	0	20	0	0	0	0	0
36	177,2727273	200	3	0	0	0	1	47,27272727	8	1	0	0	82,72727273	0	1	30	1248,25	5	0	82,72727273	1	390	0	380	40	0	150	342,621	1	0	10	0	0	0	420	140	1	0	0	0	640	0	490	100	0	0	1	70
57	0	160	0	0	0	0	1	0	6,5	1	1	0	0	1	1	0	2237,04	3	0	0	0	0	1	400	90	0	590	1124,66	0	1	1	0	0	0	450	0	1	0	150	0	590	0	0	0	0	0	1	0
38	0	140	1	0	0	0	1	0	11	1	1	1	20	1	1	0	1248,25	3	50	190	0	210	1	190	0	0	540	1124,66	1	0	8	0	0	0	500	0	1	0	0	0	750	0	210	0	0	40	1	0
11	0	70	2	0	0	0	2	0	6,5	0	0	0	10	0	1	0	1467,28	4	20	20	0	30	0	870	60	0	0	0	0	0	11	0	0	1	540	650	1	0	70	0	30	0	30	0	0	0	0	0
31	90	150	1	1	1	0	1	0	8	1	1	0	0	1	1	0	2235,26	3	0	0	0	90	1	190	40	0	660	1723,23	1	0	13	0	0	0	500	0	1	0	0	0	750	0	90	0	0	40	1	0
88	0	50	0	0	0	1	3	0	6,5	0	0	0	10	0	1	0	760,95	3	0	0	0	10	0	760	710	0	0	0	0	0	8	0	1	0	670	0	1	0	0	0	10	0	10	0	0	0	1	0
41	180	90	1	0	0	0	1	0	8	1	1	0	40	1	1	0	1467,28	4	0	10	0	230	1	360	110	0	440	1124,66	0	1	15	0	0	0	410	40	1	120	0	0	670	0	230	0	0	37	1	0
22	0	230	0	0	0	0	2	0	12	1	0	1	0	1	1	0	3601,12	3	0	270	0	270	1	890	0	0	0	769,759	1	0	6	0	0	1	280	660	1	0	0	0	270	0	270	0	0	0	0	0
19	0	210	0	0	0	0	2	0	12	0	0	0	30	0	1	0	2730,65	3	30	10	0	40	0	960	90	0	0	0	0	0	10	0	0	0	440	30	1	0	600	0	40	0	40	0	0	0	1	0
29	0	210	0	0	0	0	2	0	8	0	1	0	0	0	1	0	1740,81	4	0	0	0	0	1	390	150	0	580	1124,66	0	0	8	0	0	0	470	30	1	0	0	0	580	0	0	0	0	0	1	0
31	0	170	0	0	0	0	2	0	8	0	1	0	0	0	1	0	313,4	2	0	0	0	0	1	510	180	0	390	0	0	0	1	0	0	0	540	0	1	160	0	0	390	1	0	0	0	0	1	0
49	0	100	1	0	0	1	1	0	2,5	1	1	0	0	1	1	0	2492,99	5	0	0	0	0	1	100	0	0	1050	1723,23	1	0	1	0	0	0	290	0	1	0	0	0	1050	0	0	0	0	36	1	0
11	0	30	1	0	0	0	2	0	6,5	0	1	0	0	0	1	0	3601,12	4	20	0	0	0	0	660	330	0	0	0	0	0	8	0	0	0	780	280	1	0	0	0	0	0	0	0	0	0	1	0
38	0	100	0	0	0	0	1	0	8	0	0	0	150	0	1	0	1248,25	3	0	160	1	310	0	580	480	0	0	0	0	0	8	0	0	0	550	0	1	0	0	0	310	0	310	0	0	0	1	0
29	0	130	0	0	0	0	2	0	11	1	0	0	253,8461538	1	1	0	2235,26	2	0	46,15384615	0	300	1	460	180	0	0	769,759	1	0	9	0	0	0	680	30	1	120	0	1	300	0	300	0	0	40	0	0
51	0	70	0	0	0	0	3	0	0	1	0	0	237,2727273	1	1	0	1740,81	2	0	52,72727273	0	290	1	150	60	0	550	1371,9	1	0	13	0	0	0	450	20	1	0	0	0	840	0	290	0	0	43	1	0
57	0	100	0	0	0	0	4	0	8	0	0	0	361,6129032	0	1	0	2730,65	4	0	228,3870968	1	590	0	380	220	0	0	0	0	0	1	0	0	0	470	60	1	0	0	0	590	0	590	0	0	0	1	0
73	90	80	0	0	0	0	3	90	2,5	0	0	0	210	0	1	0	313,4	1	0	140	0	530	0	320	0	0	0	0	0	0	12	0	1	0	590	90	1	150	0	0	530	0	530	0	0	0	1	0
38	290	60	2	1	1	0	1	0	15	1	0	0	60	1	1	0	3601,12	4	0	0	0	350	1	180	50	0	420	1723,23	0	1	11	0	0	0	490	50	1	20	0	0	770	0	350	0	0	35	1	0
23	35	140	0	0	0	0	2	35	9	1	1	0	35	1	1	0	2141,66	3	80	35	0	140	1	280	30	0	600	769,759	1	0	9	0	0	0	420	30	1	0	0	0	740	0	140	0	0	40	1	0
74	0	130	0	0	0	0	1	0	6,5	0	1	0	110	0	1	0	2235,26	3	0	0	0	110	0	820	410	0	0	0	0	0	16	0	1	0	510	60	1	220	0	0	110	0	110	0	0	0	1	0
61	0	150	0	0	0	1	1	0	6,5	0	0	0	300	0	1	0	1740,81	2	0	0	1	300	0	540	390	0	0	0	0	0	13	0	0	0	600	0	1	0	0	0	300	0	300	0	0	0	1	0
42	0	200	1	0	0	0	1	0	6,5	1	1	0	70	1	1	0	2706,9	4	0	0	0	70	1	720	350	0	0	1937,14	1	0	10	0	0	0	650	170	1	0	0	1	70	0	70	0	0	40	0	0
53	0	180	0	0	0	0	1	0	17	1	1	1	64,28571429	1	1	0	5502,96	3	0	25,71428571	0	90	1	680	30	0	0	3232,29	1	0	16	0	0	1	670	340	1	130	0	0	90	0	90	0	0	40	0	0
53	0	120	0	0	0	1	1	0	6,5	1	1	0	60	1	1	0	2065,85	3	240	0	0	60	1	750	150	0	0	1723,23	1	0	3	0	0	0	630	70	1	170	0	1	60	0	60	0	0	48	0	0
16	0	350	0	0	0	0	2	0	6,5	1	1	0	0	1	1	0	2730,65	3	230	0	0	0	1	890	290	0	0	769,759	1	0	10	0	0	0	550	20	1	0	0	1	0	0	0	0	0	40	0	0
72	0	500	0	0	0	1	3	0	6,5	0	0	0	30	0	0	0	313,4	1	0	30	0	60	0	730	230	1	0	0	0	0	9	0	1	0	650	0	1	0	0	0	60	0	60	0	2	0	1	0
80	0	110	0	0	0	0	2	252,3076923	12	0	0	0	157,6923077	0	1	0	1248,25	1	0	0	0	410	0	420	150	0	0	0	0	0	6	0	1	0	500	160	1	0	0	0	520	0	520	110	0	0	1	110
19	0	160	2	0	0	0	2	0	8	0	1	0	0	0	1	0	1740,81	5	140	0	0	0	0	1040	80	0	0	0	0	0	1	0	0	0	400	60	1	0	600	0	0	0	0	0	0	0	1	0
44	0	180	1	0	0	0	1	0	11	0	1	0	160	0	1	0	2141,66	5	180	0	0	160	1	450	0	0	350	769,759	0	0	16	0	0	0	480	90	1	0	0	0	510	0	160	0	0	0	1	0
16	42,5	470	0	0	0	0	2	42,5	6,5	0	1	0	42,5	0	1	0	2249,32	3	0	42,5	0	170	0	780	0	0	0	0	0	0	12	0	0	0	490	280	1	0	30	0	170	0	170	0	0	0	1	0
47	0	150	0	0	0	0	1	151,875	8	0	0	0	118,125	0	1	0	769,76	4	0	270	1	540	0	350	150	0	0	0	0	0	13	0	0	0	550	50	1	0	0	0	540	0	540	0	0	0	1	0
23	480	150	3	1	1	0	4	0	6,5	0	0	0	140	0	1	0	769,76	8	0	0	1	620	0	250	100	0	0	0	0	0	18	0	0	1	570	0	1	0	0	0	620	0	620	0	0	0	0	0
34	0	90	0	0	0	0	2	0	17	0	1	0	0	0	1	0	1248,25	4	0	30	0	30	0	1000	0	0	0	0	0	0	7	0	0	0	410	280	1	190	440	0	30	0	30	0	0	0	1	0
18	12,5	180	1	0	0	0	2	12,5	8	1	1	0	12,5	1	1	0	1027,86	4	0	12,5	0	50	1	310	130	0	660	342,621	1	0	9	0	0	0	420	0	0	0	0	0	710	0	50	0	0	0	1	0
23	0	150	0	0	0	0	2	0	15	1	0	0	130	1	1	0	3601,12	5	0	20	0	150	1	370	60	0	500	769,759	0	1	13	0	0	0	420	0	1	160	0	0	650	0	150	0	0	0	1	0
21	170	90	3	1	1	0	2	0	8	0	0	0	50	0	1	0	1740,81	7	0	30	1	250	0	550	200	0	0	0	0	0	1	0	0	0	640	0	1	260	0	1	250	0	250	0	0	0	0	0
69	15	180	0	0	0	1	1	15	2,5	0	1	0	15	0	0	0	760,95	2	0	15	0	60	0	840	130	0	0	0	0	0	12	0	1	0	540	530	1	0	0	0	60	0	60	0	0	0	1	0
55	15	110	0	0	0	0	1	0	6,5	1	1	0	0	1	1	0	2235,26	4	0	15	0	30	1	260	150	0	640	1124,66	1	0	9	0	0	0	510	0	1	0	0	0	670	0	30	0	0	40	1	0
59	300	100	0	0	0	0	1	0	6,5	0	1	0	0	0	1	0	1740,81	3	0	50	0	350	0	560	190	0	0	0	0	0	3	0	1	0	530	270	1	0	0	0	350	0	350	0	0	0	1	0
65	30	170	0	0	0	1	3	100	2,5	0	0	0	230	0	0	0	313,4	2	0	90	0	450	0	280	110	0	0	0	0	0	9	0	1	0	710	0	1	0	0	0	450	0	450	0	0	0	1	0
44	191,6666667	70	1	1	1	0	1	0	11	0	0	0	204,4444444	0	1	0	1248,25	3	0	63,88888889	1	460	0	340	160	0	0	0	0	0	8	0	0	0	520	40	1	70	0	0	580	0	580	120	0	0	1	120
