AGE	CAREPROV	CARESELF	CHILDU15	CHILDUP3	CHILDUP5	CHRONDIS	CIVILSTAT	CLOTHPRV	EDUC	EMPLOYEE	FEMALE	FLEXSCHED	FOODPROV	FULLTIME	GOODHLTH	HELPOTHF	HHINC	HHSIZE	HOBBIES	HOMEMNT	HOUSWIFE	HOUSWORK	LABFORCE	LEISURE	MEDTIME	NORESDOM	PAIDWORK	PERSINC	PRIVEMPL	PUBEMPL	REGION	RESDMSTC	RETIRED	SATURDAY	SLEEP	SOCLIFE	SPANIARD	SPORT	STUDY	SUNDAY	TOTALWRK	UNEMPLYD	UNPAIDWK	VOLWORK	WEEKDOMH	WEEKWRKH	WORKDAY	WORKNOPR
73	0	170	0	0	0	1	1	0	6,5	0	0	0	187,5	0	0	0	760,95	2	0	62,5	0	250	0	600	380	0	0	0	0	0	9	0	1	1	590	50	1	0	0	0	250	0	250	0	0	0	0	0
70	0	180	0	0	0	1	1	0	0	0	0	0	40	0	1	60	760,95	2	0	60	1	100	0	740	120	0	0	0	0	0	1	0	0	0	540	440	1	0	0	0	160	0	160	60	0	0	1	0
73	40	110	0	0	0	1	1	0	6,5	0	0	0	200	0	0	0	1248,25	3	0	40	0	280	0	600	480	0	0	0	0	0	9	0	1	0	560	10	1	0	0	0	280	0	280	0	0	0	1	0
12	0	120	2	0	0	0	2	0	6,5	0	1	0	0	0	1	0	2235,26	4	150	0	0	0	0	910	100	0	0	0	0	0	9	0	0	0	530	0	1	0	540	0	0	0	0	0	0	0	1	0
25	0	150	0	0	0	0	2	0	15	1	1	0	140	1	1	0	3861,76	6	0	140	0	280	1	400	30	0	340	1338,57	1	0	1	0	0	1	420	220	1	0	0	0	620	0	280	0	0	40	0	0
35	0	190	0	0	0	0	5	0	6,5	1	1	0	45	1	1	0	2249,32	2	0	135	0	180	1	810	320	0	0	1124,66	1	0	3	0	0	0	450	120	1	180	0	0	180	0	180	0	0	40	1	0
20	10	90	0	0	0	0	2	0	12	0	0	0	70	0	1	0	2235,26	4	20	0	0	80	0	860	140	0	0	0	0	0	10	0	0	0	500	70	1	0	540	0	80	0	80	0	0	0	1	0
35	0	170	0	0	0	0	2	0	6,5	0	1	0	30	0	1	0	313,4	4	0	30	0	60	1	1020	540	0	0	0	0	0	5	0	0	0	360	180	1	130	0	0	60	1	60	0	0	0	1	0
35	90	340	1	0	1	0	2	0	17	0	0	0	30	0	1	0	2235,26	2	0	10	0	130	1	770	0	1	0	2205,47	0	0	9	0	0	0	540	90	1	340	0	1	130	0	130	0	5	0	0	0
34	0	90	2	1	1	0	1	0	8	1	1	0	0	1	1	0	1371,9	4	0	50	0	50	1	310	0	0	780	1371,9	0	1	1	0	0	0	300	220	1	0	0	0	830	0	50	0	0	40	1	0
20	0	180	2	0	0	0	2	0	8	1	1	0	0	1	1	0	1248,25	10	180	0	0	0	1	570	60	0	490	769,759	0	1	18	0	0	0	380	150	1	0	0	0	490	0	0	0	0	4	1	0
28	0	60	0	0	0	0	2	0	15	1	0	0	0	0	1	0	4215,96	3	0	110	0	110	1	180	20	0	600	983,669	1	0	10	0	0	1	550	0	1	0	100	0	710	0	110	0	0	24	0	0
27	0	230	0	0	0	0	2	0	8	1	1	0	0	1	1	0	1668,91	4	0	0	0	0	1	630	50	0	580	342,621	1	0	12	0	0	0	230	350	1	0	0	0	580	0	0	0	0	40	1	0
29	0	120	0	0	0	0	2	0	12	1	1	0	0	1	1	0	5502,96	5	0	30	0	30	1	340	0	0	540	1124,66	1	0	15	0	0	0	530	60	1	160	0	0	570	0	30	0	0	40	1	0
27	32,5	370	0	0	0	0	2	32,5	11	1	0	0	32,5	1	1	0	1894,42	4	0	32,5	0	130	1	770	50	0	0	769,759	1	0	1	0	0	1	540	60	1	0	290	0	130	0	130	0	0	40	0	0
32	332,6829268	230	2	1	1	0	1	21,46341463	6,5	0	0	0	64,3902439	0	1	0	769,76	4	0	21,46341463	1	440	0	450	120	0	0	0	0	0	1	0	0	0	550	60	1	40	0	1	440	0	440	0	0	0	0	0
40	24,68085106	170	1	0	0	0	1	135,7446809	11	0	0	0	283,8297872	0	1	0	1248,25	3	0	135,7446809	1	580,0000001	0	329,9999999	150	0	0	0	0	0	1	0	0	0	530	10	1	0	0	0	580,0000001	0	580,0000001	0	0	0	1	0
52	0	220	1	0	1	0	1	0	8	1	1	0	0	1	1	0	1467,28	4	0	0	0	0	1	220	0	0	760	1124,66	1	0	9	0	0	0	460	0	1	0	0	0	760	0	0	0	0	40	1	0
68	0	190	0	0	0	0	1	0	2,5	0	0	0	291,4285714	0	0	0	760,95	2	0	48,57142857	1	340	0	510	180	0	0	0	0	0	13	0	0	0	590	140	1	0	0	0	340	0	340	0	0	0	1	0
59	0	110	0	0	0	0	1	0	6,5	0	1	0	0	0	1	0	1248,25	2	0	0	0	0	1	240	70	0	790	1124,66	0	0	13	0	0	0	410	0	1	60	0	0	790	0	0	0	0	0	1	0
11	0	160	2	1	1	0	2	0	6,5	0	1	0	0	0	1	0	1371,9	5	0	10	0	10	0	830	130	0	0	0	0	0	1	0	0	0	600	0	1	90	450	0	10	0	10	0	0	0	1	0
67	0	210	0	0	0	0	1	0	8	0	1	0	0	0	1	0	760,95	2	0	0	0	0	0	240	0	0	0	0	0	0	7	0	1	0	330	30	1	0	0	0	870	0	870	870	0	0	1	870
69	60	170	1	0	0	0	1	0	9	0	1	0	90	0	1	0	1740,81	4	0	0	0	150	0	680	270	0	0	0	0	0	17	0	1	0	410	180	1	60	0	0	350	0	350	200	0	0	1	200
52	0	180	0	0	0	0	1	80	8	0	0	0	180	0	1	0	2492,99	4	0	180	1	440	0	420	40	0	0	0	0	0	7	0	0	0	580	20	1	180	0	1	440	0	440	0	0	0	0	0
36	229,1304348	160	2	1	2	0	1	0	17	1	0	1	67,39130435	1	1	60	1539,52	4	20	13,47826087	0	310	1	500	70	0	0	769,759	0	1	13	0	0	1	630	50	1	140	0	0	310	0	370	60	0	35	0	0
40	0	130	0	0	0	1	2	0	8	1	1	0	0	1	1	0	2235,26	3	50	0	0	0	1	600	0	0	360	1338,57	1	0	9	0	0	1	480	10	1	410	0	0	360	0	0	0	0	40	0	0
66	0	190	0	0	0	0	3	0	2,5	0	1	0	130	0	1	0	769,76	2	0	310	0	440	0	360	0	0	0	0	0	0	1	0	1	0	640	0	1	0	170	0	440	0	440	0	0	0	1	0
73	0	350	0	0	0	1	2	0	8	0	0	0	50	0	1	0	760,95	1	0	20	0	70	0	940	300	1	0	0	0	0	7	0	1	0	430	290	1	0	0	0	70	0	70	0	34	0	1	0
17	0	160	1	0	0	0	2	0	6,5	0	1	0	0	0	1	0	3612,67	4	0	0	0	0	0	920	130	0	0	0	0	0	11	0	0	0	520	0	1	0	630	0	0	0	0	0	0	0	1	0
58	0	240	0	0	0	1	1	150	8	0	0	0	435	0	0	0	1539,52	4	0	45	1	630	0	420	80	0	0	0	0	0	13	0	0	0	390	100	1	0	0	0	630	0	630	0	0	0	1	0
65	0	200	0	0	0	0	1	0	8	0	1	0	0	0	1	0	3601,12	6	0	0	0	0	0	900	270	0	0	0	0	0	1	0	1	1	540	60	1	370	0	0	0	0	0	0	0	0	0	0
74	0	80	0	0	0	1	1	0	2,5	0	0	0	110	0	0	0	313,4	4	0	0	0	110	0	700	280	1	0	0	0	0	5	0	1	1	630	340	1	0	0	0	110	0	110	0	6	0	0	0
23	150	130	3	2	3	0	1	0	6,5	0	0	0	240	0	1	0	769,76	5	0	130	1	520	0	390	120	0	0	0	0	0	2	0	0	0	530	0	1	140	0	1	520	0	520	0	0	0	0	0
46	0	130	0	0	0	0	1	0	9	1	1	0	10	1	1	0	3019,08	4	0	0	0	10	1	270	70	0	720	1124,66	1	0	15	0	0	0	440	0	1	70	0	0	730	0	10	0	0	40	1	0
25	0	160	0	0	0	0	2	120	8	0	0	0	130	0	1	0	1248,25	3	0	0	0	250	1	410	90	0	310	769,759	0	0	1	0	0	0	470	160	1	0	0	0	560	0	250	0	0	0	1	0
69	0	170	0	0	0	0	1	0	6,5	0	0	0	262,5	0	1	0	760,95	2	0	157,5	1	420	0	460	220	0	0	0	0	0	8	0	0	0	560	0	1	70	0	0	420	0	420	0	0	0	1	0
77	0	120	0	0	0	0	1	0	6,5	0	1	0	0	0	1	0	313,4	2	0	0	0	0	0	840	350	0	0	0	0	0	12	0	1	1	600	190	1	180	0	0	0	0	0	0	0	0	0	0
68	0	180	0	0	0	1	3	0	2,5	0	0	0	255	0	1	0	313,4	1	190	85	0	340	0	550	90	0	0	0	0	0	1	0	1	0	550	90	1	0	0	0	340	0	340	0	0	0	1	0
44	40	140	1	0	0	0	1	0	6,5	0	1	0	0	0	1	0	2279,76	6	0	0	0	40	1	170	30	0	810	1723,23	0	0	9	0	0	0	420	0	1	0	0	0	850	0	40	0	0	0	1	0
13	0	110	2	0	0	0	2	0	6,5	0	0	0	0	0	1	0	1248,25	4	0	10	0	10	0	910	170	0	0	0	0	0	2	0	0	0	520	0	1	220	410	0	10	0	10	0	0	0	1	0
54	0	100	0	0	0	0	1	0	6,5	1	0	0	0	1	1	0	769,76	2	0	0	0	0	1	340	180	1	540	769,759	1	0	4	0	0	0	560	60	0	0	0	0	540	0	0	0	10	0	1	0
58	0	210	0	0	0	0	1	0	6,5	1	1	1	0	1	1	100	1248,25	4	0	0	0	0	1	420	70	0	480	769,759	0	1	18	0	0	0	440	90	1	50	0	0	580	0	100	100	0	40	1	0
34	0	130	0	0	0	0	2	0	15	0	1	0	10	0	1	0	760,95	3	250	0	0	10	0	380	0	0	0	0	0	0	1	0	0	0	620	0	1	0	0	0	440	0	440	430	0	0	1	430
49	5	210	2	0	0	0	1	5	17	1	1	1	5	1	1	0	4412,07	4	120	5	0	20	1	820	370	1	120	2688,84	1	0	13	0	0	1	480	120	1	0	0	0	140	0	20	0	6	40	0	0
46	0	110	0	0	0	0	4	0	11	1	0	0	300	1	1	0	1740,81	2	0	0	0	300	1	160	50	0	500	769,759	1	0	9	0	0	0	480	0	1	0	0	0	800	0	300	0	0	48	1	0
12	0	210	3	1	1	0	2	0	2,5	0	1	0	0	0	1	0	5502,96	5	0	0	0	0	0	780	390	1	0	0	0	0	1	0	0	0	660	180	1	0	0	0	0	0	0	0	40	0	1	0
16	0	160	1	0	0	1	2	0	6,5	0	0	0	50	0	1	0	1467,28	4	0	40	0	90	0	910	110	0	0	0	0	0	1	0	0	0	440	40	1	140	460	0	90	0	90	0	0	0	1	0
21	0	180	0	0	0	0	2	0	11	1	0	1	51,42857143	1	1	0	3601,12	4	0	38,57142857	0	90	1	260	0	0	920	342,621	1	0	13	0	0	0	170	70	1	10	0	0	1010	0	90	0	0	40	1	0
32	10	150	1	0	0	0	4	0	8	1	0	0	10	1	1	0	769,76	2	0	0	0	20	1	350	90	0	0	769,759	1	0	1	0	0	0	440	110	1	0	0	0	650	0	650	630	0	0	1	630
66	0	110	0	0	0	0	3	110	8	0	0	0	90	0	0	0	1112,38	3	0	30	0	230	0	520	100	0	0	0	0	0	12	0	1	0	690	130	1	180	0	1	230	0	230	0	0	0	0	0
30	0	210	0	0	0	1	1	0	8	1	0	0	0	0	1	0	760,95	2	0	140	0	140	1	420	110	1	340	342,621	1	0	9	0	0	0	540	0	1	100	0	0	480	0	140	0	15	27	1	0
80	0	100	0	0	0	0	1	0	6,5	0	1	0	110	0	1	0	313,4	2	0	0	0	110	0	720	560	0	0	0	0	0	13	0	1	0	610	0	1	60	0	1	110	0	110	0	0	0	0	0
53	0	160	0	0	0	1	3	0	8	0	0	0	0	0	1	470	1248,25	3	0	0	0	0	0	360	30	0	0	0	0	0	1	0	1	0	610	170	1	0	0	0	470	0	470	470	0	0	1	0
16	22,5	210	0	0	0	0	2	22,5	8	0	0	0	22,5	0	1	120	2492,99	3	0	22,5	0	90	0	880	80	1	0	0	0	0	1	0	0	0	350	90	1	50	450	0	210	0	210	120	40	0	1	0
44	0	160	0	0	0	0	1	144,5454545	2,5	0	0	0	385,4545455	0	1	0	1740,81	4	0	0	1	530	0	430	190	0	0	0	0	0	10	0	0	0	480	80	1	0	0	0	530	0	530	0	0	0	1	0
74	7,5	230	3	1	1	0	3	7,5	8	0	1	0	7,5	0	1	0	2730,65	6	30	7,5	0	30	0	800	410	1	0	0	0	0	1	0	1	0	610	70	1	60	0	1	30	0	30	0	8	0	0	0
40	407,6470588	110	1	1	1	0	1	0	8	0	1	0	24,70588235	0	1	0	5502,96	3	100	197,6470588	0	630	1	390	140	1	0	2205,47	0	0	12	0	0	0	420	40	1	0	0	0	630	0	630	0	25	0	1	0
57	0	170	0	0	0	0	1	0	6,5	0	1	0	46,66666667	0	1	0	1248,25	2	110	93,33333333	0	140	0	600	320	0	0	0	0	0	8	0	1	0	490	0	1	0	0	0	350	0	350	210	0	0	1	210
55	0	180	0	0	0	0	1	0	17	0	1	0	171,1111111	0	1	0	1248,25	2	0	48,88888889	0	220	0	590	140	0	0	0	0	0	5	0	1	0	630	0	1	270	0	0	220	0	220	0	0	0	1	0
35	90	170	1	0	1	0	1	20	15	1	0	0	90	1	1	0	2847,89	3	0	50	0	250	1	590	140	0	0	1723,23	0	1	16	0	0	0	600	280	1	0	0	1	250	0	250	0	0	30	0	0
31	65,80645161	240	2	1	1	0	1	0	11	1	1	1	43,87096774	1	1	0	5502,96	7	0	230,3225806	0	340	1	670	130	0	0	1371,9	1	0	6	0	0	0	430	50	1	250	0	1	340	0	340	0	0	40	0	0
44	90	210	2	0	1	0	1	0	17	1	0	0	270	1	1	0	3601,12	6	0	0	0	360	1	600	390	0	0	1371,9	0	1	1	0	0	1	480	0	1	0	0	0	360	0	360	0	0	37,5	0	0
27	40	70	0	0	0	0	2	0	15	0	1	0	20	0	1	0	3601,12	3	30	0	0	60	1	310	120	0	660	1723,23	0	0	9	0	0	0	410	90	1	0	0	0	720	0	60	0	0	0	1	0
13	0	140	1	0	0	0	2	0	6,5	0	0	0	0	0	1	0	2235,26	4	0	10	0	10	0	880	220	0	0	0	0	0	11	0	0	0	550	360	1	30	130	1	10	0	10	0	0	0	0	0
36	0	190	0	0	0	0	2	0	6,5	0	1	0	0	0	1	0	1740,81	2	0	0	0	0	1	460	90	0	670	1124,66	0	0	8	0	0	0	310	180	1	0	0	0	670	0	0	0	0	0	1	0
11	0	180	2	0	0	0	2	0	6,5	0	1	0	0	0	1	0	2141,66	4	10	0	0	0	0	850	140	0	0	0	0	0	9	0	0	0	590	80	1	30	410	0	0	0	0	0	0	0	1	0
79	130	130	0	0	0	1	2	0	0	0	0	0	70	0	1	0	313,4	1	0	400	0	600	0	130	0	0	0	0	0	0	12	0	1	1	710	0	1	0	0	0	600	0	600	0	0	0	0	0
28	50	180	1	1	1	0	1	0	11	1	1	0	20	0	1	0	1740,81	3	0	300	0	370	1	410	40	0	0	769,759	1	0	1	0	0	0	660	190	1	0	0	1	370	0	370	0	0	0	0	0
22	0	130	0	0	0	0	2	0	11	0	1	0	25	0	1	0	1248,25	4	100	25	0	50	0	1020	80	0	0	0	0	0	1	0	0	0	370	310	1	0	400	0	50	0	50	0	0	0	1	0
23	0	170	0	0	0	0	2	0	12	0	1	0	0	0	1	0	1371,9	4	100	0	0	0	0	1030	210	0	0	0	0	0	6	0	0	0	410	10	1	50	490	0	0	0	0	0	0	0	1	0
19	0	220	1	0	0	0	2	0	6,5	0	1	0	0	0	1	80	769,76	4	0	0	0	0	1	820	200	0	0	0	0	0	1	0	0	0	540	60	1	180	160	0	80	1	80	80	0	0	1	0
29	0	210	0	0	0	0	2	0	15	0	0	0	245,4545455	0	1	0	2235,26	4	0	24,54545455	0	270,0000001	0	660	220	0	0	0	0	0	1	0	0	0	510	0	1	100	130	0	270,0000001	0	270,0000001	0	0	0	1	0
70	0	120	0	0	0	1	1	129,5238095	17	0	0	0	194,2857143	0	1	0	2235,26	2	0	16,19047619	0	340	0	590	300	1	0	0	0	0	15	0	1	0	510	60	1	110	0	0	340	0	340	0	4	0	1	0
62	10	240	0	0	0	0	1	20	6,5	0	0	0	0	0	1	10	760,95	2	0	100	0	130	0	610	70	0	0	0	0	0	10	0	1	0	690	260	1	40	0	0	140	0	140	10	0	0	1	0
54	0	210	0	0	0	0	1	58,33333333	2,5	1	0	1	420	1	1	50	2309,28	4	80	81,66666667	0	560	1	420	130	0	0	769,759	1	0	14	0	0	0	410	0	1	0	0	0	610	0	610	50	0	40	1	0
29	0	160	0	0	0	0	2	0	12	1	0	0	40	1	1	0	1248,25	4	0	0	0	40	1	410	140	0	500	769,759	1	0	3	0	0	0	490	50	1	60	0	0	540	0	40	0	0	40	1	0
40	0	120	0	0	0	0	1	0	17	1	1	1	137,5	0	1	0	4410,94	2	0	12,5	0	150	1	230	0	0	610	2205,47	1	0	9	0	0	0	450	110	1	0	0	0	760	0	150	0	0	1,6	1	0
55	0	110	0	0	0	1	1	70	8	0	0	0	110	0	1	0	769,76	4	0	70	1	250	0	650	100	0	0	0	0	0	8	0	0	0	540	440	1	0	0	0	250	0	250	0	0	0	1	0
44	70,90909091	270	1	0	0	0	1	0	8	1	1	0	23,63636364	0	1	0	1894,42	4	0	35,45454545	0	130	1	730	0	0	0	1124,66	1	0	11	0	0	1	580	210	1	250	0	0	130	0	130	0	0	12	0	0
40	0	160	0	0	0	1	1	0	8	0	0	0	40	0	1	0	1248,25	4	0	180	1	220	0	770	370	0	0	0	0	0	13	0	0	0	450	240	1	0	0	1	220	0	220	0	0	0	0	0
55	0	190	0	0	0	0	1	0	8	0	1	0	170	0	1	0	0	3	40	180	0	350	1	550	250	0	0	0	0	0	4	0	0	0	540	0	1	70	0	0	350	1	350	0	0	0	1	0
50	0	150	0	0	0	0	1	0	8	0	1	0	20	0	1	0	1740,81	3	0	0	0	20	1	320	170	0	450	1723,23	0	0	5	0	0	0	650	0	1	0	0	0	470	0	20	0	0	0	1	0
76	0	190	2	0	1	0	3	150	2,5	0	0	0	110	0	1	0	1740,81	5	0	0	0	260	0	610	210	0	0	0	0	0	1	0	1	1	570	210	1	0	0	0	260	0	260	0	0	0	0	0
33	320,8695652	120	1	1	1	0	1	0	11	1	1	0	89,13043478	1	1	0	2141,66	3	90	0	0	410	1	370	0	0	0	769,759	1	0	13	0	0	0	660	120	1	40	0	1	410	0	410	0	0	40	0	0
55	80	110	0	0	0	0	4	10	15	1	0	0	140	1	1	0	2730,65	4	0	20	0	250	1	260	80	0	520	1371,9	0	1	1	0	0	1	410	70	1	0	0	0	770	0	250	0	0	35	0	0
67	0	150	0	0	0	1	1	0	6,5	0	1	0	0	0	0	0	1740,81	6	50	100	0	100	0	740	180	0	0	0	0	0	8	0	1	0	600	360	1	0	0	0	100	0	100	0	0	0	1	0
24	0	120	1	0	0	0	2	0	15	1	0	0	10	1	1	0	3601,12	6	20	10	0	20	1	430	90	0	480	1723,23	0	1	8	0	0	0	510	0	1	0	200	0	500	0	20	0	0	30	1	0
39	0	150	1	0	0	0	1	144,7368421	8	0	0	0	332,8947368	0	1	0	769,76	4	0	72,36842105	1	550	0	400,0000001	160	0	0	0	0	0	8	0	0	0	490	90	1	0	0	0	550	0	550	0	0	0	1	0
36	0	60	2	0	0	0	1	0	11	1	1	1	0	1	1	0	1371,9	4	0	0	0	0	1	310	110	0	680	1371,9	1	0	6	0	0	1	450	30	1	110	0	0	680	0	0	0	0	40	0	0
13	0	180	1	0	0	0	2	0	6,5	0	0	0	0	0	1	0	1248,25	4	0	30	0	30	0	880	170	0	0	0	0	0	2	0	0	0	530	20	1	0	510	0	30	0	30	0	0	0	1	0
19	0	250	0	0	0	0	2	0	12	0	0	0	80	0	1	0	1740,81	3	0	40	0	120	0	680	100	0	0	0	0	0	9	0	0	0	640	180	0	100	50	1	120	0	120	0	0	0	0	0
45	0	130	0	0	0	0	2	0	8	0	0	0	220	0	1	0	1248,25	3	180	100	1	320	0	590	40	0	0	0	0	0	6	0	0	1	530	0	1	240	0	0	320	0	320	0	0	0	0	0
77	0	170	0	0	0	1	3	0	6,5	0	0	0	80	0	0	0	313,4	1	0	0	0	80	0	760	140	1	0	0	0	0	14	0	1	0	600	230	1	0	0	1	80	0	300	220	2	0	0	220
12	20	110	2	0	0	0	2	0	6,5	0	1	0	10	0	1	0	1248,25	4	0	0	0	30	0	880	110	0	0	0	0	0	12	0	0	0	530	0	1	0	660	0	30	0	30	0	0	0	1	0
15	0	150	1	0	0	0	2	0	6,5	0	0	0	0	0	1	0	1248,25	2	0	0	0	0	0	660	60	0	0	0	0	0	7	0	0	0	780	450	1	0	0	0	0	0	0	0	0	0	1	0
32	416,9444444	180	3	1	2	0	1	0	11	0	0	0	296,25	0	1	0	1371,9	5	0	76,80555556	1	790	0	240	50	0	0	0	0	0	10	0	0	0	410	10	1	0	0	0	790	0	790	0	0	0	1	0
83	0	120	0	0	0	0	3	0	6,5	0	0	0	0	0	1	0	760,95	2	0	0	0	0	0	750	210	1	0	0	0	0	6	0	1	0	690	180	1	240	0	0	0	0	0	0	20	0	1	0
76	0	170	0	0	0	0	1	0	6,5	0	1	0	0	0	1	0	1248,25	3	0	230	0	230	0	580	170	0	0	0	0	0	9	0	1	0	630	0	1	240	0	0	230	0	230	0	0	0	1	0
66	0	410	0	0	0	1	1	0	8	0	1	0	62,5	0	0	0	760,95	2	0	187,5	0	250	0	680	90	0	0	0	0	0	11	0	1	0	510	0	1	180	0	0	250	0	250	0	0	0	1	0
56	12,5	140	0	0	0	0	1	12,5	8	1	1	0	12,5	1	1	0	769,76	3	0	12,5	0	50	1	210	70	0	620	769,759	1	0	1	0	0	0	560	0	1	0	0	0	670	0	50	0	0	40	1	0
63	11,33333333	280	0	0	0	1	3	0	8	0	0	0	124,6666667	0	0	0	1248,25	2	50	204	0	340	0	670	70	0	0	0	0	0	12	0	1	0	430	180	1	90	0	0	340	0	340	0	0	0	1	0
24	0	140	0	0	0	0	2	0	15	0	0	0	43,33333333	0	1	0	1894,42	4	0	86,66666667	0	130	1	910	150	0	0	0	0	0	1	0	0	0	400	0	1	0	620	0	130	1	130	0	0	0	1	0
67	70	120	0	0	0	1	1	0	0	0	0	0	20	0	0	0	760,95	4	0	60	0	150	0	730	390	0	0	0	0	0	12	0	1	0	560	20	1	200	0	0	150	0	150	0	0	0	1	0
18	0	110	0	0	0	1	2	0	8	0	0	0	0	0	1	0	1248,25	3	0	80	0	80	0	490	100	0	0	0	0	0	1	0	0	0	870	280	1	0	0	1	80	0	80	0	0	0	0	0
69	0	150	1	0	1	0	1	0	6,5	0	1	0	0	0	1	0	2235,26	6	0	190	0	190	0	710	230	0	0	0	0	0	12	0	1	0	540	30	1	300	0	0	190	0	190	0	0	0	1	0
52	0	130	0	0	0	0	1	0	17	1	1	1	0	1	1	0	3601,12	4	0	0	0	0	1	720	80	1	450	1937,14	0	1	1	0	0	0	270	350	1	160	0	0	450	0	0	0	2	37,5	1	0
11	0	230	2	0	0	0	2	0	6,5	0	1	0	70	0	1	40	3609,1	4	20	0	0	70	0	820	60	1	0	0	0	0	1	0	0	0	510	70	1	0	440	0	110	0	110	40	4	0	1	0
72	0	100	0	0	0	1	1	80	2,5	0	0	0	160	0	0	0	760,95	2	0	90	1	330	0	570	160	0	0	0	0	0	1	0	0	0	540	100	1	30	180	0	330	0	330	0	0	0	1	0
36	253,125	70	3	1	2	0	1	0	9	0	0	0	196,875	0	1	0	1248,25	5	0	0	1	450	0	350	210	0	0	0	0	0	6	0	0	0	640	70	1	0	0	0	450	0	450	0	0	0	1	0
22	20	280	0	0	0	0	2	0	12	0	0	0	0	0	1	0	1809,9	4	0	0	0	20	0	950	30	0	0	0	0	0	7	0	0	1	470	430	1	0	210	0	20	0	20	0	0	0	0	0
47	0	160	1	0	0	0	1	0	8	0	1	0	0	0	1	0	1740,81	4	0	20	0	20	1	330	90	0	680	1371,9	0	0	9	0	0	0	410	80	1	0	0	0	700	0	20	0	0	0	1	0
79	0	120	0	0	0	1	1	0	2,5	0	0	0	210	0	0	0	4728,66	6	0	70	0	280	0	440	230	0	0	0	0	0	12	0	1	0	720	90	1	0	0	1	280	0	280	0	0	0	0	0
17	0	130	0	0	0	1	2	0	8	0	0	0	10	0	1	0	1248,25	3	140	20	0	30	0	910	30	0	0	0	0	0	1	0	0	0	500	50	1	0	560	0	30	0	30	0	0	0	1	0
69	0	170	0	0	0	1	1	0	2,5	0	0	0	160	0	1	0	760,95	2	0	90	0	250	0	740	330	0	0	0	0	0	12	0	1	1	450	240	1	0	0	0	250	0	250	0	0	0	0	0
43	20	90	2	0	1	0	1	0	11	1	1	0	0	1	1	0	1740,81	4	0	0	0	20	1	470	260	0	470	1371,9	1	0	1	0	0	0	480	120	1	0	0	0	490	0	20	0	0	40	1	0
44	0	200	0	0	0	0	2	0	8	0	0	0	127,5	0	1	0	1740,81	3	0	42,5	0	170	1	270	70	0	530	769,759	0	0	18	0	0	0	470	0	1	0	0	0	700	0	170	0	0	0	1	0
56	25	150	0	0	0	1	1	25	8	0	0	0	25	0	0	0	2141,66	4	0	25	0	100	0	910	0	1	0	0	0	0	9	0	1	0	430	760	1	0	0	1	100	0	100	0	8	0	0	0
20	15	150	0	0	0	0	2	15	9	1	0	0	15	1	1	0	4249,99	5	0	15	0	60	1	620	180	0	0	769,759	1	0	8	0	0	0	760	230	1	0	60	1	60	0	60	0	0	47,5	0	0
68	0	190	0	0	0	1	1	0	6,5	0	1	0	60	0	1	0	1248,25	2	200	120	0	180	0	720	110	0	0	0	0	0	12	0	1	0	540	40	1	180	0	0	180	0	180	0	0	0	1	0
11	0	90	3	0	0	0	2	0	6,5	0	1	0	0	0	1	0	1740,81	5	0	30	0	30	0	910	120	1	0	0	0	0	1	0	0	0	500	670	1	0	30	0	30	0	30	0	20	0	1	0
20	0	100	0	0	0	1	1	0	11	1	1	0	30	1	1	0	2141,66	4	0	0	0	30	1	420	130	0	420	769,759	1	0	15	0	0	0	570	150	1	40	0	0	450	0	30	0	0	40	1	0
30	0	250	0	0	0	1	2	0	12	1	0	1	0	1	1	0	1248,25	2	0	0	0	0	1	600	80	0	0	1124,66	0	1	12	0	0	0	840	210	1	60	0	1	0	0	0	0	0	37,5	0	0
60	0	130	0	0	0	1	1	35	6,5	0	0	0	140	0	1	0	1740,81	3	0	245	1	420	0	530	340	0	0	0	0	0	12	0	0	0	490	40	1	20	0	0	420	0	420	0	0	0	1	0
27	0	230	0	0	0	0	1	0	9	1	0	0	130	0	1	0	1112,38	2	0	0	0	130	1	980	0	0	0	342,621	1	0	1	0	0	1	330	750	1	0	0	0	130	0	130	0	0	25	0	0
29	0	190	0	0	0	0	2	0	9	1	1	0	0	1	1	0	2309,28	4	0	0	0	0	1	750	300	0	0	769,759	1	0	12	0	0	0	690	10	1	250	0	1	0	0	0	0	0	48	0	0
58	0	260	0	0	0	0	1	0	6,5	0	1	0	64,28571429	0	1	0	769,76	2	120	85,71428571	0	150	1	650	130	0	0	769,759	0	0	9	0	0	0	640	60	1	80	0	0	150	0	150	0	0	0	1	0
37	0	170	2	0	0	0	1	0	8	0	1	0	0	0	1	0	1740,81	4	0	0	0	0	1	200	0	1	720	769,759	0	0	10	0	0	0	520	30	1	0	0	0	720	0	0	0	4	0	1	0
10	75	80	3	1	1	0	2	0	2,5	0	0	0	0	0	1	0	313,4	4	60	25	0	100	0	660	290	0	0	0	0	0	12	0	0	0	680	160	1	0	70	1	100	0	100	0	0	0	0	0
33	0	200	0	0	0	0	2	0	8	0	1	0	78,75	0	1	30	760,95	3	0	131,25	0	210	1	600	280	0	90	0	0	0	1	0	0	0	510	40	1	80	0	0	330	1	240	30	0	0	1	0
42	375	170	3	0	0	0	1	10,71428571	17	0	1	0	85,71428571	0	1	0	1740,81	5	0	128,5714286	0	600	1	310	60	0	0	0	0	0	2	0	0	0	410	80	1	0	0	0	720	1	720	120	0	0	1	120
