AGE	CAREPROV	CARSELF	CHILD35	CHILD515	CHILDU15	CHILDUP3	CHILDUP5	CHRONDIS	CIVILSTAT	CLOTHPRV	DOMESTIC	EDUC	EMPLOYEE	FEMALE	FLEXSCHD	FOODPROV	FULLTIME	GOODHLTH	HELPOTHF	HHINC	HHSIZE	HOBBIES	HOMEMNT	HOUSWIFE	LABFORCE	MEDTIME	NONRESDOM	PAIDWORK	PERSINC	PRIVEMPL	PUBEMPL	REGION	RESDMSTC	RETIRED	SATURDAY	SLEEP	SOCLIFE	SPANIARD	SPORT	STUDY	SUNDAY	UNEMPL	WATCHTV	WEEKDOMH	WEEKWRKH	WORKDAY	WORKNOPR	Y2009
41	0	80	0	0	0	0	0		4	0	0	12	1	1	0	44	1	1	0	1567.516	1	130	66	0	1	0		450	1567.516			4		0	0	420	160	0	0	0	0	0	0		60	1	90	1
61	0	140	0	0	0	0	0	0	1	122.8571429	0	2.5	0	1	0	258	0	1	0	769.76	2	0	49.14285714	0	1	180	0	0	0	0	0	1	0	0	0	530	160	1	0	0	0	1	180	0	0	1	0	0
17	2.5	90	0	1	1	0	0	0	2	2.5	0	8	0	0	0	2.5	0	1	0	1753.43	6	0	2.5	0	0	120	0	0	0	0	0	1	0	0	0	500	200	1	0	520	0	0	120	0	0	1	0	0
13	0	170	0	1	2	1	1	1	2	0	0	6.5	0	0	0	30	0	1	0	1740.81	4	230	0	0	0	110	0	0	0	0	0	10	0	0	1	580	30	1	290	0	0	0	110	0	0	0	0	0
38	20	160	0	0	1	1	1		2	0	0	8	1	0	0	40	1	1	0	1212.93	3	0	10	0	1	80		580	911.388			7		0	0	430	120	1	0	0	0	0	80		45	1	0	1
35	170	160	0	0	0	0	0		2	0	0	8	1	0	1	0	1	1	0	911.388	2	0	0	0	1	180		300	911.388			12		0	1	630	0	1	0	0	0	0	180		40	0	0	1
11	0	190	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1740.81	4	70	0	0	0	50	0	0	0	0	0	17	0	0	0	610	0	1	0	520	0	0	50	0	0	1	0	0
50	0	210	0	0	0	0	0		2	0	0	17	1	0	1	0	1	1	0	0	3	0	0	0	1	450		0	0			13		0	0	780	0	1	0	0	1	0	450		50	0	0	1
72	0	110	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1740.81	2	0	0	0	0	230	0	0	0	0	0	1	0	1	0	500	510	1	90	0	1	0	230	0	0	0	0	0
34	252	140	1	0	1	0	1	0	1	0	0	8	0	1	0	238	0	1	0	769.76	3	0	0	1	0	130	0	0	0	0	0	10	0	0	0	490	110	1	80	0	0	0	130	0	0	1	0	0
89	0	190	0	0	0	0	0	1	3	0	1	6.5	0	1	0	0	0	0	0	760.95	2	0	0	0	0	230	1	0	0	0	0	9	0	1	0	790	230	1	0	0	0	0	150	2	0	1	0	0
35	70	70	1	0	1	0	1	0	1	0	0	15	1	0	0	20	1	1	0	2975.23	3	60	20	0	1	80	0	560	2205.47	1	0	4	0	0	0	530	30	1	0	0	0	0	80	0	40	1	0	0
48	226.9230769	130	0	1	1	0	0		2	90.76923077	0	8	1	1	0	226.9230769	0	1	0	313.399	4	0	45.38461538	0	1	80		0	0			13		0	0	410	110	1	120	0	0	1	80		0	1	0	1
29	36.66666667	150	0	0	0	0	0		2	0	0	2.5	1	0	1	0	1	1	0	1392.46	2	0	73.33333333	0	1	160		580	1392.46			14		0	0	440	0	1	0	0	0	0	160		40	1	0	1
70	0	220	0	0	0	0	0	0	1	0	0	2.5	0	0	0	20	0	1	0	760.95	2	80	0	0	0	240	0	0	0	0	0	9	0	1	1	500	0	1	380	0	0	0	240	0	0	0	0	0
37	0	170	0	1	1	0	0	0	4	0	0	8	1	0	0	0	1	1	0	1248.25	3	0	0	0	1	160	0	0	1124.66	1	0	1	0	0	0	800	310	1	0	0	0	0	160	0	0	1	0	0
69	0	130	0	0	0	0	0	1	1	0	0	8	0	0	0	20	0	1	0	760.95	2	30	100	0	0	260	0	0	0	0	0	12	0	1	1	590	250	1	60	0	0	0	260	0	0	0	0	0
86	0	190	0	0	0	0	0	1	3	0	0	0	0	1	0	30	0	1	0	760.95	2	0	0	0	0	300	0	0	0	0	0	12	0	1	0	800	60	1	60	0	0	0	300	0	0	1	0	0
88	0	300	0	0	0	0	0	1	3	0	1	8	0	1	0	65.625	0	0	0	313.4	1	0	144.375	0	0	150	1	0	0	0	0	7	0	1	0	520	250	1	10	0	0	0	130	2	0	1	0	0
79	0	110	0	0	0	0	0	0	1	0	0	6.5	0	1	0	197.3076923	0	1	0	313.4	2	0	342.6923077	1	0	220	0	0	0	0	0	10	0	0	0	440	130	1	0	0	0	0	220	0	0	1	0	0
59	0	220	0	0	0	0	0		2	0	0	8	0	0	0	60	0	0	0	313.399	3	0	350	0	0	220		0	0			15		1	0	460	130	1	0	0	1	0	180		0	0	0	1
71	20	190	0	0	0	0	0	0	1	0	0	6.5	0	0	0	0	0	1	0	1248.25	2	70	0	0	0	200	0	0	0	0	0	10	0	1	1	280	180	1	500	0	0	0	200	0	0	0	0	0
48	0	240	0	0	0	0	0		2	0	0	8	1	0	0	0	1	1	0	2433.18	2	0	50	0	1	10		580	911.388			13		0	0	470	70	1	20	0	0	0	10		40	1	0	1
24	0	220	0	0	0	0	0	0	1	0	0	6.5	1	0	0	0	0	1	0	685.24	4	0	0	0	1	230	0	270	342.621	1	0	9	0	0	0	540	0	1	180	0	0	0	230	0	20	1	0	0
53	0	140	0	0	0	0	0	0	1	0	0	6.5	1	0	0	0	1	1	0	769.76	4	0	0	0	1	110	0	650	769.759	1	0	1	0	0	0	540	0	1	0	0	0	0	0	0	0	1	0	0
52	0	220	0	0	0	0	0		2	0	0	17	1	1	0	0	1	1	0	0	2	60	0	0	1	0		0	0			13		0	0	610	550	1	0	0	1	0	0		40	0	0	1
42	20	120	0	0	0	0	0	0	2	20	0	20	1	0	1	20	1	1	0	3095.13	2	620	20	0	1	60	0	0	1723.23	0	1	6	0	0	0	560	0	1	0	0	0	0	60	0	40	1	0	0
70	0	280	0	0	0	0	0		2	0	0	2.5	0	0	0	0	0	1	0	0	2	0	330	0	0	130		0	0			9		1	0	530	30	1	140	0	0	0	70		0	1	0	1
10	0	110	1	1	2	0	1	0	2	0	0	2.5	0	1	0	20	0	1	0	1248.25	4	90	30	0	0	70	0	0	0	0	0	13	0	0	0	580	0	1	0	540	0	0	70	0	0	1	0	0
33	464.516129	150	0	0	2	2	2	0	1	20.64516129	0	17	0	1	0	123.8709677	0	1	0	2235.26	4	0	30.96774194	1	0	100	0	0	0	0	0	13	0	0	0	380	50	1	120	0	1	0	100	0	0	0	0	0
24	0	90	0	0	0	0	0	0	1	0	0	8	1	1	0	63.75	0	1	0	2235.26	2	0	106.25	0	1	70	0	390	769.759	1	0	9	0	0	0	500	0	1	220	0	0	0	70	0	30	1	0	0
18	0	130	0	0	0	0	0	0	2	0	0	6.5	0	0	0	0	0	1	0	1371.9	3	0	0	0	0	110	0	0	0	0	0	6	0	0	0	520	0	1	0	680	0	0	110	0	0	1	0	0
42	151.5789474	160	0	0	0	0	0	0	1	151.5789474	0	8	0	1	0	101.0526316	0	1	0	2235.26	4	0	75.78947368	0	1	230	0	0	0	0	0	1	0	0	0	510	60	1	0	0	0	1	230	0	0	1	0	0
77	0	150	0	0	0	0	0	0	2	0	0	12	0	0	0	146.6666667	0	1	0	760.95	1	10	73.33333333	0	0	180	0	0	0	0	0	9	0	1	0	570	10	1	300	0	0	0	100	0	0	1	0	0
26	0	180	0	0	0	0	0	0	2	0	0	11	1	1	1	0	0	1	0	1326.29	4	0	0	0	1	230	0	480	556.531	1	0	15	0	0	0	550	0	1	0	0	0	0	60	0	20	1	0	0
81	0	260	0	0	0	0	0	1	3	0	1	2.5	0	1	0	0	0	0	0	2235.26	2	0	0	0	0	0	1	0	0	0	0	15	0	1	0	830	350	1	0	0	0	0	0	45	0	1	0	0
28	360	120	1	1	3	1	2		2	0	0	4.5	0	1	0	310	0	1	0	313.399	5	0	150	1	0	0		0	0			14		0	0	450	50	0	0	0	0	0	0		0	1	0	1
34	0	170	0	0	0	0	0	0	2	0	0	8	1	0	1	0	1	1	0	2235.26	5	0	170	0	1	70	0	520	769.759	1	0	12	0	0	0	510	0	1	0	0	0	0	70	0	40	1	0	0
63	0	170	0	0	0	0	0	1	1	0	0	6.5	0	1	0	100	0	1	0	760.95	2	0	0	0	0	490	0	0	0	0	0	17	0	1	0	680	0	1	0	0	0	0	490	0	0	1	0	0
28	0	90	0	0	0	0	0	0	2	10	0	9	1	0	0	10	1	1	0	2730.65	4	0	30	0	1	10	0	690	769.759	1	0	15	0	0	0	570	30	1	0	0	0	0	10	0	40	1	0	0
62	210	150	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	1	0	1248.25	3	0	0	0	0	280	0	0	0	0	0	8	0	1	0	610	20	1	170	0	0	0	0	0	0	1	0	0
38	30	150	0	1	1	0	0	0	1	0	0	8	1	0	0	0	1	1	0	1740.81	3	0	10	0	1	200	0	0	1723.23	1	0	1	0	0	1	740	90	1	220	0	0	0	90	0	0	0	0	0
51	0	90	0	1	1	0	0		2	81	0	8	1	1	0	189	1	1	0	1212.93	4	0	0	0	1	0		490	911.388			17		0	0	530	60	1	0	0	0	0	0		40	1	0	1
58	0	180	0	0	0	0	0	0	1	0	0	2.5	1	0	0	0	1	1	0	1753.43	2	0	30	0	1	80	0	450	983.669	1	0	11	0	0	0	540	160	1	0	0	0	0	80	0	40	1	0	0
23	0	160	0	0	0	0	0	0	2	0	0	8	1	0	0	0	1	1	0	2224.76	4	0	0	0	1	40	0	650	769.759	1	0	1	0	0	0	480	110	1	0	0	0	0	40	0	45	1	0	0
30	5	150	0	0	1	1	1		2	5	0	4.5	1	0	0	5	1	1	0	911.388	3	0	5	0	1	0		0	911.388			9		0	0	320	860	1	90	0	1	0	0		40	0	0	1
69	0	150	0	0	0	0	0	0	1	0	0	8	0	0	0	20	0	1	0	1248.25	2	0	0	0	0	370	0	0	0	0	0	7	0	1	0	600	190	1	110	0	0	0	370	0	0	1	0	0
12	0	110	0	1	1	0	0	0	2	0	0	6.5	0	1	0	50	0	1	0	769.76	6	0	0	0	0	290	0	0	0	0	0	14	0	0	0	510	0	1	40	440	0	0	140	0	0	1	0	0
17	0	70	0	0	0	0	0		1	0	0	8	1	1	0	0	0	1	0	313.399	2	0	0	0	0	60		0	0			9		0	0	540	40	1	130	600	0	0	60		0	1	0	1
34	322.6829268	260	0	0	2	2	2	0	1	11.95121951	1	17	0	1	0	107.5609756	0	1	0	3601.12	4	0	47.80487805	1	0	40	1	0	0	0	0	1	0	0	1	510	30	1	110	0	0	0	40	5	0	0	0	0
80	0	240	0	0	0	0	0		2	0	0	4.5	0	0	0	168	0	1	0	0	2	0	42	0	0	30		0	0			17		1	0	700	220	1	40	0	0	0	30		0	1	0	1
36	80	80	0	0	1	1	1	0	1	0	0	15	1	0	1	30	1	1	0	2492.99	3	0	10	0	1	170	0	630	1723.23	1	0	13	0	0	0	440	0	1	0	0	0	0	120	0	40	1	0	0
71	0	130	0	0	0	0	0	0	1	0	0	6.5	0	0	0	0	0	1	0	760.95	2	240	0	0	0	210	0	0	0	0	0	7	0	1	0	610	0	1	250	0	1	0	130	0	0	0	0	0
45	0	240	0	0	0	0	0		2	0	0	9	1	1	0	170	1	1	0	0	3	0	0	0	1	0		510	0			17		0	0	460	60	1	0	0	0	0	0		40	1	0	1
22	0	140	0	0	0	0	0	0	2	0	0	6.5	1	0	0	0	1	1	0	769.76	6	290	0	0	1	50	0	0	769.759	1	0	1	0	0	0	670	210	1	80	0	1	0	50	0	0	0	0	0
59	20	100	0	0	0	0	0	0	1	0	0	8	0	1	0	160	0	1	0	1248.25	3	0	210	1	0	220	0	0	0	0	0	2	0	0	0	600	0	1	130	0	0	0	220	0	0	1	0	0
36	240	140	1	0	2	1	2		2	0	0	12	1	0	1	70	1	1	0	2433.18	4	0	0	0	1	0		0	1392.46			17		0	1	850	140	1	0	0	0	0	0		40	0	0	1
39	96.25	90	0	1	1	0	0	0	1	0	0	15	0	1	0	123.75	0	1	0	2309.28	4	0	0	0	1	200	0	430	769.759	0	0	9	0	0	0	500	0	1	0	0	0	0	200	0	0	1	0	0
39	68	170	0	1	1	0	0	0	1	0	0	17	0	1	0	340	0	1	0	1248.25	3	0	102	0	1	0	0	0	0	0	0	4	0	0	0	530	160	0	70	0	0	1	0	0	0	1	0	0
54	0	180	0	0	0	0	0		2	0	0	4.5	1	1	0	296.7741935	0	1	0	1212.93	4	0	103.2258065	0	1	260		160	399.004			1		0	0	420	20	1	0	0	0	0	260		10	1	0	1
37	0	180	0	2	2	0	0	0	1	0	0	8	1	0	0	0	1	1	0	769.76	4	0	0	0	1	0	0	770	769.759	1	0	18	0	0	0	470	20	1	0	0	1	0	0	0	40	0	0	0
27	250	190	0	0	1	1	1		2	0	0	8	1	1	0	0	0	1	0	1212.93	3	0	0	0	0	300		0	0			14		0	1	480	220	1	0	0	0	0	110		0	0	0	1
26	0	80	0	0	0	0	0	0	2	0	0	8	1	1	1	30	1	1	0	1539.52	2	0	0	0	1	80	0	530	769.759	1	0	13	0	0	0	540	60	0	120	0	1	0	80	0	40	0	0	0
80	30	150	0	0	0	0	0	1	1	0	0	0	0	1	0	150	0	0	0	760.95	2	0	0	0	0	0	0	0	0	0	0	12	0	1	0	740	130	1	240	0	0	0	0	0	0	1	0	0
67	140	120	0	0	0	0	0	1	1	0	0	6.5	0	0	0	0	0	1	0	760.95	3	0	0	0	0	220	0	0	0	0	0	12	0	1	0	680	50	1	230	0	1	0	220	0	0	0	0	0
22	0	200	0	0	0	0	0	0	2	0	0	8	0	1	0	60	0	1	0	760.95	3	0	80	0	1	210	0	0	0	0	0	11	0	0	0	670	30	1	190	0	0	1	210	0	0	1	0	0
44	0	240	0	0	0	0	0		2	41.37931034	0	17	1	1	0	165.5172414	1	1	0	3765.14	4	0	93.10344828	0	1	40		180	1784.67			1		0	0	590	20	1	70	0	0	0	0		35	1	0	1
35	0	270	0	0	0	0	0	0	1	0	0	0	0	1	0	210	0	1	0	760.95	2	0	130	1	0	100	0	0	0	0	0	18	0	0	0	490	0	0	0	240	0	0	100	0	0	1	0	0
69	0	170	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	1	0	2235.26	2	0	310	0	0	180	0	0	0	0	0	4	0	1	0	510	270	1	0	0	0	0	180	0	0	1	0	0
25	0	230	0	0	0	0	0	0	2	0	0	12	1	1	0	0	1	1	0	1809.9	4	0	0	0	1	170	0	420	342.621	1	0	7	0	0	0	470	150	1	0	0	0	0	170	0	40	1	0	0
49	0	80	0	0	0	0	0		2	0	0	15	1	0	1	180	1	1	0	3765.14	4	0	0	0	1	120		480	3297.19			17		0	0	420	100	1	60	0	0	0	120		50	1	0	1
39	99.16666667	150	0	0	2	2	2	0	1	0	0	9	1	0	0	28.33333333	1	1	0	2730.65	4	0	42.5	0	1	60	0	590	1371.9	1	0	1	0	0	0	420	0	1	50	0	0	0	60	0	0	1	0	0
58	0	150	0	0	0	0	0	1	1	0	0	8	0	0	0	110	0	1	30	1740.81	3	0	0	0	1	60	0	580	769.759	0	0	1	0	0	0	470	40	1	0	0	0	0	60	0	0	1	0	0
21	0	470	0	1	1	0	0	1	2	0	0	12	0	0	0	0	0	1	0	3609.22	4	60	580	0	0	0	0	0	0	0	0	12	0	0	0	230	10	1	0	90	0	0	0	0	0	1	0	0
66	54.81481481	140	0	0	0	0	0		3	0	0	0	0	1	0	191.8518519	0	1	0	0	2	0	123.3333333	0	0	330		0	0			14		1	0	540	60	1	0	0	0	0	330		0	1	0	1
62	0	200	0	0	0	0	0		2	130	0	4.5	0	1	0	260	0	1	0	0	3	0	50	1	0	140		0	0			9		0	0	590	70	1	0	0	1	0	140		0	0	0	1
25	0	370	0	0	0	0	0		1	0	0	12	1	1	0	51.42857143	0	1	0	1212.93	3	260	38.57142857	0	0	60		0	0			12		0	1	300	280	1	0	80	0	0	60		0	0	0	1
85	0	440	0	0	0	0	0	1	3	0	0	6.5	0	0	0	0	0	0	0	3601.12	5	0	0	0	0	220	0	0	0	0	0	15	0	1	1	760	20	1	0	0	0	0	220	0	0	0	0	0
52	7.5	130	0	0	0	0	0		2	7.5	0	12	1	0	0	7.5	1	1	0	2433.18	3	0	7.5	0	1	480		0	1392.46			3		0	0	690	0	1	110	0	1	0	320		40	0	0	1
73	0	120	0	0	0	0	0	1	1	0	0	2.5	0	1	0	200	0	1	0	760.95	2	0	0	0	0	260	0	0	0	0	0	14	0	1	0	550	260	1	50	0	0	0	260	0	0	1	0	0
49	105.4054054	120	0	0	0	0	0	0	1	0	0	8	1	0	0	137.027027	0	1	0	2651.9	4	30	147.5675676	0	1	140	0	280	769.759	1	0	3	0	0	0	410	0	1	70	0	0	0	140	0	0	1	0	0
40	60	240	0	2	2	0	0	0	1	10	0	12	0	1	0	70	0	1	0	1371.9	4	0	50	1	0	130	0	0	0	0	0	10	0	0	0	560	290	1	30	0	1	0	60	0	0	0	0	0
13	0	130	1	4	6	1	2		1	0	0	4.5	1	0	0	0	0	1	0	2433.18	10	90	20	0	0	30		0	0			18		0	0	500	90	1	160	420	0	0	30		0	1	0	1
84	0	150	0	0	0	0	0		2	0	0	4.5	0	1	0	215.7692308	0	1	0	313.399	2	80	114.2307692	1	0	370		0	0			15		0	0	460	50	1	0	0	0	0	320		0	1	0	1
46	0	90	0	0	0	0	0	1	1	0	0	8	1	0	1	60	1	1	0	1740.81	2	0	60	0	1	30	0	480	769.759	0	1	13	0	0	0	510	210	1	0	0	0	0	30	0	40	1	0	0
21	0	200	0	0	0	0	0		1	0	0	12	1	1	0	90	0	1	0	1212.93	3	50	50	0	0	30		20	0			13		0	0	430	50	0	170	350	0	0	0		0	1	0	1
69	90	150	0	0	0	0	0		2	0	0	2.5	0	0	0	0	0	0	0	313.399	3	0	0	0	0	280		0	0			8		1	0	650	180	1	90	0	0	0	250		0	1	0	1
33	0	150	0	0	0	0	0	0	5	10	0	8	0	0	0	30	0	1	50	313.4	1	0	170	0	1	0	0	0	0	0	0	11	0	0	0	630	230	1	170	0	0	1	0	0	0	1	0	0
74	70	220	0	0	0	0	0		2	20	0	4.5	0	1	0	0	0	1	0	313.399	2	0	70	1	0	390		0	0			4		0	0	480	130	1	60	0	0	0	390		0	1	0	1
40	255.483871	220	0	2	2	0	0	0	1	81.29032258	0	0	0	1	0	150.9677419	0	1	0	2730.65	5	0	232.2580645	1	0	50	0	0	0	0	0	9	0	0	0	450	0	1	0	0	0	0	50	0	0	1	0	0
72	11.5	130	0	0	0	0	0	0	3	46	0	6.5	0	1	0	103.5	0	1	0	313.4	1	0	69	0	0	360	0	0	0	0	0	1	0	1	0	470	140	1	110	0	0	0	360	0	0	1	0	0
82	0	140	0	0	0	0	0	1	3	0	0	2.5	0	1	0	138.6956522	0	0	0	0	2	0	151.3043478	0	0	330	0	0	0	0	0	1	0	1	0	590	90	1	0	0	0	0	330	0	0	1	0	0
14	0	130	0	1	1	0	0		1	0	0	8	1	0	0	10	0	1	0	1212.93	3	270	0	0	0	0		0	0			5		0	0	750	20	1	140	120	1	0	0		0	0	0	1
25	0	180	0	0	0	0	0	0	2	0	0	15	0	0	0	20	0	1	30	2664.18	5	0	10	0	0	50	0	70	0	0	0	7	0	0	1	520	460	1	0	100	0	0	50	0	0	0	0	0
40	30	330	1	1	2	0	1		2	0	1	17	0	0	0	0	1	1	0	3765.14	4	0	290	0	1	40		0	1784.67			15		0	0	630	90	1	30	0	1	0	0		42	0	0	1
46	0	180	0	1	1	0	0	0	1	0	0	8	0	0	0	0	0	1	0	769.76	4	0	0	0	1	0	0	810	769.759	0	0	1	0	0	0	450	0	1	0	0	0	0	0	0	0	1	0	0
28	0	110	0	0	0	0	0		2	105.8823529	0	15	1	1	0	129.4117647	0	1	0	313.399	2	0	164.7058824	0	1	210		0	0			9		0	0	570	0	0	150	0	0	1	150		0	1	0	1
57	5	150	0	0	0	0	0	0	1	5	0	8	1	0	0	5	1	1	0	2235.26	4	0	5	0	1	370	0	0	1124.66	1	0	10	0	0	0	660	150	1	90	0	0	0	300	0	40	1	0	0
58	20	120	0	0	0	0	0	0	1	0	0	8	0	0	0	160	0	1	0	1248.25	2	0	60	0	0	250	0	0	0	0	0	15	0	1	0	540	210	1	80	0	0	0	160	0	0	1	0	0
18	0	140	0	0	0	0	0	0	2	0	1	8	0	1	0	0	0	1	0	2235.26	2	0	0	0	0	0	1	0	0	0	0	10	0	0	0	430	190	1	110	570	0	0	0	8	0	1	0	0
79	0	140	0	0	0	0	0		2	175	0	4.5	0	1	0	237.5	0	1	0	313.399	2	0	37.5	0	0	280		0	0			6		1	0	570	0	1	0	0	0	0	200		0	1	0	1
74	0	90	0	0	0	0	0		2	35.625	0	2.5	0	1	0	59.375	0	1	270	313.399	2	0	95	0	0	120		0	0			15		1	1	590	120	1	60	0	0	0	120		0	0	0	1
23	40	140	0	0	0	0	0		1	40	0	8	1	1	0	40	1	1	0	3765.14	4	0	40	0	1	140		0	911.388			7		0	1	680	320	1	0	0	0	0	140		40	0	0	1
55	0	50	0	0	0	0	0		2	0	0	8	1	0	0	0	1	1	0	0	2	0	0	0	1	140		660	0			6		0	1	550	40	1	0	0	0	0	110		60	0	0	1
64	13.84615385	110	0	0	0	0	0	1	3	41.53846154	0	0	0	1	0	41.53846154	0	0	0	313.4	2	0	83.07692308	1	0	260	0	0	0	0	0	5	0	0	0	660	200	1	30	0	0	0	260	0	0	1	0	0
67	0	130	0	0	0	0	0	1	3	567.7777778	0	8	0	1	0	162.2222222	0	1	0	760.95	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	450	130	1	0	0	0	0	0	0	0	1	0	0
63	0	120	0	0	0	0	0	1	3	0	0	8	0	1	0	129.4117647	0	0	40	313.4	1	0	70.58823529	0	0	180	0	0	0	0	0	5	0	1	0	810	90	1	0	0	1	0	180	0	0	0	0	0
35	0	140	1	0	1	0	1	0	1	0	1	15	1	0	1	0	1	1	0	1248.25	3	0	0	0	1	90	1	0	1124.66	0	1	1	0	0	0	560	40	1	0	610	0	0	90	1	37.5	1	0	0
33	20	120	0	0	0	0	0		1	10	0	11	0	1	0	120	1	1	0	1392.46	1	0	0	0	1	50		0	1392.46			12		0	0	680	370	1	70	0	1	0	30		43	0	0	1
33	329.0769231	110	0	1	2	1	1	0	1	84.92307692	0	12	0	1	0	191.0769231	0	1	0	1371.9	4	0	84.92307692	1	0	100	0	0	0	0	0	9	0	0	0	520	20	1	0	0	0	0	100	0	0	1	0	0
35	0	130	0	0	0	0	0	0	2	0	0	6.5	0	0	0	0	0	1	0	1248.25	3	0	0	0	0	210	0	0	0	0	0	12	0	1	0	730	230	1	140	0	1	0	210	0	0	0	0	0
12	0	150	0	1	1	0	0	0	2	0	0	6.5	0	1	0	0	0	1	0	313.4	3	0	20	0	0	130	0	0	0	0	0	1	0	0	0	550	0	1	150	440	0	0	130	0	0	1	0	0
43	0	100	0	1	1	0	0	1	1	0	0	8	0	1	0	150	0	1	0	1882.14	4	0	40	0	1	0	0	630	769.759	0	0	1	0	0	0	480	40	1	0	0	0	0	0	0	0	1	0	0
44	120	250	0	0	0	0	0	0	1	10	0	12	1	1	0	40	0	1	0	2249.32	3	0	40	0	1	0	0	450	1124.66	0	1	9	0	0	0	460	40	1	30	0	0	0	0	0	0	1	0	0
71	0	190	0	0	0	0	0		2	0	0	4.5	0	0	0	70	0	1	0	313.399	2	180	0	0	0	330		0	0			9		1	0	540	50	1	80	0	0	0	270		0	1	0	1
50	7.5	50	0	2	2	0	0	0	1	7.5	1	17	1	0	0	7.5	1	1	0	3813.5	4	0	7.5	0	1	440	1	0	2688.84	0	1	10	0	0	0	660	140	1	120	0	1	0	380	10	37.5	0	0	0
48	0	110	0	0	0	0	0	0	1	0	0	8	1	0	0	0	1	1	0	769.76	2	0	0	0	1	0	0	780	769.759	1	0	7	0	0	1	360	0	1	190	0	0	0	0	0	48	0	0	0
56	0	170	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	1	0	1248.25	4	20	0	0	0	580	0	0	0	0	0	16	0	1	0	420	0	1	200	50	0	0	70	0	0	1	0	0
49	0	200	0	2	2	0	0	0	1	11.53846154	0	0	1	0	0	0	1	1	0	1248.25	4	0	138.4615385	0	1	160	0	0	1124.66	0	1	12	0	0	0	450	280	1	200	0	0	0	140	0	37.5	1	0	0
71	0	170	0	0	0	0	0	1	1	30	0	8	0	1	0	220	0	1	0	2235.26	4	0	170	1	0	220	0	0	0	0	0	5	0	0	0	470	160	1	0	0	1	0	220	0	0	0	0	0
70	60	240	0	0	0	0	0	0	3	60	0	6.5	0	1	0	60	0	1	280	760.95	2	0	60	0	0	80	0	0	0	0	0	9	0	1	0	480	0	1	120	0	0	0	80	0	0	1	0	0
69	0	180	0	0	0	0	0	1	1	121.4814815	0	2.5	0	1	0	288.5185185	0	0	190	313.4	2	0	0	1	0	60	0	0	0	0	0	1	0	0	0	540	60	1	0	0	0	0	60	0	0	1	0	0
39	276.4705882	140	0	2	2	0	0	0	1	0	0	8	0	1	0	152.0588235	0	1	0	983.67	4	0	41.47058824	1	0	270	0	0	0	0	0	1	0	0	0	390	170	1	0	0	0	0	90	0	0	1	0	0
82	0	100	0	0	0	0	0	0	3	0	0	2.5	0	1	0	140	0	1	0	1248.25	2	0	140	0	0	380	0	0	0	0	0	6	0	1	0	600	80	1	0	0	0	0	380	0	0	1	0	0
58	0	610	0	0	0	0	0	1	5	0	1	8	0	1	0	0	0	0	0	1248.25	3	0	0	1	0	0	1	0	0	0	0	5	0	0	0	830	0	1	0	0	0	0	0	25	0	1	0	0
11	0	160	0	1	1	0	0		1	0	0	4.5	1	0	0	0	0	1	400	2433.18	3	70	10	0	0	140		0	0			8		0	1	480	90	1	0	90	0	0	140		0	0	0	1
24	0	120	0	0	0	0	0	0	2	0	0	8	1	0	0	0	1	1	0	2309.28	4	0	0	0	1	0	0	540	769.759	1	0	13	0	0	0	780	0	1	0	0	0	0	0	0	39	1	0	0
27	0	130	0	0	0	0	0	0	2	0	0	12	1	0	0	0	0	1	0	1455	4	60	0	0	0	150	0	0	342.621	1	0	7	0	0	0	540	80	1	0	480	0	0	150	0	0	1	0	0
51	0	120	0	0	0	0	0	0	1	216	0	8	0	1	0	180	0	1	0	3601.12	5	0	324	1	0	60	0	0	0	0	0	13	0	0	0	420	0	1	120	0	0	0	60	0	0	1	0	0
38	0	140	0	1	2	1	1	0	1	0	0	6.5	0	0	0	0	0	1	0	769.76	4	0	0	0	1	0	0	850	769.759	0	0	9	0	0	0	450	0	1	0	0	0	0	0	0	0	1	0	0
57	290	140	0	0	0	0	0	0	1	0	0	8	1	0	0	0	1	1	0	1248.25	4	0	0	0	1	320	0	0	1124.66	0	1	7	0	0	0	540	0	1	150	0	0	0	260	0	37.5	1	0	0
70	0	120	0	0	0	0	0	1	2	30	0	2.5	0	1	0	230	0	1	0	1248.25	3	0	120	1	0	250	0	0	0	0	0	12	0	0	0	520	50	1	120	0	0	0	250	0	0	1	0	0
18	0	100	0	1	1	0	0		1	0	0	12	1	1	0	40	0	1	0	0	4	70	30	0	0	310		0	0			10		0	1	540	350	1	0	0	0	0	310		0	0	0	1
67	150	130	0	0	0	0	0	0	1	0	0	6.5	0	0	0	0	0	1	0	1740.81	2	0	150	0	0	110	0	0	0	0	0	3	0	1	0	690	210	1	0	0	0	0	0	0	0	1	0	0
83	0	290	0	0	0	0	0		3	0	1	4.5	0	1	0	0	0	1	0	1212.93	2	0	0	0	0	520		0	0			15		1	1	630	0	1	0	0	0	0	390		0	0	0	1
