 Roll       Pitch     Heave    Surge      Sway      Yaw       Wave     Wind
-3.24600   3.88500   0.02744   0.20120   0.25110   0.05670  -0.16390  14.358
-3.33900   3.73600   0.02295   0.17270   0.24920   0.24210   0.49650  15.071
-3.38500   2.99100   0.01731   0.14190   0.23050   0.17510   1.15980  15.424
-3.26700   1.86000   0.00823   0.12190   0.19960   0.05819   1.21270  15.848
-2.64700   0.71790  -0.00495   0.12110   0.16630  -0.10317   1.01860  15.542
-2.10500  -0.02721  -0.01929   0.14180   0.13930  -0.07490   0.56410  15.436
-1.61400  -0.09478  -0.02879   0.17540   0.12600   0.01291   0.35620  15.226
-1.17200   0.32970  -0.02730   0.20910   0.12510   0.00701   0.24940  15.507
-1.07900   1.47300  -0.00613   0.23440   0.13300   0.05080  -0.00527  15.285
-1.08700   2.63100   0.02212   0.24210   0.14170   0.16540  -0.28790  15.563
-1.17300   3.72800   0.05662   0.24810   0.15260   0.26320  -0.75190  15.636
-1.34300   4.31500   0.08300   0.25560   0.16410   0.19650  -1.32650  14.779
-1.61300   4.17600   0.09080   0.26160   0.17530   0.25160  -1.20600  13.970
-1.70400   3.74500   0.08170   0.25870   0.18580   0.23130  -0.49250  14.277
-2.10300   3.22200   0.05892   0.23910   0.19180   0.31120   0.13570  14.367
-2.45300   2.69200   0.03433   0.20460   0.18610   0.27500   0.56280  14.761
-2.64800   2.24200   0.01651   0.16770   0.16420   0.16630   0.68220  15.513
-2.65200   1.41200   0.00807   0.13750   0.12820   0.10340   0.62840  15.391
-2.64500   0.32970   0.00484   0.11940   0.08200   0.09690   0.61410  15.170
-2.55000  -0.17220   0.00264   0.11900   0.04805   0.00435   0.80930  15.177
-2.29900  -0.54300  -0.00221   0.13330   0.01711  -0.17500   0.92750  14.529
-2.24500  -0.05472  -0.00781   0.16310  -0.00641  -0.28830   0.45440  15.089
-2.24600   0.78810  -0.00913   0.20650  -0.02314  -0.33300   0.05180  14.801
-2.28000   2.18700  -0.00235   0.25650  -0.03442  -0.22680  -0.37030  14.388
-2.50400   3.23400   0.01480   0.30070  -0.03926   0.04122  -0.79000  14.095
-2.66500   3.74600   0.03892   0.32140  -0.03768   0.16510  -0.87930  13.796
-2.65000   4.23600   0.06427   0.31330  -0.02915   0.41360  -0.52470  13.919
-2.78000   4.56700   0.08340   0.27990  -0.01790   0.44520  -0.33450  14.022
-3.09600   4.56400   0.08740   0.22740  -0.01000   0.44580  -0.14540  13.992
-3.11300   4.12800   0.07600   0.18540  -0.01178   0.25450   0.08830  13.716
-2.77700   3.23100   0.04597   0.13800  -0.02445   0.10560   0.61370  14.007
-2.25100   2.09100   0.00448   0.09880  -0.04832   0.06756   0.69430  14.139
-1.96300   0.71570  -0.03649   0.07330  -0.07842   0.09360   0.72520  14.336
-1.20400  -0.06296  -0.06521   0.06133  -0.10890   0.10890   0.93800  14.631
-0.93900  -0.87410  -0.07504   0.05971  -0.13420  -0.19220   1.10460  15.060
-0.62140  -1.01200  -0.06297   0.06539  -0.15460  -0.34710   0.68790  14.535
-0.33720  -0.52760  -0.03344   0.07797  -0.16760  -0.35280  -0.15430  14.579
-0.38040   0.61560   0.00521   0.09720  -0.17540  -0.13470  -0.55300  14.455
-0.64020   2.16200   0.05101   0.11650  -0.18000   0.13040  -0.61220  13.866
-0.94910   3.46000   0.07840   0.11970  -0.17870   0.20840  -0.60650  14.294
-1.16700   4.78900   0.09780   0.11190  -0.17200   0.44130  -0.53100  14.379
-1.61400   5.40200   0.10210   0.10180  -0.15810   0.72120  -0.46930  14.360
-2.10300   5.18600   0.09200   0.09000  -0.13940   0.78550  -0.52870  14.249
-2.64800   4.05700   0.07020   0.07310  -0.12300   0.63190  -0.46220  13.231
-3.16100   2.29900   0.04112   0.04527  -0.11770   0.20760   0.01193  13.196
-3.34100   0.72920   0.01503   0.01093  -0.12940  -0.06865   0.38680  13.315
-3.75600  -0.02926  -0.00479  -0.02450  -0.15170  -0.01783   0.53050  14.255
-3.68600  -0.53050  -0.01703  -0.05144  -0.17440   0.27410   0.56210  15.093
-3.33900  -0.15390  -0.02028  -0.06645  -0.18640   0.23470   0.38680  15.862
-3.24800   0.44120  -0.01619  -0.06905  -0.18560   0.08348   0.33920  16.034
-3.19000   1.62100  -0.00559  -0.06654  -0.18020  -0.30240   0.32750  16.107
-3.11000   2.76700   0.00682  -0.06235  -0.17720  -0.37060   0.21760  15.628
-2.77700   3.74400   0.01970  -0.05924  -0.17420  -0.05486   0.02234  15.267
-2.51400   4.49500   0.02967  -0.06249  -0.16710   0.33730   0.28100  15.338
-2.23200   4.58300   0.03352  -0.07640  -0.15370   0.52560   0.37560  14.807
-2.08200   4.16600   0.03045  -0.10230  -0.13660   0.45880   0.39960  14.793
-1.61900   3.70000   0.02066  -0.13330  -0.11850   0.42370   0.38510  14.447
-1.61500   2.81500   0.00630  -0.16300  -0.10070   0.57990  -0.09450  13.987
-1.61500   1.79200  -0.00902  -0.19210  -0.08250   0.86390  -0.46450  13.946
-1.61500   0.87900  -0.01542  -0.21170  -0.06890   0.68090  -0.72140  13.941
-1.61700   0.67630  -0.01389  -0.23700  -0.05266   0.42420  -0.61570  14.249
-1.61700   0.71700  -0.00032  -0.26490  -0.03766  -0.10290  -0.28660  14.922
-2.05500   1.13100   0.02482  -0.29840  -0.02601  -0.39390  -0.20460  15.673
-2.15200   2.12400   0.05334  -0.33080  -0.02296  -0.23290  -0.00738  16.669
-2.28100   2.84600   0.07366  -0.35320  -0.02640   0.13480   0.45140  16.404
-2.50600   3.25000   0.07980  -0.36490  -0.03405   0.41060   0.77080  16.051
-2.24500   3.61200   0.06680  -0.36190  -0.03922   0.56610   0.69210  15.900
-2.10500   3.54600   0.03609  -0.34730  -0.04143   0.48350   0.36260  15.722
-2.00800   3.12500  -0.00850  -0.32520  -0.04046   0.19490   0.15530  15.520
-1.69900   2.58400  -0.03642  -0.31470  -0.03986   0.30550   0.06880  14.585
-1.61700   2.11400  -0.04972  -0.31700  -0.03742   0.45520  -0.02458  15.196
-1.61600   1.54900  -0.04076  -0.33130  -0.02791   0.44730  -0.33140  15.015
-1.61400   1.10700  -0.01129  -0.35130  -0.00592   0.46950  -0.54330  14.694
-1.62800   0.95500   0.02905  -0.36880   0.03043   0.45160  -0.93450  14.666
-2.01200   1.27300   0.06555  -0.37920   0.07870   0.18200  -0.90280  15.851
-2.10500   2.12600   0.08680  -0.38490   0.12570  -0.05869  -0.18980  16.397
-2.25200   2.83700   0.08890  -0.39050   0.15990  -0.07540   0.35480  16.841
-2.47000   3.97800   0.07220  -0.39530   0.18040   0.30080   0.80880  17.057
-2.28900   4.84100   0.03569  -0.39640   0.18760   0.68380   1.13690  17.177
-2.19900   5.05200   0.00003  -0.39310   0.18500   0.75950   1.01370  16.986
-2.00700   4.31200  -0.03841  -0.38630   0.17730   0.70770   0.45590  16.265
-1.38900   2.98300  -0.06542  -0.37970   0.17180   0.47840   0.12070  15.746
-1.17200   1.19800  -0.07468  -0.37930   0.17230   0.10930  -0.20210  15.429
-1.12100   0.09770  -0.06551  -0.38610   0.17780  -0.17590  -0.45630  15.515
-1.12100  -0.10760  -0.03810  -0.39710   0.19010  -0.34930  -0.33360  16.326
-1.17000   0.25090   0.00238  -0.40770   0.20980  -0.17740  -0.35450  16.945
-1.61200   1.28800   0.04896  -0.41620   0.23400   0.06787  -0.05110  17.133
-1.96200   2.71300   0.08290  -0.41470   0.25670   0.20490   0.03590  16.809
-2.10500   3.74600   0.10160  -0.39890   0.28040   0.35610   0.14300  15.732
-2.20000   4.30800   0.09810  -0.37490   0.29700   0.36970   0.19360  14.956
-2.45600   4.31700   0.07630  -0.33890   0.31050   0.27450   0.18070  14.982
-2.64500   3.74300   0.04253  -0.30060   0.31050   0.39050   0.22570  14.723
-2.51000   2.71400   0.00774  -0.26590   0.29700   0.54830   0.09890  14.513
-2.45600   1.53700  -0.01564  -0.24150   0.27850   0.55560  -0.01396  14.914
-2.23900   0.67980  -0.02607  -0.22410   0.26050   0.54880  -0.12150  15.283
-2.10400   0.27600  -0.02483  -0.20930   0.24650   0.38430   0.04850  15.924
-2.08000   0.55110  -0.01263  -0.19330   0.23360   0.08810   0.02001  16.415
-2.10400   1.48000   0.00700  -0.17640   0.21800  -0.27020  -0.13500  16.771
-2.10300   2.89800   0.03267  -0.15970   0.19190  -0.20390   0.26190  16.734
-2.10500   4.13700   0.05088  -0.15020   0.16980  -0.07481   0.50420  17.120
-2.10300   5.04600   0.06607  -0.14200   0.14950   0.07664   0.32180  16.585
-2.10300   5.13500   0.06933  -0.13550   0.14040   0.18050   0.27750  15.934
-2.09800   4.56900   0.05663  -0.12580   0.14220   0.05604   0.28480  15.427
-2.14100   3.35100   0.02786  -0.11300   0.15460  -0.09082   0.31940  14.210
-2.20100   2.14900  -0.01000  -0.10110   0.17210   0.12710   0.09340  13.649
-2.45800   1.22300  -0.04313  -0.09040   0.19120   0.47310  -0.33450  13.482
-2.64700   0.73210  -0.06221  -0.08320   0.20560   0.58380  -0.37720  13.765
-3.07800   1.10700  -0.05832  -0.08170   0.20610   0.37440  -0.38010  14.310
-3.22000   1.61300  -0.02647  -0.08860   0.18350   0.17140  -0.31420  15.245
-3.28900   2.18400   0.01256  -0.09760   0.15210   0.25800  -0.27080  15.818
-3.38500   2.84700   0.05778  -0.10220   0.11510   0.41440  -0.11040  16.295
-3.34000   2.84800   0.08810  -0.09520   0.08750   0.65770   0.36860  15.982
-3.29100   2.83700   0.09760  -0.07310   0.07220   0.54000   0.81220  14.931
-3.13800   2.35600   0.08490  -0.03368   0.06660   0.10770   0.83510  13.883
-2.77500   2.12800   0.05431   0.01812   0.06290  -0.12300   0.72150  13.345
-2.30600   1.90400   0.01800   0.07912   0.05845  -0.31570   0.33690  12.626
-2.10400   1.84200  -0.01096   0.13750   0.05463  -0.15920  -0.05990  12.648
-1.61600   1.92600  -0.02415   0.18320   0.05189   0.13640  -0.44120  12.946
-1.40900   2.16300  -0.01918   0.21830   0.04952   0.35260  -0.62430  14.049
-1.17300   2.69200  -0.00281   0.22950   0.04575   0.47080  -0.77950  14.634
-1.12100   3.24400   0.02248   0.22700   0.03520   0.58920  -0.77820  14.808
-1.12200   3.76900   0.04623   0.21510   0.01608   0.55400  -0.20670  15.454
-1.08100   4.26300   0.06076   0.19790  -0.00767   0.35390   0.40340  15.909
-0.98500   4.25400   0.06368   0.17830  -0.03337   0.27160   0.58440  16.282
-0.94100   3.73800   0.05513   0.16350  -0.05303   0.16390   0.51320  15.494
-0.94100   2.75800   0.03743   0.15660  -0.06828   0.04870   0.87960  15.213
-0.99100   1.54300   0.01674   0.16170  -0.08030   0.15080   1.36830  14.851
-1.07900   0.11820  -0.00032   0.17740  -0.08990   0.23720   1.16930  14.073
-1.21800  -1.13300  -0.01259   0.21140  -0.09310   0.30400   0.51570  14.075
-1.61400  -1.18500  -0.01640   0.25320  -0.08590   0.38260  -0.23590  13.884
-2.10200  -0.53010  -0.01423   0.30930  -0.06990   0.43890  -0.66850  13.908
-2.50800   0.78860  -0.00522   0.36540  -0.04877   0.44870  -0.92680  13.791
-3.11600   2.74200   0.01114   0.40870  -0.03316   0.36470  -0.75760  14.776
-3.38100   4.60500   0.03092   0.42980  -0.03630   0.01510  -0.53690  14.933
-3.72300   5.91500   0.04948   0.43330  -0.06308  -0.08129  -0.39730  15.862
-3.52200   6.52200   0.06147   0.42240  -0.10770   0.06113  -0.03930  16.001
-3.21900   5.97500   0.06353   0.39990  -0.15730   0.21970   0.27920  16.028
-2.52700   4.60000   0.05495   0.36830  -0.19920   0.48330   0.48360  15.917
-2.00300   2.38900   0.03574   0.33210  -0.22790   0.50480   0.45570  15.105
-1.35700   0.67800   0.01752   0.31210  -0.23280   0.38280   0.50170  14.531
-1.07800  -1.18600  -0.00077   0.30290  -0.22150   0.26530   0.41160  13.940
-0.98600  -2.20800  -0.01202   0.31180  -0.19520   0.15590  -0.07070  14.231
-0.93900  -2.23900  -0.01420   0.33960  -0.15980   0.18440  -0.37350  14.355
-1.03200  -1.20100  -0.00655   0.38410  -0.12150   0.21120  -0.50730  15.060
-1.17000   0.67350   0.00963   0.43220  -0.09110   0.18160  -0.40730  15.879
-1.61400   2.73200   0.03283   0.47420  -0.07450  -0.02056  -0.12510  15.824
-2.00700   4.50400   0.05336   0.49740  -0.07480  -0.17980   0.11930  15.408
-2.10400   5.64300   0.06627   0.50910  -0.08430  -0.10450   0.24970  15.374
-2.24400   5.97800   0.06558   0.51040  -0.10140   0.15340   0.46250  15.287
-2.31600   5.33600   0.05292   0.50410  -0.11690   0.45580   0.52470  14.400
-2.31900   4.02000   0.02789   0.48850  -0.13530   0.80260   0.22070  14.233
-2.24300   2.46400   0.00054   0.46610  -0.15190   0.73020   0.17130  14.493
-2.19800   0.93200  -0.01944   0.43640  -0.16590   0.50530   0.24640  15.089
-2.15100   0.08896  -0.02274   0.40120  -0.17730  -0.02512   0.14140  15.231
-2.19500  -0.39860  -0.00770   0.36340  -0.18010  -0.31020  -0.06640  16.302
-2.25300  -0.48290   0.02152   0.33260  -0.16770  -0.18660  -0.14160  16.523
-2.65500  -0.06390   0.05492   0.31520  -0.13470   0.12890  -0.26740  16.424
-3.08400   0.63990   0.07778   0.31900  -0.08280   0.12510  -0.29250  16.032
-3.29100   1.76200   0.08040   0.34640  -0.01560   0.20090  -0.00047  15.210
-3.51500   2.69100   0.06750   0.37690   0.03290   0.19950  -0.18090  14.144
-3.87600   3.73900   0.04017   0.41410   0.08440   0.05879  -0.35140  13.844
-3.88300   4.33200   0.01257   0.43750   0.12070  -0.00284  -0.10820  13.479
-3.88100   4.33600  -0.00726   0.43780   0.14240   0.05940   0.29110  13.984
-3.38700   3.74600  -0.01343   0.40630   0.14760   0.18680   0.40140  14.465
-3.21800   3.22500  -0.00717   0.34920   0.14060   0.26260   0.40500  15.065
-2.69700   2.41600   0.00567   0.28400   0.12520   0.18880   0.44610  15.727
-2.25600   1.84300   0.01708   0.22800   0.10660  -0.01041   0.18920  16.553
-1.70700   1.20800   0.02256   0.18730   0.08910  -0.08725   0.10030  16.258
-1.17200   0.73040   0.02139   0.16300   0.07780   0.01231   0.20540  16.186
-1.07500   0.68010   0.01635   0.15820   0.08430   0.16470   0.39060  15.527
-0.99400   0.71040   0.01062   0.16090   0.11130   0.26610   0.29110  14.537
-1.08000   0.92740   0.00879   0.16790   0.15710   0.18260   0.11320  13.880
-1.60000   1.59600   0.01217   0.17680   0.21030   0.02840   0.05170  13.690
-2.12500   2.19100   0.02069   0.17990   0.25090   0.01562   0.21750  13.689
-2.66800   2.40200   0.03308   0.17090   0.27250   0.03603   0.18240  13.865
-3.11500   2.84900   0.04618   0.14930   0.27740   0.03601  -0.43570  14.489
-3.24100   3.24200   0.05442   0.12510   0.27520  -0.02456  -0.46090  14.639
-3.33800   3.24000   0.05653   0.10270   0.27590   0.07860  -0.23460  14.313
-3.64200   3.01600   0.05107   0.07970   0.28630   0.07232  -0.19640  13.972
-3.75300   2.71200   0.04103   0.06059   0.30020   0.01075  -0.11840  13.671
-3.78700   2.17300   0.02568   0.03849   0.31180   0.01463   0.24190  13.307
-3.86100   1.84300   0.00977   0.01497   0.31320  -0.01012   0.58660  13.301
-3.66100   1.82100  -0.00101  -0.00821   0.30130   0.15890   0.51440  13.161
-3.34400   1.84200  -0.00411  -0.02963   0.27760   0.17640   0.29540  13.255
-3.14000   1.97800   0.00149  -0.05423   0.23990   0.24780  -0.02272  14.415
-2.64700   2.14200   0.01336  -0.08630   0.19620   0.23430  -0.14420  14.513
-2.24200   2.51600   0.02566  -0.12440   0.16130   0.31540  -0.11330  15.058
-2.09700   2.87100   0.03558  -0.16630   0.14410   0.35840  -0.14680  15.333
-2.09200   3.33100   0.03892  -0.20750   0.15270   0.52440  -0.09950  15.129
-2.15100   3.24300   0.03572  -0.23410   0.17830   0.30030  -0.02989  14.294
-2.29600   2.84800   0.02661  -0.25860   0.21870  -0.10070   0.06980  13.441
-2.65000   2.33800   0.01395  -0.28150   0.25880  -0.41450   0.41180  12.646
-3.19700   1.84300   0.00152  -0.30220   0.28820  -0.60050   0.53130  12.368
-3.38600   1.25300  -0.00777  -0.31910   0.30350  -0.32220   0.38110  12.643
-3.75800   1.12000  -0.01318  -0.33350   0.31170   0.17930   0.29460  12.964
-3.70700   1.55200  -0.01408  -0.34750   0.31700   0.57970  -0.16380  13.111
-3.70500   2.21300  -0.01046  -0.36550   0.31650   0.66220  -0.34650  13.550
-3.65300   3.24100  -0.00012  -0.39300   0.29930   0.58100  -0.39080  14.996
-3.24100   4.15600   0.02269  -0.44030   0.24830   0.55620  -0.46860  15.016
-2.89200   4.51000   0.04624  -0.48450   0.18990   0.39110  -0.37970  15.150
-2.25000   4.07600   0.07318  -0.53510   0.11240   0.32660   0.19930  16.738
-1.61900   3.24100   0.08950  -0.57380   0.04547   0.33560   0.56020  15.938
-1.16500   1.69200   0.08840  -0.59330   0.00370   0.12640   1.23170  14.457
-1.03000   0.07413   0.06430  -0.58360  -0.01001  -0.09036   1.23080  13.521
-1.08000  -1.13300   0.02213  -0.54030   0.00708  -0.02700   0.49180  12.795
-1.35200  -1.18700  -0.02440  -0.47420   0.04185   0.02149   0.18290  12.082
-2.05500  -0.53090  -0.06479  -0.39660   0.08230   0.17250  -0.15190  11.397
-2.50700   0.72770  -0.08460  -0.32750   0.11450   0.24980  -0.61060  11.283
-3.24500   2.87400  -0.07240  -0.27290   0.12940   0.27250  -0.93300  11.482
-3.84200   4.65600  -0.03668  -0.25680   0.11930   0.18010  -1.09850  12.832
-4.33000   6.05000   0.02227  -0.27380   0.08410   0.27090  -0.87770  14.952
-4.83100   6.40400   0.08230  -0.31900   0.03413   0.17780  -0.37090  16.239
-4.86300   5.68400   0.12280  -0.36910  -0.01316   0.18810   0.07730  16.858
-4.47600   3.89100   0.13300  -0.40670  -0.04865   0.29210   0.32120  16.148
-4.38400   1.83800   0.10780  -0.41600  -0.05693   0.16510   0.67690  14.819
-4.18600  -0.68380   0.05301  -0.39110  -0.03895  -0.15450   0.98450  13.940
-3.78900  -2.27600  -0.01323  -0.33630  -0.00983  -0.24040   0.33540  13.220
-3.38700  -2.73000  -0.07020  -0.26550   0.01033  -0.07766   0.09310  13.193
-3.19800  -1.73800  -0.10550  -0.17720   0.01314   0.40490  -0.14120  13.674
-2.82300   0.03813  -0.10070  -0.11750  -0.00075   0.62270  -0.54760  15.019
-2.51100   2.33100  -0.06580  -0.06610  -0.02801   0.37150  -0.38030  16.249
-2.22600   4.24000  -0.01236  -0.03406  -0.06326   0.11690   0.18560  17.005
-2.10500   5.30100   0.04321  -0.01421  -0.09500  -0.01329   0.56030  16.361
-2.10500   5.26100   0.08270   0.00829  -0.11720   0.16090   0.29130  15.341
-2.15900   4.56100   0.09650   0.03459  -0.12520   0.29450   0.16520  14.120
-2.44300   2.85100   0.08430   0.06628  -0.11810   0.48080  -0.02695  13.005
-2.67100   1.54100   0.05425   0.09590  -0.09950   0.38160  -0.37490  12.468
-3.10900   0.37120   0.02389   0.11210  -0.08350   0.13840  -0.35190  12.911
-3.46300  -0.09018   0.00796   0.11620  -0.08190  -0.02066  -0.13380  13.091
-4.02500  -0.07480   0.01008   0.11600  -0.08990   0.09343  -0.11310  13.606
-4.33000   0.18760   0.02340   0.12220  -0.10430   0.27540  -0.22470  14.326
-4.44100   0.72820   0.03708   0.14240  -0.12020   0.45640  -0.18410  14.571
-4.43300   1.49000   0.04281   0.17590  -0.13600   0.52800   0.08120  14.607
-4.28500   2.37100   0.03592   0.21240  -0.15000   0.29550   0.49630  14.538
-3.88800   3.25100   0.02030   0.24250  -0.16850   0.10370   0.80090  14.868
-3.38500   4.17300   0.00316   0.26120  -0.19050  -0.17080   0.75300  14.509
-3.04100   4.40300  -0.00871   0.26980  -0.21740  -0.14530   0.23480  14.499
-2.24500   3.74900  -0.00978   0.26500  -0.24420   0.05780   0.05090  14.372
-1.62000   2.73900   0.00102   0.24270  -0.27060   0.26400  -0.05770  14.207
-1.21900   1.75800   0.01520   0.21600  -0.28500   0.24890  -0.21820  14.102
-1.04700   0.73130   0.03091   0.18410  -0.29330   0.16710  -0.36210  14.335
-0.98000   0.26880   0.03935   0.16360  -0.29370   0.20100  -0.32610  14.549
-0.99300   0.22790   0.03722   0.15830  -0.29030   0.16260  -0.04890  14.458
-1.24500   0.73160   0.02565   0.16480  -0.28780   0.30210   0.34990  14.212
-1.47100   1.80800   0.01002   0.17360  -0.29280   0.34950   0.77930  13.924
-1.70200   2.84700  -0.00074   0.17390  -0.30470   0.24180   0.65760  14.328
-2.10400   3.74600  -0.00058   0.16230  -0.32030   0.16440   0.40460  14.211
-2.41900   4.19300   0.01110   0.14260  -0.33800   0.14740   0.09470  14.282
-2.78200   3.70400   0.03378   0.11480  -0.36410  -0.08564  -0.23420  13.674
-3.14100   2.71000   0.04923   0.09290  -0.38890   0.01765  -0.69650  13.578
-3.24200   1.77500   0.05407   0.07390  -0.41430   0.19440  -0.64700  13.429
-3.21300   1.03600   0.04500   0.05785  -0.43640   0.30160  -0.15590  13.281
-3.14100   1.14100   0.02680   0.04068  -0.45400   0.25150   0.52440  13.454
-3.14100   1.84300   0.00929   0.01518  -0.47210  -0.10817   0.47570  14.144
-3.11500   2.78500   0.00128  -0.01687  -0.49150  -0.05410   0.48670  14.734
-3.07500   3.24400   0.00549  -0.05049  -0.51070   0.08835   0.65250  15.217
-2.77600   3.24500   0.01633  -0.07802  -0.52390   0.14070   0.43820  14.832
-2.64600   2.24700   0.02815  -0.09880  -0.52580   0.34180  -0.19700  14.014
-2.65000   1.07000   0.03113  -0.10470  -0.50470   0.37150  -0.00624  13.443
-2.77400   0.48030   0.02396  -0.09840  -0.47160   0.43610   0.05680  12.962
-3.08200   0.48410   0.00920  -0.08720  -0.42180   0.39600  -0.24760  12.593
-3.14100   1.20500  -0.00528  -0.07870  -0.36810   0.21780  -0.44110  12.518
-3.28800   2.44100  -0.01186  -0.07820  -0.32410  -0.00278  -0.31720  12.863
-3.33800   3.59900  -0.00643  -0.09060  -0.29450  -0.17930  -0.38640  13.324
-3.34400   4.17700   0.00918  -0.11930  -0.28240  -0.27180  -0.18750  13.875
-3.24400   4.33600   0.02872  -0.15780  -0.28440  -0.07067  -0.08490  13.927
-3.06600   3.90700   0.04647  -0.19770  -0.29380   0.10310   0.37670  13.415
-2.50700   3.14100   0.05417  -0.22900  -0.30460   0.49740   0.50830  13.509
-2.05600   1.85400   0.04732  -0.24630  -0.30880   0.60450   0.30590  13.048
-1.61200   0.81650   0.03300  -0.24680  -0.30300   0.43210   0.39960  12.457
-1.18100   0.20060   0.01237  -0.23750  -0.28680   0.19200   0.26290  11.869
-1.11900   0.22370  -0.00581  -0.22250  -0.26210  -0.01769  -0.03608  12.690
-1.12200   0.69980  -0.01495  -0.20950  -0.23360   0.01930  -0.10270  12.640
-1.16900   1.56000  -0.01068  -0.20250  -0.20170  -0.02427   0.00339  13.258
-1.60700   2.69500   0.00676  -0.20820  -0.17260   0.15580   0.16760  14.008
-1.66100   3.47900   0.03128  -0.22560  -0.14390   0.12710   0.48330  14.389
-2.10500   4.00400   0.05581  -0.24660  -0.11640   0.17260   0.79210  14.922
-2.24400   3.74700   0.06970  -0.25800  -0.09180   0.02744   0.58200  14.983
-2.50600   2.95400   0.06576  -0.25310  -0.06760   0.02789   0.37720  14.740
-2.56500   2.20300   0.04695  -0.23660  -0.05130   0.05646   0.43570  13.787
-2.73600   1.28700   0.01383  -0.21160  -0.03816   0.22470   0.58750  13.414
-2.75400   0.84780  -0.01683  -0.19180  -0.03262   0.40060   0.33570  13.461
-2.66700   0.89600  -0.03597  -0.17960  -0.03606   0.56700   0.17210  14.248
-2.65200   1.48700  -0.03818  -0.17260  -0.04602   0.44410  -0.24930  14.790
-2.55000   1.88800  -0.02211  -0.17030  -0.05888   0.32250  -0.44100  15.052
-2.29500   2.22600   0.00640  -0.17250  -0.06803  -0.03896  -0.19380  15.127
-2.25600   2.42400   0.03510  -0.17530  -0.07064  -0.20030  -0.11610  15.550
-2.25100   2.37600   0.05454  -0.16870  -0.06495  -0.31110  -0.24850  15.082
-2.24500   2.32300   0.06008  -0.14240  -0.04272  -0.10348   0.01461  14.463
-2.23700   2.34100   0.05162  -0.11360  -0.01303   0.14080   0.01617  14.165
-2.30800   2.53600   0.03237  -0.08170   0.03200   0.20100   0.19700  13.275
-2.52200   2.85000   0.01415  -0.06740   0.07529   0.44230   0.01091  13.486
-2.68000   3.48100   0.00551  -0.07390   0.10720   0.47080  -0.14570  13.969
-2.87700   3.76500   0.00900  -0.09910   0.12300   0.51260  -0.23200  14.602
-3.11100   3.77800   0.02008  -0.13140   0.12690   0.52390  -0.48110  14.514
-3.11600   3.34100   0.03157  -0.16160   0.12270   0.48360  -0.41190  14.647
-3.07100   2.35800   0.03387  -0.18180   0.11450   0.38970  -0.04580  14.658
-2.65200   1.09100   0.02371  -0.18610   0.10330   0.16410   0.39020  14.343
-2.21300  -0.01502  -0.00155  -0.16390   0.09000  -0.16880   0.89040  13.888
-1.98000  -0.47780  -0.02188  -0.12730   0.08480  -0.20540   1.05410  13.444
-1.52300  -0.47990  -0.03697  -0.07000   0.08630  -0.10035   0.93020  12.817
-1.16900  -0.03386  -0.03482  -0.00631   0.10150   0.03713   0.33640  12.428
-1.07400   0.72990  -0.01022   0.05172   0.13210   0.11930  -0.18680  12.835
-1.03100   1.84300   0.03266   0.09490   0.17630   0.13340  -0.93500  13.514
-1.08900   2.92000   0.08240   0.11370   0.22260   0.26050  -1.17090  13.640
-1.17400   4.01400   0.12180   0.11300   0.26010   0.47650  -0.97000  14.217
-1.61400   4.74500   0.13880   0.10560   0.28750   0.56170  -0.51010  15.073
-1.98900   5.14600   0.12370   0.10050   0.30370   0.50260   0.25600  15.109
-2.00800   4.60800   0.07200   0.10100   0.30790   0.17070   0.75720  14.153
-1.66900   3.74700   0.01630   0.10340   0.30190   0.02081   1.26890  13.954
-1.57000   2.37100  -0.04977   0.10530   0.28730  -0.09968   1.84500  14.055
-1.15900   0.81030  -0.09660   0.10500   0.27490   0.07028   1.35630  14.105
-1.03000  -0.14950  -0.11470   0.10330   0.27170   0.30060   0.42990  14.172
-0.98500  -0.98000  -0.10090   0.10170   0.28000   0.33810  -0.44010  14.641
-1.03100  -0.73080  -0.05890   0.10090   0.30110   0.22100  -1.07100  14.913
-1.11500   0.23310   0.00021   0.09850   0.33220  -0.03527  -1.22890  15.753
-1.35200   1.58300   0.06127   0.08990   0.36540   0.02995  -0.96870  15.854
-1.96000   3.22200   0.10660   0.08070   0.39270   0.22730  -0.37560  15.682
-2.24400   4.56700   0.12580   0.08000   0.40860   0.48040   0.00350  15.223
-2.45700   5.08900   0.11660   0.08720   0.40960   0.52630  -0.07050  14.543
-2.39600   5.08400   0.08340   0.09830   0.40070   0.45020   0.15660  13.304
-2.19700   4.33200   0.03785   0.10270   0.38230   0.27360   0.33870  12.769
-2.00800   3.24300  -0.00273   0.09270   0.36240   0.32990  -0.03161  12.624
-1.61400   1.90700  -0.02410   0.06900   0.34960   0.22460  -0.47990  12.605
-1.34400   0.72820  -0.02333   0.03828   0.34090   0.09260  -0.48970  13.386
-1.22200  -0.02379  -0.00660   0.00940   0.33490  -0.01781  -0.78720  14.309
-1.17000  -0.12680   0.01703  -0.01348   0.33450   0.05576  -0.75230  13.990
-1.17000   0.44210   0.03649  -0.02633   0.33810   0.16920  -0.30280  14.135
-1.64000   2.06600   0.04484  -0.03304   0.33950   0.35510   0.55830  14.456
-1.61600   3.24400   0.04070  -0.03674   0.33580   0.38750   0.95830  14.966
-2.00600   4.60800   0.02715  -0.03534   0.32590   0.39530   1.25890  14.507
